Qubit,Error_Rate
0,0.1204833984375
1,0.0540771484375
2,0.0579833984375
3,0.021728515625
4,0.0411376953125
5,0.035400390625
6,0.014892578125
7,0.025390625
8,0.0771484375
9,0.025634765625
10,0.2054443359375
11,0.0107421875
12,0.0367431640625
13,0.0299072265625
14,0.01806640625
15,0.0181884765625
16,0.026611328125
17,0.00732421875
18,0.00830078125
19,0.1187744140625
20,0.0162353515625
21,0.130615234375
22,0.0411376953125
23,0.034912109375
24,0.0335693359375
25,0.1055908203125
26,0.041748046875
27,0.0445556640625
28,0.0078125
29,0.024169921875
30,0.0162353515625
31,0.0570068359375
32,0.015380859375
33,0.0355224609375
34,0.0341796875
35,0.013427734375
36,0.0057373046875
37,0.0107421875
38,0.0645751953125
39,0.03515625
40,0.0260009765625
41,0.06591796875
42,0.141357421875
43,0.0098876953125
44,0.0479736328125
45,0.0081787109375
46,0.041259765625
47,0.0234375
48,0.05029296875
49,0.0164794921875
50,0.1121826171875
51,0.009033203125
52,0.0279541015625
53,0.278076171875
54,0.0091552734375
55,0.0126953125
56,0.059814453125
57,0.0604248046875
58,0.0140380859375
59,0.0533447265625
60,0.00927734375
61,0.0103759765625
62,0.014404296875
63,0.0355224609375
64,0.0670166015625
65,0.013427734375
66,0.00830078125
67,0.065673828125
68,0.010498046875
69,0.0362548828125
70,0.0440673828125
71,0.060546875
72,0.00830078125
73,0.0244140625
74,0.011474609375
75,0.009521484375
76,0.085693359375
77,0.022216796875
78,0.05029296875
79,0.0355224609375
80,0.049560546875
81,0.0079345703125
82,0.072509765625
83,0.0233154296875
84,0.0638427734375
85,0.0374755859375
86,0.230712890625
87,0.0059814453125
88,0.1661376953125
89,0.087890625
90,0.0299072265625
91,0.0167236328125
92,0.00634765625
93,0.01171875
94,0.0225830078125
95,0.0208740234375
96,0.0169677734375
97,0.101806640625
98,0.01708984375
99,0.0369873046875
100,0.07177734375
101,0.0576171875
102,0.018798828125
103,0.05419921875
104,0.0345458984375
105,0.0894775390625
106,0.11279296875
107,0.0198974609375
108,0.0166015625
109,0.07275390625
110,0.00830078125
111,0.014892578125
112,0.01025390625
113,0.026123046875
114,0.035888671875
115,0.1241455078125
116,0.0487060546875
117,0.0050048828125
118,0.094970703125
119,0.033203125
120,0.0245361328125
121,0.0306396484375
122,0.084228515625
123,0.017822265625
124,0.078857421875
125,0.0076904296875
126,0.0989990234375
127,0.0267333984375
128,0.09130859375
129,0.0413818359375
130,0.0198974609375
131,0.0079345703125
132,0.015380859375
