,circuit_name,type,error_scale,count_accepted,prep_rate,success_rate,ler,total_discard,shots
0,polar_all_meas_n3_x,normal,0.1,53025,0.9640909090909091,0.9900990099009901,0.00990099009900991,0.0,55000
1,polar_all_meas_n3_x,dynamic,0.1,53126,0.9803472901404292,0.9876708203139706,0.012329179686029423,0.01470909090909091,54191
2,polar_all_meas_n3_x,normal,0.2,51209,0.9310727272727273,0.9800816262766311,0.01991837372336891,0.0,55000
3,polar_all_meas_n3_x,dynamic,0.2,51379,0.9614513744643425,0.9748146129741724,0.02518538702582762,0.02838181818181818,53439
4,polar_all_meas_n3_x,normal,0.3,49299,0.8963454545454546,0.9703847948234244,0.029615205176575565,0.0,55000
5,polar_all_meas_n3_x,dynamic,0.3,49730,0.944306249169246,0.9630404182585964,0.03695958174140357,0.04249090909090909,52663
6,polar_all_meas_n3_x,normal,0.4,47637,0.8661272727272727,0.9611646409303692,0.03883535906963076,0.0,55000
7,polar_all_meas_n3_x,dynamic,0.4,48190,0.9288385181758606,0.9518364805976344,0.04816351940236563,0.05669090909090909,51882
8,polar_all_meas_n3_x,normal,0.5,46029,0.8368909090909091,0.9498142475395946,0.05018575246040535,0.0,55000
9,polar_all_meas_n3_x,dynamic,0.5,46552,0.9097518076998241,0.9376611101563842,0.0623388898436158,0.06963636363636364,51170
10,polar_all_meas_n3_x,normal,0.6,44564,0.8102545454545454,0.9405798402297819,0.059420159770218084,0.0,55000
11,polar_all_meas_n3_x,dynamic,0.6,45304,0.8963456858516511,0.9286597209959385,0.07134027900406148,0.08103636363636364,50543
12,polar_all_meas_n3_x,normal,0.7,43014,0.7820727272727273,0.9300460315246198,0.06995396847538016,0.0,55000
13,polar_all_meas_n3_x,dynamic,0.7,43774,0.8828607155822678,0.9168456161191575,0.08315438388084251,0.09850909090909091,49582
14,polar_all_meas_n3_x,normal,0.8,41702,0.7582181818181818,0.9195242434415616,0.08047575655843842,0.0,55000
15,polar_all_meas_n3_x,dynamic,0.8,42605,0.8677719616269833,0.9068184485389039,0.09318155146109608,0.10732727272727273,49097
16,polar_all_meas_n3_x,normal,0.9,40473,0.7358727272727272,0.9089763546067748,0.09102364539322516,0.0,55000
17,polar_all_meas_n3_x,dynamic,0.9,41067,0.8506182812402908,0.8914456863174812,0.10855431368251878,0.1222,48279
18,polar_all_meas_n3_x,normal,1.0,39312,0.7147636363636364,0.8995980870980871,0.10040191290191292,0.0,55000
19,polar_all_meas_n3_x,dynamic,1.0,40119,0.8393623030734146,0.8823001570328274,0.11769984296717262,0.13096363636363637,47797
20,polar_all_meas_n3_z_m,normal,0.1,50000,1.0,0.49964,0.50036,0.0,50000
21,polar_all_meas_n3_z_m,dynamic,0.1,50000,1.0,0.99996,4.0000000000040004e-05,0.0,50000
22,polar_all_meas_n3_z_m,normal,0.2,50000,1.0,0.49972,0.5002800000000001,0.0,50000
23,polar_all_meas_n3_z_m,dynamic,0.2,50000,1.0,0.99972,0.00027999999999994696,0.0,50000
24,polar_all_meas_n3_z_m,normal,0.3,50000,1.0,0.49936,0.50064,0.0,50000
25,polar_all_meas_n3_z_m,dynamic,0.3,50000,1.0,0.9994,0.0006000000000000449,0.0,50000
26,polar_all_meas_n3_z_m,normal,0.4,50000,1.0,0.49874,0.50126,0.0,50000
27,polar_all_meas_n3_z_m,dynamic,0.4,50000,1.0,0.99896,0.001040000000000041,0.0,50000
28,polar_all_meas_n3_z_m,normal,0.5,50000,1.0,0.49848,0.50152,0.0,50000
29,polar_all_meas_n3_z_m,dynamic,0.5,50000,1.0,0.99822,0.0017800000000000038,0.0,50000
30,polar_all_meas_n3_z_m,normal,0.6,50000,1.0,0.49832,0.50168,0.0,50000
31,polar_all_meas_n3_z_m,dynamic,0.6,50000,1.0,0.99772,0.0022799999999999487,0.0,50000
32,polar_all_meas_n3_z_m,normal,0.7,50000,1.0,0.49852,0.5014799999999999,0.0,50000
33,polar_all_meas_n3_z_m,dynamic,0.7,50000,1.0,0.997,0.0030000000000000027,0.0,50000
34,polar_all_meas_n3_z_m,normal,0.8,50000,1.0,0.49752,0.50248,0.0,50000
35,polar_all_meas_n3_z_m,dynamic,0.8,50000,1.0,0.99624,0.0037599999999999856,0.0,50000
36,polar_all_meas_n3_z_m,normal,0.9,50000,1.0,0.49778,0.50222,0.0,50000
37,polar_all_meas_n3_z_m,dynamic,0.9,50000,1.0,0.99498,0.0050200000000000244,0.0,50000
38,polar_all_meas_n3_z_m,normal,1.0,50000,1.0,0.49794,0.50206,0.0,50000
39,polar_all_meas_n3_z_m,dynamic,1.0,50000,1.0,0.99358,0.006419999999999981,0.0,50000
40,polar_all_meas_n4_x_m,normal,0.1,9273,0.9273,0.9984902404831231,0.0015097595168769296,0.0,10000
41,polar_all_meas_n4_x_m,dynamic,0.1,9197,0.948437661132309,0.9986952267043602,0.0013047732956398272,0.0303,9697
42,polar_all_meas_n4_x_m,normal,0.2,6816,0.852,0.996919014084507,0.0030809859154929953,0.0,8000
43,polar_all_meas_n4_x_m,dynamic,0.2,6746,0.8976713240186294,0.9968870441743255,0.0031129558256745016,0.060625,7515
44,polar_all_meas_n4_x_m,normal,0.3,6376,0.797,0.9956085319949812,0.004391468005018773,0.0,8000
45,polar_all_meas_n4_x_m,dynamic,0.3,6238,0.8572213824378178,0.9931067649887785,0.006893235011221521,0.090375,7277
46,polar_all_meas_n4_x_m,normal,0.4,5890,0.73625,0.9928692699490662,0.007130730050933787,0.0,8000
47,polar_all_meas_n4_x_m,dynamic,0.4,5731,0.8121014595437155,0.9898796021636712,0.010120397836328787,0.117875,7057
48,polar_all_meas_n4_x_m,normal,0.5,5521,0.690125,0.9900380365875747,0.009961963412425279,0.0,8000
49,polar_all_meas_n4_x_m,dynamic,0.5,5311,0.7775988286969253,0.984372057992845,0.015627942007155005,0.14625,6830
50,polar_all_meas_n4_x_m,normal,0.6,5087,0.635875,0.9868291724002359,0.013170827599764068,0.0,8000
51,polar_all_meas_n4_x_m,dynamic,0.6,4926,0.7401953418482344,0.9801055623223711,0.019894437677628884,0.168125,6655
52,polar_all_meas_n4_x_m,normal,0.7,4768,0.596,0.9828020134228188,0.01719798657718119,0.0,8000
53,polar_all_meas_n4_x_m,dynamic,0.7,4591,0.7096923790384913,0.9716837290350686,0.02831627096493139,0.191375,6469
54,polar_all_meas_n4_x_m,normal,0.8,4467,0.558375,0.9776136109245579,0.022386389075442104,0.0,8000
55,polar_all_meas_n4_x_m,dynamic,0.8,4312,0.6846617973959988,0.9670686456400742,0.03293135435992578,0.21275,6298
56,polar_all_meas_n4_x_m,normal,0.9,4179,0.522375,0.9751136635558746,0.024886336444125412,0.0,8000
57,polar_all_meas_n4_x_m,dynamic,0.9,3978,0.6508507853403142,0.9597787833081951,0.040221216691804895,0.236,6112
58,polar_all_meas_n4_x_m,normal,1.0,3865,0.483125,0.9684346701164295,0.031565329883570525,0.0,8000
59,polar_all_meas_n4_x_m,dynamic,1.0,3666,0.6180040458530007,0.9498090561920349,0.05019094380796507,0.2585,5932
60,polar_all_meas_n4_z,normal,0.1,12463,0.8902142857142857,0.9995185749819465,0.0004814250180534829,0.0,14000
61,polar_all_meas_n4_z,dynamic,0.1,10612,0.8981042654028436,0.9985865058424426,0.0014134941575574267,0.015333333333333332,11816
62,polar_all_meas_n4_z,normal,0.2,8755,0.7959090909090909,0.9981724728726442,0.001827527127355788,0.0,11000
63,polar_all_meas_n4_z,dynamic,0.2,8560,0.8031525614561832,0.9952102803738317,0.004789719626168254,0.03109090909090909,10658
64,polar_all_meas_n4_z,normal,0.3,7866,0.7150909090909091,0.9974574116450546,0.002542588354945363,0.0,11000
65,polar_all_meas_n4_z,dynamic,0.3,7608,0.7239508992292321,0.9932965299684543,0.0067034700315457,0.044636363636363634,10509
66,polar_all_meas_n4_z,normal,0.4,7048,0.6407272727272727,0.996311010215664,0.003688989784335961,0.0,11000
67,polar_all_meas_n4_z,dynamic,0.4,6827,0.6593587019509368,0.988867731067819,0.011132268932181,0.058727272727272725,10354
68,polar_all_meas_n4_z,normal,0.5,6405,0.5822727272727273,0.9934426229508196,0.006557377049180357,0.0,11000
69,polar_all_meas_n4_z,dynamic,0.5,6109,0.6002161524857536,0.9839580946145032,0.01604190538549677,0.07472727272727273,10178
