,circuit_name,type,error_scale,count_accepted,prep_rate,success_rate,ler,total_discard,shots
0,polar_all_meas_n4_x_m,normal,0.1,3714,0.9285,0.9989229940764675,0.001077005923532548,0.0,4000
1,polar_all_meas_n4_x_m,dynamic,0.1,3701,0.9546040753159659,0.9981086192920832,0.0018913807079168343,0.03075,3877
2,polar_all_meas_n4_x_m,normal,0.2,3459,0.86475,0.9982653946227233,0.0017346053772766545,0.0,4000
3,polar_all_meas_n4_x_m,dynamic,0.2,3383,0.9009320905459387,0.996452852497783,0.003547147502216963,0.06125,3755
4,polar_all_meas_n4_x_m,normal,0.3,3199,0.79975,0.9965614254454517,0.0034385745545483237,0.0,4000
5,polar_all_meas_n4_x_m,dynamic,0.3,3088,0.8549280177187154,0.9935233160621761,0.006476683937823857,0.097,3612
6,polar_all_meas_n4_x_m,normal,0.4,2973,0.74325,0.9939455095862765,0.006054490413723523,0.0,4000
7,polar_all_meas_n4_x_m,dynamic,0.4,2881,0.8203302961275627,0.9892398472752516,0.010760152724748395,0.122,3512
8,polar_all_meas_n4_x_m,normal,0.5,2760,0.69,0.9927536231884058,0.007246376811594235,0.0,4000
9,polar_all_meas_n4_x_m,dynamic,0.5,2674,0.7862393413701853,0.9846671652954375,0.015332834704562481,0.14975,3401
10,polar_all_meas_n4_x_m,normal,0.6,2573,0.64325,0.9875631558492033,0.012436844150796711,0.0,4000
11,polar_all_meas_n4_x_m,dynamic,0.6,2467,0.7471229557843732,0.9785164167004459,0.021483583299554132,0.1745,3302
12,polar_all_meas_n4_x_m,normal,0.7,2359,0.58975,0.9847392963119966,0.015260703688003363,0.0,4000
13,polar_all_meas_n4_x_m,dynamic,0.7,2315,0.7225343320848939,0.9732181425485961,0.026781857451403934,0.199,3204
14,polar_all_meas_n4_x_m,normal,0.8,2210,0.5525,0.9800904977375565,0.01990950226244348,0.0,4000
15,polar_all_meas_n4_x_m,dynamic,0.8,2135,0.6856133590237636,0.9644028103044496,0.03559718969555037,0.2215,3114
16,polar_all_meas_n4_x_m,normal,0.9,2061,0.51525,0.9737991266375546,0.026200873362445365,0.0,4000
17,polar_all_meas_n4_x_m,dynamic,0.9,1997,0.6582069874752802,0.9559339008512769,0.04406609914872306,0.2415,3034
18,polar_all_meas_n4_x_m,normal,1.0,1907,0.47675,0.9685369690613529,0.03146303093864711,0.0,4000
19,polar_all_meas_n4_x_m,dynamic,1.0,1844,0.6280653950953679,0.9473969631236443,0.0526030368763557,0.266,2936
20,polar_all_meas_n4_z,normal,0.1,19546,0.8884545454545455,0.9989767727412259,0.0010232272587741287,0.0,22000
21,polar_all_meas_n4_z,dynamic,0.1,19394,0.8962935576300952,0.9985562545117046,0.0014437454882954004,0.016454545454545454,21638
22,polar_all_meas_n4_z,normal,0.2,17439,0.7926818181818182,0.9982797178737313,0.0017202821262687351,0.0,22000
23,polar_all_meas_n4_z,dynamic,0.2,17175,0.806110954660659,0.9958078602620087,0.004192139737991263,0.03154545454545454,21306
24,polar_all_meas_n4_z,normal,0.3,15564,0.7074545454545454,0.9969802107427397,0.003019789257260319,0.0,22000
25,polar_all_meas_n4_z,dynamic,0.3,15235,0.7274854359660013,0.9923859533967837,0.007614046603216296,0.048090909090909094,20942
26,polar_all_meas_n4_z,normal,0.4,13936,0.6334545454545455,0.9951923076923077,0.004807692307692291,0.0,22000
27,polar_all_meas_n4_z,dynamic,0.4,13595,0.6593433241185315,0.9879367414490622,0.012063258550937817,0.06277272727272727,20619
28,polar_all_meas_n4_z,normal,0.5,12555,0.5706818181818182,0.9917164476304261,0.008283552369573899,0.0,22000
29,polar_all_meas_n4_z,dynamic,0.5,12167,0.6002466699555994,0.9832333360729844,0.016766663927015646,0.07863636363636364,20270
30,polar_all_meas_n4_z,normal,0.6,11329,0.5149545454545454,0.9894077147144497,0.01059228528555034,0.0,22000
31,polar_all_meas_n4_z,dynamic,0.6,10950,0.5488996942202616,0.976986301369863,0.023013698630137025,0.09322727272727273,19949
32,polar_all_meas_n4_z,normal,0.7,10274,0.467,0.9863733696710142,0.013626630328985812,0.0,22000
33,polar_all_meas_n4_z,dynamic,0.7,9813,0.5005866449012906,0.9702435544685621,0.02975644553143786,0.10895454545454546,19603
34,polar_all_meas_n4_z,normal,0.8,9384,0.42654545454545456,0.9842284739982949,0.01577152600170506,0.0,22000
35,polar_all_meas_n4_z,dynamic,0.8,8889,0.46009316770186337,0.962425469681629,0.03757453031837099,0.12181818181818181,19320
36,polar_all_meas_n4_z,normal,0.9,4732,0.3943333333333333,0.9828825021132713,0.017117497886728672,0.0,12000
37,polar_all_meas_n4_z,dynamic,0.9,4378,0.4212450687963052,0.9579716765646414,0.04202832343535856,0.13391666666666666,10393
38,polar_all_meas_n4_z,normal,1.0,4309,0.3590833333333333,0.975864469714551,0.024135530285449014,0.0,12000
39,polar_all_meas_n4_z,dynamic,1.0,4019,0.3926338413442751,0.9484946504105499,0.05150534958945008,0.147,10236
