n,lstate,i,meas_type,p_error,sim_type,total_meta_shots,comp_type,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal
3,x,5,"['z', 'z', 'x']",0.7,normal,0,na,100000,100000,107,210,0,1.0,0.0010700000000000154,0,0.5887848460115492
3,x,5,"['z', 'z', 'x']",0.9,normal,0,na,100000,100000,171,334,0,1.0,0.0017099999999999893,0,0.23284215398598462
3,x,5,"['z', 'z', 'x']",0.5,normal,0,na,100000,100000,59,116,0,1.0,0.0005899999999999794,0,0.5141476589487866
3,x,5,"['z', 'z', 'x']",0.3,normal,0,na,100000,100000,20,39,0,1.0,0.00019999999999997797,0,0.46908643696224317
3,x,5,"['z', 'z', 'x']",1,normal,0,na,100000,100000,224,434,0,1.0,0.0022400000000000198,0,0.6499826849903911
3,x,4,"['x', 'z', 'x']",0.5,normal,0,na,100000,92675,1664,2928,0,0.92675,0.017955219854329685,0,2.6651922480086796
3,x,4,"['x', 'z', 'x']",1,normal,0,na,100000,86173,4423,7502,0,0.86173,0.05132698176923167,0,2.3287454859819263
3,x,4,"['x', 'z', 'x']",0.3,normal,0,na,100000,94434,1962,3821,0,0.94434,0.020776415274159743,0,3.2911394530092366
3,x,5,"['z', 'z', 'x']",0.15,normal,0,na,100000,100000,7,14,0,1.0,7.00000000000145e-05,0,0.1465561930090189
3,x,4,"['x', 'z', 'x']",0.7,normal,0,na,100000,86468,3952,7566,0,0.86468,0.04570476939445811,0,3.152213038003538
3,x,4,"['x', 'z', 'x']",1,m1,0,na,100000,84450,4174,7949,0,0.8445,0.04942569567791588,0,0.6254712130175903
3,x,5,"['z', 'z', 'x']",1,m1,0,na,100000,100000,36,73,0,1.0,0.00036000000000002697,0,0.03237406100379303
3,x,4,"['x', 'z', 'x']",0.9,m1,0,na,100000,82415,3433,6334,0,0.82415,0.041655038524540444,0,0.588407127012033
3,x,5,"['z', 'z', 'x']",0.9,m1,0,na,100000,100000,33,64,0,1.0,0.0003300000000000525,0,0.017833171994425356
3,x,4,"['x', 'z', 'x']",0.15,normal,0,na,100000,97904,576,975,0,0.97904,0.005883314267037143,0,2.159442717966158
3,x,4,"['x', 'z', 'x']",0.7,m1,0,na,100000,85102,2794,5023,0,0.85102,0.03283119080632657,0,0.4660853950190358
3,x,4,"['x', 'z', 'x']",0.1,normal,0,na,100000,97419,566,1107,0,0.97419,0.005809954936921935,0,2.0222027630079538
