n,lstate,i,meas_type,p_error,sim_type,total_meta_shots,comp_type,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal
3,x,5,"['z', 'z', 'x']",0.3,normal,0,na,1000000,1000000,786,1535,0,1.0,0.0007859999999999534,0,0.7251643129857257
3,x,5,"['z', 'z', 'x']",0.7,normal,0,na,1000000,1000000,4039,7774,0,1.0,0.004039000000000015,0,1.8027030680095777
3,x,5,"['z', 'z', 'x']",0.9,normal,0,na,1000000,1000000,6586,12545,0,1.0,0.006585999999999981,0,1.4622391910525039
3,x,5,"['z', 'z', 'x']",0.5,normal,0,na,1000000,1000000,2115,4086,0,1.0,0.002114999999999978,0,0.8592426760587841
3,x,5,"['z', 'z', 'x']",1,normal,0,na,1000000,1000000,8110,15304,0,1.0,0.00810999999999995,0,1.6238783460576087
3,x,5,"['z', 'z', 'x']",0.15,normal,0,na,1000000,1000000,209,416,0,1.0,0.00020900000000001473,0,1.3538491260260344
3,x,5,"['z', 'z', 'x']",0.1,normal,0,na,1000000,1000000,84,163,0,1.0,8.399999999997299e-05,0,0.7953345510177314
3,x,4,"['x', 'z', 'x']",0.5,normal,0,na,1000000,897608,24650,45503,0,0.897608,0.027461876453863998,0,22.371004650951363
3,x,4,"['x', 'z', 'x']",1,m1,0,na,1000000,843102,46820,84951,0,0.843102,0.055533019729522626,0,6.036815984989516
3,x,4,"['x', 'z', 'x']",0.1,normal,0,na,1000000,977612,6110,11469,0,0.977612,0.006249923282447445,0,10.402208381914534
3,x,4,"['x', 'z', 'x']",0.7,normal,0,na,1000000,872613,33941,64700,0,0.872613,0.03889582208837139,0,28.049328956054524
3,x,4,"['x', 'z', 'x']",0.3,normal,0,na,1000000,940991,14406,27744,0,0.940991,0.015309391907042724,0,27.829292173031718
3,x,5,"['z', 'z', 'x']",1,m1,0,na,1000000,1000000,3864,7488,0,1.0,0.0038639999999999786,0,0.20925463095773011
3,x,5,"['z', 'z', 'x']",0.9,m1,0,na,1000000,1000000,3150,6087,0,1.0,0.003149999999999986,0,0.10473403905052692
3,x,4,"['x', 'z', 'x']",0.15,normal,0,na,1000000,966917,8930,16735,0,0.966917,0.009235539348258381,0,18.074343948974274
3,x,4,"['x', 'z', 'x']",0.9,normal,0,na,1000000,849888,53801,98882,0,0.849888,0.06330363530253402,0,32.30637255497277
3,x,4,"['x', 'z', 'x']",1,normal,0,na,1000000,840553,47122,91049,0,0.840553,0.05606071241194788,0,37.12949226098135
3,x,5,"['z', 'z', 'x']",0.7,m1,0,na,1000000,1000000,1910,3734,0,1.0,0.0019099999999999673,0,0.08300054492428899
3,x,4,"['x', 'z', 'x']",0.9,m1,0,na,1000000,856742,44108,82087,0,0.856742,0.05148341040826765,0,7.393145330017433
3,x,5,"['z', 'z', 'x']",0.5,m1,0,na,1000000,1000000,1020,2009,0,1.0,0.0010200000000000209,0,0.11796121997758746
3,x,5,"['z', 'z', 'x']",0.3,m1,0,na,1000000,1000000,366,719,0,1.0,0.00036599999999997745,0,0.14955578790977597
3,x,5,"['z', 'z', 'x']",0.15,m1,0,na,1000000,1000000,91,182,0,1.0,9.099999999995223e-05,0,0.09921543300151825
3,x,4,"['x', 'z', 'x']",0.7,m1,0,na,1000000,881639,30536,55916,0,0.881639,0.03463549139727262,0,5.96886810194701
3,x,4,"['x', 'z', 'x']",0.5,m1,0,na,1000000,911394,21259,41276,0,0.911394,0.023325806402061056,0,4.2045282940380275
3,x,4,"['x', 'z', 'x']",0.3,m1,0,na,1000000,943542,13319,24724,0,0.943542,0.014115958802045858,0,4.551963885081932
3,x,5,"['z', 'z', 'x']",0.1,m1,0,na,1000000,1000000,40,81,0,1.0,4.0000000000040004e-05,0,0.0791821819730103
3,x,4,"['x', 'z', 'x']",0.15,m1,0,na,1000000,976750,8311,15496,0,0.97675,0.008508830304581494,0,2.715374462073669
3,x,4,"['x', 'z', 'x']",0.1,m1,0,na,1000000,984477,5613,10480,0,0.984477,0.00570150445363371,0,2.2097831319551915
3,z,4,"['z', 'z', 'x']",1,normal,0,na,1000000,1000000,4636,8897,0,1.0,0.0046359999999999735,0,1.442323811003007
