epoch,train_loss,val_loss,val_accuracy,val_LER,val_f1_score,learning_rate,train_time_sec,val_time_sec,total_epoch_time_sec,train_throughput_samples_per_sec,train_samples,val_samples
101,0.05137896894642285,0.04889184421158972,0.9757714285714286,0.024228571428571377,0.9757944814462417,0.0002,12.44914276106283,6.845749930944294,19.294892692007124,16868.63136125459,210000,210000
102,0.04955389364617212,0.048353075071175894,0.9760952380952381,0.023904761904761873,0.9762209274785657,0.0001999509027563903,12.427344773896039,6.8526185299269855,19.279963303823024,16898.21951677968,210000,210000
103,0.049230096998101186,0.04817297944568452,0.9762142857142857,0.0237857142857143,0.9763012938212563,0.00019980365947861302,12.409779072273523,6.842738999053836,19.25251807132736,16922.13848264159,210000,210000
104,0.04897639899906658,0.04835420753728776,0.9761571428571428,0.023842857142857166,0.9764035571390197,0.00019955841547800645,12.419477724004537,6.834568507969379,19.254046231973916,16908.923601039125,210000,210000
105,0.048860017642236894,0.047956229298171546,0.9765238095238096,0.02347619047619043,0.9766801634753651,0.00019921541278079054,12.395355981308967,6.856637844350189,19.251993825659156,16941.828884677478,210000,210000
106,0.048760765559616545,0.048175897079706195,0.9762142857142857,0.0237857142857143,0.9763152279570403,0.0001987749898892162,12.405841272324324,6.85935391811654,19.265195190440863,16927.509823012188,210000,210000
107,0.04885683389022237,0.04770803354467665,0.9769047619047619,0.023095238095238058,0.9768796598211391,0.00019823758144750452,12.396858472842723,6.852855989243835,19.24971446208656,16939.775545557626,210000,210000
108,0.048710759456668584,0.047733669320742286,0.9769380952380953,0.023061904761904728,0.9769410599589576,0.00019760371781290536,12.451769920065999,6.8787265019491315,19.33049642201513,16865.07230282062,210000,210000
109,0.048673506177039375,0.04789233311613401,0.9765714285714285,0.023428571428571465,0.9767479229089672,0.00019687402453229879,12.46508308313787,6.86668561026454,19.33176869340241,16847.05979088718,210000,210000
110,0.04841343631687618,0.04763711295723915,0.9767714285714286,0.023228571428571376,0.9768808591713508,0.00019604922172485585,12.460369323845953,6.914706641808152,19.375075965654105,16853.43303573786,210000,210000
111,0.04854095374430929,0.04763330447730564,0.9766047619047619,0.023395238095238136,0.9767210458234817,0.0001951301233713678,12.904726788867265,6.866745689883828,19.771472478751093,16273.107012320803,210000,210000
112,0.048299023289907546,0.04772678760971342,0.9766190476190476,0.02338095238095239,0.9768011037193831,0.00019411763651094546,12.392686874140054,6.863266232889146,19.2559531070292,16945.477775139236,210000,210000
113,0.04846126560994557,0.04798558736698968,0.9763333333333334,0.023666666666666614,0.9765802444702046,0.00019301276034588104,12.415777939837426,6.859180865809321,19.274958805646747,16913.962300033676,210000,210000
114,0.048394867622000834,0.047683280195792516,0.9769619047619048,0.02303809523809519,0.9770739150625989,0.00019181658525555613,12.40406485600397,6.858596502337605,19.262661358341575,16929.934052896635,210000,210000
115,0.048375854353109995,0.047798708747398284,0.9765333333333334,0.023466666666666636,0.9767270529119519,0.00019053029172036898,12.39946064306423,7.331436799839139,19.73089744290337,16936.220537742964,210000,210000
116,0.04836515030747368,0.04750080487983568,0.977047619047619,0.022952380952380946,0.9770064496431706,0.00018915514915674264,12.458802639041096,6.860782334115356,19.319584973156452,16855.55234191934,210000,210000
117,0.048377233738842465,0.04770570661822955,0.9765142857142857,0.023485714285714332,0.9766982585113722,0.00018769251466436445,12.472154879942536,6.8853895757347345,19.35754445567727,16837.507393186537,210000,210000
118,0.048225085294530505,0.04756894158465522,0.9767476190476191,0.023252380952380913,0.9768942853222166,0.00018614383168689242,12.476961627136916,6.921360653825104,19.39832228096202,16831.02074652999,210000,210000
119,0.04837510405636969,0.04775222154288065,0.9764809523809523,0.02351904761904766,0.9767301612728446,0.00018451062858745054,12.435498285107315,6.859959769062698,19.295458054170012,16887.13995895885,210000,210000
120,0.04820117696097919,0.04756953109502792,0.9766714285714285,0.023328571428571476,0.9768150647654295,0.00018279451714031894,12.82519692974165,6.820874261204153,19.646071190945804,16374.017580424803,210000,210000
121,0.04824807188170297,0.04787570108572642,0.9763333333333334,0.023666666666666614,0.9765798030253051,0.0001809971909403073,12.383580866269767,6.848182865884155,19.231763732153922,16957.93827874094,210000,210000
122,0.048217699264344716,0.047549839639379865,0.9769666666666666,0.02303333333333335,0.9770995980475241,0.0001791204237313812,12.399579528719187,6.842051058076322,19.24163058679551,16936.05815532778,210000,210000
123,0.048192499582824254,0.04761092778898421,0.9769095238095238,0.023090476190476217,0.9769741059599504,0.00017716606765619107,12.413752784952521,6.861731528770179,19.2754843137227,16916.721610128567,210000,210000
124,0.04825315660465331,0.04737349337339401,0.9772047619047619,0.02279523809523809,0.9772100795528662,0.00017513605142823076,12.419821277726442,7.291623868979514,19.711445146705955,16908.455870988375,210000,210000
125,0.04811454320010685,0.047478481951781684,0.9770095238095238,0.022990476190476228,0.977103725624099,0.00017303237842843048,12.400900172069669,6.85874731419608,19.25964748626575,16934.254536858487,210000,210000
126,0.04809951369336673,0.04765250298522768,0.9766571428571429,0.02334285714285711,0.9768882602545969,0.0001708571247280615,12.393783177249134,6.866545574273914,19.260328751523048,16943.978847838018,210000,210000
127,0.047999517345144634,0.04742719554305077,0.9769523809523809,0.023047619047619095,0.977131625450044,0.00016861243703990454,12.42775890417397,6.93044138001278,19.35820028418675,16897.656417318307,210000,210000
128,0.04800747409150714,0.047263385964291436,0.9774714285714285,0.022528571428571453,0.9774005092170192,0.00016630053059970337,12.466238791588694,6.8597912839613855,19.32603007555008,16845.49794936486,210000,210000
129,0.04810940544207891,0.04732911099706377,0.9773809523809524,0.02261904761904765,0.9773934398141979,0.00016392368697999463,12.881037143990397,6.88862657174468,19.769663715735078,16303.035046985697,210000,210000
130,0.04813249726153555,0.047300716991083964,0.9772857142857143,0.022714285714285687,0.9773325603277037,0.00016148425183847118,12.42744462005794,6.850607165135443,19.278051785193384,16898.08375094742,210000,210000
131,0.04796875134621348,0.047340260344176065,0.9773095238095239,0.02269047619047615,0.9772110974542428,0.0001589846326031011,12.410328913945705,6.862672979012132,19.273001892957836,16921.38874450131,210000,210000
132,0.048042357249487015,0.04737075635648909,0.9771238095238095,0.022876190476190494,0.9771959138723275,0.000156427296096287,12.420159508939832,6.846036253031343,19.266195761971176,16907.995412526332,210000,210000
133,0.04810833854050863,0.047624923281726385,0.9769047619047619,0.023095238095238058,0.9770806948566244,0.00015381476610041014,12.415885500144213,7.311102785170078,19.72698828531429,16913.815772347512,210000,210000
134,0.0479767482314791,0.04732977132570176,0.9771952380952381,0.022804761904761883,0.9772838311537385,0.00015114962086716193,12.467055974062532,6.8842562972567976,19.35131227131933,16844.393771625066,210000,210000
135,0.0478794230114846,0.04734342775061017,0.9770380952380953,0.02296190476190474,0.9771936130765447,0.00014843449057312067,12.446801128331572,6.893067107070237,19.33986823540181,16871.80487860413,210000,210000
136,0.04793059382325127,0.04723438318598838,0.9773285714285714,0.022671428571428565,0.9772552466761895,0.0001456720547240849,12.445700377691537,6.8888047761283815,19.33450515381992,16873.297092738736,210000,210000
137,0.048018853908493406,0.04730269253055255,0.9771761904761905,0.02282380952380947,0.9772586009745636,0.0001428650395107247,12.444533767178655,6.852303539868444,19.2968373070471,16874.878876849227,210000,210000
138,0.04782648665507634,0.047412732805808384,0.9770142857142857,0.022985714285714276,0.9770744380221419,0.00014001621511816064,12.829291145782918,6.845215953886509,19.674507099669427,16368.79213463236,210000,210000
139,0.047768742352724075,0.04752661623103278,0.9769666666666666,0.02303333333333335,0.9771396433652033,0.00013712839299212545,12.399529301561415,6.861778118181974,19.26130741974339,16936.12675874363,210000,210000
140,0.04793661019716944,0.04737291968464851,0.9770047619047619,0.02299523809523807,0.9771433169406408,0.00013420442306440647,12.399944305885583,6.842407421208918,19.2423517270945,16935.559936372,210000,210000
141,0.04802512277932394,0.04728761488170851,0.9772047619047619,0.02279523809523809,0.9773141939122234,0.00013124719094030724,12.387973957229406,6.8425213531591,19.230495310388505,16951.924562082862,210000,210000
142,0.047907190571228664,0.04728151159996078,0.9772571428571428,0.022742857142857176,0.9773614955822684,0.00012825961505090328,12.392917990218848,7.284065160900354,19.676983151119202,16945.16175817053,210000,210000
143,0.0478284819268045,0.047206051647663116,0.9774904761904762,0.022509523809523757,0.9775382875498344,0.00012524464377290298,12.415374019183218,6.86374949477613,19.279123513959348,16914.512577351696,210000,210000
144,0.04769645663130851,0.047271599101168765,0.9772380952380952,0.02276190476190476,0.9773479039702774,0.00012220525251895595,12.41652869572863,6.854587110225111,19.27111580595374,16912.93961026655,210000,210000
145,0.04776120097466877,0.047291789949791774,0.9773285714285714,0.022671428571428565,0.9774057147738436,0.00011914444080127957,12.477932299021631,6.899939880240709,19.37787217926234,16829.711443174416,210000,210000
146,0.04776251624538785,0.04743887254028093,0.9767571428571429,0.02324285714285712,0.9769862936192484,0.00011606522927150294,12.46972260903567,6.868207213003188,19.33792982203886,16840.791618558713,210000,210000
147,0.047823071703740526,0.04721409308881987,0.9774428571428572,0.02255714285714283,0.9775159837291096,0.00011297065673964826,12.438048899173737,7.335307143162936,19.773356042336673,16883.676990042255,210000,210000
148,0.047728986282291865,0.047182580646162944,0.9773333333333334,0.022666666666666613,0.9774202117566696,0.00010986377717519214,12.446873506065458,6.849377323873341,19.2962508299388,16871.706770191355,210000,210000
149,0.04775941650356565,0.04718897491750263,0.977452380952381,0.02254761904761904,0.9775374178704428,0.00010674765669316666,12.40888553764671,6.838883636053652,19.247769173700362,16923.357005985046,210000,210000
150,0.04773815664762542,0.047357698038362324,0.9769666666666666,0.02303333333333335,0.9771067515441229,0.00010362537052827374,12.401141935959458,6.848351113963872,19.24949304992333,16933.924398612457,210000,210000
151,0.04771398250857989,0.04707019491507893,0.9777333333333333,0.022266666666666657,0.9776993513925982,0.00010049999999999998,12.396918489132077,6.852859648875892,19.24977813800797,16939.693536268653,210000,210000
152,0.04768310049232982,0.04718503951458704,0.9773904761904761,0.022609523809523857,0.977495710534548,9.737462947172621e-05,12.864513012114912,6.884362007025629,19.74887501914054,16323.975870850025,210000,210000
153,0.04764219814425423,0.047186104983659015,0.9772857142857143,0.022714285714285687,0.9773952932925153,9.42523433068333e-05,12.437646934296936,6.871627402026206,19.309274336323142,16884.22264350686,210000,210000
154,0.04774851779057866,0.04712197280327479,0.977447619047619,0.02255238095238099,0.9775199832918795,9.11362228248078e-05,12.455743534956127,6.905746783129871,19.361490318086,16859.69202967695,210000,210000
155,0.04771674997721399,0.04721913811677978,0.9772571428571428,0.022742857142857176,0.9773524781396408,8.802934326035171e-05,12.45122404396534,6.892121442593634,19.343345486558974,16865.811687147292,210000,210000
156,0.047726802317301434,0.0471527479549249,0.9774619047619048,0.022538095238095246,0.9775441359972292,8.4934770728497e-05,12.43140411702916,7.280789563897997,19.712193680927157,16892.701582464968,210000,210000
157,0.04762002254270372,0.047059673415195374,0.9777333333333333,0.022266666666666657,0.9777615020973434,8.185555919872038e-05,12.40960352215916,6.8617775132879615,19.27138103544712,16922.37786848019,210000,210000
158,0.04764619697105317,0.04709124492350079,0.9774333333333334,0.022566666666666624,0.9775165222011889,7.879474748104403e-05,12.442510165274143,6.839726949110627,19.28223711438477,16877.6233421203,210000,210000
159,0.04768366920579047,0.047254664644740874,0.9771380952380953,0.02286190476190475,0.9772990557428519,7.575535622709693e-05,12.398056565783918,6.846879402175546,19.244935967959464,16938.13856113197,210000,210000
160,0.047602536783331914,0.04712358913279715,0.9775190476190476,0.02248095238095238,0.9776140280998241,7.274038494909669e-05,12.40076069207862,6.844523681793362,19.245284373871982,16934.44500821181,210000,210000
161,0.04757254391482898,0.047107436001584645,0.9775714285714285,0.022428571428571464,0.9776361771632607,6.975280905969276e-05,12.880596636794508,6.84968303097412,19.730279667768627,16303.592599128315,210000,210000
162,0.047599740431138446,0.04717206023959886,0.9774095238095238,0.02259047619047616,0.9775319213427803,6.679557693559351e-05,12.38715040171519,6.8593375058844686,19.246487907599658,16953.051605066674,210000,210000
163,0.04754370007316271,0.04703568450411161,0.9776095238095238,0.022390476190476183,0.9776641933553113,6.387160700787457e-05,12.425129595212638,6.886405148077756,19.311534743290395,16901.23216750289,210000,210000
164,0.04753333951830864,0.04713490179408164,0.9774428571428572,0.02255714285714283,0.9775596538018788,6.098378488183932e-05,12.467030077241361,6.885771465022117,19.352801542263478,16844.42876121365,210000,210000
165,0.047658793997764584,0.04708207078632854,0.9775952380952381,0.022404761904761927,0.9776735931516535,5.813496048927527e-05,12.458210514858365,7.3599481279961765,19.81815864285454,16856.35346661883,210000,210000
166,0.04746540800531705,0.04714397141365778,0.9774333333333334,0.022566666666666624,0.977570792334597,5.53279452759151e-05,12.449813390150666,6.8838147218339145,19.33362811198458,16867.722705477325,210000,210000
167,0.047530713067735944,0.04706297992098899,0.9775047619047619,0.022495238095238124,0.9775901328273244,5.256550942687932e-05,12.443242149893194,6.85992773110047,19.303169880993664,16876.630501143347,210000,210000
168,0.047551142539013,0.04705134680725279,0.9776380952380952,0.022361904761904805,0.9777109062775885,4.985037913283806e-05,12.4065718119964,6.854649852961302,19.261221664957702,16926.51307567033,210000,210000
169,0.04741831788108462,0.047077596744753064,0.9775095238095238,0.022490476190476172,0.9776126123990956,4.718523389958982e-05,12.404264363925904,6.840544593054801,19.244808956980705,16929.661754930203,210000,210000
170,0.047522195464372634,0.0470162063223975,0.9777238095238096,0.02227619047619045,0.9777619319262217,4.4572703903713007e-05,12.827644465025514,6.852194068022072,19.679838533047587,16370.89339142222,210000,210000
171,0.047370367763439815,0.04706706948564166,0.9775666666666667,0.022433333333333305,0.9776631406259632,4.2015367396898945e-05,12.451587115880102,6.875725142657757,19.32731225853786,16865.319902245796,210000,210000
172,0.04736862609102612,0.0470034301161766,0.9777714285714286,0.022228571428571375,0.9778084145471833,3.951574816152884e-05,12.48223683796823,6.8753006546758115,19.357537492644042,16823.90766382721,210000,210000
173,0.04742977791939463,0.046993985357454846,0.9778095238095238,0.022190476190476205,0.9778515004895484,3.707631302000538e-05,12.450180004816502,6.861603043042123,19.311783047858626,16867.22600948412,210000,210000
174,0.047548283899114245,0.04701307282419432,0.9776476190476191,0.0223523809523809,0.9777077020981545,3.469946940029666e-05,12.45212006336078,7.297499647829682,19.749619711190462,16864.598070966702,210000,210000
175,0.04744877452452977,0.04697468379196666,0.9778571428571429,0.02214285714285713,0.9778794740547637,3.238756296009548e-05,12.3736363328062,6.836229106876999,19.2098654396832,16971.567157119964,210000,210000
