,list_key,list_value
0,010111111010111111110000101001011111010000000000,14
1,010101011010101011111111000000001010000100000000,19
2,000000000000111100001111000011111000011000000000,14
3,000010100101000001011010101001010000100000000000,21
4,010110101010111111110101111101011110101100000000,17
5,010101010000111101011010000011110110001000000000,17
6,000000000000000000000000000000001010000000000000,11
7,101000000000000010100000101000001111111000000000,11
8,111110100101010110101111010100001100011000000000,12
9,101011111111010101011010010110101011011000000000,17
10,101011110000000010101111010100001111001100000000,20
11,111100000000000011110000111100001110110100000000,16
12,000001011010101010101111010000000000000100000000,1
13,111110100101111110100101010110100001110100000000,19
14,000001011111000011110101010111110111000000000000,14
15,000000000000010100000101000001011110111100000000,10
16,111101010000111111111010101011111000000000000000,14
17,101001010000111110101010111111111001011000000000,17
18,000000001010101010101010000000000101101100000000,13
19,101010101111000001011010000011111000101100000000,21
20,010111110101010100001010101000001000000100000000,16
21,111111110000101011110101000010100001010100000000,16
22,111110101111000000001110010111110111111100000000,1
23,000000001010101010101010000000000111110000000000,8
24,101011111010101000000101010100001111100000000000,14
25,000011110000000000001111111100001111001100000000,12
26,010110100101111100000101111110101101010100000000,11
27,101001011010101000001111111100000010101100000000,13
28,010110101010010111111111111111111001001100000000,21
29,111101011111010100000000101010100010110000000000,9
30,010101010101000000000101000001011001000100000000,11
31,010101010000010101010000000001011100110100000000,14
32,010111110101000000001111101001011010110100000000,12
33,000001010101010101010000010100001010100100000000,5
34,010101010000111101011010000011110100100100000000,11
35,101001010000010110100000111101011111001000000000,12
36,101010101111000001011010000011110010000100000000,19
37,000011110101000001011111111101010000010000000000,17
38,111100001111000000000000111011110100101100000000,1
39,000000000101010101010101000000001100011100000000,15
40,010110101010111111010101111101010100101000000001,1
41,000000001010111110101111000001111110000100000000,1
42,111110101111111100000101010100001011011100000000,24
43,111101011010111101011010101001010110011100000000,13
44,010111110000010101011010101001010101010100000000,14
45,010111110000111101010000101011110001110100000000,20
46,010111111010111111110000101001011010110100000000,18
47,111100001111101000001010111101011110101000000000,19
48,010111110000111101010000101011110010110100000000,13
49,111110100000010111111111010101010101011100000000,7
50,101011111010111100000000010101010000111100000000,15
51,000000000101000001010000000001010001010100000000,19
52,101010000000010110100101101001011111011100000000,1
53,010111111010000011111111101010101111000100000000,18
54,010110101111010110101111111110100011010100000000,15
55,010110101010100011110010111110101110000100000000,1
56,000010100101000001011010101001011111000000000000,17
57,111110110000101011110001000010100111101000000000,1
58,010111110000010101011010101001011001101100000000,14
59,010100000101010100000101010100000101000000000000,15
60,101000000101010111110101101000001101010100000000,10
61,111110100101111110100101010110101011011100000000,21
62,111110100101010110101111010100000100010000000000,14
63,101001011111101001011111111101010010001100000000,16
64,010111110101010100001010101000001101011100000000,12
65,101001010101000011110101111101011001110100000000,12
66,111111111010101001010101000000000011010000000000,23
67,000011111010101010100101111100001100010000000000,13
68,101000001111000001010000101011111010111100000000,13
69,111110101010101001010000010100001101011000000000,18
70,010101010000010101010000000001011111010100000000,16
71,000011110000101000000101111110101001000100000000,18
72,101000001111000001010000101011111010000000000000,18
73,000001011010000010100101010110101000010000000000,18
74,010101011111111110101010000000000101111100000000,18
75,010111110000101001010101101010100100001100000000,17
76,101000001010010100000101101011111110011000000000,22
77,000010101010111110100101101001011101111100000000,16
78,010101011111101010101111000001011100101100000000,16
79,010111110000000001011111101000001101100100000000,13
80,000001010101111100011010010110100111100000000000,1
81,010110101010111111110101111101011101110000000000,17
82,000010101111111111110101101000000100101000000000,14
83,101001010101010111110000111100001101110000000000,17
84,101000001010010100000101101011110010100000000000,22
85,000010101010101010100000101000001011010100000000,24
86,000001010101000001010101010101011001110100000000,21
87,111111110000111111110000000011111100000000000000,17
88,010110100101111100000101111110101111101000000000,11
89,101010100000101010100000000010100110110100000000,12
90,000001010101001001010111010101111110111100000000,1
91,000001010101000001010101010101011101100100000000,13
92,010101111111101010101101001001010100110000000000,1
93,111101010000010111110000101001010010011100000000,15
94,111111110101101010100101000011110010101000000000,18
95,111111111111101000000101000001010111000100000000,19
96,101000001010010100000101101011111011011000000000,12
97,111100001010000001010000111110100100011100000000,11
98,010110101010101011110000111100001110001000000000,18
99,010111110000000001011111101000000111111100000000,9
100,000000001111000011110000000011110110110000000000,17
101,000011110101111101010000111110101010011000000000,19
102,000000000101111101011111000010101100100000000000,5
103,000011110101101001010101111111111111101000000000,17
104,000000001111101011111010000001010100010000000000,16
105,111111111111101000000101000001010000001100000000,15
106,010011111010000011101111101010100011101100000000,1
107,101001011010110100001010111101010110000100000000,1
108,010101010000101001011111100010100010000000000000,1
109,010100001111101010101010010101010100110000000000,15
110,010110101010111111110101111101010111011100000000,14
111,101000001000010110100101101001010011100000000000,1
112,111111111111111101000000000000001101110000000000,1
113,010101010000010101010000001001011111101100000000,1
114,000010100101000001011010101001010111110100000000,13
115,000010100000101000000000101010100110111000000000,19
116,010110100100101001010000111110100011000000000000,1
117,101000000000010110100101101001011111001100000000,13
118,010100000101111100001111010110100100000100000000,10
119,010111110000111101010000101011111100011100000000,14
120,101000000101000011110000101001010001100100000000,14
121,101001010000111110101010111111111000011000000000,15
122,101001010101111111111010111110100110111000000000,13
