,list_key,list_value
0,010111100101111011001100000000000000000000000000,15
1,010100110101001110110110000000000000000000000000,25
2,110111001101110001110101000000000000000000000000,13
3,000000110000001111100111000000000000000000000000,22
4,101111001011110001011101000000000000000000000000,18
5,011111100111111000100101000000000000000000000000,11
6,101001001010010010000011000000000000000000000000,16
7,100101111001011110010100001000000000000000000000,1
8,010010100100101000010111000000000000000000000000,14
9,010010010100100110101100000000000000000000000000,13
10,101001111010011101111010000000000000000000000000,12
11,101001111010011101001000000000000000000000000000,14
12,100101011001010111111111100000000000000000000000,1
13,110110101101101000011100000000000000000000000000,9
14,010001010100010110010010000000000000000000000000,17
15,011010000110100001010110000000000000000000000000,23
16,000110010001100111100011000000000000000000000000,12
17,101110011011100101101000000000001000000000000000,1
18,000101110001011110101101000000000000000000000000,7
19,001001100010011011101011000000000000000000000000,11
20,110010101100101010101110000000000000000000000000,19
21,001100010011000100010001000000000000000000000000,10
22,000000110000001110100111000000000000000000000000,14
23,100100011001000110101110000000000000000000000000,14
24,001101110011011110011101000000000000000000000000,10
25,100000111000001110111101000000000000000000000000,19
26,011111110111111100010010000000000000000000000000,15
27,011100010111000110110001000000000000000000000000,20
28,011010000110100000110000000000000000000000000000,12
29,001011100010111001000110000000000000000000000000,17
30,111001101110011001010011000000000000000000000000,13
31,000011000000110011001010000000000000000000000000,12
32,000001100000011001110101000000000000000000000000,13
33,110111001101110001000000100000000000000000000000,1
34,101110101011101000100011000000000000000000000000,14
35,110011111100111111000001000000000000000000000000,12
36,100000001000000011100011000000000000000000000000,17
37,100000001000000001111000000000000000000000000000,15
38,011001000110010001011001000000000000000000000000,11
39,001010000010100010010111000000000000000000000000,10
40,011101000111010010011110000000000000000000000001,1
41,000001100000011010111110000000000000000000000000,8
42,111110111111101101010011000000000000000000000000,21
43,000111010001110110100011000000000000000000000000,23
44,110010101100101000101010000000000000000000000000,17
45,101111001011110001000101000000000000000000000000,19
46,011110010111100110000100000000000000000000000000,10
47,110101111101011100100101000000000000000000000000,7
48,111110001111100001001001000000000000000000000000,14
49,010011010100110110111011000000000000000000000000,16
50,110110001101100010000101000000000000000000000000,13
51,010001110100011100001101000000000000000000000000,21
52,110001001100110011011110000000000000000000000000,1
53,111000111110001100111001000000000000000000000000,18
54,100010001000100001110111000000000000000000000000,19
55,111001101110011000010110100000000000000000000000,1
56,100001011000010101101110000000000000000000000000,15
57,100101011001010111011101000000000000000000000000,17
58,111010001110100001101000000000000000000000000000,12
59,110011001100110010010101000000000000000000000000,11
60,100010111000101100011010000000000010000000000000,1
61,100110111001101100011101000000000000000000000000,23
62,110010111100101111110000000000000000000000000000,12
63,100101101001011000111110000000000000000000000000,14
64,000011100000111011100001000000000000000000000000,15
65,011000000110000010011100000000000000000000000000,17
66,101101101011011001011110000000000000000000000000,10
67,011100010111000111010001000000000000000000000000,15
68,000001010000010100001011000000000000000000000000,13
69,111101001111010001001010000000000000000000000000,14
70,011010000110100001001000000000000000000000000000,16
71,110100111101001101011100000000000000000000000000,16
72,011000110110001110001000000000000000000000000000,14
73,100001111000011100010101000000000000000000000000,17
74,011110010111100111101011000000000000000000000000,11
75,001100010011000101010011000000000000000000000000,20
76,110010001100100001010011000000000000000000000000,12
77,111111011111110101011111000000000000000000000000,15
78,010101000101010010111111000000000000000000000000,12
79,011001110110011100111010000000000000000000000000,17
80,001110100111101001101000000000000001000000000000,1
81,100111101001111010010000000000000000000000000000,17
82,100011111000111110100001000000000000000000000000,13
83,010011110100111101001010000000000000000000000000,18
84,101010101010101011011110000000000000000000000000,21
85,101100001011000010001001000000000000000000000000,14
86,000000110000001101010100000000000000000000000000,21
87,110111111101111100001101000000000000000000000000,13
88,000110110001101111010111000000000000000000000000,17
89,100101011001010100000101000000000000000000000000,13
90,100111111001111111011011100000000000000000000000,1
91,111000011110000100010000000000000000000000000000,18
92,011010100110101011010001000001000000000000000000,1
93,101011111010111111001110000000000000000000000000,15
94,111100001111000010011001000000000000000000000000,19
95,000101100001011010010101000000000000000000000000,15
96,101010001010100000010111000000000000000000000000,15
97,100001001000010010001010000000000000000000000000,20
98,011101010111010100000100000000000000000000000000,15
99,000001000000010001111101000000000000000000000000,13
100,100000111000001100001101000000000000000000000000,12
101,110111101101111011001110000000000000000000000000,18
102,001111110011111110110001000000000000000000000000,13
103,000101010001010111011111000000000000000000000000,13
104,101100101011001001100101000000000000000000000000,25
105,000100110001001111011010000000000000000000000000,19
106,000001010000010010110110000000000000000000000000,1
107,101110011010100110101011000000000000000000000000,2
108,100010101100101010110011000000000000000000000000,1
109,110100011101000101100111000000000000000000000000,15
110,101110111011101100010011000000000000000000000000,15
111,000110010001100100111100000000000000000000000000,16
112,010001000100010010100011000000000000000000000000,16
113,010001100110011001100011000000000000000000000000,1
114,100001101000011010101110000000000000000000000000,8
115,011100000111000000001001000000000000000000000000,24
116,001101111011011111000001000000000000000000000000,1
117,000010000000100001011101000000000000000000000000,18
118,100110001001100011111110000000000000000000000000,11
119,001110110011101101000011000000000000000000000000,13
120,011000110110001110000001000000000000000000000000,12
121,101110001011100010101001000000000000000000000000,17
122,010111100101111010101000000000000000000000000000,18
123,100011001000110011000111000000000000000000000000,13
124,100111001001110001011101000000000000000000000000,15
125,010101000101010001010110000000000000000000000000,13
126,010111110101111100111001000000000000000000000000,11
127,010010000100100000100010000000000000000000000000,14
128,110111011101110111100110000000000000000000000000,11
129,111101001111010001101010000000000000000000000000,12
130,100000111000001100010011000000000000000000000000,12
131,111000001110000010110000000000000000000000000000,13
132,000011100000111010111101000000000000000000000000,18
133,001001100010011000110000000000000000000000000000,13
134,011010000110100010110101000000000000000000000000,15
135,001110010011100101000000000000000000000000000000,13
136,010100100101001011011110000000000000000000000000,16
137,101000111010001110110000000000000000000000000000,10
138,110010011100100101000010000000000000000000000000,13
139,001100000011000010101011000000000000000000000000,19
140,101100101011001010000111000000000000000000000000,20
141,011100010111000100111110000001000000000000000000,1
142,110000111100001100101111000000000000000000000000,16
143,001110010011100111110001000000000000000000000000,15
144,110100011101000110110001000000000000000000000000,11
145,000001000000010011010010000000000000000000000000,14
146,111010001110100011101010000000000000000000000000,13
147,110110101101101010000001000000000000000000000000,18
148,010011110100111111011110000000000000000000000000,14
149,000110100001101000011011000000000000000000000000,15
150,011110000111100000111011000000000000000000000000,13
151,010100010101000111110110000000000000000000000000,16
152,000101100001011001101011000000000000000000000000,9
153,100100011001000100001011000000000000000000000000,10
154,010100010101000110101010000000000000000000000000,16
155,010000010100000111000000000000000000000000000000,15
156,000100110001001101101100000000000000000000000000,17
157,000111110001111101101001000000000000000000000000,17
158,010110110101101111111111000000000000000000000000,11
