n,lstate,i,p_error,sim_type,decoder_type,shots,prep_rate,prep_rate_SEM,prep_rate_SD,LER,N_samples,LER_SEM,LER_SD,eff,eff_SEM,eff_SD,skip,s_l,CNOT,hadamard,meas,cost,cost_SEM,count_accept,count_logerror,count_undecided,count_detect_discard,total_meta_shots,detect_normal,decoding_normal,meas_type
4,x,5,0.1,m1,anqi,2000000,0.0867074999999999,0.0002185399999999,0.0001576848122045,0.0988139731790158,2,0.0015367205178497,0.001108801529551,0.0781395,6.370000000000929e-05,4.59619407771323e-05,2,0,24,24,16,1.0,0.0,173415,17136.0,0,0,0,0,1159.0505225030356,"['z', 'z', 'x', 'x']"
4,x,5,0.1,m1,val,2000000,0.0867074999999999,0.0002185399999999,0.0001576848122045,0.2274414729269854,2,0.0020828064528044,0.0015028230272215,0.0669865,1.176000000000496e-05,8.48528137424215e-06,2,0,24,24,16,1.0,0.0,173415,17136.0,44612,0,0,0,1224.4890909289825,"['z', 'z', 'x', 'x']"
4,x,5,0.1,normal,anqi,3000000,0.0696089999999999,0.0001998142857755,0.0001765757627762,0.3270602531229443,3,0.0003291009057906,0.0002908262702277,0.0468426666666666,0.0001388898159613,0.0001227368458668,2,0,32,32,32,1.0,0.0,208827,68299.0,0,0,0,0,1822.2737710479407,"['z', 'z', 'x', 'x']"
4,x,5,0.1,normal,val,3000000,0.0696089999999999,0.0001998142857755,0.0001765757627762,0.3282654613602795,3,0.0011936680409538,0.0010548437215833,0.0467586666666666,8.041044487157583e-05,7.105866121264572e-05,2,0,32,32,32,1.0,0.0,208827,35893.0,65316,0,0,0,1741.2185879469616,"['z', 'z', 'x', 'x']"
4,x,7,0.0001,m1,anqi,2000000,0.991597,0.000294,0.0002121320343559,0.0,2,0.0,0.0,0.991597,0.000294,0.0002121320343559,1,1,40,24,32,1.0,0.0,1983194,0.0,0,0,0,0,124.0496850219788,"['z', 'x', 'z', 'x']"
4,x,7,0.0001,m1,val,2000000,0.991597,0.000294,0.0002121320343559,3.0253464190406766e-06,2,9.874077353529729e-07,7.124517402695297e-07,0.991594,0.00029302,0.0002114249275748,1,1,40,24,32,1.0,0.0,1983194,0.0,12,0,0,0,129.74068322096718,"['z', 'x', 'z', 'x']"
4,x,7,0.0001,normal,anqi,2000000,0.98869,0.0002489199999999,0.0001796051224213,3.539972925132021e-06,2,9.903193416940355e-07,7.145525735225003e-07,0.9886865,0.00024794,0.0001788980156402,1,1,48,32,48,1.0,0.0,1977380,7.0,0,0,0,0,1445.7709208710005,"['z', 'x', 'z', 'x']"
4,x,7,0.0001,normal,val,2000000,0.98869,0.0002489199999999,0.0001796051224213,2.528598490174176e-06,2,6.366188958868115e-10,4.5934442685005846e-10,0.9886875,0.0002489200000001,0.0001796051224214,1,1,48,32,48,1.0,0.0,1977380,0.0,10,0,0,0,1494.5197516480112,"['z', 'x', 'z', 'x']"
4,x,7,0.005,m1,anqi,2000000,0.6686300000000001,0.00017248,0.0001244507934888,0.0001764798749968,2,5.817209444925523e-06,4.197334944989051e-06,0.668512,0.00016856,0.0001216223663641,1,1,40,24,32,1.0,0.0,1337260,236.0,0,0,0,0,533.7159179760492,"['z', 'x', 'z', 'x']"
4,x,7,0.005,m1,val,2000000,0.6686300000000001,0.00017248,0.0001244507934888,0.0052547682838803,2,9.537959344689328e-05,6.88199564419533e-05,0.6651165,0.0001078,7.778174593055877e-05,1,1,40,24,32,1.0,0.0,1337260,236.0,13582,0,0,0,574.6018176810467,"['z', 'x', 'z', 'x']"
4,x,7,0.005,normal,anqi,3000000,0.5819826666666666,6.63157470825287e-05,5.860318535144247e-05,0.0070924135954363,3,0.0001428469127348,0.0001262337298781,0.577855,1.9827348116499093e-05,1.752141546792424e-05,1,1,48,32,48,1.0,0.0,1745948,12383.0,0,0,0,0,2102.3844868990127,"['z', 'x', 'z', 'x']"
4,x,7,0.005,normal,val,3000000,0.5819826666666666,6.63157470825287e-05,5.860318535144247e-05,0.0071456830269918,3,8.714447469583924e-05,7.70095192714765e-05,0.577824,1.5505487200826836e-05,1.3702189606092354e-05,1,1,48,32,48,1.0,0.0,1745948,894.0,23164,0,0,0,2269.2390956500312,"['z', 'x', 'z', 'x']"
4,x,7,0.01,m1,anqi,2000000,0.4604475,0.00023226,0.0001675843071412,0.0014572847778361,2,5.181582908474973e-05,3.738706542717314e-05,0.4597765,0.00025578,0.0001845548698897,1,1,40,24,32,1.0,0.0,920895,1342.0,0,0,0,0,1003.5022597080095,"['z', 'x', 'z', 'x']"
4,x,7,0.01,m1,val,2000000,0.4604475,0.00023226,0.0001675843071412,0.0210067251489124,2,9.795031576219472e-05,7.067482907633822e-05,0.450775,0.0001822799999999,0.0001315218613006,1,1,40,24,32,1.0,0.0,920895,1342.0,36006,0,0,0,1008.6172803529772,"['z', 'x', 'z', 'x']"
4,x,7,0.01,normal,anqi,3000000,0.35989,0.0009040983790126,0.0007989511874951,0.0291933852850823,3,0.0003262600243009,0.0002883157849835,0.3493836666666667,0.0009398619536458,0.0008305554366406,1,1,48,32,48,1.0,0.0,1079670,31519.0,0,0,0,0,2033.126574685972,"['z', 'x', 'z', 'x']"
4,x,7,0.01,normal,val,3000000,0.35989,0.0009040983790126,0.0007989511874951,0.029168248764456,3,0.0001764626127562,0.0001559399035357,0.3493926666666667,0.0009008373960808,0.0007960694588623,1,1,48,32,48,1.0,0.0,1079670,3962.0,55060,0,0,0,2090.445598588034,"['z', 'x', 'z', 'x']"
4,x,7,0.05,m1,anqi,2000000,0.0662804999999999,0.0001656199999999,0.0001195010460205,0.0630582973579958,2,0.0008229225067468,0.0005937694743996,0.062101,0.0002097199999999,0.0001513208511739,1,1,40,24,32,1.0,0.0,132561,8359.0,0,0,0,0,966.407264887006,"['z', 'x', 'z', 'x']"
4,x,7,0.05,m1,val,2000000,0.0662804999999999,0.0001656199999999,0.0001195010460205,0.3197096479105265,2,0.0003553128278595,0.0002563715408388,0.04509,0.00013622,9.828784258493028e-05,1,1,40,24,32,1.0,0.0,132561,8358.0,68046,0,0,0,914.1430001370028,"['z', 'x', 'z', 'x']"
4,x,7,0.05,normal,anqi,3000000,0.0439316666666666,0.0001601986122841,0.0001415674162133,0.3867399178548649,3,0.0017991762469836,0.0015899309548707,0.0269416666666666,0.0001710049298834,0.0001511169525014,1,1,48,32,48,1.0,0.0,131795,50970.0,0,0,0,0,1237.332859732036,"['z', 'x', 'z', 'x']"
4,x,7,0.05,normal,val,3000000,0.0439316666666666,0.0001601986122841,0.0001415674162133,0.3862363937795376,3,0.0004011197496958,0.0003544692787716,0.0269636666666666,0.0001042143466344,9.20941547186011e-05,1,1,48,32,48,1.0,0.0,131795,14390.0,73028,0,0,0,1601.9241272750078,"['z', 'x', 'z', 'x']"
4,x,7,0.1,m1,anqi,2000000,0.0256205,0.0002988999999999,0.0002156675682618,0.0878677879616719,2,0.0027846326895159,0.002009216997827,0.0233695,0.00034398,0.0002481944801964,1,1,40,24,32,1.0,0.0,51241,4502.0,0,0,0,0,853.1348548320238,"['z', 'x', 'z', 'x']"
4,x,7,0.1,m1,val,2000000,0.0256205,0.0002988999999999,0.0002156675682618,0.4802968871261395,2,0.0025241794485666,0.0018212902091971,0.01331525,0.00022001,0.0001587454723763,1,1,40,24,32,1.0,0.0,51241,4502.0,40217,0,0,0,1014.5108616270008,"['z', 'x', 'z', 'x']"
4,x,7,0.1,normal,anqi,3000000,0.0204526666666666,0.0001521130620441,0.0001344222203853,0.4905283250899872,3,0.0024239012294867,0.0021420000418366,0.0104199999999999,7.928516969353919e-05,7.006425622241328e-05,1,1,48,32,48,1.0,0.0,61358,30098.0,0,0,0,0,1503.5643218870391,"['z', 'x', 'z', 'x']"
4,x,7,0.1,normal,val,3000000,0.0204526666666666,0.0001521130620441,0.0001344222203853,0.4925838833259717,3,0.0003013232031748,0.0002662791313256,0.010378,7.40813453801514e-05,6.546563984259191e-05,1,1,48,32,48,1.0,0.0,61358,6064.0,48320,0,0,0,1676.185510091018,"['z', 'x', 'z', 'x']"
4,x,9,0.0001,m1,anqi,125000000,1.0,0.0,0.0,0.0,125,0.0,0.0,1.0,0.0,0.0,3,-1,8,8,0,1.0,0.0,125000000,0.0,0,0,0,0,194.5976349152625,"['z', 'z', 'z', 'x']"
4,x,9,0.0001,m1,val,2000000,1.0,0.0,0.0,0.0,2,0.0,0.0,1.0,0.0,0.0,3,-1,8,8,0,1.0,0.0,2000000,0.0,0,0,0,0,3.126078150002286,"['z', 'z', 'z', 'x']"
4,x,9,0.0001,normal,anqi,126000000,1.0,0.0,0.0,0.0,126,0.0,0.0,1.0,0.0,0.0,3,-1,16,16,16,1.0,0.0,126000000,0.0,0,0,0,0,6778.261605167703,"['z', 'z', 'z', 'x']"
4,x,9,0.0001,normal,val,3000000,1.0,0.0,0.0,0.0,3,0.0,0.0,1.0,0.0,0.0,3,-1,16,16,16,1.0,0.0,3000000,0.0,0,0,0,0,168.255814789969,"['z', 'z', 'z', 'x']"
4,x,9,0.005,m1,anqi,125000000,1.0,0.0,0.0,8.56e-07,125,1.553772875003542e-07,8.863116760467358e-07,0.999999144,1.5537728749769317e-07,8.863116760315562e-07,3,-1,8,8,0,1.0,0.0,125000000,107.0,0,0,0,0,874.3780177332228,"['z', 'z', 'z', 'x']"
4,x,9,0.005,m1,val,2000000,1.0,0.0,0.0,2.1e-05,2,2.9400000000000028e-06,2.121320343559645e-06,0.999979,2.940000000138942e-06,2.1213203436598947e-06,3,-1,8,8,0,1.0,0.0,2000000,4.0,76,0,0,0,16.89667266397737,"['z', 'z', 'z', 'x']"
4,x,9,0.005,normal,anqi,126000000,1.0,0.0,0.0,7.43015873015873e-05,126,1.533756952754724e-06,8.783866885393781e-06,0.9999256984126984,1.5337569527559394e-06,8.783866885400742e-06,3,-1,16,16,16,1.0,0.0,126000000,9362.0,0,0,0,0,25564.07363301207,"['z', 'z', 'z', 'x']"
4,x,9,0.005,normal,val,3000000,1.0,0.0,0.0,6.933333333333334e-05,3,4.24666666666667e-06,3.7527767497325706e-06,0.9999306666666667,4.246666666698115e-06,3.7527767497603575e-06,3,-1,16,16,16,1.0,0.0,3000000,14.0,388,0,0,0,610.5472379620187,"['z', 'z', 'z', 'x']"
4,x,9,0.01,m1,anqi,125000000,1.0,0.0,0.0,2.0616e-05,125,9.018429742727728e-07,5.144342335470699e-06,0.999979384,9.0184297427225e-07,5.144342335467716e-06,3,-1,8,8,0,1.0,0.0,125000000,2577.0,0,0,0,0,1289.8390033990145,"['z', 'z', 'z', 'x']"
4,x,9,0.01,m1,val,2000000,1.0,0.0,0.0,0.0002334999999999,2,2.547999999999998e-05,1.838477631085022e-05,0.9997665,2.548000000007988e-05,1.838477631090788e-05,3,-1,8,8,0,1.0,0.0,2000000,36.0,862,0,0,0,21.251336888992228,"['z', 'z', 'z', 'x']"
4,x,9,0.01,normal,anqi,127000000,1.0,0.0,0.0,0.0009286141732283,127,5.597030984560827e-06,3.218129379843488e-05,0.9990713858267716,5.597030984558435e-06,3.218129379842113e-05,3,-1,16,16,16,1.0,0.0,127000000,117934.0,0,0,0,0,39916.64447307418,"['z', 'z', 'z', 'x']"
4,x,9,0.01,normal,val,3000000,1.0,0.0,0.0,0.0009321666666666,3,2.8478139764465773e-06,2.516611478423587e-06,0.9990678333333332,2.847813976376619e-06,2.5166114783617645e-06,3,-1,16,16,16,1.0,0.0,3000000,332.0,4929,0,0,0,870.5585834569647,"['z', 'z', 'z', 'x']"
4,x,9,0.05,m1,anqi,2000000,1.0,0.0,0.0,0.015973,2,5.292000000000362e-05,3.818376618407618e-05,0.984027,5.291999999999853e-05,3.81837661840725e-05,3,-1,8,8,0,1.0,0.0,2000000,31946.0,0,0,0,0,91.20621666195802,"['z', 'z', 'z', 'x']"
4,x,9,0.05,m1,val,2000000,1.0,0.0,0.0,0.046582,2,0.0001430799999999,0.0001032375900532,0.953418,0.0001430799999999,0.0001032375900532,3,-1,8,8,0,1.0,0.0,2000000,31946.0,122436,0,0,0,81.82686058495892,"['z', 'z', 'z', 'x']"
4,x,9,0.05,normal,anqi,3000000,1.0,0.0,0.0,0.108184,3,0.0003281288210444,0.0002899672395288,0.8918159999999999,0.0003281288210443,0.0002899672395288,3,-1,16,16,16,1.0,0.0,3000000,324552.0,0,0,0,0,2088.250414841983,"['z', 'z', 'z', 'x']"
4,x,9,0.05,normal,val,3000000,1.0,0.0,0.0,0.1080653333333333,3,0.0003100939146631,0.0002740298037318,0.8919346666666667,0.000310093914663,0.0002740298037318,3,-1,16,16,16,1.0,0.0,3000000,142147.0,364098,0,0,0,2027.90499835409,"['z', 'z', 'z', 'x']"
4,x,9,0.1,m1,anqi,3000000,1.0,0.0,0.0,0.1104016666666666,3,1.901413275551598e-05,1.680277754817005e-05,0.8895983333333334,1.9014132755505697e-05,1.680277754816096e-05,3,-1,8,8,0,1.0,0.0,3000000,331205.0,0,0,0,0,95.55486982193544,"['z', 'z', 'z', 'x']"
4,x,9,0.1,m1,val,3000000,1.0,0.0,0.0,0.2060305,3,0.0004908019637287,0.0004337213967514,0.7939694999999999,0.0004908019637288,0.0004337213967514,3,-1,8,8,0,1.0,0.0,3000000,331205.0,573773,0,0,0,133.782621006947,"['z', 'z', 'z', 'x']"
4,x,9,0.1,normal,anqi,3000000,1.0,0.0,0.0,0.3220816666666666,3,0.0007068260520885,0.0006246217522095,0.6779183333333334,0.0007068260520885,0.0006246217522095,3,-1,16,16,16,1.0,0.0,3000000,966245.0,0,0,0,0,2343.345022153051,"['z', 'z', 'z', 'x']"
4,x,9,0.1,normal,val,3000000,1.0,0.0,0.0,0.3218958333333333,3,0.0005363475726719,0.0004739700236653,0.6781041666666666,0.0005363475726719,0.0004739700236653,3,-1,16,16,16,1.0,0.0,3000000,599242.0,732891,0,0,0,2013.9138735808665,"['z', 'z', 'z', 'x']"
4,z,7,0.0001,m1,anqi,3000000,0.9887703333333334,5.8333557332865736e-05,5.154932912589566e-05,0.0,3,0.0,0.0,0.9887703333333334,5.8333557332865736e-05,5.154932912589566e-05,0,2,56,24,48,1.0,0.0,2966311,0.0,0,0,0,0,1274.0556496559293,"['x', 'z', 'z', 'x']"
4,z,7,0.0001,m1,val,3000000,0.9887703333333334,5.8333557332865736e-05,5.154932912589566e-05,8.42816537987847e-07,3,6.608180859003051e-07,5.839645404794608e-07,0.9887695,5.89413855735423e-05,5.208646657238904e-05,0,2,56,24,48,1.0,0.0,2966311,0.0,5,0,0,0,1532.3583221890149,"['x', 'z', 'z', 'x']"
4,z,7,0.0001,normal,anqi,4000000,0.9857645,5.888976481527097e-05,6.00915967502765e-05,0.0,4,0.0,0.0,0.9857645,5.888976481527097e-05,6.00915967502765e-05,0,2,64,32,64,1.0,0.0,3943058,0.0,0,0,0,0,2858.2824038619874,"['x', 'z', 'z', 'x']"
4,z,7,0.0001,normal,val,4000000,0.9857645,5.888976481527097e-05,6.00915967502765e-05,5.072011167399676e-07,4,7.0291867792416e-07,7.172639570654694e-07,0.985764,5.848200121975582e-05,5.9675511448730434e-05,0,2,64,32,64,1.0,0.0,3943058,0.0,4,0,0,0,3274.642510447011,"['x', 'z', 'z', 'x']"
4,z,7,0.005,m1,anqi,3000000,0.580971,0.0004427387943246,0.0003912480031897,3.155562594040256e-05,3,8.99216196717832e-06,7.946368059714976e-06,0.5809526666666667,0.000441669279791,0.0003903028738471,0,2,56,24,48,1.0,0.0,1742913,55.0,0,0,0,0,1610.790284608025,"['x', 'z', 'z', 'x']"
4,z,7,0.005,m1,val,3000000,0.580971,0.0004427387943246,0.0003912480031897,0.0014314994722094,3,7.815739763860981e-05,6.90676447435898e-05,0.5801393333333333,0.0004265354854067,0.0003769291489568,0,2,56,24,48,1.0,0.0,1742913,57.0,4876,0,0,0,1533.314398076036,"['x', 'z', 'z', 'x']"
4,z,7,0.005,normal,anqi,3000000,0.5118216666666667,0.0002891256523459,0.0002555001630789,3.126145000144222e-05,3,1.1491840577461646e-05,1.0155332526859814e-05,0.5118056666666666,0.0002901535642456,0.0002564085281993,0,2,64,32,64,1.0,0.0,1535465,48.0,0,0,0,0,1842.0005275460423,"['x', 'z', 'z', 'x']"
4,z,7,0.005,normal,val,3000000,0.5118216666666667,0.0002891256523459,0.0002555001630789,0.0014647046280638,3,5.683034016275535e-05,5.022093702720122e-05,0.511072,0.0002931761902565,0.0002590796209662,0,2,64,32,64,1.0,0.0,1535465,48.0,4402,0,0,0,1999.0332466220127,"['x', 'z', 'z', 'x']"
4,z,7,0.01,m1,anqi,3000000,0.3569676666666666,0.0004254138247766,0.0003759379381404,0.0002782689984146,3,2.156198299524146e-05,1.9054311254946104e-05,0.3568683333333333,0.0004248882396322,0.0003754734788681,0,2,56,24,48,1.0,0.0,1070903,298.0,0,0,0,0,1472.2411786730518,"['x', 'z', 'z', 'x']"
4,z,7,0.01,m1,val,3000000,0.3569676666666666,0.0004254138247766,0.0003759379381404,0.0059898533891045,3,8.338228995865418e-05,7.368487890807616e-05,0.3548294999999999,0.0004509026042654,0.0003984623570677,0,2,56,24,48,1.0,0.0,1070903,297.0,12235,0,0,0,1493.4637664789916,"['x', 'z', 'z', 'x']"
4,z,7,0.01,normal,anqi,4000000,0.290713,0.0005199778169627,0.0005305896091456,0.0002975634429557,4,2.887473436241269e-05,2.946401465552316e-05,0.2906265,0.0005238644670777,0.0005345555786507,0,2,64,32,64,1.0,0.0,1162852,346.0,0,0,0,0,2161.89851078199,"['x', 'z', 'z', 'x']"
4,z,7,0.01,normal,val,3000000,0.2908756666666667,0.0005809070265637,0.0005133471859602,0.0063110265863515,3,0.0001951556723849,0.0001724589489571,0.28904,0.0006325748810483,0.0005590060375344,0,2,64,32,64,1.0,0.0,872627,259.0,10496,0,0,0,1402.7314813859994,"['x', 'z', 'z', 'x']"
4,z,7,0.05,m1,anqi,3000000,0.0225306666666666,0.0002191590087382,0.0001936706826892,0.0315735170966474,3,0.0005310339346822,0.0004692743650065,0.0218193333333333,0.0002201849650735,0.0001945773196786,0,2,56,24,48,1.0,0.0,67592,2134.0,0,0,0,0,1052.4677852989407,"['x', 'z', 'z', 'x']"
4,z,7,0.05,m1,val,3000000,0.0225306666666666,0.0002191590087382,0.0001936706826892,0.1426377058812577,3,0.0009728117905501,0.0008596731874667,0.0193168333333333,0.0001659341268227,0.0001466358869217,0,2,56,24,48,1.0,0.0,67592,2134.0,15015,0,0,0,952.4831681690412,"['x', 'z', 'z', 'x']"
4,z,7,0.05,normal,anqi,4000000,0.01347925,7.735743252375051e-05,7.893615563648011e-05,0.0369704431955657,4,0.0019531020021226,0.0019929612266557,0.012981,9.495722967034424e-05,9.689513231667778e-05,0,2,64,32,64,1.0,0.0,53917,1993.0,0,0,0,0,1259.750664766936,"['x', 'z', 'z', 'x']"
4,z,7,0.05,normal,val,4000000,0.01347925,7.735743252375051e-05,7.893615563648011e-05,0.1519351060666275,4,0.0020202288358717,0.0020614579957874,0.01143125,6.472514838402008e-05,6.604606977961233e-05,0,2,64,32,64,1.0,0.0,53917,1993.0,12398,0,0,0,1324.64661766903,"['x', 'z', 'z', 'x']"
4,z,7,0.1,m1,anqi,3000000,0.0021523333333333,5.042108201051541e-05,4.4557079497351946e-05,0.130898566712171,3,0.0031027432611948,0.0027418923322609,0.0018706666666666,4.965333333333325e-05,4.3878620458411485e-05,0,2,56,24,48,1.0,0.0,6457,845.0,0,0,0,0,970.291037167015,"['x', 'z', 'z', 'x']"
4,z,7,0.1,m1,val,3000000,0.0021523333333333,5.042108201051541e-05,4.4557079497351946e-05,0.3750106697726638,3,0.0026837204062258,0.0023716020902513,0.0013451666666666,3.0534160833037124e-05,2.698301935168364e-05,0,2,56,24,48,1.0,0.0,6457,844.0,3155,0,0,0,870.2049149459926,"['x', 'z', 'z', 'x']"
4,z,7,0.1,normal,anqi,4000000,0.00130075,3.750874520250796e-05,3.827422979847751e-05,0.1599295218879454,4,0.0075619975414036,0.0077163240218405,0.00109275,3.4345469861395164e-05,3.504639781775017e-05,0,2,64,32,64,1.0,0.0,5203,832.0,0,0,0,0,1237.523704814026,"['x', 'z', 'z', 'x']"
4,z,7,0.1,normal,val,4000000,0.00130075,3.750874520250796e-05,3.827422979847751e-05,0.425650363629668,4,0.0018461848446247,0.0018838620863517,0.000747125,2.340188222486956e-05,2.3879471658030164e-05,0,2,64,32,64,1.0,0.0,5203,833.0,2763,0,0,0,1348.71497941704,"['x', 'z', 'z', 'x']"
4,z,8,0.0001,m1,anqi,296000000,1.0,0.0,0.0,0.0,296,0.0,0.0,1.0,0.0,0.0,3,-1,8,8,0,1.0,0.0,296000000,0.0,0,0,0,0,362.3099423297099,"['z', 'z', 'z', 'x']"
4,z,8,0.0001,m1,val,3000000,1.0,0.0,0.0,0.0,3,0.0,0.0,1.0,0.0,0.0,3,-1,8,8,0,1.0,0.0,3000000,0.0,0,0,0,0,4.331586479092948,"['z', 'z', 'z', 'x']"
4,z,8,0.0001,normal,anqi,296000000,1.0,0.0,0.0,0.0,296,0.0,0.0,1.0,0.0,0.0,3,-1,16,16,16,1.0,0.0,296000000,0.0,0,0,0,0,14019.314929895629,"['z', 'z', 'z', 'x']"
4,z,8,0.0001,normal,val,3000000,1.0,0.0,0.0,0.0,3,0.0,0.0,1.0,0.0,0.0,3,-1,16,16,16,1.0,0.0,3000000,0.0,0,0,0,0,162.4519434380927,"['z', 'z', 'z', 'x']"
4,z,8,0.005,m1,anqi,296000000,1.0,0.0,0.0,7.094594594594595e-08,296,3.076243982928348e-08,2.7002909532584054e-07,0.999999929054054,3.076243982968964e-08,2.700290953294058e-07,3,-1,8,8,0,1.0,0.0,296000000,21.0,0,0,0,0,1489.368239075935,"['z', 'z', 'z', 'x']"
4,z,8,0.005,m1,val,3000000,1.0,0.0,0.0,4.166666666666667e-06,3,8.642787616144332e-07,7.637626158259736e-07,0.9999958333333332,8.64278761577601e-07,7.63762615793425e-07,3,-1,8,8,0,1.0,0.0,3000000,0.0,25,0,0,0,15.325375098036602,"['z', 'z', 'z', 'x']"
4,z,8,0.005,normal,anqi,296000000,1.0,0.0,0.0,4.4256756756756754e-07,296,7.93237312305314e-08,6.962944259596925e-07,0.9999995574324324,7.93237312305093e-08,6.962944259594985e-07,3,-1,16,16,16,1.0,0.0,296000000,131.0,0,0,0,0,47334.04305658466,"['z', 'z', 'z', 'x']"
4,z,8,0.005,normal,val,3000000,1.0,0.0,0.0,1.1166666666666668e-05,3,4.093121601472945e-06,3.617089069035117e-06,0.9999888333333334,4.093121601513943e-06,3.6170890690713474e-06,3,-1,16,16,16,1.0,0.0,3000000,0.0,67,0,0,0,423.9606866000104,"['z', 'z', 'z', 'x']"
4,z,8,0.01,m1,anqi,296000000,1.0,0.0,0.0,2.405405405405405e-06,296,1.8301714207688768e-07,1.6065030465203478e-06,0.9999975945945944,1.830171420781329e-07,1.6065030465312784e-06,3,-1,8,8,0,1.0,0.0,296000000,712.0,0,0,0,0,2209.893365695025,"['z', 'z', 'z', 'x']"
4,z,8,0.01,m1,val,3000000,1.0,0.0,0.0,4.516666666666666e-05,3,2.90347684298976e-06,2.5658007197234426e-06,0.9999548333333332,2.903476843007964e-06,2.56580071973953e-06,3,-1,8,8,0,1.0,0.0,3000000,7.0,257,0,0,0,20.05862651701318,"['z', 'z', 'z', 'x']"
4,z,8,0.01,normal,anqi,297000000,1.0,0.0,0.0,1.3195286195286194e-05,297,3.886522309827424e-07,3.4173016662201e-06,0.9999868047138049,3.88652230984138e-07,3.417301666232371e-06,3,-1,16,16,16,1.0,0.0,297000000,3919.0,0,0,0,0,73877.93590792967,"['z', 'z', 'z', 'x']"
4,z,8,0.01,normal,val,4000000,1.0,0.0,0.0,0.000169125,4,3.782321817790397e-06,3.859512058969793e-06,0.999830875,3.782321817778773e-06,3.859512058957932e-06,3,-1,16,16,16,1.0,0.0,4000000,58.0,1237,0,0,0,915.888518143096,"['z', 'z', 'z', 'x']"
4,z,8,0.05,m1,anqi,3000000,1.0,0.0,0.0,0.0033576666666666,3,2.311729319025991e-05,2.042873792805928e-05,0.9966423333333332,2.31172931901935e-05,2.042873792800059e-05,3,-1,8,8,0,1.0,0.0,3000000,10073.0,0,0,0,0,80.31207481189631,"['z', 'z', 'z', 'x']"
4,z,8,0.05,m1,val,3000000,1.0,0.0,0.0,0.0136476666666666,3,3.253409766861716e-05,2.875036231655769e-05,0.9863523333333334,3.253409766864436e-05,2.8750362316581733e-05,3,-1,8,8,0,1.0,0.0,3000000,10073.0,61740,0,0,0,90.35869946697494,"['z', 'z', 'z', 'x']"
4,z,8,0.05,normal,anqi,4000000,1.0,0.0,0.0,0.0118685,4,0.0001848791926276,0.0001886522373751,0.9881315,0.0001848791926276,0.0001886522373751,3,-1,16,16,16,1.0,0.0,4000000,47474.0,0,0,0,0,2732.1693220279994,"['z', 'z', 'z', 'x']"
4,z,8,0.05,normal,val,4000000,1.0,0.0,0.0,0.036946375,4,0.0003254360923822,0.0003320776452879,0.963053625,0.0003254360923821,0.0003320776452879,3,-1,16,16,16,1.0,0.0,4000000,47475.0,200621,0,0,0,2175.016166430898,"['z', 'z', 'z', 'x']"
4,z,8,0.1,m1,anqi,3000000,1.0,0.0,0.0,0.0386643333333333,3,0.000164127164249,0.0001450390751947,0.9613356666666668,0.000164127164249,0.0001450390751946,3,-1,8,8,0,1.0,0.0,3000000,115993.0,0,0,0,0,153.3879787439364,"['z', 'z', 'z', 'x']"
4,z,8,0.1,m1,val,3000000,1.0,0.0,0.0,0.0921276666666666,3,0.0003653605666248,0.0003228689104471,0.9078723333333332,0.0003653605666248,0.0003228689104471,3,-1,8,8,0,1.0,0.0,3000000,115993.0,320780,0,0,0,135.1002703869599,"['z', 'z', 'z', 'x']"
4,z,8,0.1,normal,anqi,4000000,1.0,0.0,0.0,0.0909602499999999,4,0.0002885867053417,0.0002944762299405,0.90903975,0.0002885867053417,0.0002944762299405,3,-1,16,16,16,1.0,0.0,4000000,363841.0,0,0,0,0,2632.6572006580536,"['z', 'z', 'z', 'x']"
4,z,8,0.1,normal,val,4000000,1.0,0.0,0.0,0.1780237499999999,4,0.0004862558972735,0.0004961794870138,0.82197625,0.0004862558972736,0.0004961794870138,3,-1,16,16,16,1.0,0.0,4000000,363841.0,696508,0,0,0,2894.1422714859946,"['z', 'z', 'z', 'x']"
4,z,12,0.0001,m1,anqi,296000000,0.9963301283783784,6.4582194100239695e-06,5.66894938887289e-05,0.0,296,0.0,0.0,0.9963301283783784,6.4582194100239695e-06,5.66894938887289e-05,2,0,24,8,16,1.0,0.0,294913718,0.0,0,0,0,0,757.2148030013777,"['z', 'z', 'x', 'z']"
4,z,12,0.0001,m1,val,3000000,0.996332,2.661080482314794e-05,2.3515952032648555e-05,0.0,3,0.0,0.0,0.996332,2.661080482314794e-05,2.3515952032648555e-05,2,0,24,8,16,1.0,0.0,2988996,0.0,0,0,0,0,8.761644755024463,"['z', 'z', 'x', 'z']"
4,z,12,0.0001,normal,anqi,296000000,0.9951107094594596,7.505395269904705e-06,6.588148098922802e-05,0.0,296,0.0,0.0,0.9951107094594596,7.505395269904705e-06,6.588148098922802e-05,2,0,32,16,32,1.0,0.0,294552770,0.0,0,0,0,0,14301.323793138785,"['z', 'z', 'x', 'z']"
4,z,12,0.0001,normal,val,3000000,0.9951863333333332,7.91828140725487e-05,6.997380462241542e-05,0.0,3,0.0,0.0,0.9951863333333332,7.91828140725487e-05,6.997380462241542e-05,2,0,32,16,32,1.0,0.0,2985559,0.0,0,0,0,0,177.87471054802882,"['z', 'z', 'x', 'z']"
