n,lstate,i,p_error,sim_type,decoder_type,shots,prep_rate,count_accept,LER,prep_rate_SEM,N_samples,prep_rate_SD,LER_SEM,LER_SD,eff,eff_SEM,eff_SD,skip,s_l,CNOT,hadamard,meas,cost,cost_SEM,count_accept.1,count_logerror,count_undecided,count_detect_discard,total_meta_shots,detect_normal,decoding_normal,meas_type
4,z,15,0.005,m1,anqi,22580000000,0.6244959766164748,14101119152,1.7019601068590427e-09,6.407566691756798e-06,2258,0.0001553456270934,6.774474935994977e-10,1.6424098379102437e-08,0.6244959755535873,6.407563335727718e-06,0.0001553455457295,0,2,56,8,48,1.0,0.0,14101119152,24.0,0,0,0,0,104277.83119838269,"['x', 'z', 'z', 'z']"
4,z,15,0.005,normal,anqi,22540000000,0.5877032696983141,13246831699,1.1324895954965607e-09,6.48691058157938e-06,2254,0.0001571298861974,5.713353994589417e-10,1.3839232893468688e-08,0.5877032690328305,6.486923594664496e-06,0.0001571302014083,0,2,64,16,64,1.0,0.0,13246831699,15.0,0,0,0,0,624068.1442385387,"['x', 'z', 'z', 'z']"
