n,lstate,i,p_error,sim_type,shots,prep_rate,prep_rate_SEM,prep_rate_SD,LER,N_samples,LER_SEM,LER_SD,eff,eff_SEM,eff_SD,skip,s_l,CNOT,hadamard,meas,cost,cost_SEM,count_accept,count_logerror,count_undecided,count_detect_discard,total_meta_shots,detect_normal,decoding_normal,meas_type
4,z,8,0.001,m1,1130000000,1.0,0.0,0.0,6.194690265486725e-09,113,3.05084564908869e-09,1.6546394949979526e-08,0.9999999938053096,3.0508456534348674e-09,1.6546394973551206e-08,3,-1,8,8,0,1.0,0.0,1130000000,0.0,14,0,0,0,88.55410846415907,"['z', 'z', 'z', 'x']"
4,z,8,0.001,normal,1120000000,1.0,0.0,0.0,2.2767857142857146e-08,112,6.201103777801421e-09,3.348281316360346e-08,0.9999999772321428,6.201103776994921e-09,3.348281315924877e-08,3,-1,16,16,16,1.0,0.0,1120000000,0.0,51,0,0,0,4953.980556636583,"['z', 'z', 'z', 'x']"
4,z,12,0.001,m1,1130000000,0.9640030796460176,1.1866211561633222e-05,6.435691793108106e-05,9.179054892634871e-10,113,1.266460123401595e-09,6.868701927435141e-09,0.964003078761062,1.1865955128315308e-05,6.435552715375419e-05,2,0,24,8,16,1.0,0.0,1089323480,0.0,2,0,0,0,297.662354468368,"['z', 'z', 'x', 'z']"
4,z,12,0.001,normal,1120000000,0.95236691875,1.3514878034674964e-05,7.297348220228434e-05,3.2813270210958074e-09,112,2.999426966910456e-09,1.6195383326828222e-08,0.952366915625,1.351494490739318e-05,7.29738432810229e-05,2,0,32,16,32,1.0,0.0,1066650949,0.0,7,0,0,0,7617.716107529588,"['z', 'z', 'x', 'z']"
4,z,14,0.001,m1,1130000000,0.9365376938053096,1.5422702039422085e-05,8.364569974766165e-05,0.0,113,0.0,0.0,0.9365376938053096,1.5422702039422085e-05,8.364569974766165e-05,1,1,40,8,32,1.0,0.0,1058287594,0.0,0,0,0,0,534.4376290859655,"['z', 'x', 'z', 'z']"
4,z,14,0.001,normal,1120000000,0.9251450080357142,1.5750279043700788e-05,8.504351312143777e-05,1.9301019885033918e-09,112,1.865764059582771e-09,1.0074178993425122e-08,0.92514500625,1.575009602285618e-05,8.504252490176518e-05,1,1,48,16,48,1.0,0.0,1036162409,0.0,4,0,0,0,9264.156076560264,"['z', 'x', 'z', 'z']"
4,z,15,0.001,m1,602750000000,0.9099608155829816,7.938516075765038e-07,3.178360095644912e-05,1.8916565728276967e-10,6158,2.5508376211007988e-11,1.021284132701747e-09,0.9099608154108476,7.938512688613547e-07,3.178358739524066e-05,0,2,56,8,48,1.0,0.0,548479013835,1.0,210,0,0,0,169100.707966886,"['x', 'z', 'z', 'z']"
4,z,15,0.001,normal,49640000000,0.8988899160757454,2.625244805473247e-06,9.436905864598656e-05,3.0254097786622556e-10,4964,1.1381980145395708e-10,4.0914536793252525e-09,0.8988899158037873,2.6252429344760664e-06,9.436899138969018e-05,0,2,64,16,64,1.0,0.0,44620895434,0.0,27,0,0,0,485776.4445620813,"['x', 'z', 'z', 'z']"
