n,lstate,i,p_error,sim_type,decoder_type,shots,prep_rate,count_accept,LER,prep_rate_SEM,N_samples,prep_rate_SD,LER_SEM,LER_SD,eff,eff_SEM,eff_SD,skip,s_l,CNOT,hadamard,meas,cost,cost_SEM,count_accept.1,count_logerror,count_undecided,count_detect_discard,total_meta_shots,detect_normal,decoding_normal,meas_type
4,x,2,0.001,m1,anqi,290050000000,0.8884328883468368,257689959265,0.0,1.1592035084582396e-06,5801,4.504587717105294e-05,0.0,0.0,0.8884328883468368,1.1592035084582396e-06,4.504587717105294e-05,0,2,56,56,48,1.0,0.0,257689959265,0.0,0,0,0,0,342663.4446038297,"['x', 'x', 'x', 'x']"
4,x,3,0.001,m1,anqi,290050000000,0.9217167203516636,267343934738,1.4961866264028737e-11,9.824089066118509e-07,5801,3.817575655705504e-05,1.4658836426942544e-11,5.696326316652087e-10,0.9217167203378728,9.824088299551062e-07,3.817575357822494e-05,1,1,40,40,32,1.0,0.0,267343934738,4.0,0,0,0,0,266377.2818832606,"['z', 'x', 'x', 'x']"
