n,lstate,i,meas_type,p_error,sim_type,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal
4,x,4,"['x', 'z', 'x', 'x']",0.01,normal,100000,98351,0,0,0,0.98351,0.0,55.715871266962495,17.053864940069616
4,x,5,"['z', 'z', 'x', 'x']",1.0,normal,100000,63823,31,52,0,0.63823,0.000485718314714112,18.44795703300042,4.209202183992602
4,x,5,"['z', 'z', 'x', 'x']",0.1,normal,100000,95513,0,0,0,0.95513,0.0,12.328436822979711,3.3204734840546735
4,x,5,"['z', 'z', 'x', 'x']",0.01,normal,100000,99538,0,0,0,0.99538,0.0,14.714503968018107,-0.47401139297289774
4,x,6,"['x', 'x', 'z', 'x']",1.0,normal,100000,22515,438,831,0,0.22515,0.01945369753497672,15.284115177986678,1.363948875979986
4,x,6,"['x', 'x', 'z', 'x']",0.1,normal,100000,85745,18,35,0,0.85745,0.0002099247769549173,54.75055802700808,14.215906820027158
4,x,6,"['x', 'x', 'z', 'x']",0.01,normal,100000,98483,0,0,0,0.98483,0.0,57.041350149025675,16.74808057298651
4,x,7,"['z', 'x', 'z', 'x']",1.0,normal,100000,41034,1320,2277,0,0.41034,0.03216844567919286,19.968081239028834,3.040302183944732
4,x,7,"['z', 'x', 'z', 'x']",0.1,normal,100000,90935,30,59,0,0.90935,0.00032990597679660727,60.33750336198136,15.282816821010783
4,x,7,"['z', 'x', 'z', 'x']",0.01,normal,100000,98978,2,3,0,0.98978,2.0206510537690292e-05,60.885655598016456,16.594328067963943
4,x,8,"['x', 'z', 'z', 'x']",1.0,normal,100000,27325,7581,13270,0,0.27325,0.27743824336688017,45.959258963994216,4.628920043993276
4,x,8,"['x', 'z', 'z', 'x']",0.1,normal,100000,85696,2292,4493,0,0.85696,0.026745705750560123,19.29609621898271,5.389682459062897
4,x,8,"['x', 'z', 'z', 'x']",0.01,normal,100000,98487,254,509,0,0.98487,0.002579020581396585,56.41044825600693,16.9902881589951
4,x,9,"['z', 'z', 'z', 'x']",1.0,normal,100000,100000,208,348,0,1.0,0.0020799999999999708,18.028351391025353,5.5326268779463135
4,x,9,"['z', 'z', 'z', 'x']",0.1,normal,100000,100000,0,0,0,1.0,0.0,34.535227670974564,9.418920158059336
4,x,9,"['z', 'z', 'z', 'x']",0.01,normal,100000,100000,0,0,0,1.0,0.0,31.20716504199663,8.445359994017053
4,x,10,"['x', 'x', 'x', 'z']",1.0,normal,100000,22209,578,1051,0,0.22209,0.026025485163672424,14.776008775981609,1.400706346030347
