n,lstate,i,meas_type,p_error,sim_type,decoder_type,total_meta_shots,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal
6,x,12,"['x', 'z', 'x', 'z', 'x', 'x']",0.005,normal,val,0,100000,1271,0,0,0,0.01271,0.0,0,87.73649275593925
6,x,14,"['x', 'x', 'z', 'z', 'x', 'x']",0.005,normal,anqi,0,100000,1195,0,0,0,0.01195,0.0,0,88.11746047099587
6,x,2,"['x', 'x', 'x', 'x', 'x', 'x']",0.005,normal,anqi,0,100000,1412,0,0,0,0.01412,0.0,0,88.85973371996079
6,x,6,"['x', 'x', 'z', 'x', 'x', 'x']",0.005,normal,anqi,0,100000,1102,0,0,0,0.01102,0.0,0,91.65351732599083
6,x,10,"['x', 'x', 'x', 'z', 'x', 'x']",0.005,normal,val,0,100000,1119,0,0,0,0.01119,0.0,0,90.97389653604478
6,x,4,"['x', 'z', 'x', 'x', 'x', 'x']",0.005,normal,val,0,100000,1180,0,0,0,0.0118,0.0,0,90.5478534110589
6,x,6,"['x', 'x', 'z', 'x', 'x', 'x']",0.005,normal,val,0,100000,1102,0,0,0,0.01102,0.0,0,92.73244486900512
6,x,4,"['x', 'z', 'x', 'x', 'x', 'x']",0.005,normal,anqi,0,100000,1180,0,0,0,0.0118,0.0,0,90.89551167399622
6,x,16,"['x', 'z', 'z', 'z', 'x', 'x']",0.005,normal,val,0,100000,1586,19,30,0,0.01586,0.011979823455233296,0,92.51249061804265
6,x,2,"['x', 'x', 'x', 'x', 'x', 'x']",0.005,normal,val,0,100000,1412,0,0,0,0.01412,0.0,0,91.96971486799885
6,x,10,"['x', 'x', 'x', 'z', 'x', 'x']",0.005,normal,anqi,0,100000,1119,0,0,0,0.01119,0.0,0,92.27262388705276
6,x,14,"['x', 'x', 'z', 'z', 'x', 'x']",0.005,normal,val,0,100000,1195,0,0,0,0.01195,0.0,0,93.99340774503071
6,x,8,"['x', 'z', 'z', 'x', 'x', 'x']",0.005,normal,val,0,100000,1242,0,0,0,0.01242,0.0,0,97.3747374509694
6,x,16,"['x', 'z', 'z', 'z', 'x', 'x']",0.005,normal,anqi,0,100000,1586,20,0,0,0.01586,0.01261034047919296,0,96.57480978500098
6,x,12,"['x', 'z', 'x', 'z', 'x', 'x']",0.005,normal,anqi,0,100000,1271,0,0,0,0.01271,0.0,0,97.52039380092174
6,x,8,"['x', 'z', 'z', 'x', 'x', 'x']",0.005,normal,anqi,0,100000,1242,0,0,0,0.01242,0.0,0,101.52552727994043
