n,lstate,i,meas_type,p_error,sim_type,decoder_type,total_meta_shots,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal
6,x,14,"['x', 'x', 'z', 'z', 'x', 'x']",0.005,normal,val,0,1000000,12323,0,1,0,0.012323,0.0,0,886.6485547099728
6,x,42,"['x', 'x', 'x', 'z', 'x', 'z']",0.005,normal,val,0,1000000,11965,2,5,0,0.011965,0.00016715419974921986,0,898.4939067990053
6,x,38,"['x', 'x', 'z', 'x', 'x', 'z']",0.005,normal,val,0,1000000,12046,1,2,0,0.012046,8.301510874975104e-05,0,898.6538026790367
6,x,14,"['x', 'x', 'z', 'z', 'x', 'x']",0.005,normal,anqi,0,1000000,12323,0,0,0,0.012323,0.0,0,900.484926869045
6,x,50,"['x', 'x', 'x', 'x', 'z', 'z']",0.005,normal,val,0,1000000,13021,6,12,0,0.013021,0.0004607941018355266,0,901.5483651430113
6,x,26,"['x', 'x', 'x', 'z', 'z', 'x']",0.005,normal,val,0,1000000,12336,2,3,0,0.012336,0.0001621271076523989,0,895.4448070969665
6,x,38,"['x', 'x', 'z', 'x', 'x', 'z']",0.005,normal,anqi,0,1000000,12046,0,0,0,0.012046,0.0,0,902.3820305389818
6,x,42,"['x', 'x', 'x', 'z', 'x', 'z']",0.005,normal,anqi,0,1000000,11965,3,0,0,0.011965,0.0002507312996239408,0,905.6252835009946
6,x,22,"['x', 'x', 'z', 'x', 'z', 'x']",0.005,normal,val,0,1000000,11965,0,1,0,0.011965,0.0,0,913.586669530021
6,x,22,"['x', 'x', 'z', 'x', 'z', 'x']",0.005,normal,anqi,0,1000000,11965,0,0,0,0.011965,0.0,0,915.5513828520197
6,x,26,"['x', 'x', 'x', 'z', 'z', 'x']",0.005,normal,anqi,0,1000000,12336,0,0,0,0.012336,0.0,0,923.7277056950843
6,x,50,"['x', 'x', 'x', 'x', 'z', 'z']",0.005,normal,anqi,0,1000000,13021,8,0,0,0.013021,0.0006143921357806281,0,924.0121111939661
6,x,14,"['x', 'x', 'z', 'z', 'x', 'x']",0.005,m1,val,0,1000000,22436,0,0,0,0.022436,0.0,0,966.0656594519969
6,x,26,"['x', 'x', 'x', 'z', 'z', 'x']",0.005,m1,val,0,1000000,22553,4,9,0,0.022553,0.00017735999645285272,0,974.4395927489968
6,x,22,"['x', 'x', 'z', 'x', 'z', 'x']",0.005,m1,val,0,1000000,21846,0,1,0,0.021846,0.0,0,970.2436254099011
6,x,22,"['x', 'x', 'z', 'x', 'z', 'x']",0.005,m1,anqi,0,1000000,21846,0,0,0,0.021846,0.0,0,978.2138172900304
6,x,26,"['x', 'x', 'x', 'z', 'z', 'x']",0.005,m1,anqi,0,1000000,22553,0,0,0,0.022553,0.0,0,981.8874084000709
6,x,14,"['x', 'x', 'z', 'z', 'x', 'x']",0.005,m1,anqi,0,1000000,22436,0,0,0,0.022436,0.0,0,987.6880819089711
6,x,27,"['z', 'x', 'x', 'z', 'z', 'x']",0.005,normal,anqi,0,1000000,26585,14,0,0,0.026585,0.0005266127515516361,0,1182.6294894070597
6,x,43,"['z', 'x', 'x', 'z', 'x', 'z']",0.005,normal,anqi,0,1000000,25932,6,0,0,0.025932,0.00023137436372044906,0,1193.4838975530583
6,x,27,"['z', 'x', 'x', 'z', 'z', 'x']",0.005,normal,val,0,1000000,26585,11,22,0,0.026585,0.00041376716193342045,0,1193.5505658930633
6,x,43,"['z', 'x', 'x', 'z', 'x', 'z']",0.005,normal,val,0,1000000,25932,8,17,0,0.025932,0.00030849915162733943,0,1203.6018263300648
6,x,23,"['z', 'x', 'z', 'x', 'z', 'x']",0.005,normal,anqi,0,1000000,26307,2,0,0,0.026307,7.602539248108275e-05,0,1234.442773720948
6,x,15,"['z', 'x', 'z', 'z', 'x', 'x']",0.005,normal,val,0,1000000,27526,4,8,0,0.027526,0.00014531715469012774,0,1244.7789265529718
6,x,23,"['z', 'x', 'z', 'x', 'z', 'x']",0.005,normal,val,0,1000000,26307,2,4,0,0.026307,7.602539248108275e-05,0,1242.1360828790348
6,x,15,"['z', 'x', 'z', 'z', 'x', 'x']",0.005,normal,anqi,0,1000000,27526,2,0,0,0.027526,7.265857734506387e-05,0,1253.5295519620413
6,x,23,"['z', 'x', 'z', 'x', 'z', 'x']",0.005,m1,val,0,1000000,47676,4,8,0,0.047676,8.389965601141025e-05,0,1288.6407901189523
