n,lstate,i,meas_type,p_error,sim_type,total_meta_shots,comp_type,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal
4,x,6,"['x', 'x', 'z', 'x']",0.9,normal,0,na,1000000,319283,2586,4865,0,0.319283,0.008099397713000722,0,244.13055098894984
4,x,7,"['z', 'x', 'z', 'x']",0.5,normal,0,na,1000000,759569,5211,9542,0,0.759569,0.0068604695557612505,0,390.28414739796426
4,x,7,"['z', 'x', 'z', 'x']",0.9,normal,0,na,1000000,595753,13848,24545,0,0.595753,0.02324453254956338,0,439.7416503429413
4,x,7,"['z', 'x', 'z', 'x']",0.7,normal,0,na,1000000,681049,8004,14411,0,0.681049,0.011752458340001937,0,444.1383448750712
4,x,6,"['x', 'x', 'z', 'x']",0.5,normal,0,na,1000000,589549,2233,4168,0,0.589549,0.0037876410612179834,0,463.2260778719792
4,x,6,"['x', 'x', 'z', 'x']",1,normal,0,na,1000000,335535,4096,7387,0,0.335535,0.012207370319042732,0,465.57424275996163
4,x,6,"['x', 'x', 'z', 'x']",0.3,normal,0,na,1000000,716192,1348,2565,0,0.716192,0.0018821768464322153,0,529.2715619390365
4,x,6,"['x', 'x', 'z', 'x']",0.7,normal,0,na,1000000,527278,4369,7986,0,0.527278,0.008285951623242416,0,559.9025017040549
4,x,7,"['z', 'x', 'z', 'x']",0.3,normal,0,na,1000000,791510,2912,5487,0,0.79151,0.0036790438528887526,0,638.1082610349404
4,x,7,"['z', 'x', 'z', 'x']",1,normal,0,na,1000000,599346,12581,22760,0,0.599346,0.02099121375632773,0,677.563542095013
4,x,6,"['x', 'x', 'z', 'x']",1,m1,0,na,1000000,440061,6512,12160,0,0.440061,0.014797948466235389,0,258.2999555300921
4,x,6,"['x', 'x', 'z', 'x']",0.15,normal,0,na,1000000,844197,800,1581,0,0.844197,0.0009476461062998265,0,505.39764430501964
4,x,7,"['z', 'x', 'z', 'x']",0.9,m1,0,na,1000000,586016,10263,18488,0,0.586016,0.01751317370174188,0,221.65881061309483
4,x,7,"['z', 'x', 'z', 'x']",1,m1,0,na,1000000,631048,14350,25944,0,0.631048,0.022739950051343216,0,346.1012649680488
4,x,6,"['x', 'x', 'z', 'x']",0.1,normal,0,na,1000000,895807,348,687,0,0.895807,0.0003884765356823028,0,433.8472107939888
4,x,7,"['z', 'x', 'z', 'x']",0.7,m1,0,na,1000000,734442,8970,16116,0,0.734442,0.012213353811465044,0,183.65593504696153
4,x,7,"['z', 'x', 'z', 'x']",0.3,m1,0,na,1000000,863013,3990,7418,0,0.863013,0.004623337076034795,0,99.73487668996677
4,x,6,"['x', 'x', 'z', 'x']",0.9,m1,0,na,1000000,475101,6268,11607,0,0.475101,0.0131929842286167,0,420.2294411889743
4,x,7,"['z', 'x', 'z', 'x']",0.15,m1,0,na,1000000,917036,1158,2225,0,0.917036,0.0012627639481983532,0,64.21286687196698
4,x,7,"['z', 'x', 'z', 'x']",0.5,m1,0,na,1000000,726194,4216,7723,0,0.726194,0.005805611172772007,0,255.45798632700462
4,x,7,"['z', 'x', 'z', 'x']",0.1,m1,0,na,1000000,958328,477,934,0,0.958328,0.0004977419004766892,0,42.27598231902812
4,x,7,"['z', 'x', 'z', 'x']",0.15,normal,0,na,1000000,913604,1370,2614,0,0.913604,0.0014995556061487836,0,637.2543323249556
4,x,6,"['x', 'x', 'z', 'x']",0.5,m1,0,na,1000000,667290,4246,7921,0,0.66729,0.006363050547737892,0,316.4731222350383
4,x,6,"['x', 'x', 'z', 'x']",0.7,m1,0,na,1000000,576646,5085,9544,0,0.576646,0.008818235104379513,0,442.0392020470463
4,x,7,"['z', 'x', 'z', 'x']",0.1,normal,0,na,1000000,942253,234,458,0,0.942253,0.0002483409445234175,0,683.3404803510057
4,x,6,"['x', 'x', 'z', 'x']",0.3,m1,0,na,1000000,777417,1202,2317,0,0.777417,0.001546145762184259,0,357.97745684103575
4,x,6,"['x', 'x', 'z', 'x']",0.1,m1,0,na,1000000,914966,318,628,0,0.914966,0.0003475538981776438,0,401.00837581499945
4,z,7,"['x', 'z', 'z', 'x']",0.9,normal,0,na,1000000,393347,8051,14300,0,0.393347,0.020467932893857066,0,318.7780465760734
4,x,6,"['x', 'x', 'z', 'x']",0.15,m1,0,na,1000000,864226,371,724,0,0.864226,0.0004292858580973169,0,479.6187011440052
4,z,6,"['z', 'x', 'z', 'x']",1,normal,0,na,1000000,527234,8586,15335,0,0.527234,0.01628498920782806,0,426.6182567869546
4,z,7,"['x', 'z', 'z', 'x']",0.7,normal,0,na,1000000,460910,4185,7672,0,0.46091,0.00907986374780323,0,358.2846216739854
4,z,7,"['x', 'z', 'z', 'x']",1,normal,0,na,1000000,403084,9381,16916,0,0.403084,0.02327306467138368,0,468.1438401530031
4,z,7,"['x', 'z', 'z', 'x']",0.5,normal,0,na,1000000,622392,5264,9763,0,0.622392,0.008457692258255212,0,373.0352376740193
4,z,6,"['z', 'x', 'z', 'x']",0.9,normal,0,na,1000000,602877,8831,15992,0,0.602877,0.014648095714382858,0,514.9637649670476
4,z,6,"['z', 'x', 'z', 'x']",0.7,normal,0,na,1000000,686858,7268,13245,0,0.686858,0.010581517577141097,0,678.749233642011
