n,i,lstate,sim_type,device,p_error,total_shots,classical_time_sec,classical_us_per_shot,nn_time_sec,nn_us_per_shot,speedup_factor,time_saved_percent
4,7,x,normal,cuda,0.01,100000,7.416100354399532,74.16100354399532,0.020414949860423803,0.20414949860423803,363.26811503839656,99.72472122969165
4,7,x,normal,cuda,0.0075,100000,7.404829536098987,74.04829536098987,0.016032857354730368,0.16032857354730368,461.85339096241944,99.78348107439112
4,7,x,normal,cuda,0.005,100000,7.5480020977556705,75.4800209775567,0.014904774259775877,0.14904774259775877,506.4150564242876,99.8025335172574
4,7,x,normal,cuda,0.0025,100000,7.6481389119289815,76.48138911928982,0.01568604400381446,0.1568604400381446,487.57602044652833,99.79490377744906
4,7,x,normal,cuda,0.001,100000,7.884515684563667,78.84515684563667,0.0168783119879663,0.168783119879663,467.1388756283849,99.78593089717596
4,7,x,m1,cuda,0.01,100000,7.368896875996143,73.68896875996143,0.014415050856769085,0.14415050856769085,511.1946498985692,99.8043797993194
4,7,x,m1,cuda,0.0075,100000,7.5760019100271165,75.76001910027117,0.015191031154245138,0.15191031154245138,498.71544815507804,99.79948485580317
4,7,x,m1,cuda,0.005,100000,7.750809832941741,77.50809832941741,0.016017648857086897,0.16017648857086897,483.8918559206927,99.79334225452146
4,7,x,m1,cuda,0.0025,100000,7.886125585064292,78.86125585064292,0.014942289795726538,0.14942289795726538,527.7722285455678,99.81052432357879
4,7,x,m1,cuda,0.001,100000,7.686275246087462,76.86275246087462,0.0171507247723639,0.171507247723639,448.1603750339966,99.77686559193812
4,7,z,normal,cuda,0.01,100000,5.498108974657953,54.98108974657953,0.016583773773163557,0.16583773773163557,331.53545446665373,99.6983731342976
4,7,z,normal,cuda,0.0075,100000,5.816835658159107,58.16835658159107,0.019671157002449036,0.19671157002449036,295.7037889248161,99.66182374475619
4,7,z,normal,cuda,0.005,100000,6.288841040339321,62.88841040339321,0.016718697734177113,0.16718697734177113,376.1561540456222,99.73415296034777
4,7,z,normal,cuda,0.0025,100000,6.651582971680909,66.5158297168091,0.018832729198038578,0.18832729198038578,353.1927264357239,99.71686846156443
4,7,z,normal,cuda,0.001,100000,6.810114070307463,68.10114070307463,0.016706029884517193,0.16706029884517193,407.64407327074986,99.75468795805702
4,7,z,m1,cuda,0.01,100000,5.708927132654935,57.08927132654935,0.01716223731637001,0.1716223731637001,332.644691214562,99.69937893902687
4,7,z,m1,cuda,0.0075,100000,5.932257559616119,59.32257559616119,0.016080889850854874,0.16080889850854874,368.90107541534803,99.72892461783309
4,7,z,m1,cuda,0.005,100000,6.329911385662854,63.299113856628544,0.0163676836527884,0.163676836527884,386.73226584413425,99.74142317868997
4,7,z,m1,cuda,0.0025,100000,6.644448332954198,66.44448332954198,0.01705362368375063,0.1705362368375063,389.6209073315774,99.74334026198729
4,7,z,m1,cuda,0.001,100000,6.984575708862394,69.84575708862394,0.016463926061987877,0.16463926061987877,424.2351236615713,99.76428165792379
