n,N,i,lstate,sim_type,p_error,prob_threshold,count_accept,total_data,prep_rate,ler_clean,ler_all,total_params,model_mem_mb,train_time_sec,latency_us,train_pooled_loss,test_bce_loss
4,16,6,x,m1,0.05,0.05,0,1,0.0,1,1,440065,1.6787147521972656,3643.5229387709405,222.43889793753624,166777035.30690897,0.6652995212216422,0.7234146595001221
4,16,6,x,m1,0.05,0.1,0,10,0.0,1,1,440065,1.6787147521972656,3643.5229387709405,222.43889793753624,166777035.30690897,0.6652995212216422,0.7234146595001221
4,16,6,x,m1,0.05,0.15,0,123,0.0,1,1,440065,1.6787147521972656,3643.5229387709405,222.43889793753624,166777035.30690897,0.6652995212216422,0.7234146595001221
4,16,6,x,m1,0.05,0.2,1,612,0.0016339869281045752,0.0,0.0,440065,1.6787147521972656,3643.5229387709405,222.43889793753624,166777035.30690897,0.6652995212216422,0.7234146595001221
4,16,6,x,m1,0.05,0.25,2,2089,0.0009573958831977022,0.0,0.0,440065,1.6787147521972656,3643.5229387709405,222.43889793753624,166777035.30690897,0.6652995212216422,0.7234146595001221
4,16,6,x,m1,0.05,0.3,11,5404,0.0020355292376017763,0.0,0.09090909090909094,440065,1.6787147521972656,3643.5229387709405,222.43889793753624,166777035.30690897,0.6652995212216422,0.7234146595001221
4,16,6,x,m1,0.05,0.35,62,11832,0.005240027045300879,0.016129032258064516,0.20967741935483875,440065,1.6787147521972656,3643.5229387709405,222.43889793753624,166777035.30690897,0.6652995212216422,0.7234146595001221
4,16,6,x,m1,0.05,0.39999999999999997,170,22424,0.007581163039600428,0.061764705882352944,0.2588235294117647,440065,1.6787147521972656,3643.5229387709405,222.43889793753624,166777035.30690897,0.6652995212216422,0.7234146595001221
4,16,6,x,m1,0.05,0.44999999999999996,325,36978,0.008789009681432203,0.06153846153846154,0.27692307692307694,440065,1.6787147521972656,3643.5229387709405,222.43889793753624,166777035.30690897,0.6652995212216422,0.7234146595001221
4,16,6,x,m1,0.05,0.49999999999999994,539,53847,0.010009842702471818,0.059369202226345084,0.28014842300556586,440065,1.6787147521972656,3643.5229387709405,222.43889793753624,166777035.30690897,0.6652995212216422,0.7234146595001221
4,16,6,x,m1,0.05,0.5499999999999999,753,70117,0.010739193063023232,0.05976095617529881,0.2828685258964143,440065,1.6787147521972656,3643.5229387709405,222.43889793753624,166777035.30690897,0.6652995212216422,0.7234146595001221
4,16,6,x,m1,0.05,0.6,905,83000,0.010903614457831326,0.062430939226519336,0.2806629834254144,440065,1.6787147521972656,3643.5229387709405,222.43889793753624,166777035.30690897,0.6652995212216422,0.7234146595001221
4,16,6,x,m1,0.05,0.65,999,91608,0.01090516112129945,0.05855855855855856,0.2742742742742743,440065,1.6787147521972656,3643.5229387709405,222.43889793753624,166777035.30690897,0.6652995212216422,0.7234146595001221
4,16,6,x,m1,0.05,0.7,1027,96434,0.010649770827716365,0.056962025316455694,0.2726387536514119,440065,1.6787147521972656,3643.5229387709405,222.43889793753624,166777035.30690897,0.6652995212216422,0.7234146595001221
4,16,6,x,m1,0.05,0.75,1034,98780,0.01046770601336303,0.058027079303675046,0.27369439071566726,440065,1.6787147521972656,3643.5229387709405,222.43889793753624,166777035.30690897,0.6652995212216422,0.7234146595001221
4,16,6,x,m1,0.05,0.7999999999999999,1037,99703,0.010400890645216293,0.05737704918032787,0.2738669238187078,440065,1.6787147521972656,3643.5229387709405,222.43889793753624,166777035.30690897,0.6652995212216422,0.7234146595001221
4,16,6,x,m1,0.05,0.85,1037,99940,0.010376225735441265,0.05737704918032787,0.2738669238187078,440065,1.6787147521972656,3643.5229387709405,222.43889793753624,166777035.30690897,0.6652995212216422,0.7234146595001221
4,16,6,x,m1,0.05,0.9,1037,99993,0.010370725950816556,0.05737704918032787,0.2738669238187078,440065,1.6787147521972656,3643.5229387709405,222.43889793753624,166777035.30690897,0.6652995212216422,0.7234146595001221
4,16,6,x,m1,0.05,0.95,1037,100000,0.01037,0.05737704918032787,0.2738669238187078,440065,1.6787147521972656,3643.5229387709405,222.43889793753624,166777035.30690897,0.6652995212216422,0.7234146595001221
4,16,6,x,m1,0.05,1.0,1037,100000,0.01037,0.05737704918032787,0.2738669238187078,440065,1.6787147521972656,3643.5229387709405,222.43889793753624,166777035.30690897,0.6652995212216422,0.7234146595001221
4,16,6,x,m1,0.025,0.05,0,0,0.0,0.0,0.0,440065,1.6787147521972656,3643.5229387709405,222.43889793753624,166777035.30690897,0.6652995212216422,0.7189503908157349
