n,lstate,i,meas_type,p_error,sim_type,decoder_type,total_meta_shots,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal
5,z,25,"['x', 'x', 'x', 'z', 'z']",0.0025,normal,val,0,1000000,404170,100,198,0,0.40417,0.00024742063982974294,0,775.717725160066
5,z,21,"['x', 'x', 'z', 'x', 'z']",0.0025,normal,val,0,1000000,399763,189,378,0,0.399763,0.00047278012222240484,0,777.9701903578825
5,z,21,"['x', 'x', 'z', 'x', 'z']",0.0025,m1,val,0,1000000,465240,216,432,0,0.46524,0.0004642765024504003,0,785.1065630121157
5,z,25,"['x', 'x', 'x', 'z', 'z']",0.0025,m1,val,0,1000000,469943,113,226,0,0.469943,0.000240454693441583,0,820.9686726320069
5,z,21,"['x', 'x', 'z', 'x', 'z']",0.001,normal,val,0,1000000,692267,53,106,0,0.692267,7.656005558553947e-05,0,897.9052365829702
5,z,25,"['x', 'x', 'x', 'z', 'z']",0.001,normal,val,0,1000000,695343,29,58,0,0.695343,4.1706035726285506e-05,0,900.6436309060082
5,x,21,"['z', 'z', 'x', 'x', 'z']",0.0025,m1,val,0,1000000,662958,6,11,0,0.662958,9.050347080763466e-06,0,911.0319233040791
5,z,25,"['x', 'x', 'x', 'z', 'z']",0.001,m1,val,0,1000000,738622,30,59,0,0.738622,4.061617444373056e-05,0,910.0526749209967
5,z,21,"['x', 'x', 'z', 'x', 'z']",0.001,m1,val,0,1000000,735271,52,103,0,0.735271,7.072222350668067e-05,0,920.5125064870808
5,x,21,"['z', 'z', 'x', 'x', 'z']",0.0025,normal,val,0,1000000,572170,6,10,0,0.57217,1.0486393903885727e-05,0,921.9267493379302
5,x,25,"['z', 'z', 'z', 'x', 'z']",0.0025,normal,val,0,1000000,785386,63,122,0,0.785386,8.021533360669242e-05,0,927.0454426580109
5,x,25,"['z', 'z', 'z', 'x', 'z']",0.001,normal,val,0,1000000,906592,2,4,0,0.906592,2.2060640287868694e-06,0,945.6567951629404
5,x,25,"['z', 'z', 'z', 'x', 'z']",0.0025,m1,val,0,1000000,833255,14,28,0,0.833255,1.680157934846882e-05,0,950.7925575589761
5,x,21,"['z', 'z', 'x', 'x', 'z']",0.001,normal,val,0,1000000,797649,0,1,0,0.797649,0.0,0,944.5425150629599
5,x,21,"['z', 'z', 'x', 'x', 'z']",0.001,m1,val,0,1000000,846762,0,0,0,0.846762,0.0,0,949.2027361751534
5,x,25,"['z', 'z', 'z', 'x', 'z']",0.001,m1,val,0,1000000,929466,1,2,0,0.929466,1.075886584378516e-06,0,967.0256009008735
