n,lstate,i,meas_type,p_error,sim_type,total_meta_shots,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal
5,x,2,"['x', 'x', 'x', 'x', 'x']",0.01,normal,0,1000000,31061,0,0,0,0.031061,0.0,0,565.0093983679835
5,x,2,"['x', 'x', 'x', 'x', 'x']",0.01,m1,0,1000000,45955,0,0,0,0.045955,0.0,0,488.22913245199015
5,x,3,"['z', 'x', 'x', 'x', 'x']",0.01,normal,0,1000000,64698,0,0,0,0.064698,0.0,0,662.9980463460088
5,x,3,"['z', 'x', 'x', 'x', 'x']",0.01,m1,0,1000000,95943,0,0,0,0.095943,0.0,0,391.06962828701944
5,x,5,"['z', 'z', 'x', 'x', 'x']",0.01,normal,0,1000000,134250,0,0,0,0.13425,0.0,0,706.9452987370023
5,x,5,"['z', 'z', 'x', 'x', 'x']",0.01,m1,0,1000000,199243,0,0,0,0.199243,0.0,0,839.5329165509902
5,x,9,"['z', 'z', 'z', 'x', 'x']",0.01,normal,0,1000000,299803,0,0,0,0.299803,0.0,0,990.365021265985
5,x,9,"['z', 'z', 'z', 'x', 'x']",0.01,m1,0,1000000,426251,0,0,0,0.426251,0.0,0,856.2400061769877
5,x,17,"['z', 'z', 'z', 'z', 'x']",0.01,normal,0,1000000,1000000,4,8,0,1.0,4.000000000004e-06,0,712.7862651099858
5,x,17,"['z', 'z', 'z', 'z', 'x']",0.01,m1,0,1000000,1000000,0,1,0,1.0,0.0,0,457.0169205960119
