n,lstate,i,meas_type,p_error,sim_type,total_meta_shots,comp_type,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal
4,z,12,"['z', 'z', 'x', 'z']",0.8,normal,0,na,1000000,798235,98,190,0,0.798235,0.00012277086321699215,0,87.55412473300385
4,z,14,"['z', 'x', 'z', 'z']",1,normal,0,na,1000000,729487,4,5,0,0.729487,5.483305391296156e-06,0,111.46451622500172
4,z,8,"['z', 'z', 'z', 'x']",0.5,normal,0,na,1000000,1000000,2,5,0,1.0,1.999999999946489e-06,0,129.7962840809996
4,z,8,"['z', 'z', 'z', 'x']",0.8,normal,0,na,1000000,1000000,6,11,0,1.0,5.999999999950489e-06,0,164.89519900300365
4,z,8,"['z', 'z', 'z', 'x']",1,normal,0,na,1000000,1000000,21,42,0,1.0,2.1000000000048757e-05,0,186.08432756700495
4,z,8,"['z', 'z', 'z', 'x']",0.3,normal,0,na,1000000,1000000,1,2,0,1.0,1.0000000000287557e-06,0,49.95572602299944
4,z,15,"['x', 'z', 'z', 'z']",0.8,normal,0,na,1000000,624630,2,4,0,0.62463,3.201895522164655e-06,0,200.78448291200039
4,z,12,"['z', 'z', 'x', 'z']",0.5,normal,0,na,1000000,860610,48,89,0,0.86061,5.577439258197536e-05,0,200.49430667900015
4,z,14,"['z', 'x', 'z', 'z']",0.5,normal,0,na,1000000,870956,0,0,0,0.870956,0.0,0,109.74378852300288
4,z,15,"['x', 'z', 'z', 'z']",0.5,normal,0,na,1000000,746705,0,0,0,0.746705,0.0,0,92.3292938109953
4,z,12,"['z', 'z', 'x', 'z']",0.3,normal,0,na,1000000,915996,15,28,0,0.915996,1.637561736078652e-05,0,60.14659178700094
4,z,12,"['z', 'z', 'x', 'z']",0.1,normal,0,na,1000000,981063,0,1,0,0.981063,0.0,0,29.135850082995603
4,z,8,"['z', 'z', 'z', 'x']",1,m1,0,na,1000000,1000000,6,11,0,1.0,5.999999999950489e-06,0,1.9805182220006827
4,z,15,"['x', 'z', 'z', 'z']",0.1,normal,0,na,1000000,937730,0,0,0,0.93773,0.0,0,43.389259250005125
4,z,8,"['z', 'z', 'z', 'x']",0.1,normal,0,na,1000000,1000000,0,0,0,1.0,0.0,0,59.422551679002936
4,z,12,"['z', 'z', 'x', 'z']",1,m1,0,na,1000000,814104,34,63,0,0.814104,4.1763705865616174e-05,0,13.420337670002482
4,z,8,"['z', 'z', 'z', 'x']",0.8,m1,0,na,1000000,1000000,1,2,0,1.0,1.0000000000287557e-06,0,1.696386588999303
4,z,15,"['x', 'z', 'z', 'z']",1,normal,0,na,1000000,568607,5,10,0,0.568607,8.793419708164052e-06,0,284.8870025779979
4,z,14,"['z', 'x', 'z', 'z']",0.8,normal,0,na,1000000,721872,6,10,0,0.721872,8.31172285387094e-06,0,280.1972236879956
4,z,12,"['z', 'z', 'x', 'z']",1,normal,0,na,1000000,752215,122,226,0,0.752215,0.00016218767240749887,0,291.19412237600045
4,z,8,"['z', 'z', 'z', 'x']",0.5,m1,0,na,1000000,1000000,0,0,0,1.0,0.0,0,3.403328264001175
4,z,12,"['z', 'z', 'x', 'z']",0.8,m1,0,na,1000000,912701,10,19,0,0.912701,1.0956490679836506e-05,0,14.936615758997505
4,z,14,"['z', 'x', 'z', 'z']",1,m1,0,na,1000000,762724,2,3,0,0.762724,2.6221805004000842e-06,0,44.96895862000383
4,z,12,"['z', 'z', 'x', 'z']",0.5,m1,0,na,1000000,870538,2,5,0,0.870538,2.2974298652389535e-06,0,8.450378153000202
4,z,8,"['z', 'z', 'z', 'x']",0.3,m1,0,na,1000000,1000000,0,0,0,1.0,0.0,0,0.8467903709970415
4,z,14,"['z', 'x', 'z', 'z']",0.5,m1,0,na,1000000,857657,0,0,0,0.857657,0.0,0,8.164051377993019
4,z,14,"['z', 'x', 'z', 'z']",0.1,normal,0,na,1000000,969611,0,0,0,0.969611,0.0,0,78.89712157799659
4,z,14,"['z', 'x', 'z', 'z']",0.8,m1,0,na,1000000,803001,2,4,0,0.803001,2.490656923259671e-06,0,36.936590956000146
4,z,15,"['x', 'z', 'z', 'z']",1,m1,0,na,1000000,535531,0,0,0,0.535531,0.0,0,53.21640773599938
4,z,14,"['z', 'x', 'z', 'z']",0.3,normal,0,na,1000000,888491,0,0,0,0.888491,0.0,0,132.7514719259998
4,z,12,"['z', 'z', 'x', 'z']",0.3,m1,0,na,1000000,959496,0,0,0,0.959496,0.0,0,8.038191917003132
4,z,8,"['z', 'z', 'z', 'x']",0.1,m1,0,na,1000000,1000000,0,0,0,1.0,0.0,0,1.882997777996934
4,z,15,"['x', 'z', 'z', 'z']",0.1,m1,0,na,1000000,938575,0,0,0,0.938575,0.0,0,3.97895463599707
4,z,15,"['x', 'z', 'z', 'z']",0.3,m1,0,na,1000000,838295,0,0,0,0.838295,0.0,0,12.030613678005466
4,z,15,"['x', 'z', 'z', 'z']",0.5,m1,0,na,1000000,737285,0,0,0,0.737285,0.0,0,34.63890126700426
