n,lstate,i,p_error,sim_type,N_samples,total_meta_shots,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,prep_rate_SEM,prep_rate_SD,LER,LER_SEM,LER_SD,detect_normal,decoding_normal
3,x,3.0,0.3,normal,1125,0.0,112500000.0,110207579.0,1395.0,141877.0,0.0,0.9796229244444445,4.469711558559638e-05,0.000764891241180297,0.0006563519434384862,3.872279295751043e-06,6.62654061211557e-05,0.0,914.1659436468763
3,x,3.0,0.5,m1,1125,0.0,112500000.0,109045979.0,1557.0,114939.0,0.0,0.9692975911111112,0.0001745346532886435,0.0029867705294599296,0.0005410389167044481,1.9735791629750982e-05,0.0003377339668920502,0.0,149.0061951989191
3,x,3.0,0.5,normal,1125,0.0,112500000.0,108718545.0,3599.0,247858.0,0.0,0.9663870666666666,6.924504432589092e-05,0.001184974180237333,0.0011730633871445074,5.869038317007947e-06,0.00010043547428097496,0.0,1265.1833433640677
3,x,3.0,0.8,m1,1125,0.0,112500000.0,107044846.0,3942.0,221277.0,0.0,0.9515097422222223,0.00027120853803443373,0.004641128013698962,0.0010696822253998298,3.201741954511007e-05,0.0005479065808698711,0.0,192.01527987373623
3,x,3.0,0.8,normal,1125,0.0,112500000.0,106530802.0,9779.0,424443.0,0.0,0.9469404622222222,0.00010280708137404012,0.0017593134376584657,0.0020840677958342815,9.302986654432255e-06,0.0001591998256613561,0.0,1263.279471983904
3,x,3.0,1.0,m1,1125,0.0,112500000.0,105742389.0,6403.0,305261.0,0.0,0.9399323466666667,0.00033160224563629225,0.005674631347456626,0.0015027388723720821,4.037884636063773e-05,0.0006909937141485148,0.0,202.2426494570645
3,x,3.0,1.0,normal,1125,0.0,112500000.0,105105683.0,14776.0,552833.0,0.0,0.9342727377777778,0.0001237974158027883,0.0021185161008202146,0.0027707524591562963,1.182008272773147e-05,0.0002022742995832554,0.0,921.7514068427736
3,x,4.0,0.1,m1,1125,0.0,112500000.0,110645685.0,47297.0,1070751.0,0.0,0.9835172,0.00010378429600542225,0.0017760362821307451,0.005265297863265126,5.851437167093351e-05,0.0010013426993639944,0.0,557.7289525090782
3,x,4.0,0.1,normal,1125,0.0,112500000.0,110286332.0,34158.0,1066895.0,0.0,0.980322951111111,0.000159510200488594,0.002729660597426911,0.005145992118297044,9.5004500502419e-05,0.0016257897037639422,0.0,2429.3529847148748
3,x,4.0,0.3,m1,1125,0.0,112500000.0,107048246.0,138915.0,3085352.0,0.0,0.9515399644444444,0.00029400148077447655,0.00503117828952036,0.015701734371442084,0.00017029900768204093,0.00291428692100359,0.0,1253.841993100992
3,x,4.0,0.3,normal,1125,0.0,112500000.0,106038509.0,108060.0,3079971.0,0.0,0.9425645244444444,0.00044995743484419897,0.00770001590275302,0.015536569781869717,0.00027938570938946774,0.004781062026557534,0.0,3622.626016780079
3,x,4.0,0.5,m1,1125,0.0,112500000.0,103601913.0,229738.0,4963142.0,0.0,0.9209058933333333,0.00047100797187543485,0.008060248798911592,0.026151549532997895,0.0002780014673380705,0.004757373817443468,0.0,1002.6423089347554
3,x,4.0,0.5,normal,1125,0.0,112500000.0,102010717.0,190449.0,4930810.0,0.0,0.9067619288888888,0.0007056430395379894,0.012075503604003947,0.026022430585744508,0.0004581237308493382,0.007839763808303094,0.0,5112.884258757236
