n,lstate,i,p_error,sim_type,total_meta_shots,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal,meas_type
4,x,9,0.1,m1,0,10000000,10000000,0,0,0,1.0,0.0,0,1.1196284780744463,"['z', 'z', 'z', 'x']"
4,x,5,0.1,m1,0,10000000,9685227,2,5,0,0.9685227,2.065000644924098e-07,0,4.967751158052124,"['z', 'z', 'x', 'x']"
4,x,3,0.1,m1,0,10000000,9325137,0,0,0,0.9325137,0.0,0,8.33758927800227,"['z', 'x', 'x', 'x']"
4,x,2,0.1,m1,0,10000000,9044029,0,0,0,0.9044029,0.0,0,10.109043128904888,"['x', 'x', 'x', 'x']"
4,x,9,0.1,normal,0,10000000,10000000,40,78,0,1.0,4.000000000004e-06,0,107.82818235002924,"['z', 'z', 'z', 'x']"
4,x,3,0.1,normal,0,10000000,9380999,0,0,0,0.9380999,0.0,0,131.48631206795108,"['z', 'x', 'x', 'x']"
4,x,2,0.1,normal,0,10000000,8821286,0,0,0,0.8821286,0.0,0,123.62819630198646,"['x', 'x', 'x', 'x']"
4,x,5,0.1,normal,0,10000000,9109831,6,13,0,0.9109831,6.586291227961283e-07,0,152.6041898749536,"['z', 'z', 'x', 'x']"
