n,lstate,i,meas_type,p_error,sim_type,total_meta_shots,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal
4,x,9,"['z', 'z', 'z', 'x']",0.1,m1,0,10000000,10000000,1,2,0,1.0,9.999999994736442e-08,0,2.918708672048524
4,x,5,"['z', 'z', 'x', 'x']",0.1,m1,0,10000000,9525880,6,11,0,0.952588,6.298630678136519e-07,0,6.619514874997549
4,x,2,"['x', 'x', 'x', 'x']",0.1,m1,0,10000000,8801320,0,0,0,0.880132,0.0,0,12.392449381994084
4,x,3,"['z', 'x', 'x', 'x']",0.1,m1,0,10000000,9346520,0,0,0,0.934652,0.0,0,9.242889326065779
4,x,9,"['z', 'z', 'z', 'x']",0.1,normal,0,10000000,10000000,50,98,0,1.0,5.000000000032756e-06,0,92.54607537598349
4,x,3,"['z', 'x', 'x', 'x']",0.1,normal,0,10000000,9294724,2,3,0,0.9294724,2.1517583526087236e-07,0,121.39532800100278
4,x,5,"['z', 'z', 'x', 'x']",0.1,normal,0,10000000,9337813,43,84,0,0.9337813,4.604932653973215e-06,0,143.046099938103
4,x,2,"['x', 'x', 'x', 'x']",0.1,normal,0,10000000,8752910,0,0,0,0.875291,0.0,0,122.69785282004159
