n,lstate,i,p_error,sim_type,shots,prep_rate,prep_rate_SEM,prep_rate_SD,LER,N_samples,LER_SEM,LER_SD,eff,eff_SEM,eff_SD,skip,s_l,CNOT,hadamard,meas,cost,cost_SEM,count_accept,count_logerror,count_undecided,count_detect_discard,total_meta_shots,detect_normal,decoding_normal
3,x,3,0.05,m1,10000000,0.9928346,0.0,,0.00011321120355797431,1,0.0,,0.9927222,0.0,,1,0,12,12,8,1.0,0.0,9928346,9.0,2230,0,0,0.1428330460000779,0.0287122369998087
3,x,3,0.05,normal,10000000,0.9920234,0.0,,0.00011783996224282613,1,0.0,,0.9919065,0.0,,1,0,16,16,16,1.0,0.0,9920234,9.0,2320,0,0,0.4323436500001207,0.0999294109999482
3,x,3,0.1,m1,128000000,0.9895896345469941,0.00010718021593864242,0.0018792454401787516,0.00011058855541019499,1181,3.5813614041276173e-06,6.279383773766489e-05,0.9894801970787468,0.0001072207822300103,0.0018799567096738769,1,0,12,12,8,1.0,0.0,126669639,152.0,29221,0,0,0.2473097360000338,28.688343239088397
3,x,3,0.1,normal,128000000,0.9885642020321761,1.99259412390209e-05,0.0003493716996813701,0.00020983196990558985,1181,1.8611274612145908e-06,3.263209785919076e-05,0.9883567691786621,1.992909317123277e-05,0.00034942696411786184,1,0,16,16,16,1.0,0.0,126493434,433.0,53440,0,0,2.317380211,206.72591350989532
3,x,3,0.3,m1,118000000,0.9692194152542374,0.0003103231272497371,0.005438749739120958,0.0006401015232005149,1180,1.2952120921296087e-05,0.00022699998194163556,0.9685986271186442,0.00030639593452978905,0.005369921422745085,1,0,12,12,8,1.0,0.0,114367891,1710.0,143086,0,0,0.0,42.0444534719681
3,x,3,0.3,normal,118000000,0.9662335254237288,3.168321247455306e-05,0.0005552826987394164,0.0011126675912021366,1180,4.408829074624742e-06,7.726951642939311e-05,0.9651584279661016,3.1861677218817244e-05,0.0005584104871511644,1,0,16,16,16,1.0,0.0,114015556,4312.0,245099,0,0,0.0,340.4492980289651
3,x,3,0.5,m1,128000000,0.9493492362404742,0.0005049670302463052,0.008853844720505372,0.001567054133225967,1181,2.775853794363646e-05,0.0004867046161436239,0.9478594556308213,0.0004918964851350191,0.008624672180723434,1,0,12,12,8,1.0,0.0,121338589,6552.0,371767,0,0,0.5053680749999785,63.86539646801219
3,x,3,0.5,normal,128000000,0.9445444764606267,5.363295050895622e-05,0.000940373900207364,0.00264002221954676,1181,6.934534385995728e-06,0.00012158673138058893,0.9420508611769687,5.4064126107120795e-05,0.0009479339220795999,1,0,16,16,16,1.0,0.0,120700646,15489.0,609784,0,0,2.1543094940000174,488.54369185894643
3,x,3,0.8,m1,118100000,0.920590948348857,0.0007810702717487327,0.013694903800933474,0.003699209167330847,1181,6.21118049268976e-05,0.0010890379830636391,0.9171768247248094,0.0007465343585936782,0.013089368005444874,1,0,12,12,8,1.0,0.0,108721791,18499.0,769418,0,0,0.0,93.49032262483155
3,x,3,0.8,normal,118100000,0.9133293903471634,5.166492919714794e-05,0.0009058675778977733,0.006075203397047809,1181,1.0317290920920873e-05,0.0001808983285612866,0.9077807281964437,5.218944700575957e-05,0.0009150642163957797,1,0,16,16,16,1.0,0.0,107864201,43839.0,1222916,0,0,0.0,629.7820084488703
3,x,3,1.0,m1,128000000,0.9020557127857748,0.000954350763553388,0.016733119121214668,0.005587182282222003,1181,9.241452994007178e-05,0.0016203511298723587,0.8969989763759526,0.0009000454875858235,0.015780956995527996,1,0,12,12,8,1.0,0.0,115481061,37595.0,1276338,0,0,0.7179505830000608,108.82751951696862
3,x,3,1.0,normal,128100000,0.8932435543147208,8.405221745279309e-05,0.0014743542374503168,0.00908344306332689,1182,1.2922192608389281e-05,0.00022666730285882298,0.8851298490270728,8.481806149131898e-05,0.0014877878557134027,1,0,16,16,16,1.0,0.0,114061245,82677.0,1909040,0,0,11.614322985000058,716.5387288440334
3,x,4,0.0,m2,100,1.0,0.0,,0.0,1,0.0,,1.0,0.0,,0,1,20,12,16,1.0,0.0,100,0.0,0,0,0,0.0,0.0102632930011168
3,x,4,0.01,m1,10000000,0.9974836,0.0,,0.0015154133862451474,1,0.0,,0.995972,0.0,,0,1,20,12,16,1.0,0.0,9974836,356.0,29520,0,0,0.2885191409998242,0.0743390330001148
3,x,4,0.01,normal,10000000,0.9965257,0.0,,0.0019037642481272686,1,0.0,,0.99462855,0.0,,0,1,24,16,24,1.0,0.0,9965257,206.0,37531,0,0,9.63798547700003,2.803362035999953
3,x,4,0.05,m1,10000000,0.9875882,0.0,,0.007546870244095666,1,0.0,,0.980135,0.0,,0,1,20,12,16,1.0,0.0,9875882,1912.0,145240,0,0,1.1782270670000798,0.4777178509998521
3,x,4,0.05,normal,10000000,0.9828366,0.0,,0.009483875549608145,1,0.0,,0.9735155,0.0,,0,1,24,16,24,1.0,0.0,9828366,1212.0,183998,0,0,17.21119954599999,4.053779932999987
3,x,4,0.1,m1,128000000,0.9738016610499577,0.0001854078637605229,0.0032508507236513706,0.012145940389014698,1181,0.0001173699456668625,0.0020579071732300617,0.9619698790855207,0.00014580219516664543,0.002556424318008716,0,1,20,12,16,1.0,0.0,124660473,66471.0,2951191,0,0,0.6484264219999432,196.21552948508264
3,x,4,0.1,normal,128000000,0.9649333471634209,0.00033708506769706284,0.0059102845695393254,0.01161454105461023,1181,0.00015629948366656187,0.002740478636008989,0.9537182627857749,0.00029189910075506334,0.005118015944288262,0,1,24,16,24,1.0,0.0,123477607,46276.0,2731872,0,0,7.816528063999954,645.3712970399413
3,x,4,0.3,m1,118000000,0.9239095254237288,0.000516523840329442,0.00905264111875467,0.03603922230093786,1180,0.0003379740455671073,0.005923362104682827,0.8905801101694916,0.0003959286250324451,0.006939079034134587,0,1,20,12,16,1.0,0.0,109021324,199282.0,7467178,0,0,0.0,299.318342221024
3,x,4,0.3,normal,118000000,0.899805720338983,0.0009214087700792333,0.01614868911738978,0.03492309273278728,1180,0.00044522087416767956,0.0078029792194056445,0.8683237161016949,0.0007900290106663706,0.013846116187794869,0,1,24,16,24,1.0,0.0,106177075,162139.0,7105475,0,0,0.0,1199.6051914090312
3,x,4,0.5,m1,128000000,0.8772074826418289,0.0008103354567354968,0.01420802522880826,0.05938438765787626,1181,0.0005381534827880255,0.009435719734178033,0.8250351124470787,0.0006105530139625146,0.01070513767329309,0,1,20,12,16,1.0,0.0,112352447,378299.0,12837264,0,0,5.194035543999917,426.6672823887734
3,x,4,0.5,normal,128000000,0.8407227854360712,0.0013954132387065264,0.02446649265481522,0.058314853170325864,1181,0.0007054595814935994,0.01236918297040193,0.7915649696020322,0.0011858558253430914,0.020792215549940436,0,1,24,16,24,1.0,0.0,107659510,343407.0,12456297,0,0,43.108117585999935,1776.9416452081744
3,x,4,0.8,m1,118000000,0.8125470338983052,0.0011854261196440924,0.020775879825975615,0.09333140935065512,1180,0.0008033783742645296,0.014080078278955703,0.7365379999999999,0.0008639976374818013,0.01514249668434679,0,1,20,12,16,1.0,0.0,95880550,580734.0,16776664,0,0,0.0,549.3694391860372
3,x,4,0.8,normal,118000000,0.7620522033898305,0.001940407513255734,0.034007748471853255,0.09323674425392028,1180,0.0010366589322159283,0.018168573341971462,0.6907586313559322,0.0016242974894826877,0.028467577088024717,0,1,24,16,24,1.0,0.0,89922160,569392.0,15686499,0,0,0.0,2138.6475057800926
3,x,4,1.0,m1,128100000,0.7728997973773266,0.0013898436562825086,0.024379153175636596,0.11523318229792316,1182,0.0009605987824796837,0.01684979799889234,0.6835970677664974,0.0009957775036375416,0.01746686555735742,0,1,20,12,16,1.0,0.0,99107867,812949.0,21649237,0,0,6.476582602000008,625.6548115119244
3,x,4,1.0,normal,128100000,0.7156390865482234,0.002210296045211809,0.038770652804108956,0.1163340128375716,1182,0.0012261139002345313,0.021507180645445833,0.6320839678087987,0.0018321180788899965,0.032137058782986797,0,1,24,16,24,1.0,0.0,91458153,805395.0,19499729,0,0,47.717731448,2400.6024250479795
3,x,5,0.0,m2,100,1.0,0.0,,0.0,1,0.0,,1.0,0.0,,2,-1,4,4,0,1.0,0.0,100,0.0,0,0,0,0.0,0.0024814890002744
3,x,5,0.01,m1,10000000,1.0,0.0,,9e-07,1,0.0,,0.9999991,0.0,,2,-1,4,4,0,1.0,0.0,10000000,0.0,18,0,0,0.0065068789999713,0.0027391999999508
3,x,5,0.01,normal,10000000,1.0,0.0,,1.6e-06,1,0.0,,0.9999984,0.0,,2,-1,8,8,8,1.0,0.0,10000000,0.0,32,0,0,0.0962529800001448,0.0527519159998064
3,x,5,0.05,m1,10000000,1.0,0.0,,1.885e-05,1,0.0,,0.99998115,0.0,,2,-1,4,4,0,1.0,0.0,10000000,2.0,373,0,0,0.0113202909999472,0.0054657690000112
3,x,5,0.05,normal,10000000,1.0,0.0,,4.575e-05,1,0.0,,0.99995425,0.0,,2,-1,8,8,8,1.0,0.0,10000000,2.0,911,0,0,0.1339170520000152,0.0606540949997906
3,x,5,0.1,m1,128000000,1.0,0.0,0.0,3.387519051651143e-05,1181,7.528462338052231e-07,1.320003733566029e-05,0.9999661248094835,7.528462338043122e-07,1.3200037335644319e-05,2,-1,4,4,0,1.0,0.0,128000000,20.0,9280,0,0,0.0353690749999486,8.071169392161949
3,x,5,0.1,normal,128000000,1.0,0.0,0.0,0.0001449611769686706,1181,1.5486653907273084e-06,2.7153540869455e-05,0.9998550388230314,1.5486653907268831e-06,2.7153540869447546e-05,2,-1,8,8,8,1.0,0.0,128000000,133.0,37323,0,0,0.2127528830000074,107.02127475097853
3,x,5,0.3,m1,118000000,1.0,0.0,0.0,0.0002989449152542373,1180,2.254044696080132e-06,3.950458063316382e-05,0.9997010550847458,2.254044696080025e-06,3.950458063316195e-05,2,-1,4,4,0,1.0,0.0,118000000,433.0,69685,0,0,0.0,11.193565083896772
3,x,5,0.3,normal,118000000,1.0,0.0,0.0,0.0012606694915254237,1180,4.534922480562413e-06,7.94794402746645e-05,0.9987393305084746,4.534922480563473e-06,7.947944027468309e-05,2,-1,8,8,8,1.0,0.0,118000000,3151.0,291216,0,0,0.0,137.04130531200275
3,x,5,0.5,m1,128000000,1.0,0.0,0.0,0.0008251400084674004,1181,3.920054841339825e-06,6.873232267096528e-05,0.9991748599915325,3.920054841340316e-06,6.873232267097388e-05,2,-1,4,4,0,1.0,0.0,128000000,2384.0,222708,0,0,0.0166430289998515,13.910290825887557
3,x,5,0.5,normal,128000000,1.0,0.0,0.0,0.00339955783234547,1181,7.625822590828123e-06,0.0001337074403696838,0.9966004421676545,7.625822590828138e-06,0.00013370744036968408,2,-1,8,8,8,1.0,0.0,128000000,15569.0,848618,0,0,0.7256167450000248,169.75007538312906
3,x,5,0.8,m1,118100000,1.0,0.0,0.0,0.00207342082980525,1181,5.7669504499337794e-06,0.00010111488619298006,0.9979265791701949,5.766950449934276e-06,0.00010111488619298876,2,-1,4,4,0,1.0,0.0,118100000,7480.0,474782,0,0,0.0,15.841266676983594
3,x,5,0.8,normal,118100000,1.0,0.0,0.0,0.008272197290431839,1181,1.207922035565345e-05,0.0002117911367828471,0.9917278027095681,1.2079220355653069e-05,0.00021179113678284044,2,-1,8,8,8,1.0,0.0,118100000,53683.0,1846527,0,0,0.0,181.07294724285015
3,x,5,1.0,m1,128000000,1.0,0.0,0.0,0.0032030480948348856,1181,8.883992050983945e-06,0.00015576756779397957,0.9967969519051652,8.883992050983843e-06,0.0001557675677939778,2,-1,4,4,0,1.0,0.0,128000000,18130.0,845828,0,0,0.0175832789999503,17.036916204033844
3,x,5,1.0,normal,127800000,1.0,0.0,0.0,0.01254740572519084,1179,1.5013541568134685e-05,0.0002630170981612684,0.9874525942748091,1.5013541568134974e-05,0.00026301709816127343,2,-1,8,8,8,1.0,0.0,127800000,112968.0,3016899,0,0,0.9182567320000316,209.0175034161303
3,x,6,0.0,m2,100,1.0,0.0,,0.0,1,0.0,,1.0,0.0,,0,1,20,12,16,1.0,0.0,100,0.0,0,0,0,0.0,0.0116939390009065
3,x,6,0.01,m1,10000000,0.9974796,0.0,,0.0015869998744836487,1,0.0,,0.9958966,0.0,,0,1,20,12,16,1.0,0.0,9974796,415.0,30830,0,0,2.4234527920000346,1.297417217999964
3,x,6,0.01,normal,10000000,0.9964525,0.0,,0.0015272178051638186,1,0.0,,0.9949307,0.0,,0,1,24,16,24,1.0,0.0,9964525,214.0,30008,0,0,16.054773366000063,3.889111920999994
3,x,6,0.05,m1,10000000,0.987443,0.0,,0.00777857557347614,1,0.0,,0.9797621,0.0,,0,1,20,12,16,1.0,0.0,9874430,1939.0,149740,0,0,4.527942811000003,0.6363081289998718
3,x,6,0.05,normal,10000000,0.9826044,0.0,,0.007612575315152263,1,0.0,,0.97512425,0.0,,0,1,24,16,24,1.0,0.0,9826044,1162.0,147279,0,0,38.98656758800007,-3.816795809000041
3,x,6,0.1,m1,128000000,0.9736622704487723,0.00017623389709677694,0.0030899988829435118,0.012659007118314239,1181,0.00012304562007023505,0.002157421669903432,0.961333400804403,0.0001553298429545341,0.0027234774304158503,0,1,20,12,16,1.0,0.0,124663907,50188.0,3112763,0,0,5.658003242999939,348.6437742432251
3,x,6,0.1,normal,128000000,0.9647056748518205,0.0003510039166075969,0.006154330852881694,0.012372891407106675,1181,0.0001567851114699518,0.0027489933961925943,0.9527621643099069,0.0003126104141982367,0.005481157975747482,0,1,24,16,24,1.0,0.0,123453976,69379.0,2937936,0,0,51.42622424299998,1802.449427190023
3,x,6,0.3,m1,118100000,0.9235807620660458,0.0004901938511763595,0.008594819030353444,0.03729277849555756,1181,0.0003521334928251629,0.0061741362893384605,0.889111947502117,0.0004216986733389901,0.0073938581114204455,0,1,20,12,16,1.0,0.0,109074888,162520.0,7816494,0,0,0.0,575.8972270920167
3,x,6,0.3,normal,118000000,0.8987003644067796,0.0009644779442358947,0.016903523156942966,0.036723328152928114,1180,0.00044920055858079584,0.00787272750969727,0.8656412627118644,0.0008436637519663415,0.01478612326312407,0,1,24,16,24,1.0,0.0,106046643,221336.0,7359276,0,0,0.0,2377.2536315269354
3,x,6,0.5,m1,128000000,0.8766608076206605,0.0007667178490347752,0.013443255446761813,0.061066757315004584,1181,0.0005620194831032693,0.00985417450099248,0.8230617236663844,0.0006437355440321482,0.011286943912260284,0,1,20,12,16,1.0,0.0,112271914,331414.0,13284140,0,0,2.88552095,711.6857085069701
3,x,6,0.5,normal,128000000,0.8382379012701101,0.0014813936243413945,0.025974030648036238,0.06056767155658426,1181,0.00071554944055857,0.012546093620131791,0.7873348348433531,0.0012715084178411234,0.022294006178759113,0,1,24,16,24,1.0,0.0,107320523,437670.0,12371435,0,0,65.18601316299987,2734.123678640149
3,x,6,0.8,m1,118000000,0.8116971186440678,0.0011157680431569368,0.01955504640411693,0.09509204593841601,1180,0.0008398577928911777,0.014719419698002756,0.7343725974576271,0.0009020041205639971,0.015808601565991162,0,1,20,12,16,1.0,0.0,95780260,549593.0,17149401,0,0,0.0,864.69050211598
3,x,6,0.8,normal,118000000,0.756964279661017,0.0020929866926382196,0.03668186425373617,0.09522029851000204,1180,0.0010698086655449156,0.018749558410963322,0.6846210296610169,0.0017504652540593526,0.030678804149179544,0,1,24,16,24,1.0,0.0,89321785,713864.0,15645279,0,0,0.0,3259.707676442009
3,x,6,1.0,m1,128100000,0.771933625465313,0.0013171746372795646,0.02310447084903977,0.11681551291772911,1182,0.0010046170391352738,0.017621919249135313,0.681565094966159,0.0010384819382998488,0.018215941145251987,0,1,20,12,16,1.0,0.0,99154885,792371.0,21975348,0,0,8.38063674,992.4275507290702
3,x,6,1.0,normal,128100000,0.7084096845177665,0.002409886121844973,0.042271648782024815,0.1175337864576184,1182,0.0012720003351259946,0.022312071483236204,0.6247989400169204,0.001980336993381374,0.03473695669494113,0,1,24,16,24,1.0,0.0,90527772,1007829.0,19488857,0,0,99.65185854900004,3398.161200221032
3,x,7,0.0,m2,100,1.0,0.0,,0.0,1,0.0,,1.0,0.0,,1,0,12,4,8,1.0,0.0,100,0.0,0,0,0,0.0,0.0125825699997221
3,x,7,0.01,m1,10000000,0.9986333,0.0,,0.0007505257435336875,1,0.0,,0.9978838,0.0,,1,0,12,4,8,1.0,0.0,9986333,7.0,14976,0,0,0.3650079989999995,0.0549835150000035
3,x,7,0.01,normal,10000000,0.9990408,0.0,,0.0014165587631656284,1,0.0,,0.9976256,0.0,,1,0,16,8,16,1.0,0.0,9990408,30.0,28244,0,0,1.841673205999996,0.5618396889999531
3,x,7,0.05,m1,10000000,0.9932525,0.0,,0.0036721276815311313,1,0.0,,0.98960515,0.0,,1,0,12,4,8,1.0,0.0,9932525,118.0,72711,0,0,0.1536868959999537,0.0265428410000367
3,x,7,0.05,normal,10000000,0.9952465,0.0,,0.006964957927508411,1,0.0,,0.98831465,0.0,,1,0,16,8,16,1.0,0.0,9952465,494.0,137649,0,0,7.509621522000089,1.2811877099998128
3,x,7,0.1,m1,128100000,0.9890844704737732,0.00011810833612421778,0.0020717303019488664,0.008861501811869054,1182,7.889645446577468e-05,0.0013839173490782838,0.9803177056260576,8.426640637464401e-05,0.0014781113107806328,1,0,12,4,8,1.0,0.0,126693599,10129.0,2257651,0,0,0.5755138209999586,125.55735728581891
3,x,7,0.1,normal,128000000,0.9922473703640983,1.640990110757949e-05,0.0002877231731633849,0.012608614103952174,1181,1.4666381866152789e-05,0.0002571531602592241,0.9797365089754445,2.2184610619516206e-05,0.0003889741029513642,1,0,16,8,16,1.0,0.0,126991200,20555.0,3186053,0,0,8.800454575000003,678.128523552867
3,x,7,0.3,m1,118000000,0.9677418813559322,0.0003415426498227494,0.005985905768883465,0.02621814840461481,1180,0.00022968773087238612,0.004025526867535565,0.9423525042372882,0.00023646797406927096,0.004144357991226058,1,0,12,4,8,1.0,0.0,114193542,78018.0,5835857,0,0,0.0,149.26272888801026
3,x,7,0.3,normal,118000000,0.9769730423728813,2.661457948075564e-05,0.00046644940224285645,0.03708827358111839,1180,2.4795867642391163e-05,0.0004345745026048393,0.9407387966101695,3.5065815840151956e-05,0.000614566495391141,1,0,16,8,16,1.0,0.0,115282819,158641.0,8234000,0,0,0.0,1064.5489190749577
3,x,7,0.5,m1,128000000,0.9469366942421675,0.0005556862183196966,0.009743130136491598,0.0431660746342649,1181,0.0003726918024981181,0.0065345956275879805,0.9060162480948348,0.0003780947847352414,0.006629328873304648,1,0,12,4,8,1.0,0.0,121088099,216831.0,9896570,0,0,0.8058654639999077,168.26983098120758
3,x,7,0.5,normal,128000000,0.9619734400508044,3.762491435035381e-05,0.0006596968303412999,0.060620511709292245,1181,3.235945817932765e-05,0.000567374899346809,0.9036581512277732,4.91047534411644e-05,0.0008609787094312037,1,0,16,8,16,1.0,0.0,123052403,458030.0,14111274,0,0,14.020611068000107,1261.5107458699433
3,x,7,0.8,m1,118000000,0.916867813559322,0.0008553361679300786,0.014990695026241799,0.06776005401357055,1180,0.0005738925063408688,0.010058089278769722,0.8546341779661017,0.0005664537455639845,0.00992771691950272,1,0,12,4,8,1.0,0.0,108190402,494176.0,13698786,0,0,0.0,200.15546382693353
3,x,7,0.8,normal,118000000,0.9400806779661017,4.22113384975661e-05,0.000739799538230448,0.09421955604735925,1180,3.8311870753025835e-05,0.0006714571321510542,0.8515066949152543,5.258399914988863e-05,0.0009215916783032346,1,0,16,8,16,1.0,0.0,110929520,986017.0,18931426,0,0,0.0,1597.4742347510764
3,x,7,1.0,m1,128000000,0.897424283573243,0.001043897345651639,0.018303185057525765,0.0836314427995467,1181,0.0007001439239566152,0.012275980833230941,0.8222127542337002,0.000681144308836071,0.011942850882262435,1,0,12,4,8,1.0,0.0,114797787,824121.0,17852214,0,0,0.2770653259999562,229.853120125001
3,x,7,1.0,normal,128100000,0.9258343272419628,5.3402838524006084e-05,0.0009367355633890775,0.11548639964645252,1182,4.545414764133405e-05,0.0007973081164971244,0.8189131848138748,6.840455243908707e-05,0.0011998796082459458,1,0,16,8,16,1.0,0.0,118447615,1602781.0,24333149,0,0,11.971465996999996,1911.8932978210457
3,x,8,0.0,m2,100,1.0,0.0,,0.0,1,0.0,,1.0,0.0,,0,1,20,4,16,1.0,0.0,100,0.0,0,0,0,0.0,0.0121036349992209
3,z,2,0.0,m2,100,1.0,0.0,,0.0,1,0.0,,1.0,0.0,,1,0,12,12,8,1.0,0.0,100,0.0,0,0,0,0.0,0.0130909100007556
3,z,2,0.01,m1,10000000,0.9986939,0.0,,0.0008090567089675826,1,0.0,,0.9978859,0.0,,1,0,12,12,8,1.0,0.0,9986939,5.0,16150,0,0,0.3713679429999956,0.1536092329999974
3,z,2,0.01,normal,10000000,0.9984004,0.0,,0.0010833328993057295,1,0.0,,0.9973188,0.0,,1,0,16,16,16,1.0,0.0,9984004,13.0,21606,0,0,1.9873235529998965,0.5600932049999301
3,z,2,0.05,m1,10000000,0.9934726,0.0,,0.00401661807280845,1,0.0,,0.9894822,0.0,,1,0,12,12,8,1.0,0.0,9934726,140.0,79528,0,0,0.4507807509999111,0.0887904610001442
3,z,2,0.05,normal,10000000,0.9920416,0.0,,0.005400781580127285,1,0.0,,0.9866838,0.0,,1,0,16,16,16,1.0,0.0,9920416,309.0,106538,0,0,2.640595377999944,0.5597333359999084
3,z,2,0.1,m1,128000000,0.9899145508044029,0.00010175357393384739,0.0017840973556774889,0.00927256992589968,1181,7.699676590204749e-05,0.001350023602422743,0.9807339118120237,7.643099352266999e-05,0.001340103626475569,1,0,12,12,8,1.0,0.0,126703914,11247.0,2373171,0,0,0.2001294030000053,91.78561723906859
3,z,2,0.1,normal,128000000,0.9885724757832346,2.0001027717335026e-05,0.0003506882292363365,0.011139307647158524,1181,1.3179951039641601e-05,0.00023109080977411775,0.9775604621083827,2.3585661525354777e-05,0.00041353944370196236,1,0,16,16,16,1.0,0.0,126494721,15662.0,2778864,0,0,8.70479639000007,680.549740587951
3,z,2,0.3,m1,118000000,0.9701733305084744,0.00029222222844119014,0.005121511834407483,0.027428748303458195,1180,0.00022424407861283287,0.00393012095122858,0.943549127118644,0.00021168898583721514,0.0037100793186142056,1,0,12,12,8,1.0,0.0,114480453,84927.0,6113458,0,0,0.0,146.27143001890357
3,z,2,0.3,normal,118000000,0.966221872881356,3.304613980768213e-05,0.0005791694800540784,0.032974658548238965,1180,2.2881361829403817e-05,0.00040102070955302184,0.9343610254237288,3.7978814168514265e-05,0.0006656199538905145,1,0,16,16,16,1.0,0.0,114014181,123652.0,7271856,0,0,0.0,1073.2726918289918
3,z,2,0.5,m1,128000000,0.9509589199830651,0.0004765689747726637,0.008355927117042666,0.04515552836684106,1181,0.00036330827172206007,0.006370069392319161,0.9079820726079593,0.00033950369470345856,0.00595269159152055,1,0,12,12,8,1.0,0.0,121586375,240280.0,10397563,0,0,0.2877874999999221,174.15987757593592
