n,lstate,i,meas_type,p_error,sim_type,total_meta_shots,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal
4,x,9,"['z', 'z', 'z', 'x']",0.005,normal,0,1000000,1000000,90,173,0,1.0,9.00000000000345e-05,0,120.48967162900954
4,x,2,"['x', 'x', 'x', 'x']",0.001,normal,0,1000000,718322,0,0,0,0.718322,0.0,0,119.11532321100822
4,x,3,"['z', 'x', 'x', 'x']",0.001,normal,0,1000000,789382,0,0,0,0.789382,0.0,0,169.49259371799417
4,x,5,"['z', 'z', 'x', 'x']",0.005,normal,0,1000000,703361,12,23,0,0.703361,1.7060940256885537e-05,0,185.38387855899055
4,x,9,"['z', 'z', 'z', 'x']",0.001,normal,0,1000000,1000000,1,2,0,1.0,1.0000000000287557e-06,0,83.02941134298453
4,x,2,"['x', 'x', 'x', 'x']",0.005,normal,0,1000000,452001,2,4,0,0.452001,4.424768971778015e-06,0,207.1600855999859
4,x,5,"['z', 'z', 'x', 'x']",0.001,normal,0,1000000,869150,0,1,0,0.86915,0.0,0,105.55569291301072
4,x,2,"['x', 'x', 'x', 'x']",0.01,normal,0,1000000,253811,6,12,0,0.253811,2.3639637367955935e-05,0,258.34632764101843
4,x,3,"['z', 'x', 'x', 'x']",0.0005,normal,0,1000000,825329,0,0,0,0.825329,0.0,0,72.94993298800546
4,x,9,"['z', 'z', 'z', 'x']",0.0005,normal,0,1000000,1000000,0,1,0,1.0,0.0,0,57.576356464996934
4,x,5,"['z', 'z', 'x', 'x']",0.0001,normal,0,1000000,913500,0,0,0,0.9135,0.0,0,42.01072578801541
4,x,9,"['z', 'z', 'z', 'x']",0.01,normal,0,1000000,1000000,946,1689,0,1.0,0.0009460000000000024,0,312.2042019490036
4,x,3,"['z', 'x', 'x', 'x']",0.0001,normal,0,1000000,853150,0,0,0,0.85315,0.0,0,51.18859334997251
4,x,3,"['z', 'x', 'x', 'x']",0.005,normal,0,1000000,560958,1,2,0,0.560958,1.7826646557805859e-06,0,318.25284767500125
4,x,9,"['z', 'z', 'z', 'x']",0.01,m1,0,1000000,1000000,220,418,0,1.0,0.00021999999999999797,0,10.75746501699905
4,x,5,"['z', 'z', 'x', 'x']",0.01,m1,0,1000000,652714,63,126,0,0.652714,9.65200685139056e-05,0,25.974063058005413
4,x,2,"['x', 'x', 'x', 'x']",0.0005,normal,0,1000000,762436,0,0,0,0.762436,0.0,0,169.7630247810157
4,x,5,"['z', 'z', 'x', 'x']",0.0005,normal,0,1000000,893995,0,1,0,0.893995,0.0,0,139.70337624900276
4,x,9,"['z', 'z', 'z', 'x']",0.0001,normal,0,1000000,1000000,0,0,0,1.0,0.0,0,81.51771496000583
4,x,9,"['z', 'z', 'z', 'x']",0.005,m1,0,1000000,1000000,30,59,0,1.0,2.999999999997449e-05,0,8.137131242023315
4,x,5,"['z', 'z', 'x', 'x']",0.005,m1,0,1000000,771859,10,18,0,0.771859,1.295573414317186e-05,0,19.071483732026536
4,x,2,"['x', 'x', 'x', 'x']",0.0001,normal,0,1000000,797807,0,0,0,0.797807,0.0,0,135.90100247299415
4,x,2,"['x', 'x', 'x', 'x']",0.001,m1,0,1000000,732695,0,0,0,0.732695,0.0,0,10.857989583018934
4,x,9,"['z', 'z', 'z', 'x']",0.001,m1,0,1000000,1000000,0,0,0,1.0,0.0,0,3.6692010519909672
4,x,5,"['z', 'z', 'x', 'x']",0.001,m1,0,1000000,885906,0,1,0,0.885906,0.0,0,13.516315851011313
4,x,2,"['x', 'x', 'x', 'x']",0.005,m1,0,1000000,498203,0,0,0,0.498203,0.0,0,49.83355403901078
4,x,5,"['z', 'z', 'x', 'x']",0.01,normal,0,1000000,548141,117,206,0,0.548141,0.0002134487294327414,0,392.44957959398744
4,x,3,"['z', 'x', 'x', 'x']",0.001,m1,0,1000000,805580,0,0,0,0.80558,0.0,0,24.82137677198625
4,x,9,"['z', 'z', 'z', 'x']",0.0005,m1,0,1000000,1000000,0,1,0,1.0,0.0,0,1.0999265550053678
4,x,5,"['z', 'z', 'x', 'x']",0.0001,m1,0,1000000,915221,0,0,0,0.915221,0.0,0,3.02112676698016
4,x,2,"['x', 'x', 'x', 'x']",0.0005,m1,0,1000000,769475,0,0,0,0.769475,0.0,0,24.61000245201285
4,x,3,"['z', 'x', 'x', 'x']",0.0005,m1,0,1000000,833076,0,0,0,0.833076,0.0,0,17.439917012001388
4,x,3,"['z', 'x', 'x', 'x']",0.005,m1,0,1000000,618390,1,2,0,0.61839,1.6171024758149244e-06,0,57.21431286301231
4,x,9,"['z', 'z', 'z', 'x']",0.0001,m1,0,1000000,1000000,0,0,0,1.0,0.0,0,2.3042519619921222
4,x,5,"['z', 'z', 'x', 'x']",0.0005,m1,0,1000000,902373,0,1,0,0.902373,0.0,0,10.54888023500098
4,x,3,"['z', 'x', 'x', 'x']",0.01,normal,0,1000000,366867,18,35,0,0.366867,4.906410224958524e-05,0,407.5519425459788
4,x,2,"['x', 'x', 'x', 'x']",0.01,m1,0,1000000,309834,8,12,0,0.309834,2.5820277955279636e-05,0,94.73473776402534
4,x,2,"['x', 'x', 'x', 'x']",0.0001,m1,0,1000000,799726,0,0,0,0.799726,0.0,0,9.320996144000674
4,x,3,"['z', 'x', 'x', 'x']",0.0001,m1,0,1000000,855317,0,0,0,0.855317,0.0,0,10.254466028010938
4,x,3,"['z', 'x', 'x', 'x']",0.01,m1,0,1000000,446863,20,36,0,0.446863,4.4756446606730727e-05,0,101.98455791699234
