n,lstate,i,p_error,sim_type,comp_type,decoder_type,shots,prep_rate,count_accept,LER,LER_error,N_samples,LER_undecided,prep_rate_SEM,prep_rate_SD,LER_SEM,LER_SD,LER_error_SEM,LER_error_SD,LER_undecided_SEM,LER_undecided_SD,eff,eff_SEM,eff_SD,skip,s_l,CNOT,hadamard,meas,cost,cost_SEM,count_accept,count_logerror,count_undecided,count_detect_discard,total_meta_shots,detect_normal,decoding_normal
3,x,4,0.1,m1,na,val,222000000,0.9829869369369368,218223100,0.005460161787167897,0.0004433122945208415,222,0.01003369898529411,0.00021038316583923988,0.0015993053937917688,7.771852906811797e-05,0.0005908061238663055,1.550003569322462e-05,0.00011782925021235451,0.00016082087023083604,0.001222539285253449,0.9776191261261261,0.00017658058195306142,0.0013423425587778051,0,1,20,12,16,1.0,0.0,218223100,96730.0,2189848,0,0,0,505.59459420654457
3,x,4,0.1,normal,na,val,222000000,0.9796813288288289,217489255,0.005600974066698701,0.0002824581604691619,222,0.010637031812459079,0.00020973326597110964,0.0015943649397379522,9.963255046966399e-05,0.0007573936570814937,2.3056994574209222e-05,0.00017527626623575857,0.0001926592671217329,0.001464570626849494,0.9741938828828829,0.00020899891208312496,0.001588782477237586,0,1,24,16,24,1.0,0.0,217489255,61422.0,2313582,0,0,0,2387.5873799646506
3,x,4,0.15,m1,na,val,222000000,0.9744680945945946,216331917,0.008181684842527607,0.0006740683787584411,222,0.01501523292753833,0.00028802289301750047,0.002189512475966753,0.00010802588570307478,0.0008211986970767263,2.4205385807988963e-05,0.00018400618665044872,0.00022046974939222768,0.0016759822867212695,0.9664943333333333,0.0002451976930898142,0.0018639608903094898,0,1,20,12,16,1.0,0.0,216331917,145816.0,3248718,0,0,0,536.4263165007578
3,x,4,0.15,normal,na,val,222000000,0.9693885540540541,215204259,0.008344529471035228,0.00043367424328769424,222,0.015821710455495068,0.0003473485426694541,0.0026404983288513453,0.000138886119638485,0.0010557941714327446,3.213900125197604e-05,0.0002443164967516557,0.00027340614130958406,0.002078397835434874,0.9612984346846847,0.00032018886941989497,0.0024340340342944643,0,1,24,16,24,1.0,0.0,215204259,93302.0,3405409,0,0,0,3174.7298921184847
3,x,4,0.3,m1,na,val,222000000,0.9496091981981982,210813242,0.016227103963928957,0.0013618771731457341,222,0.029730453581566445,0.0005754099293188674,0.0043741912520900116,0.00021444264587369152,0.0016301650316776705,4.412416762784603e-05,0.0003354261687349522,0.0004392961455683616,0.003339472016578877,0.9341955225225225,0.0004728663307650875,0.0035946681870592553,0,1,20,12,16,1.0,0.0,210813242,287071.0,6269530,0,0,0,648.8429652493214
3,x,4,0.3,normal,na,val,221000000,0.9408764660633484,207933699,0.017074813618865505,0.0009737832982940808,221,0.03220206064114285,0.0006585327543980815,0.004994792448593312,0.00030109958559923234,0.002283758744544542,7.076858508719622e-05,0.0005367605362534277,0.0005772264721536887,0.004378106335616769,0.9248074276018099,0.0006155880528735754,0.0046690685275747506,0,1,24,16,24,1.0,0.0,207933699,202447.0,6697621,0,0,0,4616.438315049163
3,x,4,0.5,m1,na,val,222000000,0.9179865045045045,203793004,0.027249469452676842,0.002304158335965223,222,0.04989062223342324,0.0009645135707226355,0.007332106396862475,0.00036409052733580845,0.0027677687132134647,7.388241591509614e-05,0.0005616444918871033,0.0007358864800628226,0.005594113065501739,0.8929596621621622,0.0007845994379587236,0.0059644226194990255,0,1,20,12,16,1.0,0.0,203793004,469456.0,10173006,0,0,0,825.4205689523369
3,x,4,0.5,normal,na,val,219000000,0.9039332237442922,197961376,0.027951707541373313,0.0017676694577299992,219,0.052368076167286635,0.0010695334401607986,0.008075331394352054,0.0004430245493241972,0.003344981949408232,0.00010710382475202176,0.0008086693187874044,0.0008510785279109035,0.006425924517577095,0.8786574703196347,0.0009779860123807593,0.007384118020497019,0,1,24,16,24,1.0,0.0,197961376,349735.0,10371310,0,0,0,5742.785096566775
3,x,4,0.7,m1,na,val,221000000,0.8884183167420815,196340448,0.038135608268736264,0.003307294411719669,221,0.06965662771403319,0.001165489718070231,0.008839923608737203,0.00046965378509466517,0.0035621966615590017,0.00010087409594264181,0.0007651026760749571,0.0009700778068328969,0.00735777722787031,0.8545197036199095,0.0009438074121054062,0.007158523404381499,0,1,20,12,16,1.0,0.0,196340448,648961.0,13685265,0,0,0,1043.4217041011434
3,x,4,0.7,normal,na,val,222100000,0.8684786995515695,192896570,0.03952633823763405,0.0027441177542172723,223,0.07356444096683355,0.0013161800203173493,0.010027938320905342,0.0006596510004722823,0.005025862301468908,0.00015513291206228439,0.0011819532660341768,0.0012923445798937927,0.00984633677496985,0.8341350224215247,0.0012133003292531849,0.009244100866651563,0,1,24,16,24,1.0,0.0,192896570,528331.0,14203117,0,0,0,6803.338660001173
3,x,4,0.9,m1,na,val,222000000,0.8580130405405405,190478895,0.04869046454761606,0.004383194735952341,222,0.08861453962332744,0.0015839889290058925,0.012041277294027071,0.0006597820346655365,0.005015576995232618,0.00011554234852852418,0.0008783378673664359,0.00134576332135764,0.01023031728811908,0.8161988716216215,0.0012438821515732617,0.0094558299202159,0,1,20,12,16,1.0,0.0,190478895,834572.0,16896347,0,0,0,1274.263171626255
3,x,4,0.9,normal,na,val,222000000,0.8369943333333333,185812742,0.051454150721666835,0.0038887345328427448,222,0.09513083237764819,0.0014672454417961652,0.011153808527028639,0.0007743588209513222,0.005886574784334268,0.00020748189437996847,0.0015772503064697516,0.0015367940276265232,0.011682507807721444,0.7939083783783784,0.001354765850313261,0.010298753339354724,0,1,24,16,24,1.0,0.0,185812742,721489.0,17687186,0,0,0,7719.946841900353
3,x,4,1.0,m1,na,val,222000000,0.8444432747747748,187466407,0.053946552632772295,0.004947839672834645,222,0.0979974259198753,0.0016499556069700183,0.012542747378183746,0.0006580189352192763,0.0050021741431415445,0.00014160623056471856,0.0010764721000050405,0.001332518891778038,0.010129634861462669,0.7988534369369369,0.0013364376057068657,0.010159424413768818,0,1,20,12,16,1.0,0.0,187466407,926941.0,18388006,0,0,0,1296.2792323632166
3,x,4,1.0,normal,na,val,221000000,0.8215802579185519,181569237,0.05704188323799363,0.004473670937050301,221,0.10513642460188666,0.0016301805968715125,0.012364477971243175,0.0008700440626636596,0.006599048392221558,0.00025293501009705365,0.00191844349423801,0.0016495375219644868,0.012511295001431362,0.7746927579185521,0.0015019918046899618,0.011392200727770389,0,1,24,16,24,1.0,0.0,181569237,811267.0,19101741,0,0,0,8067.869553585886
3,x,5,0.1,m1,na,val,221000000,1.0,221000000,3.67579185520362e-05,1.2669683257918552e-07,221,7.326244343891402e-05,0.0,0.0,1.0410770937449796e-06,7.896287574934398e-06,5.653549729689198e-08,4.288064232037937e-07,2.0884361139245663e-06,1.5840221859176176e-05,0.9999632420814479,1.0410770937413134e-06,7.896287574906591e-06,2,-1,4,4,0,1.0,0.0,221000000,28.0,16191,0,0,0,15.430892271455367
3,x,5,0.1,normal,na,val,220000000,1.0,220000000,8.778636363636363e-05,4.954545454545454e-07,220,0.00017458181818181818,0.0,0.0,1.3006613737663984e-06,9.842819298316461e-06,1.125939428975053e-07,8.520602336455248e-07,2.5902907448825637e-06,1.9602153370750988e-05,0.9999122136363636,1.3006613737647414e-06,9.84281929830392e-06,2,-1,8,8,8,1.0,0.0,220000000,109.0,38408,0,0,0,172.18943177885376
3,x,5,0.15,m1,na,val,222000000,1.0,222000000,8.26891891891892e-05,4.954954954954955e-07,222,0.00016438738738738738,0.0,0.0,2.2789528978610406e-06,1.7324302765419935e-05,1.0300205182118943e-07,7.830081669895776e-07,4.543215154896045e-06,3.4536929194866825e-05,0.9999173108108108,2.2789528978632717e-06,1.7324302765436896e-05,2,-1,4,4,0,1.0,0.0,222000000,110.0,36494,0,0,0,17.262636805186037
3,x,5,0.15,normal,na,val,222000000,1.0,222000000,0.000193759009009009,1.572072072072072e-06,222,0.0003843738738738739,0.0,0.0,2.609690755235141e-06,1.9838528830606722e-05,1.7437866116199192e-07,1.325603844043611e-06,5.1688544449473345e-06,3.929295749758596e-05,0.999806240990991,2.609690755238987e-06,1.983852883063596e-05,2,-1,8,8,8,1.0,0.0,222000000,349.0,85331,0,0,0,194.6661975311581
3,x,5,0.3,m1,na,val,220000000,1.0,220000000,0.00033,3.3272727272727274e-06,220,0.0006533454545454546,0.0,0.0,8.186049211533536e-06,6.194833242639352e-05,2.801666887511645e-07,2.1201752788275384e-06,1.6208958529127213e-05,0.0001226620956337853,0.9996700000000001,8.186049211535372e-06,6.194833242640743e-05,2,-1,4,4,0,1.0,0.0,220000000,732.0,143736,0,0,0,20.417068731039752
3,x,5,0.3,normal,na,val,221100000,1.0,221100000,0.000761177927927928,1.3067567567567567e-05,222,0.0014962207207207207,0.0,0.0,8.324355094965138e-06,6.32806619774357e-05,5.132282677226405e-07,3.901494368814801e-06,1.63116812035188e-05,0.00012399927354707444,0.999238822072072,8.324355094965071e-06,6.328066197743519e-05,2,-1,8,8,8,1.0,0.0,221100000,2901.0,330847,0,0,0,243.73284760280512
3,x,5,0.5,m1,na,val,221000000,1.0,221000000,0.0008987533936651584,1.560180995475113e-05,221,0.0017663031674208145,0.0,0.0,2.2629512268871107e-05,0.00017163871689149257,6.466925686740666e-07,4.904987849126872e-06,4.442914327412741e-05,0.0003369830093355315,0.9991012466063348,2.2629512268874675e-05,0.00017163871689151964,2,-1,4,4,0,1.0,0.0,221000000,3448.0,390353,0,0,0,21.886823036475096
3,x,5,0.5,normal,na,val,222100000,1.0,222100000,0.0020602713004484303,5.8071748878923764e-05,223,0.0040043991031390135,0.0,0.0,2.225671694564224e-05,0.00016957329644233253,1.0896448235809377e-06,8.301973068949035e-06,4.3445057669803965e-05,0.00033100666469312076,0.9979397286995516,2.2256716945642233e-05,0.00016957329644233247,2,-1,8,8,8,1.0,0.0,222100000,12896.0,889507,0,0,0,286.49548081483226
3,x,5,0.7,m1,na,val,222000000,1.0,222000000,0.0017414954954954956,4.2702702702702706e-05,222,0.003397585585585586,0.0,0.0,4.346328065569817e-05,0.00033040219214905734,1.4126595524384923e-06,1.0738853713860008e-05,8.466018033034891e-05,0.0006435756516049964,0.9982585045045045,4.3463280655701465e-05,0.0003304021921490824,2,-1,4,4,0,1.0,0.0,222000000,9480.0,754264,0,0,0,24.58604988222941
3,x,5,0.7,normal,na,val,221100000,1.0,221100000,0.003942047297297298,0.00015476576576576575,222,0.007574563063063064,0.0,0.0,4.182047954229087e-05,0.000317913832298027,2.1456390887511697e-06,1.6310868572024147e-05,8.093386741537167e-05,0.0006152487067180045,0.9960579527027027,4.182047954228946e-05,0.0003179138322980163,2,-1,8,8,8,1.0,0.0,221100000,34196.0,1674704,0,0,0,314.86108083534054
3,x,5,0.9,m1,na,val,222000000,1.0,222000000,0.0028459391891891895,8.817117117117117e-05,222,0.005515536036036036,0.0,0.0,7.029045218352086e-05,0.0005343388519738681,2.6626082852633116e-06,2.0240800993698235e-05,0.00013585474990301274,0.0010327500939792166,0.9971540608108108,7.029045218351747e-05,0.0005343388519738423,2,-1,4,4,0,1.0,0.0,222000000,19574.0,1224449,0,0,0,25.40529672289266
3,x,5,0.9,normal,na,val,222100000,1.0,222100000,0.006343941704035874,0.00032282959641255607,223,0.012042224215246637,0.0,0.0,6.563150959916618e-05,0.0005000446139652359,3.883340623589434e-06,2.958706229489147e-05,0.00012508188747391934,0.0009529953602763648,0.993656058295964,6.563150959916943e-05,0.0005000446139652607,2,-1,8,8,8,1.0,0.0,222100000,71631.0,2673869,0,0,0,346.4987453062786
3,x,5,1.0,m1,na,val,222000000,1.0,222000000,0.0034886036036036036,0.00012032882882882883,222,0.00673654954954955,0.0,0.0,8.634348875419002e-05,0.0006563719427479927,3.7058647909652016e-06,2.817150091458604e-05,0.00016585657277922477,0.0012608200393957416,0.9965113963963964,8.634348875419315e-05,0.0006563719427480166,2,-1,4,4,0,1.0,0.0,222000000,26713.0,1495514,0,0,0,24.444140171399333
3,x,5,1.0,normal,na,val,222100000,1.0,222100000,0.007740863228699551,0.00043169058295964126,223,0.01461834529147982,0.0,0.0,7.859124053359176e-05,0.0005987844371351802,4.502530607886128e-06,3.4304653259349706e-05,0.00015000234800920706,0.0011428636437321239,0.9922591367713004,7.859124053359523e-05,0.0005987844371352066,2,-1,8,8,8,1.0,0.0,222100000,95781.0,3246310,0,0,0,352.47322418459225
3,z,4,0.1,m1,na,val,222000000,1.0,222000000,3.458783783783784e-05,9.909909909909909e-08,222,6.897747747747748e-05,0.0,0.0,1.066196859967483e-06,8.10508950270678e-06,5.295965481488117e-08,4.0259239022722225e-07,2.1233919485857164e-06,1.6141748713402766e-05,0.9999654121621622,1.0661968599759317e-06,8.105089502771007e-06,2,-1,4,4,0,1.0,0.0,222000000,22.0,15313,0,0,0,7.732394760125306
3,z,4,0.1,normal,na,val,221000000,1.0,221000000,5.0920814479638004e-05,2.895927601809955e-07,221,0.00010126244343891403,0.0,0.0,5.926554337034747e-07,4.495130826993735e-06,8.217608450046246e-08,6.232833273312907e-07,1.1508576116702025e-06,8.728943047685722e-06,0.9999490791855203,5.926554337037411e-07,4.495130826995755e-06,2,-1,8,8,8,1.0,0.0,221000000,64.0,22379,0,0,0,159.3195249187993
3,z,4,0.15,m1,na,val,221000000,1.0,221000000,7.702262443438913e-05,3.5746606334841625e-07,221,0.00015333031674208145,0.0,0.0,2.187437953658998e-06,1.6591123979381826e-05,9.010751739858478e-08,6.834410960701836e-07,4.351273350913486e-06,3.300322896584431e-05,0.9999229773755656,2.187437953657893e-06,1.6591123979373443e-05,2,-1,4,4,0,1.0,0.0,221000000,79.0,33886,0,0,0,11.710965125705107
