n,lstate,i,p_error,sim_type,comp_type,decoder_type,shots,prep_rate,count_accept,LER,prep_rate_SEM,N_samples,prep_rate_SD,LER_SEM,LER_SD,eff,eff_SEM,eff_SD,skip,s_l,CNOT,hadamard,meas,cost,cost_SEM,count_accept,count_logerror,count_undecided,count_detect_discard,total_meta_shots,detect_normal,decoding_normal
4,x,4,0.1,m1,na,val,3700000,0.9345878214285713,3456392,2.7495492601148454e-05,0.0013981460323281006,28,0.0037746394878488037,4.0184324648607764e-06,1.084874792074481e-05,0.934562125,0.0013981588540473214,0.0037746741032370066,0,2,56,40,48,1.0,0.0,3456392,1.0,213,0,0,0,908.9918965651304
4,x,4,0.1,normal,na,val,3700000,0.9250151785714286,3415941,3.1617492547773705e-05,0.001827902737986091,28,0.0049348735362502606,6.3084917832350315e-06,1.7031326945239064e-05,0.9249859285714285,0.0018276212569672396,0.004934113608929173,0,2,64,48,64,1.0,0.0,3415941,1.0,232,0,0,0,1996.9355777848396
4,x,4,0.15,m1,na,val,3700000,0.9025064642857143,3343760,7.389905747186806e-05,0.0019509840182376005,28,0.00526716175930428,1.1990719455117501e-05,3.237189971324982e-05,0.9024397142857143,0.0019471872973808866,0.005256911576463059,0,2,56,40,48,1.0,0.0,3343760,2.0,674,0,0,0,968.3113067958038
4,x,4,0.15,normal,na,val,3700000,0.8894148928571429,3282116,6.966186986467611e-05,0.0024757729627457726,28,0.0066839587368192795,8.4787499185242e-06,2.289047317665734e-05,0.8893529464285714,0.0024762132268241906,0.006685147338107738,0,2,64,48,64,1.0,0.0,3282116,2.0,531,0,0,0,1936.5062183880364
4,x,4,0.3,m1,na,val,3700000,0.8121681785714285,3010873,0.00027137703729421313,0.00443044756368131,28,0.01196108413287015,2.497778128004783e-05,6.743367098895014e-05,0.8119475178571428,0.00442264292276678,0.011940013582939533,0,2,56,40,48,1.0,0.0,3010873,25.0,1795,0,0,0,1188.6577196522849
4,x,4,0.3,normal,na,val,3700000,0.79028875,2912059,0.0002894397862208289,0.00448399953855476,28,0.012105660875453342,2.8707308388484062e-05,7.750244776119106e-05,0.7900600892857143,0.00448477615654657,0.012107757546953372,0,2,64,48,64,1.0,0.0,2912059,13.0,1961,0,0,0,1845.1265887710033
4,x,4,0.5,m1,na,val,3700000,0.7099823214285715,2596922,0.0007511563275300985,0.006501180673076353,28,0.017551538050264836,6.775214490855573e-05,0.00018291359818290763,0.7094495535714286,0.00650495069361527,0.017561716149023594,0,2,56,40,48,1.0,0.0,2596922,50.0,4283,0,0,0,1210.8718545761076
4,x,4,0.5,normal,na,val,3700000,0.6768433214285715,2505409,0.0008434183788078267,0.005864174284480869,28,0.01583178245048624,0.00011052588519389891,0.00029839184250850253,0.6762743035714286,0.005889385574665399,0.01589984653626109,0,2,64,48,64,1.0,0.0,2505409,65.0,5176,0,0,0,1896.0618407877046
4,x,4,0.7,m1,na,val,3700000,0.6216057857142857,2274945,0.0014873072193601845,0.006683986287685694,28,0.01804506682018589,8.957818057271924e-05,0.00024183835580923735,0.6206810714285714,0.006671666696893992,0.018011807051319637,0,2,56,40,48,1.0,0.0,2274945,100.0,6728,0,0,0,1302.941662236175
4,x,4,0.7,normal,na,val,3700000,0.5851687857142858,2197252,0.0016528982622371646,0.006188285068521728,28,0.01670679931967632,0.00021982825084876508,0.0005934804927470979,0.5841995357142856,0.006150048389640106,0.016603569989796924,0,2,64,48,64,1.0,0.0,2197252,173.0,9445,0,0,0,1723.7590820838814
4,x,4,0.9,m1,na,val,3700000,0.54688125,1966647,0.0023459695774543125,0.008004854770069687,28,0.021611076533462774,0.0001862548474696992,0.0005028408233521347,0.5455952321428571,0.007955211843350268,0.02147705322891891,0,2,56,40,48,1.0,0.0,1966647,194.0,9115,0,0,0,1250.0300515490235
4,x,4,0.9,normal,na,val,3800000,0.4990481034482758,1859336,0.0023682141585654364,0.008151939657907144,29,0.02239772375288043,0.00016142185197989624,0.00044351187570643494,0.4978683620689655,0.008151792806775072,0.02239732027453945,0,2,64,48,64,1.0,0.0,1859336,196.0,8246,0,0,0,1761.9941635681898
4,x,4,1.0,m1,na,val,3700000,0.51658425,1953423,0.0031498121900504273,0.008399389392296232,28,0.02267621989470385,0.00029335653797670424,0.0007919882091441169,0.5149527500000001,0.008333367047644466,0.022497976318252864,0,2,56,40,48,1.0,0.0,1953423,301.0,14721,0,0,0,1368.6171043600189
4,x,4,1.0,normal,na,val,3800000,0.46137758620689656,1749196,0.003144303151670393,0.0083693316923032,29,0.02299501555542176,0.000248763961981406,0.0006834872108906189,0.4599263965517241,0.00834260085816751,0.022921571704782543,0,2,64,48,64,1.0,0.0,1749196,294.0,11023,0,0,0,1870.9689825601527
4,x,6,0.1,m1,na,val,3600000,0.9330935555555555,3365439,0.00033487048145980797,0.0014200843926566612,27,0.0037647831415055033,4.790649104570219e-05,0.0001270048109747444,0.932781,0.0014115714103681174,0.003742214389697812,0,2,56,40,48,1.0,0.0,3365439,23.0,2576,0,0,0,1764.3144854422426
4,x,6,0.1,normal,na,val,4700000,0.9248611379310344,4349098,0.0003389003394269821,0.0021472188279493404,29,0.0058995547272905026,5.064247904203066e-05,0.00013914188565468887,0.9245477068965517,0.002147223779170989,0.005899568330935694,0,2,64,48,64,1.0,0.0,4349098,23.0,2392,0,0,0,2748.254271919548
4,x,6,0.15,m1,na,val,3700000,0.9023892857142857,3335592,0.0004694283513031121,0.0023670002071695543,28,0.006390299899396946,6.395647141947249e-05,0.00017266624296850448,0.9019656964285714,0.0023675085378630774,0.006391672263273316,0,2,56,40,48,1.0,0.0,3335592,25.0,3556,0,0,0,1936.6773068536422
4,x,6,0.15,normal,na,val,4700000,0.8857778965517241,4173122,0.0004485396431413064,0.0023222512027966254,29,0.006380461964605183,5.5886751440467894e-05,0.00015355069747055166,0.8853804655172414,0.0023152296006411907,0.006361169880514802,0,2,64,48,64,1.0,0.0,4173122,31.0,3936,0,0,0,2594.8777717548073
4,x,6,0.3,m1,na,val,3700000,0.8122965357142856,2994316,0.0013391589997041875,0.005152176127778976,28,0.01390956810704787,0.0001555650913391335,0.00041998626976162787,0.8112068392857142,0.00510430054847969,0.013780316192048826,0,2,56,40,48,1.0,0.0,2994316,129.0,7296,0,0,0,1850.2055044858716
4,x,6,0.3,normal,na,val,4700000,0.7905615862068965,3695086,0.0012264253337999182,0.004626016538027936,29,0.012710133396841955,0.00016438625675307817,0.00045165667583839457,0.7895935689655172,0.004658058303744747,0.012798169207605537,0,2,64,48,64,1.0,0.0,3695086,131.0,8264,0,0,0,2644.4312957018847
4,x,6,0.5,m1,na,val,3700000,0.7062841428571429,2608348,0.002711632834962866,0.005805603847895267,28,0.015673657134786263,0.00025379487727237465,0.0006851817645763898,0.7043720535714285,0.005845781846757904,0.015782127535976846,0,2,56,40,48,1.0,0.0,2608348,350.0,13731,0,0,0,1825.1299509319942
4,x,6,0.5,normal,na,val,4700000,0.6748769655172414,3198173,0.0027623183181035445,0.007774805673763707,29,0.021361535661562236,0.0002690349012113284,0.0007391822866806907,0.673006948275862,0.007688504099628345,0.021124419233075467,0,2,64,48,64,1.0,0.0,3198173,442.0,16380,0,0,0,2447.696508479945
4,x,6,0.7,m1,na,val,3700000,0.615036,2250588,0.004083886801759153,0.008068603617927295,28,0.021783182245501676,0.0002946785412426688,0.0007955572824850938,0.6125230535714286,0.008024843124992756,0.02166504001942577,0,2,56,40,48,1.0,0.0,2250588,492.0,17602,0,0,0,1808.471751386067
4,x,6,0.7,normal,na,val,4700000,0.5865184827586207,2730905,0.00448587153512133,0.008347269642369575,29,0.022934399343750436,0.0003058621632218393,0.0008403664067429993,0.5838821034482758,0.008262298516169957,0.022700938364958206,0,2,64,48,64,1.0,0.0,2730905,673.0,22252,0,0,0,2243.6744166600984
4,x,6,0.9,m1,na,val,3700000,0.5308229642857143,1934012,0.0065703154099467235,0.007170513705691347,28,0.01935856738555051,0.0005109559631833411,0.0013794514382536689,0.5273307321428572,0.0070849395417558825,0.019127538858585702,0,2,56,40,48,1.0,0.0,1934012,854.0,24873,0,0,0,1668.7535665701726
4,x,6,0.9,normal,na,val,4800000,0.4966135666666667,2354477,0.006530855015871296,0.009579470379072723,30,0.026769857222299465,0.00041227788830396463,0.001152111731554473,0.49336975,0.00951579077838196,0.02659190439703797,0,2,64,48,64,1.0,0.0,2354477,1013.0,27759,0,0,0,2195.72128508921
4,x,6,1.0,m1,na,val,4700000,0.5095125172413794,2368769,0.00776230055068637,0.007385960030953214,29,0.020293169400811897,0.0006274700933577732,0.0017239948287141233,0.5055583793103449,0.007345125584013469,0.02018097540765949,0,2,56,40,48,1.0,0.0,2368769,1074.0,30371,0,0,0,2093.9720683629857
4,x,6,1.0,normal,na,val,4800000,0.4572788666666667,2192201,0.0074369858314617295,0.009249011171638271,30,0.02584638802716106,0.0005507816492709416,0.0015391608855387425,0.45389181666666667,0.009278874388746588,0.025929840872313602,0,2,64,48,64,1.0,0.0,2192201,1466.0,32765,0,0,0,2188.9346676992136
4,x,7,0.1,m1,na,val,3700000,0.9647803928571428,3572586,0.0005154306719235371,0.0012216708114572768,28,0.003298201174594319,4.6889450262761535e-05,0.0001265896168446931,0.9642830892857143,0.001218926313418296,0.0032907917263444745,1,1,40,24,32,1.0,0.0,3572586,48.0,3705,0,0,0,1063.8282044150983
4,x,7,0.1,normal,na,val,4700000,0.9562521034482759,4491727,0.0004240460562066552,0.0016642908459701534,29,0.004572694128854378,7.277871303789927e-05,0.00019996192048991646,0.9558469482758621,0.0016915936782448042,0.004647709563293432,1,1,48,32,48,1.0,0.0,4491727,48.0,3486,0,0,0,2836.2506249034777
4,x,7,0.15,m1,na,val,3700000,0.9481203571428571,3509755,0.000833229337215624,0.0023719861753235287,28,0.006403760748152357,7.868353502965138e-05,0.0002124255775141804,0.94733025,0.002365285140423328,0.006385669654404709,1,1,40,24,32,1.0,0.0,3509755,88.0,5622,0,0,0,1056.486089287675
4,x,7,0.15,normal,na,val,4700000,0.9377942413793103,4415989,0.0006399472804463828,0.002092547370690929,29,0.005749343090768688,0.00010739961047740816,0.0002950839809402513,0.9371945172413793,0.0021186425127223264,0.0058210403563322905,1,1,48,32,48,1.0,0.0,4415989,78.0,5594,0,0,0,2922.3825015471084
4,x,7,0.3,m1,na,val,3700000,0.8971905357142856,3320644,0.001962625376647682,0.004602656999505028,28,0.012426005909001066,0.00016790041374620146,0.0004532885099972446,0.8954305178571429,0.004618611491731937,0.012469078989334447,1,1,40,24,32,1.0,0.0,3320644,303.0,12005,0,0,0,1163.0422185357893
4,x,7,0.3,normal,na,val,4700000,0.8799456551724137,4103797,0.0017365039476737814,0.0046352947607694915,29,0.012735625620607557,0.00018029152601220096,0.000495356929033408,0.8784189310344828,0.004663633808518238,0.012813488091324014,1,1,48,32,48,1.0,0.0,4103797,285.0,12983,0,0,0,2852.86659919424
4,x,7,0.5,m1,na,val,3700000,0.8313884285714286,3065758,0.004186207543510699,0.006774896328513357,28,0.018290500860704995,0.0005406394113265656,0.0014595892156433156,0.8279145178571429,0.006870743093726317,0.018549262804300394,1,1,40,24,32,1.0,0.0,3065758,806.0,23826,0,0,0,1266.5586620739778
4,x,7,0.5,normal,na,val,4700000,0.8117591379310345,3787968,0.003789569987839655,0.006452481522475388,29,0.017728406333428634,0.0003412468505241262,0.0009375870050959249,0.8086843448275862,0.006457640424471005,0.017742580587239987,1,1,48,32,48,1.0,0.0,3787968,902.0,28268,0,0,0,2773.8272708071745
4,x,7,0.7,m1,na,val,3700000,0.7880583214285715,2915784,0.006536501864936353,0.006180614395213649,28,0.016686090448286933,0.0003974836574886064,0.0010731050080890093,0.7829111785714286,0.006221793237366895,0.016797262872383947,1,1,40,24,32,1.0,0.0,2915784,1357.0,35110,0,0,0,1337.907725486788
4,x,7,0.7,normal,na,val,4700000,0.741752724137931,3518245,0.006428960457037619,0.00817096249239492,29,0.022449989619623037,0.0008325627269088919,0.002287493620755969,0.7369968965517242,0.008288594854734944,0.02277318842465038,1,1,48,32,48,1.0,0.0,3518245,1711.0,42628,0,0,0,2899.9674520957633
4,x,7,0.9,m1,na,val,3700000,0.728671892857143,2689256,0.01000902941259708,0.008356102401156813,28,0.022559356003316954,0.0006532916564729765,0.0017637216904295265,0.7213923214285715,0.00845493398101018,0.022826176189002293,1,1,40,24,32,1.0,0.0,2689256,2479.0,51293,0,0,0,1505.074836027983
4,x,7,0.9,normal,na,val,4800000,0.6890305666666666,3279677,0.010850082786016173,0.009649470258948167,30,0.02696547208572004,0.000811703651629528,0.002268308163300038,0.6815476833333334,0.009492853200679937,0.0265278052709057,1,1,48,32,48,1.0,0.0,3279677,3054.0,61796,0,0,0,2984.638641895377
4,x,7,1.0,m1,na,val,4700000,0.7015866551724138,3257029,0.011351985831466058,0.009971112695650814,29,0.027395961824791235,0.0006426647338861462,0.001765742605974559,0.6936425344827587,0.010055485945774649,0.027627780119296553,1,1,40,24,32,1.0,0.0,3257029,3584.0,67770,0,0,0,1669.112068553397
4,x,7,1.0,normal,na,val,4800000,0.6579903666666667,3134945,0.013032412622387213,0.009686665392128221,30,0.02706941399119006,0.0012830617941602326,0.003585519833339845,0.6494359166666667,0.009768897153508337,0.02729921088226798,1,1,48,32,48,1.0,0.0,3134945,3683.0,71336,0,0,0,2656.4083314798772
4,x,10,0.1,m1,na,val,3600000,0.933242074074074,3354401,0.0005513081040428876,0.0015911978048369852,27,0.004218421596229171,8.961239589473447e-05,0.00023757125920049509,0.9327273703703703,0.0015751125731906176,0.0041757780679694415,0,2,56,40,48,1.0,0.0,3354401,46.0,4293,0,0,0,1959.6520265429863
4,x,10,0.1,normal,na,val,4700000,0.9237313793103448,4335559,0.00043234244216828766,0.0019178261915849242,29,0.005269290874042821,7.473723970475018e-05,0.00020534303726550825,0.9233316896551724,0.0018969184479260786,0.00521184615702843,0,2,64,48,64,1.0,0.0,4335559,28.0,3497,0,0,0,2500.7869235108956
4,x,10,0.15,m1,na,val,3700000,0.9031459642857144,3342262,0.0006969562152982199,0.001900385314328356,28,0.005130558098889941,9.9807153972444e-05,0.00026945398824103996,0.9025164107142858,0.0018939980480559687,0.005113314100814138,0,2,56,40,48,1.0,0.0,3342262,53.0,4351,0,0,0,2077.8335988980834
