n,lstate,i,p_error,sim_type,comp_type,decoder_type,shots,prep_rate,count_accept,LER,LER_error,N_samples,LER_undecided,prep_rate_SEM,prep_rate_SD,LER_SEM,LER_SD,LER_error_SEM,LER_error_SD,LER_undecided_SEM,LER_undecided_SD,eff,eff_SEM,eff_SD,skip,s_l,CNOT,hadamard,meas,cost,cost_SEM,count_accept,count_logerror,count_undecided,count_detect_discard,total_meta_shots,detect_normal,decoding_normal
6,x,23,0.1,m1,na,val,2110000,0.11108815384615384,15774,0.0014912766143360613,0.0001229785402447273,13,0.0027365961481826684,0.07380838658101772,0.13577547060057532,0.002397091643879659,0.0044096106295889665,0.00024103793887966546,0.000443405432634076,0.004749035829345244,0.008736169485571392,0.1110876923076923,0.0738086070408081,0.13577587615112552,1,3,288,160,256,1.0,0.0,15774,2.0,8,0,0,0,4425.969241298968
6,x,23,0.1,normal,na,val,1110000,0.0774045,440091,0.0004109139988200643,0.0,12,0.0008218279976401286,0.07332599831714351,0.12959628020510464,0.0005461244387083473,0.0009652196684672374,0.0,0.0,0.0010922488774166945,0.0019304393369344748,0.07739595833333333,0.07332790068655347,0.12959964245048505,1,3,320,192,320,1.0,0.0,440091,0.0,7,0,0,0,3376.884943945566
6,x,23,0.15,m1,na,val,2110000,0.01276676923076923,158048,0.00013048510050228099,0.0,13,0.00028271771775494216,0.02338076340946115,0.04301048027158389,0.0002531428125286022,0.00046567315846277713,0.0,0.0,0.0005269206242007083,0.0009693057799260946,0.012766307692307691,0.023380425953527094,0.04300985949879131,1,3,288,160,256,1.0,0.0,158048,0.0,12,0,0,0,4739.098807752365
6,x,23,0.15,normal,na,val,1110000,0.005170833333333334,22549,3.7622272385252067e-06,0.0,12,9.029345372460497e-06,0.004006947273426517,0.00708187373553501,7.3739653875094056e-06,1.3032737453490423e-05,0.0,0.0,1.6155548724004897e-05,2.855329715727656e-05,0.00517075,0.004006823952745359,0.007081655778713183,1,3,320,192,320,1.0,0.0,22549,0.0,2,0,0,0,3041.1561152795334
6,x,23,0.3,m1,na,val,2110000,0.0002543846153846154,40,0.01282051282051282,0.0,13,0.047619047619047616,0.00023110185530421279,0.0004251273414052034,0.025128205128205128,0.046225016352102424,0.0,0.0,0.06848794266583201,0.12598815766974242,0.00025053846153846155,0.0002309817419597005,0.00042490638486310825,1,3,288,160,256,1.0,0.0,40,0.0,1,0,0,0,4289.159782410134
6,x,23,0.3,normal,na,val,1110000,0.0011985,1413,3.2501300052002083e-05,0.0,12,9.750390015600624e-05,0.0010965587466306222,0.0019380565945390665,6.370254810192407e-05,0.00011258780600421718,0.0,0.0,0.00015603873816481503,0.0002757826759697923,0.0011984583333333333,0.001096557641612394,0.001938054641531194,1,3,320,192,320,1.0,0.0,1413,0.0,1,0,0,0,2939.7936197957024
6,x,23,0.5,m1,na,val,2110000,8.523076923076923e-05,19,0.04326923076923077,0.0,13,0.1875,7.934110499118901e-05,0.00014595327668250196,0.07518804499688529,0.13831344466232837,0.0,0.0,0.21807858498891913,0.4011701633970303,8.134615384615385e-05,7.94813310917127e-05,0.0001462112319863777,1,3,288,160,256,1.0,0.0,19,0.0,2,0,0,0,4342.634394844994
6,x,23,0.5,normal,na,val,1110000,0.0018000833333333334,217,0.0,0.0,12,0.0,0.0023799006309811435,0.0042062334794128265,0.0,0.0,0.0,0.0,0.0,0.0,0.0018000833333333334,0.0023799006309811435,0.0042062334794128265,1,3,320,192,320,1.0,0.0,217,0.0,0,0,0,0,2854.971062364755
6,x,23,0.7,m1,na,val,1110000,0.00027958333333333334,3256,0.0001408090117767537,0.00030721966205837174,12,0.001075268817204301,0.0005304146122457775,0.0009374541402924813,0.00027598566308243734,0.0004877767251218037,0.0002458269275911433,0.0004344742127106283,0.0008603942465690017,0.001520659744487199,0.00027912499999999997,0.0005295167021266284,0.0009358671750404443,1,3,288,160,256,1.0,0.0,3256,2.0,7,0,0,0,2935.95545489667
6,x,23,0.7,normal,na,val,1120000,0.0,0,0.0,,13,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,1,3,320,192,320,1.0,0.0,0,0.0,0,0,0,0,2832.420715717133
6,x,23,0.9,m1,na,val,1110000,3.1333333333333334e-05,277,0.0004528985507246377,0.0,12,0.005434782608695652,4.6530745087348844e-05,8.223838225033075e-05,0.0008876811594202898,0.0015688866010587655,0.0,0.0,0.0043487317897237575,0.007685943273766821,3.120833333333333e-05,4.6301281182505254e-05,8.183282802411417e-05,1,3,288,160,256,1.0,0.0,277,0.0,3,0,0,0,2938.4484770230483
6,x,23,0.9,normal,na,val,1110000,1.875e-05,225,0.0,0.0,12,0.0,3.6750000000000006e-05,6.49519052838329e-05,0.0,0.0,,,,,1.875e-05,3.6750000000000006e-05,6.49519052838329e-05,1,3,320,192,320,1.0,0.0,225,0.0,0,0,0,0,2926.6099943169393
6,x,23,1.0,m1,na,val,1110000,0.0,0,0.0,,12,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,1,3,288,160,256,1.0,0.0,0,0.0,0,0,0,0,2882.82218807959
6,x,23,1.0,normal,na,val,1110000,3.341666666666667e-05,5,0.0,0.0,12,0.0,6.531868737353822e-05,0.00011544416858640395,0.0,0.0,0.0,0.0,0.0,0.0,3.341666666666667e-05,6.531868737353822e-05,0.00011544416858640395,1,3,320,192,320,1.0,0.0,5,0.0,0,0,0,0,2868.3668900690973
6,z,23,0.1,m1,na,val,1110000,0.0015120833333333332,622,0.0002808988764044944,0.0,12,0.0006741573033707865,0.0010842086698010292,0.0019162290837776029,0.000550561797752809,0.0009730622514431895,0.0,0.0,0.001206220463719242,0.002131872579888795,0.0015119583333333333,0.0010842516616415558,0.0019163050675042384,0,4,352,160,320,1.0,0.0,622,0.0,3,0,0,0,2454.0058899391443
6,z,23,0.1,normal,na,val,2110000,0.0027450769230769234,4699,0.010417998198848605,0.0,13,0.022572329430838645,0.0021908514464690355,0.004030217973045182,0.015356849824269509,0.028249953811736665,0.0,0.0,0.03188187554275187,0.05864884542211896,0.002733384615384615,0.002185684277160728,0.004020712619019618,0,4,384,192,384,1.0,0.0,4699,0.0,7,0,0,0,3489.5231484526307
