n,lstate,i,p_error,sim_type,comp_type,decoder_type,shots,prep_rate,count_accept,LER,LER_error,N_samples,LER_undecided,prep_rate_SEM,prep_rate_SD,LER_SEM,LER_SD,LER_error_SEM,LER_error_SD,LER_undecided_SEM,LER_undecided_SD,eff,eff_SEM,eff_SD,skip,s_l,CNOT,hadamard,meas,cost,cost_SEM,count_accept,count_logerror,count_undecided,count_detect_discard,total_meta_shots,detect_normal,decoding_normal
5,x,18,0.5,normal,na,val,190000,0.11862631578947368,22539,0.0005570608473583505,0.0001787857458056047,19,0.0007565502031054917,0.025193821891698342,0.056029246748712146,0.0003395427855469033,0.0007551187189832932,0.00024187389133006169,0.0005379101272391213,0.0004603974683368401,0.0010238908358889047,0.11855526315789473,0.025184913869271956,0.05600943594792469,0,3,160,128,160,1.0,0.0,22539,4.0,19,0,0,0,123.37349289201666
5,x,19,0.5,m1,na,val,190000,0.31967368421052633,60738,0.0007885977697811247,0.00015391964359305139,19,0.0012693562523761466,0.03388053589873502,0.07534787353856529,0.0008520907064157682,0.0018949884081614892,0.00020800137333040243,0.00046258008493107165,0.001309188711785857,0.002911541475866708,0.31952631578947366,0.03394686845476158,0.07549539236937475,1,2,112,80,96,1.0,0.0,60738,5.0,46,0,0,0,165.4201091400173
5,x,19,0.5,normal,na,val,190000,0.2894210526315789,54990,0.00021653285899986402,0.0,19,0.00043306571799972803,0.01898133855619886,0.04221313090796076,0.00012127740856622455,0.0002697122286095239,0.0,0.0,0.0002425548171324491,0.0005394244572190478,0.2893631578947369,0.01899108046832151,0.042234796219419675,1,2,128,96,128,1.0,0.0,54990,0.0,22,0,0,0,173.32269480699324
5,x,20,0.5,m1,na,val,190000,0.11867894736842106,22549,0.06092759009189073,0.00743678070509744,19,0.10698161877358657,0.032994200048954384,0.07337672639610046,0.03882384354707628,0.08634143399058122,0.008557943836736713,0.019032251198383716,0.06691493174330213,0.14881399249131425,0.11647894736842104,0.0324445642811972,0.07215437600456528,0,3,144,80,128,1.0,0.0,22549,33.0,770,0,0,0,115.0032522349502
5,x,20,0.5,normal,na,val,190000,0.08375263157894737,15913,0.06621880953292344,0.00883175899857756,19,0.11477410106869176,0.025281002683089082,0.05622313055457446,0.04294634030422772,0.09550957009236555,0.01100801449401184,0.024481032014504404,0.07616956620320656,0.16939563349648393,0.08187105263157894,0.024860217045723474,0.05528733357999791,0,3,160,96,160,1.0,0.0,15913,29.0,657,0,0,0,128.56982220902864
5,x,21,0.5,m1,na,val,190000,0.5241210526315789,99583,0.00032179372947792746,2.8498584075790792e-05,19,0.0005865902908042732,0.026818863522899233,0.05964322238618724,0.00013640743132605876,0.00030336031035625233,4.1460792766198946e-05,9.220581927905276e-05,0.00022608356754387469,0.000502793583530052,0.5239552631578948,0.026814580125454155,0.059633696418535144,2,1,80,48,64,1.0,0.0,99583,3.0,57,0,0,0,207.51866342198628
5,x,21,0.5,normal,na,val,190000,0.4157578947368421,78994,0.006396144834554383,0.0017304602873647195,19,0.009331369094379328,0.06392614445082062,0.1421671446486278,0.008117255746154121,0.018052192600184015,0.00230616213028603,0.005128738608845555,0.011717162627519625,0.026058126427749777,0.4153421052631579,0.06422825119742359,0.142839008311181,2,1,96,64,96,1.0,0.0,78994,17.0,124,0,0,0,220.43532258702908
5,x,22,0.5,m1,na,val,190000,0.09564736842105263,18173,0.13070563314527017,0.022567514152672778,19,0.2162762379851948,0.030779841221890897,0.06845215172676015,0.0795890540574498,0.1770003283920508,0.034578450307502215,0.07689998495645158,0.1460653823202632,0.32483889830798973,0.0931,0.03012860506957792,0.06700384939190683,0,3,144,80,128,1.0,0.0,18173,41.0,886,0,0,0,123.74611007301428
5,x,22,0.5,normal,na,val,190000,0.0691,13129,0.08793574601884319,0.004071874446856357,19,0.16772774314397365,0.025547202067421865,0.05681513882760474,0.04324483786364903,0.09617340718237116,0.005667677670406418,0.01260450724993041,0.08058872713751623,0.1792235293780649,0.06725263157894737,0.024947279347411734,0.05548095387328933,0,3,160,96,160,1.0,0.0,13129,24.0,654,0,0,0,92.05886102098157
5,x,23,0.5,m1,na,val,190000,0.29189473684210526,55460,0.04331360906152946,0.006969067756860309,19,0.0726890826093383,0.03723875265442732,0.0828163059204876,0.023765097574836323,0.052851866689844436,0.007976004973532822,0.017738061047350703,0.03166749809745578,0.07042623673549811,0.28283157894736843,0.03632028502589093,0.0807737000145164,1,2,112,48,96,1.0,0.0,55460,160.0,3124,0,0,0,187.936140987018
