n,lstate,i,meas_type,p_error,sim_type,total_meta_shots,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal
5,x,2,"['x', 'x', 'x', 'x', 'x']",0.01,normal,0,1000000,30573,0,0,0,0.030573,0.0,0,883.5463866729988
5,x,2,"['x', 'x', 'x', 'x', 'x']",0.01,m1,0,1000000,46036,0,0,0,0.046036,0.0,0,1008.2167389880051
5,x,3,"['z', 'x', 'x', 'x', 'x']",0.01,normal,0,1000000,64115,0,0,0,0.064115,0.0,0,1211.1265978269803
5,x,3,"['z', 'x', 'x', 'x', 'x']",0.01,m1,0,1000000,95854,0,0,0,0.095854,0.0,0,1325.1890799429966
5,x,5,"['z', 'z', 'x', 'x', 'x']",0.01,normal,0,1000000,133620,0,0,0,0.13362,0.0,0,1415.7054444060195
5,x,5,"['z', 'z', 'x', 'x', 'x']",0.01,m1,0,1000000,200003,0,0,0,0.200003,0.0,0,1423.3936268179968
5,x,9,"['z', 'z', 'z', 'x', 'x']",0.01,normal,0,1000000,299424,0,0,0,0.299424,0.0,0,1504.5218233490014
5,x,9,"['z', 'z', 'z', 'x', 'x']",0.01,m1,0,1000000,426545,0,0,0,0.426545,0.0,0,1381.5594761369866
5,x,17,"['z', 'z', 'z', 'z', 'x']",0.01,normal,0,1000000,1000000,4,8,0,1.0,4.000000000004e-06,0,1032.3638604950102
5,x,17,"['z', 'z', 'z', 'z', 'x']",0.01,m1,0,1000000,1000000,0,0,0,1.0,0.0,0,559.0493608519901
