n,lstate,i,p_error,sim_type,decoder_type,shots,prep_rate,count_accept,LER,LER_error,N_samples,LER_undecided,prep_rate_SEM,prep_rate_SD,LER_SEM,LER_SD,LER_error_SEM,LER_error_SD,LER_undecided_SEM,LER_undecided_SD,eff,eff_SEM,eff_SD,skip,s_l,CNOT,hadamard,meas,cost,cost_SEM,count_accept,count_logerror,count_undecided,count_detect_discard,total_meta_shots,detect_normal,decoding_normal
3,x,2,0.0,normal,anqi,1000,1.0,1000,0.0,0.0,1,0.0,0.0,,0.0,,0.0,,0.0,,1.0,0.0,,0,1,24,24,24,1.0,0.0,1000,0.0,0,0,0,0,0.0261051468551158
3,x,2,0.0,normal,val,1000,1.0,1000,0.0,0.0,1,0.0,0.0,,0.0,,0.0,,0.0,,1.0,0.0,,0,1,24,24,24,1.0,0.0,1000,0.0,0,0,0,0,0.058753851801157
3,x,3,0.0,normal,anqi,1000,1.0,1000,0.0,0.0,1,0.0,0.0,,0.0,,0.0,,0.0,,1.0,0.0,,1,0,16,16,16,1.0,0.0,1000,0.0,0,0,0,0,0.0616226741112768
3,x,3,0.0,normal,val,1000,1.0,1000,0.0,0.0,1,0.0,0.0,,0.0,,0.0,,0.0,,1.0,0.0,,1,0,16,16,16,1.0,0.0,1000,0.0,0,0,0,0,0.071539863012731
3,x,4,0.0,m1,anqi,1000,1.0,1000,0.0,0.0,1,0.0,0.0,,0.0,,0.0,,0.0,,1.0,0.0,,0,1,20,12,16,1.0,0.0,1000,0.0,0,0,0,0,0.0254588131792843
3,x,4,0.0,m1,val,1000,1.0,1000,0.0,0.0,1,0.0,0.0,,0.0,,0.0,,0.0,,1.0,0.0,,0,1,20,12,16,1.0,0.0,1000,0.0,0,0,0,0,0.0272974539548158
3,x,4,0.0,normal,anqi,1000,1.0,1000,0.0,0.0,1,0.0,0.0,,0.0,,0.0,,0.0,,1.0,0.0,,0,1,24,16,24,1.0,0.0,1000,0.0,0,0,0,0,0.0875367999542504
3,x,4,0.0,normal,val,1000,1.0,1000,0.0,0.0,1,0.0,0.0,,0.0,,0.0,,0.0,,1.0,0.0,,0,1,24,16,24,1.0,0.0,1000,0.0,0,0,0,0,0.0952597470022738
3,x,4,0.0001,m1,anqi,2030000,0.99566,2021665,2.0080180159376392e-07,2.0080180159376392e-07,5,0.0,0.0003205358136620531,0.0003656836064140595,3.9357153112377723e-07,4.490064783680817e-07,3.9357153112377723e-07,4.490064783680817e-07,0.0,0.0,0.9956598,0.0003203280474513442,0.000365446576122951,0,1,20,12,16,1.0,0.0,2021665,1.0,0,0,0,0,1.274305985076353
3,x,4,0.0001,m1,val,2030000,0.99566,2021665,0.000890886087754955,4.0160360318752784e-07,5,0.001780968968303535,0.0003205358136620531,0.0003656836064140595,0.0001406213605894441,0.00016042802110536068,7.871430622475545e-07,8.980129567361634e-07,0.00028126270650425804,0.0003208788424893333,0.994773,0.0003996231642435227,0.0004559104901184082,0,1,20,12,16,1.0,0.0,2021665,2.0,3619,0,0,0,0.6599290450103578
3,x,4,0.0001,normal,anqi,2030000,0.9945578000000002,2018629,0.001017241419230739,0.001017241419230739,5,0.0,0.0006984699736309292,0.0007968501741230833,0.00019588203258718608,0.00022347221450804954,0.00019588203258718608,0.00022347221450804954,0.0,0.0,0.9935459999999999,0.0005866378555804074,0.0006692663894145386,0,1,24,16,24,1.0,0.0,2018629,1792.0,0,0,0,0,3.4900493260938674
3,x,4,0.0001,normal,val,2030000,0.9945578000000002,2018629,0.0010031065777132539,4.022736506736072e-07,5,0.0020054086081251607,0.0006984699736309292,0.0007968501741230833,0.00010970797626811905,0.00012516045541298364,7.884563553202701e-07,8.995112284631897e-07,0.00022023068230286576,0.00025125039610222845,0.9935601000000001,0.0006312333898139371,0.0007201432496385647,0,1,24,16,24,1.0,0.0,2018629,2.0,3637,0,0,0,3.9046673222910613
3,x,4,0.00025,m1,anqi,2020000,0.9895992499999999,1998890,2.0211858456528994e-06,2.0211858456528994e-06,4,0.0,0.00022970967959583998,0.00023439763224065305,2.4260523899572408e-06,2.475563663221674e-06,2.4260523899572408e-06,2.475563663221674e-06,0.0,0.0,0.98959725,0.00023062487369465137,0.00023533150377005242,0,1,20,12,16,1.0,0.0,1998890,8.0,0,0,0,0,1.055916716111824
3,x,4,0.00025,m1,val,2030000,0.9896794,2008790,0.0024513103238942477,1.6169486765223196e-06,5,0.004899386750435451,0.00023735721386976662,0.0002707892169197725,0.00018475699613013671,0.0002107802054416588,2.039408026117957e-06,2.326660704213479e-06,0.00037189649283476955,0.0004242784890675042,0.9872534,0.00033313404523706324,0.0003800563116171242,0,1,20,12,16,1.0,0.0,2008790,8.0,9295,0,0,0,1.5547730007674543
