n,lstate,i,meas_type,p_error,sim_type,total_meta_shots,comp_type,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal
5,z,31,"['x', 'z', 'z', 'z', 'z']",1,m1,0,na,1000000,31888,0,0,0,0.031888,0.0,0,259.9387115210993
5,z,30,"['z', 'x', 'z', 'z', 'z']",1,normal,0,na,1000000,116370,0,0,0,0.11637,0.0,0,481.22499294008594
5,z,16,"['z', 'z', 'z', 'z', 'x']",1,m1,0,na,1000000,1000000,0,0,0,1.0,0.0,0,543.2997236460214
5,z,31,"['x', 'z', 'z', 'z', 'z']",1,normal,0,na,1000000,35604,0,0,0,0.035604,0.0,0,609.030196976033
5,z,24,"['z', 'z', 'z', 'x', 'z']",1,m1,0,na,1000000,674592,0,0,0,0.674592,0.0,0,627.5868265409954
5,z,30,"['z', 'x', 'z', 'z', 'z']",1,m1,0,na,1000000,113597,0,0,0,0.113597,0.0,0,751.8644698349526
5,z,28,"['z', 'z', 'x', 'z', 'z']",1,normal,0,na,1000000,379927,0,0,0,0.379927,0.0,0,758.6804718979402
5,z,24,"['z', 'z', 'z', 'x', 'z']",1,normal,0,na,1000000,511088,0,0,0,0.511088,0.0,0,784.9867284219945
5,z,28,"['z', 'z', 'x', 'z', 'z']",1,m1,0,na,1000000,329604,0,0,0,0.329604,0.0,0,821.5843305089511
5,z,16,"['z', 'z', 'z', 'z', 'x']",1,normal,0,na,1000000,1000000,0,0,0,1.0,0.0,0,950.182004553033
