n,lstate,i,p_error,sim_type,shots,prep_rate,prep_rate_SEM,prep_rate_SD,LER,N_samples,LER_SEM,LER_SD,eff,eff_SEM,eff_SD,skip,s_l,CNOT,hadamard,meas,count_accept,count_logerror,count_undecided,count_detect_discard,total_meta_shots,detect_normal,decoding_normal
4,x,7,0.005,normal,5000000,0.5824638,0.0,,0.004011236406451354,1,0.0,,0.5801274,0.0,,1,1,48,32,48,2912319,762.0,21840,0,0,1380.9030737690628,212.91783499205485
4,x,7,0.01,m1,7900000,0.46039962025316455,0.000351780400188789,0.001595251320958693,0.02086555315680565,79,0.00010383712951008828,0.00047087989531716454,0.450793164556962,0.00035012574356409654,0.0015877477955637104,0,2,56,-8,48,3637157,5094.0,141594,0,0,0.0,3103.514417782906
4,x,7,0.01,m1,7900000,0.46039962025316455,0.000351780400188789,0.001595251320958693,0.02086555315680565,79,0.00010383712951008828,0.00047087989531716454,0.450793164556962,0.00035012574356409654,0.0015877477955637104,0,2,56,-6,48,3637157,5094.0,141594,0,0,0.0,3103.514417782906
4,x,7,0.01,m1,5000000,0.4608102,0.0,,0.009603520060970873,1,0.0,,0.4563848,0.0,,1,1,40,24,32,2304051,1495.0,41264,0,0,295.5866680890322,24.25168635509908
4,x,7,0.01,normal,8100000,0.36019296296296294,0.0003946875180997727,0.001812340644335691,0.029289875930781605,81,0.00016801217090887276,0.0007714844582550279,0.3496429012345679,0.00038549572814622774,0.001770133445569413,0,2,64,0,64,2917563,10579.0,149753,0,0,0.0,4269.142992238878
4,x,7,0.01,normal,8100000,0.36019296296296294,0.0003946875180997727,0.001812340644335691,0.029289875930781605,81,0.00016801217090887276,0.0007714844582550279,0.3496429012345679,0.00038549572814622774,0.001770133445569413,0,2,64,2,64,2917563,10579.0,149753,0,0,0.0,4269.142992238878
4,x,7,0.01,normal,5000000,0.360293,0.0,,0.017647858826011054,1,0.0,,0.3539346,0.0,,1,1,48,32,48,1801465,3909.0,55766,0,0,588.3423881330527,73.40725523792207
4,x,8,0.0,m2,200,1.0,0.0,0.0,0.0,2,0.0,0.0,1.0,0.0,0.0,0,2,56,24,48,200,0.0,0,0,0,0.0,0.0541114619991276
4,x,8,0.0001,m1,7900000,0.9886260759493671,8.498256084711482e-05,0.00038537832800536134,0.001813925557855502,79,1.8986967382549355e-05,8.610196810782059e-05,0.9868327848101266,8.852432919900976e-05,0.0004014395145832887,0,2,56,-8,48,7810146,14.0,28306,0,0,0.0,4424.507510993062
4,x,8,0.0001,m1,7900000,0.9886260759493671,8.498256084711482e-05,0.00038537832800536134,0.001813925557855502,79,1.8986967382549355e-05,8.610196810782059e-05,0.9868327848101266,8.852432919900976e-05,0.0004014395145832887,0,2,56,-6,48,7810146,14.0,28306,0,0,0.0,4424.507510993062
4,x,8,0.0001,m1,5000000,0.9886474,0.0,,0.0010122921478375405,1,0.0,,0.9876466,0.0,,0,2,56,24,48,4943237,10.0,9988,0,0,294.9415054009296,87.0026616700925
4,x,8,0.0001,normal,7900000,0.9856067088607595,8.669319995317968e-05,0.00039313572236891617,0.001800856464196476,79,2.0908832085572526e-05,9.4817226844681e-05,0.9838317721518988,8.868568307256255e-05,0.0004021712210109031,0,2,64,0,64,7786293,22.0,28000,0,0,0.0,3982.6855248040665
4,x,8,0.0001,normal,7900000,0.9856067088607595,8.669319995317968e-05,0.00039313572236891617,0.001800856464196476,79,2.0908832085572526e-05,9.4817226844681e-05,0.9838317721518988,8.868568307256255e-05,0.0004021712210109031,0,2,64,2,64,7786293,22.0,28000,0,0,0.0,3982.6855248040665
4,x,8,0.0001,normal,5000000,0.9857404,0.0,,0.001028668399915434,1,0.0,,0.9847264,0.0,,0,2,64,32,64,4928702,21.0,10098,0,0,587.4139465838671,918.1702788309194
4,x,8,0.0005,m1,7900000,0.9445745569620254,0.00016091435937594611,0.0007297133217710197,0.009120231141700002,79,4.782936828515285e-05,0.0002168962878448096,0.9359598101265824,0.00016332236972394895,0.0007406331504097733,0,2,56,-8,48,7462139,287.0,135539,0,0,0.0,3909.595646263173
4,x,8,0.0005,m1,7900000,0.9445745569620254,0.00016091435937594611,0.0007297133217710197,0.009120231141700002,79,4.782936828515285e-05,0.0002168962878448096,0.9359598101265824,0.00016332236972394895,0.0007406331504097733,0,2,56,-6,48,7462139,287.0,135539,0,0,0.0,3909.595646263173
4,x,8,0.0005,m1,5000000,0.9446134,0.0,,0.005203610281200754,1,0.0,,0.939698,0.0,,0,2,56,24,48,4723067,125.0,48904,0,0,158.35299576586112,32.55602419329807
4,x,8,0.0005,normal,7900000,0.9305062025316456,0.00018593532247459133,0.0008431782118369574,0.009236383209736415,79,4.96053425089584e-05,0.00022494996344752638,0.9219117088607595,0.00019421435450181588,0.0008807219089008116,0,2,64,0,64,7350999,749.0,134295,0,0,0.0,4692.860244221942
4,x,8,0.0005,normal,7900000,0.9305062025316456,0.00018593532247459133,0.0008431782118369574,0.009236383209736415,79,4.96053425089584e-05,0.00022494996344752638,0.9219117088607595,0.00019421435450181588,0.0008807219089008116,0,2,64,2,64,7350999,749.0,134295,0,0,0.0,4692.860244221942
4,x,8,0.0005,normal,5000000,0.9305294,0.0,,0.005304614770903531,1,0.0,,0.9255933,0.0,,0,2,64,32,64,4652647,478.0,48405,0,0,1331.12947901804,285.26588732469827
4,x,8,0.001,m1,7900000,0.8927783544303797,0.00023767499631564365,0.001077806926218473,0.01841154476773609,79,7.196835811604965e-05,0.0003263616116481844,0.8763409493670886,0.000246165471625033,0.0011163094748129986,0,2,56,-8,48,7052949,1037.0,257637,0,0,0.0,4276.948677355016
4,x,8,0.001,m1,7900000,0.8927783544303797,0.00023767499631564365,0.001077806926218473,0.01841154476773609,79,7.196835811604965e-05,0.0003263616116481844,0.8763409493670886,0.000246165471625033,0.0011163094748129986,0,2,56,-6,48,7052949,1037.0,257637,0,0,0.0,4276.948677355016
4,x,8,0.001,m1,5000000,0.8928312,0.0,,0.010533682066666128,1,0.0,,0.8834264,0.0,,0,2,56,24,48,4464156,484.0,93080,0,0,194.8895211839117,24.022640517912805
4,x,8,0.001,normal,8000000,0.86676275,0.00022433549829709162,0.001023733518282827,0.018830132562445,80,7.338534077591071e-05,0.00033488696025902757,0.8504415625,0.00024143468235313624,0.001101764003811595,0,2,64,0,64,6934102,2857.0,255425,0,0,0.0,4554.376329898994
4,x,8,0.001,normal,8000000,0.86676275,0.00022433549829709162,0.001023733518282827,0.018830132562445,80,7.338534077591071e-05,0.00033488696025902757,0.8504415625,0.00024143468235313624,0.001101764003811595,0,2,64,2,64,6934102,2857.0,255425,0,0,0.0,4554.376329898994
4,x,8,0.001,normal,5000000,0.86699,0.0,,0.01110243486084038,1,0.0,,0.8573643,0.0,,0,2,64,32,64,4334950,1686.0,92885,0,0,571.4189947107807,173.67804570728913
4,x,8,0.005,m1,7900000,0.5805911392405063,0.00035525199124803163,0.001610994268036225,0.09509874244689286,79,0.00018862174084386538,0.0008553605632412204,0.5253774683544304,0.0003252440259723734,0.0014749143550576,0,2,56,-8,48,4586670,14944.0,842488,0,0,0.0,4135.950591162982
4,x,8,0.005,m1,7900000,0.5805911392405063,0.00035525199124803163,0.001610994268036225,0.09509874244689286,79,0.00018862174084386538,0.0008553605632412204,0.5253774683544304,0.0003252440259723734,0.0014749143550576,0,2,56,-6,48,4586670,14944.0,842488,0,0,0.0,4135.950591162982
4,x,8,0.005,m1,5000000,0.5808562,0.0,,0.06135425601035162,1,0.0,,0.5452182,0.0,,0,2,56,24,48,2904281,8034.0,340312,0,0,780.2364793499,-229.45228544948623
4,x,8,0.005,normal,8000000,0.5116620000000001,0.0003887529238051969,0.0017740366613881971,0.10546187068854092,80,0.00022514900026954495,0.0010274458564669816,0.45770150000000004,0.0003858824833310933,0.0017609376817443964,0,2,64,0,64,4093296,35991.0,791386,0,0,0.0,4175.0331293209165
4,x,8,0.005,normal,8000000,0.5116620000000001,0.0003887529238051969,0.0017740366613881971,0.10546187068854092,80,0.00022514900026954495,0.0010274458564669816,0.45770150000000004,0.0003858824833310933,0.0017609376817443964,0,2,64,2,64,4093296,35991.0,791386,0,0,0.0,4175.0331293209165
4,x,8,0.005,normal,5000000,0.511935,0.0,,0.07264242530790042,1,0.0,,0.4747468,0.0,,0,2,64,32,64,2559675,22243.0,327396,0,0,695.6399038909003,26.331296085380018
4,x,8,0.01,m1,7900000,0.3569512658227848,0.0003442678112864263,0.0015611832848660566,0.190486096403219,79,0.0002984399856505012,0.0013533635787563924,0.2889571518987342,0.0003049117375377365,0.001382711634365768,0,2,56,-8,48,2819915,29623.0,1015061,0,0,0.0,2898.751033588109
4,x,8,0.01,m1,7900000,0.3569512658227848,0.0003442678112864263,0.0015611832848660566,0.190486096403219,79,0.0002984399856505012,0.0013533635787563924,0.2889571518987342,0.0003049117375377365,0.001382711634365768,0,2,56,-6,48,2819915,29623.0,1015061,0,0,0.0,2898.751033588109
4,x,8,0.01,m1,5000000,0.3572868,0.0,,0.13637783427767272,1,0.0,,0.3085608,0.0,,0,2,56,24,48,1786434,17308.0,452644,0,0,408.2955202623271,76.12778947455809
4,x,8,0.01,normal,8100000,0.2901691358024691,0.00032192281294573556,0.0014782169982202142,0.2192919043220713,81,0.0003605983972230078,0.001655808966840342,0.22653716049382713,0.00026284951954176145,0.0012069620795284964,0,2,64,0,64,2350370,62034.0,906770,0,0,0.0,3346.653145957971
4,x,8,0.01,normal,8100000,0.2901691358024691,0.00032192281294573556,0.0014782169982202142,0.2192919043220713,81,0.0003605983972230078,0.001655808966840342,0.22653716049382713,0.00026284951954176145,0.0012069620795284964,0,2,64,2,64,2350370,62034.0,906770,0,0,0.0,3346.653145957971
4,x,8,0.01,normal,5000000,0.2902578,0.0,,0.17006123521917413,1,0.0,,0.2408962,0.0,,0,2,64,32,64,1451289,40956.0,411704,0,0,485.5853312248364,594.3963593859226
4,x,9,0.0,m2,100,1.0,0.0,,0.0,1,0.0,,1.0,0.0,,3,-1,8,8,0,100,0.0,0,0,0,0.0,0.0253136379997158
4,x,9,0.0001,m1,7900000,1.0,0.0,0.0,0.0,79,0.0,0.0,1.0,0.0,0.0,0,2,56,-8,48,7900000,0.0,0,0,0,0.0,28.749849897940294
4,x,9,0.0001,m1,7900000,1.0,0.0,0.0,0.0,79,0.0,0.0,1.0,0.0,0.0,0,2,56,-6,48,7900000,0.0,0,0,0,0.0,28.749849897940294
4,x,9,0.0001,m1,105000000,1.0,0.0,0.0,0.0,11,0.0,0.0,1.0,0.0,0.0,3,-1,8,8,0,105000000,0.0,0,0,0,0.7444181870669127,4.772502368781716
4,x,9,0.0001,normal,7900000,1.0,0.0,0.0,0.0,79,0.0,0.0,1.0,0.0,0.0,0,2,64,0,64,7900000,0.0,0,0,0,0.0,2459.566781651054
4,x,9,0.0001,normal,7900000,1.0,0.0,0.0,0.0,79,0.0,0.0,1.0,0.0,0.0,0,2,64,2,64,7900000,0.0,0,0,0,0.0,2459.566781651054
4,x,9,0.0001,normal,105000000,1.0,0.0,0.0,0.0,11,0.0,0.0,1.0,0.0,0.0,3,-1,16,16,16,105000000,0.0,0,0,0,26.699848641175777,265.9697761158459
4,x,9,0.0005,m1,7900000,1.0,0.0,0.0,0.0,79,0.0,0.0,1.0,0.0,0.0,0,2,56,-8,48,7900000,0.0,0,0,0,0.0,62.01805851011886
4,x,9,0.0005,m1,7900000,1.0,0.0,0.0,0.0,79,0.0,0.0,1.0,0.0,0.0,0,2,56,-6,48,7900000,0.0,0,0,0,0.0,62.01805851011886
4,x,9,0.0005,m1,105000000,1.0,0.0,0.0,0.0,11,0.0,0.0,1.0,0.0,0.0,3,-1,8,8,0,105000000,0.0,0,0,0,0.3504417622461915,8.302093902602792
4,x,9,0.0005,normal,7900000,1.0,0.0,0.0,0.0,79,0.0,0.0,1.0,0.0,0.0,0,2,64,0,64,7900000,0.0,0,0,0,0.0,2722.8816227470234
4,x,9,0.0005,normal,7900000,1.0,0.0,0.0,0.0,79,0.0,0.0,1.0,0.0,0.0,0,2,64,2,64,7900000,0.0,0,0,0,0.0,2722.8816227470234
4,x,9,0.0005,normal,105000000,1.0,0.0,0.0,9.09090909090909e-09,11,1.1952799734271602e-08,2.0225995873897263e-08,0.999999990909091,1.1952799746804306e-08,2.0225995895104546e-08,3,-1,16,16,16,105000000,0.0,2,0,0,50.994012497831136,547.3296238756739
4,x,9,0.001,m1,7900000,1.0,0.0,0.0,0.0,79,0.0,0.0,1.0,0.0,0.0,0,2,56,-8,48,7900000,0.0,0,0,0,0.0,84.06100148802216
4,x,9,0.001,m1,7900000,1.0,0.0,0.0,0.0,79,0.0,0.0,1.0,0.0,0.0,0,2,56,-6,48,7900000,0.0,0,0,0,0.0,84.06100148802216
4,x,9,0.001,m1,6425000000,1.0,0.0,0.0,3.009331259720062e-08,643,2.9421846914351123e-09,3.806443138308249e-08,0.9999999699066874,2.9421846913664704e-09,3.806443138219444e-08,3,-1,8,8,0,6425000000,1.0,385,0,0,0.462824213784188,2563.319616376416
4,x,9,0.001,normal,8000000,1.0,0.0,0.0,6.250000000000001e-08,80,1.2250000000000002e-07,5.590169943749475e-07,0.9999999374999999,1.2249999999979448e-07,5.590169943740096e-07,0,2,64,0,64,8000000,0.0,1,0,0,0.0,2733.009817816026
4,x,9,0.001,normal,8000000,1.0,0.0,0.0,6.250000000000001e-08,80,1.2250000000000002e-07,5.590169943749475e-07,0.9999999374999999,1.2249999999979448e-07,5.590169943740096e-07,0,2,64,2,64,8000000,0.0,1,0,0,0.0,2733.009817816026
4,x,9,0.001,normal,6375000000,1.0,0.0,0.0,1.427899686520376e-07,638,6.424796113452145e-09,8.279681259269112e-08,0.9999998572100314,6.42479611434699e-09,8.279681260422307e-08,3,-1,16,16,16,6375000000,15.0,1791,0,0,76.02592352312058,141443.24809231408
4,x,9,0.005,m1,7900000,1.0,0.0,0.0,1.7721518987341772e-05,79,2.124519447411018e-06,9.634256067325006e-06,0.9999822784810126,2.124519447413143e-06,9.634256067334642e-06,0,2,56,-8,48,7900000,6.0,268,0,0,0.0,210.83255533489864
4,x,9,0.005,m1,7900000,1.0,0.0,0.0,1.7721518987341772e-05,79,2.124519447411018e-06,9.634256067325006e-06,0.9999822784810126,2.124519447413143e-06,9.634256067334642e-06,0,2,56,-6,48,7900000,6.0,268,0,0,0.0,210.83255533489864
4,x,9,0.005,m1,35000000,1.0,0.0,0.0,3.125e-06,4,4.243524478543749e-07,4.330127018922193e-07,0.999996875,4.2435244779852596e-07,4.330127018352306e-07,3,-1,8,8,0,35000000,4.0,212,0,0,3.166123070754111,6.7756904643028975
4,x,9,0.005,normal,8000000,1.0,0.0,0.0,7.593750000000001e-05,80,4.040243904390182e-06,1.843726533856247e-05,0.9999240625000001,4.040243904389433e-06,1.8437265338559047e-05,0,2,64,0,64,8000000,41.0,1133,0,0,0.0,4053.3600706090365
4,x,9,0.005,normal,8000000,1.0,0.0,0.0,7.593750000000001e-05,80,4.040243904390182e-06,1.843726533856247e-05,0.9999240625000001,4.040243904389433e-06,1.8437265338559047e-05,0,2,64,2,64,8000000,41.0,1133,0,0,0.0,4053.3600706090365
4,x,9,0.005,normal,35000000,1.0,0.0,0.0,2.57375e-05,4,8.66783085129532e-07,8.844725358464613e-07,0.9999742625,8.667830851599653e-07,8.844725358775156e-07,3,-1,16,16,16,35000000,41.0,1728,0,0,180.647294015158,438.27654261374846
4,x,9,0.01,m1,7900000,1.0,0.0,0.0,0.0002448101265822785,79,7.89863133364584e-06,3.581865863476783e-05,0.9997551898734177,7.898631333638464e-06,3.581865863473438e-05,0,2,56,-8,48,7900000,161.0,3546,0,0,0.0,349.7933653710206
4,x,9,0.01,m1,7900000,1.0,0.0,0.0,0.0002448101265822785,79,7.89863133364584e-06,3.581865863476783e-05,0.9997551898734177,7.898631333638464e-06,3.581865863473438e-05,0,2,56,-6,48,7900000,161.0,3546,0,0,0.0,349.7933653710206
4,x,9,0.01,m1,483000000,1.0,0.0,0.0,0.0002390698481561822,461,1.7549188670957658e-06,1.9224339808270387e-05,0.9997609301518439,1.7549188670948394e-06,1.922433980826024e-05,3,-1,8,8,0,483000000,9246.0,203950,0,0,4.986749824136496,1879.7414575079456
4,x,9,0.01,m2,458000000,1.0,0.0,0.0,0.00024033515283842797,458,1.0257516014234198e-06,1.1200021885655917e-05,0.9997596648471616,1.0257516014230342e-06,1.1200021885651705e-05,3,-1,8,8,0,458000000,9187.0,201773,0,0,0.0,1168.7800557711162
4,x,9,0.01,normal,8100000,1.0,0.0,0.0,0.0009404320987654322,81,1.326724932258813e-05,6.092104280780264e-05,0.9990595679012345,1.3267249322587483e-05,6.092104280779967e-05,0,2,64,0,64,8100000,914.0,13407,0,0,0.0,3974.7263944998995
4,x,9,0.01,normal,8100000,1.0,0.0,0.0,0.0009404320987654322,81,1.326724932258813e-05,6.092104280780264e-05,0.9990595679012345,1.3267249322587483e-05,6.092104280779967e-05,0,2,64,2,64,8100000,914.0,13407,0,0,0.0,3974.7263944998995
4,x,9,0.01,normal,483000000,1.0,0.0,0.0,0.0007957544468546638,461,3.9503236194860185e-06,4.327400259780309e-05,0.9992042455531454,3.9503236194882666e-06,4.3274002597827714e-05,3,-1,16,16,16,483000000,43071.0,662283,0,0,266.66611262317747,46655.3111331258
4,x,10,0.0,m2,100,1.0,0.0,,0.0,1,0.0,,1.0,0.0,,0,2,56,40,48,100,0.0,0,0,0,0.0,0.026652725000531
4,x,10,0.0001,m1,7900000,0.9877622784810126,8.939473939573731e-05,0.0004053866447115175,1.2813678999525365e-06,79,4.88420252902974e-07,2.214884778140858e-06,0.9877610126582278,8.932193354763101e-05,0.00040505648525606525,0,2,56,-8,48,7803322,0.0,20,0,0,0.0,4007.3597182390076
4,x,10,0.0001,m1,7900000,0.9877622784810126,8.939473939573731e-05,0.0004053866447115175,1.2813678999525365e-06,79,4.88420252902974e-07,2.214884778140858e-06,0.9877610126582278,8.932193354763101e-05,0.00040505648525606525,0,2,56,-6,48,7803322,0.0,20,0,0,0.0,4007.3597182390076
4,x,10,0.0001,m1,5000000,0.9877962,0.0,,2.0247091454694804e-07,1,0.0,,0.987796,0.0,,0,2,56,40,48,4938981,0.0,2,0,0,735.0761388642713,-330.7224457380362
4,x,10,0.0001,normal,7900000,0.984803670886076,8.858293205616565e-05,0.0004017052664138049,2.0566510932691236e-06,79,9.057594305842393e-07,4.1074315889539705e-06,0.9848016455696202,8.863165803736888e-05,0.0004019262286556972,0,2,64,0,64,7779949,0.0,32,0,0,0.0,4663.9361183508445
4,x,10,0.0001,normal,7900000,0.984803670886076,8.858293205616565e-05,0.0004017052664138049,2.0566510932691236e-06,79,9.057594305842393e-07,4.1074315889539705e-06,0.9848016455696202,8.863165803736888e-05,0.0004019262286556972,0,2,64,2,64,7779949,0.0,32,0,0,0.0,4663.9361183508445
4,x,10,0.0001,normal,5000000,0.984924,0.0,,4.06122705914365e-07,1,0.0,,0.9849236,0.0,,0,2,64,48,64,4924620,0.0,4,0,0,1060.7926572342403,-287.07648841803893
4,x,10,0.0005,m1,7900000,0.9407067088607596,0.00018150608683505733,0.0008230925447531404,3.619657564896485e-05,79,3.135486080214977e-06,1.4218780547825254e-05,0.9406726582278482,0.00018145395217375476,0.0008228561248523556,0,2,56,-8,48,7431583,1.0,536,0,0,0.0,3455.628681014132
4,x,10,0.0005,m1,7900000,0.9407067088607596,0.00018150608683505733,0.0008230925447531404,3.619657564896485e-05,79,3.135486080214977e-06,1.4218780547825254e-05,0.9406726582278482,0.00018145395217375476,0.0008228561248523556,0,2,56,-6,48,7431583,1.0,536,0,0,0.0,3455.628681014132
4,x,10,0.0005,m1,5000000,0.9408956,0.0,,1.4241750094271883e-05,1,0.0,,0.9408822,0.0,,0,2,56,40,48,4704478,0.0,134,0,0,449.45237453700975,23.3928599068895
4,x,10,0.0005,normal,7900000,0.9265807594936708,0.0001852249712659784,0.0008399569160988313,3.387684385458538e-05,79,2.8246306046500458e-06,1.2809115291443517e-05,0.9265493670886076,0.0001845530521569111,0.0008369099019793928,0,2,64,0,64,7319988,0.0,496,0,0,0.0,4102.240161122085
4,x,10,0.0005,normal,7900000,0.9265807594936708,0.0001852249712659784,0.0008399569160988313,3.387684385458538e-05,79,2.8246306046500458e-06,1.2809115291443517e-05,0.9265493670886076,0.0001845530521569111,0.0008369099019793928,0,2,64,2,64,7319988,0.0,496,0,0,0.0,4102.240161122085
4,x,10,0.0005,normal,5000000,0.9266106,0.0,,1.2518743040496191e-05,1,0.0,,0.926599,0.0,,0,2,64,48,64,4633053,1.0,114,0,0,573.5718363141641,191.0717850998044
4,x,10,0.001,m1,7900000,0.8852384810126582,0.00023946912276811527,0.0010859429184219508,0.00014156048278084137,79,7.340054474095585e-06,3.328562816298403e-05,0.8851131645569621,0.0002392186633326078,0.0010848071367094807,0,2,56,-8,48,6993384,1.0,1978,0,0,0.0,3487.3507782458473
4,x,10,0.001,m1,7900000,0.8852384810126582,0.00023946912276811527,0.0010859429184219508,0.00014156048278084137,79,7.340054474095585e-06,3.328562816298403e-05,0.8851131645569621,0.0002392186633326078,0.0010848071367094807,0,2,56,-6,48,6993384,1.0,1978,0,0,0.0,3487.3507782458473
4,x,10,0.001,m1,5000000,0.8853524,0.0,,5.003657300753914e-05,1,0.0,,0.8853081,0.0,,0,2,56,40,48,4426762,0.0,443,0,0,405.0245976317674,66.16758444858715
4,x,10,0.001,normal,8000000,0.8591855,0.0002570364320234388,0.0011729610912212512,0.00014061221249460817,80,6.616060784565187e-06,3.019175848481296e-05,0.8590646875000001,0.00025697799886971587,0.0011726944371317322,0,2,64,0,64,6873484,7.0,1919,0,0,0.0,3756.541196547216
4,x,10,0.001,normal,8000000,0.8591855,0.0002570364320234388,0.0011729610912212512,0.00014061221249460817,80,6.616060784565187e-06,3.019175848481296e-05,0.8590646875000001,0.00025697799886971587,0.0011726944371317322,0,2,64,2,64,6873484,7.0,1919,0,0,0.0,3756.541196547216
4,x,10,0.001,normal,5000000,0.8594978,0.0,,4.979652071244394e-05,1,0.0,,0.859455,0.0,,0,2,64,48,64,4297489,0.0,428,0,0,546.6078412663192,186.5956319356337
4,x,10,0.005,m1,7900000,0.5533825316455696,0.0004151340497489539,0.0018825470119470734,0.0035895000272693225,79,4.139425866358663e-05,0.00018771439732786127,0.5513961392405063,0.00041258807425674943,0.0018710015399284847,0,2,56,-8,48,4371722,524.0,30337,0,0,0.0,3846.738681638104
4,x,10,0.005,m1,7900000,0.5533825316455696,0.0004151340497489539,0.0018825470119470734,0.0035895000272693225,79,4.139425866358663e-05,0.00018771439732786127,0.5513961392405063,0.00041258807425674943,0.0018710015399284847,0,2,56,-6,48,4371722,524.0,30337,0,0,0.0,3846.738681638104
4,x,10,0.005,m1,5000000,0.5533792,0.0,,0.0013966914549733709,1,0.0,,0.5526063,0.0,,0,2,56,40,48,2766896,86.0,7557,0,0,1016.1506890449672,-241.8933006068692
4,x,10,0.005,normal,8000000,0.48153325,0.0003689238693908654,0.001683548674449447,0.0036282096042597202,80,4.1999302393482456e-05,0.00019165978603958447,0.47978612500000006,0.00036677089173624505,0.001673723767531551,0,2,64,0,64,3852266,514.0,26926,0,0,0.0,3885.331811355951
4,x,10,0.005,normal,8000000,0.48153325,0.0003689238693908654,0.001683548674449447,0.0036282096042597202,80,4.1999302393482456e-05,0.00019165978603958447,0.47978612500000006,0.00036677089173624505,0.001673723767531551,0,2,64,2,64,3852266,514.0,26926,0,0,0.0,3885.331811355951
4,x,10,0.005,normal,5000000,0.481335,0.0,,0.0014445240840578806,1,0.0,,0.4806397,0.0,,0,2,64,48,64,2406675,86.0,6781,0,0,1157.5054591512308,192.884809310548
4,x,10,0.01,m1,7900000,0.31974924050632914,0.000377140631239678,0.001710254720983359,0.014367412727603302,79,0.00011646631568233718,0.0005281506412515635,0.31515518987341773,0.00037018487723450673,0.001678711815923673,0,2,56,-8,48,2526019,2516.0,67554,0,0,0.0,3171.207984031018
4,x,10,0.01,m1,7900000,0.31974924050632914,0.000377140631239678,0.001710254720983359,0.014367412727603302,79,0.00011646631568233718,0.0005281506412515635,0.31515518987341773,0.00037018487723450673,0.001678711815923673,0,2,56,-6,48,2526019,2516.0,67554,0,0,0.0,3171.207984031018
4,x,10,0.01,m1,5000000,0.3198574,0.0,,0.005960155994515055,1,0.0,,0.317951,0.0,,0,2,56,40,48,1599287,428.0,18208,0,0,831.6050140019506,251.86769071407616
4,x,10,0.01,normal,8100000,0.24759296296296296,0.00023755663892395418,0.0010908213011814223,0.014753055355957617,81,0.0001231889595009206,0.0005656635895450435,0.24394018518518518,0.0002347783988557561,0.0010780640763784718,0,2,64,0,64,2005503,2115.0,54945,0,0,0.0,2842.192644075927
4,x,10,0.01,normal,8100000,0.24759296296296296,0.00023755663892395418,0.0010908213011814223,0.014753055355957617,81,0.0001231889595009206,0.0005656635895450435,0.24394018518518518,0.0002347783988557561,0.0010780640763784718,0,2,64,2,64,2005503,2115.0,54945,0,0,0.0,2842.192644075927
4,x,10,0.01,normal,5000000,0.2479192,0.0,,0.006157248006608605,1,0.0,,0.2463927,0.0,,0,2,64,48,64,1239596,384.0,14497,0,0,1033.1188637139276,105.63946076808496
4,x,11,0.0,m2,100,1.0,0.0,,0.0,1,0.0,,1.0,0.0,,1,1,40,24,32,100,0.0,0,0,0,0.0,0.0291925410001567
4,x,11,0.0001,m1,7900000,0.9916522784810127,6.862789378625435e-05,0.0003112132971546496,2.8083430355882773e-06,79,8.49162123038996e-07,3.850774510913805e-06,0.9916494936708861,6.869662667573127e-05,0.0003115249865855346,0,2,56,-8,48,7834053,0.0,44,0,0,0.0,4189.63618307501
4,x,11,0.0001,m1,7900000,0.9916522784810127,6.862789378625435e-05,0.0003112132971546496,2.8083430355882773e-06,79,8.49162123038996e-07,3.850774510913805e-06,0.9916494936708861,6.869662667573127e-05,0.0003115249865855346,0,2,56,-6,48,7834053,0.0,44,0,0,0.0,4189.63618307501
4,x,11,0.0001,m1,5000000,0.9916534,0.0,,1.714308648566122e-06,1,0.0,,0.9916517,0.0,,1,1,40,24,32,4958267,0.0,17,0,0,138.92366645205766,40.43136156629771
4,x,11,0.0001,normal,7900000,0.9886210126582279,8.76613999925178e-05,0.0003975263091977375,2.36880363653744e-06,79,7.107452534661061e-07,3.2230826499954066e-06,0.988618670886076,8.770678474639789e-05,0.00039773211966511926,0,2,64,0,64,7810106,0.0,37,0,0,0.0,5090.0634341308905
4,x,11,0.0001,normal,7900000,0.9886210126582279,8.76613999925178e-05,0.0003975263091977375,2.36880363653744e-06,79,7.107452534661061e-07,3.2230826499954066e-06,0.988618670886076,8.770678474639789e-05,0.00039773211966511926,0,2,64,2,64,7810106,0.0,37,0,0,0.0,5090.0634341308905
4,x,11,0.0001,normal,5000000,0.9887084,0.0,,8.091364450833026e-07,1,0.0,,0.9887076,0.0,,1,1,48,32,48,4943542,0.0,8,0,0,627.7495556557551,221.5879191402346
4,x,11,0.0005,m1,7900000,0.959112658227848,0.00014169343889223302,0.000642550424761323,6.070828309233044e-05,79,4.002342092359141e-06,1.8149793184435564e-05,0.9590544303797468,0.00014114703710611714,0.0006400726057281768,0,2,56,-8,48,7576990,3.0,914,0,0,0.0,4418.614570841077
4,x,11,0.0005,m1,7900000,0.959112658227848,0.00014169343889223302,0.000642550424761323,6.070828309233044e-05,79,4.002342092359141e-06,1.8149793184435564e-05,0.9590544303797468,0.00014114703710611714,0.0006400726057281768,0,2,56,-6,48,7576990,3.0,914,0,0,0.0,4418.614570841077
4,x,11,0.0005,m1,5000000,0.9592016,0.0,,2.0433660661116494e-05,1,0.0,,0.959182,0.0,,1,1,40,24,32,4796008,0.0,196,0,0,276.35617590975016,2.231446585152298
