n,lstate,i,p_error,sim_type,decoder_type,shots,prep_rate,count_accept,LER,prep_rate_SEM,N_samples,prep_rate_SD,LER_SEM,LER_SD,eff,eff_SEM,eff_SD,skip,s_l,CNOT,hadamard,meas,cost,cost_SEM,count_accept.1,count_logerror,count_undecided,count_detect_discard,total_meta_shots,detect_normal,decoding_normal,meas_type
4,z,14,0.005,m1,anqi,1585000000,0.7211568391167192,1143033590,4.374496998582102e-09,2.170296299797855e-05,1585,0.0004408365469141,3.829571651793957e-09,7.778731149725225e-08,0.7211568359621451,2.1702973128415048e-05,0.0004408367526863,1,1,40,8,32,1.0,0.0,1143033590,5.0,0,0,0,0,53177.3057747439,"['z', 'x', 'z', 'z']"
4,z,14,0.005,normal,anqi,1582000000,0.6786774184576486,1073667676,1.4898605873809852e-08,2.295501689533113e-05,1582,0.0004658271369903,7.265604149210727e-09,1.474412149102106e-07,0.6786774083438686,2.2954842365519844e-05,0.0004658235952494,1,1,48,16,48,1.0,0.0,1073667676,16.0,0,0,0,0,286805.0278687028,"['z', 'x', 'z', 'z']"
4,z,15,0.005,m1,anqi,1585000000,0.6245042075709779,989839169,1.0111446492624102e-09,2.422504436620541e-05,1585,0.0004920657565621,1.981843512554321e-09,4.025574990290479e-08,0.624504206940063,2.4225078708390465e-05,0.00049206645413,0,2,56,8,48,1.0,0.0,989839169,1.0,0,0,0,0,63930.238528002286,"['x', 'z', 'z', 'z']"
4,z,15,0.005,normal,anqi,1583000000,0.5877070581174985,930340273,3.222288785888269e-09,2.423620396696272e-05,1583,0.0004919817408021,3.6440590980293324e-09,7.397241503158385e-08,0.5877070562223626,2.4236122993456023e-05,0.000491980097084,0,2,64,16,64,1.0,0.0,930340273,3.0,0,0,0,0,268455.83436201303,"['x', 'z', 'z', 'z']"
