n,lstate,i,p_error,sim_type,decoder_type,shots,prep_rate,count_accept,LER,LER_error,N_samples,LER_undecided,prep_rate_SEM,prep_rate_SD,LER_SEM,LER_SD,LER_error_SEM,LER_error_SD,LER_undecided_SEM,LER_undecided_SD,eff,eff_SEM,eff_SD,skip,s_l,CNOT,hadamard,meas,cost,cost_SEM,count_accept,count_logerror,count_undecided,count_detect_discard,total_meta_shots,detect_normal,decoding_normal
3,x,4,0.0001,m2,val,400000,0.9973626611010029,398219,0.0007722254962414892,5.028916281262258e-06,40,0.001534393159920454,0.0001736122141513331,0.0005602143125950299,5.158760849294641e-05,0.00016646361416199694,6.879786716453955e-06,2.2199791673638275e-05,0.00010250258003478765,0.0003307567540343167,0.99477875,0.0002627247354220033,0.0008477638383659684,0,1,20,12,16,0.9993933333333332,4.902512176531005e-05,398219,2.0,611,728,0,0,1.5772999331820738
3,x,4,0.00025,m2,val,400000,0.9932864098990413,395475,0.0019204989523725162,5.066112784672728e-06,40,0.003830865679175687,0.0002487672717054577,0.0008027256998930677,7.211286566858689e-05,0.00023269480011683228,6.9306732288630405e-06,2.236399298118433e-05,0.00014412671515794294,0.0004650700934463411,0.98678875,0.00034156987112299384,0.0011021824212641184,0,1,20,12,16,0.9984566666666665,7.11549843290919e-05,395475,2.0,1515,1852,0,0,1.8292387475958078
3,x,4,0.0005,m2,val,400000,0.9864370150411815,391000,0.0038272240073946827,2.048057616074495e-05,40,0.007613486862467876,0.00037423481250865176,0.0012075861094422565,0.00010835344283300117,0.0003496363996664604,1.6391371189492967e-05,5.289190503271552e-05,0.00022013092203204113,0.0007103215276063173,0.97375875,0.0005086651404058483,0.0016413677653181902,0,1,20,12,16,0.99698,0.00011639794008418788,391000,8.0,2977,3624,0,0,2.1083835443714616
3,x,4,0.00075,m2,val,400000,0.9797872405846088,386620,0.0058454039469181315,3.104044784021006e-05,40,0.011628726998155843,0.00041151955703397955,0.0013278970427866744,0.00013261228656993352,0.00042791517477953873,1.9487405597320204e-05,6.288223201535297e-05,0.0002510030976888511,0.0008099402943413421,0.9609,0.0004939169088222311,0.0015937779660693508,0,1,20,12,16,0.9954966666666667,0.00013160144267864406,386620,12.0,4496,5404,0,0,2.5957461692159978
3,x,4,0.001,m2,val,1000000,0.9726666068422626,955215,0.007781441558693371,3.8736395713026965e-05,10,0.015485410325960685,0.00029692292659495926,0.0004790575191648242,0.00010688457999675513,0.00017244832629603,1.187042948595659e-05,1.9151833663288034e-05,0.0002202521422159074,0.0003553563412926494,0.9477819999999999,0.0002573387032255059,0.0004151920572993458,0,1,20,12,16,0.9940193333333334,6.0750242147556055e-05,955215,37.0,14792,17942,0,0,2.6490010209381576
3,x,4,0.0025,m2,val,1000000,0.9353915068638606,893716,0.0199923073612205,0.0002864560901876806,10,0.039411702542065635,0.0005234908483317286,0.0008446037831540911,0.00018162298435409107,0.00029303178877349657,2.684741863727743e-05,4.3315812341760524e-05,0.0003404422908561899,0.0005492719647709567,0.8758485,0.0005479828221557418,0.0008841193044179206,0,1,20,12,16,0.9851486666666667,0.0001304530698643702,893716,256.0,35223,44554,0,0,3.819470208371058
3,x,4,0.005,m2,val,1000000,0.8793020640936213,803470,0.04133674013895054,0.0011786367919630752,10,0.08031620669397495,0.0007908282650314287,0.0012759278344584722,0.0001821110896282408,0.00029381930122464664,6.815141850484599e-05,0.0001099559735952349,0.00037767536852042994,0.0006093440717693957,0.770257,0.0005927036975307883,0.0009562722764289839,0,1,20,12,16,0.9712529999999999,0.00010579809412738154,803470,947.0,64532,86241,0,0,3.9001689869910474
3,x,4,0.0075,m2,val,1000000,0.8303153057959622,726270,0.06402903548651474,0.0027359530540473445,10,0.12258616486493482,0.0009636487980251566,0.001554757686858706,0.0002904881081976013,0.0004686755383152294,0.00010421773746343276,0.0001681456239662789,0.0006054015926472031,0.000976759148907453,0.6797675,0.0010508427987942633,0.0016954370953958745,0,1,20,12,16,0.9582303333333334,0.00016389987964656057,726270,1987.0,89031,125309,0,0,5.202926998725161
3,x,4,0.01,m2,val,1000000,0.7866239126921438,659014,0.08717780551355488,0.004676485634810585,10,0.16500263975748858,0.0010613217878244494,0.001712343969330215,0.0004591408225369515,0.0007407810030509879,0.0001726655256414854,0.00027857976245780603,0.0008165697929703866,0.0013174593950400879,0.6015625,0.0011575909357128052,0.0018676652834785788,0,1,20,12,16,0.9459246666666667,0.00020924398961529706,659014,3082.0,108739,162226,0,0,6.470012160949409
3,x,5,0.0001,m2,val,400000,1.0,400000,0.0,0.0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,-1,4,4,0,1.0,0.0,400000,0.0,0,0,0,0,0.5434170563239584
3,x,5,0.00025,m2,val,400000,1.0,400000,6.25e-06,0.0,40,1.25e-05,0.0,0.0,5.18982609263498e-06,1.674660317642709e-05,0.0,0.0,1.037965218526996e-05,3.349320635285418e-05,0.99999375,5.189826092634849e-06,1.6746603176426668e-05,2,-1,4,4,0,1.0,0.0,400000,0.0,5,0,0,0,0.7575148212490584
3,x,5,0.0005,m2,val,400000,1.0,400000,2e-05,0.0,40,4e-05,0.0,0.0,8.450701685325247e-06,2.7268841992093165e-05,0.0,0.0,1.6901403370650493e-05,5.453768398418633e-05,0.9999800000000001,8.450701685325853e-06,2.726884199209512e-05,2,-1,4,4,0,1.0,0.0,400000,0.0,16,0,0,0,1.0481618762714766
3,x,5,0.00075,m2,val,400000,1.0,400000,5.6250000000000005e-05,0.0,40,0.00011250000000000001,0.0,0.0,1.725735629098055e-05,5.568627782911637e-05,0.0,0.0,3.45147125819611e-05,0.00011137255565823274,0.9999437500000001,1.7257356290982612e-05,5.568627782912302e-05,2,-1,4,4,0,1.0,0.0,400000,0.0,45,0,0,0,1.1319482283433884
3,x,5,0.001,m2,val,1000000,1.0,1000000,9.25e-05,2.0000000000000003e-06,10,0.000181,0.0,0.0,1.9339659884404493e-05,3.1202742044748426e-05,3.92e-06,6.324555320336759e-06,3.4626666666666665e-05,5.586690532964137e-05,0.9999075,1.933965988439168e-05,3.120274204472775e-05,2,-1,4,4,0,1.0,0.0,1000000,2.0,181,0,0,0,0.1409525624476368
3,x,5,0.0025,m2,val,1000000,1.0,1000000,0.000535,8.000000000000001e-06,10,0.001054,0.0,0.0,3.011717856049011e-05,4.859126579037752e-05,6.401333194473372e-06,1.0327955589886445e-05,5.545256872118527e-05,8.946756084997756e-05,0.999465,3.0117178560495345e-05,4.8591265790385967e-05,2,-1,4,4,0,1.0,0.0,1000000,8.0,1054,0,0,0,0.2372044508811083
