n,lstate,i,p_error,sim_type,decoder_type,shots,prep_rate,count_accept,LER,LER_error,N_samples,LER_undecided,prep_rate_SEM,prep_rate_SD,LER_SEM,LER_SD,LER_error_SEM,LER_error_SD,LER_undecided_SEM,LER_undecided_SD,eff,eff_SEM,eff_SD,skip,s_l,CNOT,hadamard,meas,cost,cost_SEM,count_accept,count_logerror,count_undecided,count_detect_discard,total_meta_shots,detect_normal,decoding_normal
4,x,4,0.0001,m2,val,200000,0.9999650000000001,199989,0.0,0.0,20,0.0,2.939999999999565e-05,6.708203932498377e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.999945,3.3271419693496225e-05,7.59154654516151e-05,0,2,56,40,48,0.9999907692307692,1.0582148286059851e-05,199989,0.0,0,4,0,0,58.20962861087173
4,x,4,0.00025,m2,val,200000,0.99987999549945,199966,0.0,0.0,20,0.0,4.169980779428065e-05,9.514653558845624e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.99983,4.518975198217381e-05,0.00010310954828418012,0,2,56,40,48,0.999976923076923,1.3921737023686642e-05,199966,0.0,0,10,0,0,53.24101692996919
4,x,4,0.0005,m2,val,200000,0.9997499729941985,199929,0.0,0.0,20,0.0,4.1459300420128015e-05,9.459776942754269e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9996450000000001,6.589399780988467e-05,0.0001503504677674739,0,2,56,40,48,0.9999515384615385,2.2231231240720333e-05,199929,0.0,0,21,0,0,51.42733381083235
4,x,4,0.00075,m2,val,200000,0.999714943481643,199910,0.0,0.0,20,0.0,0.00010573919118249164,0.00024126532588765072,0.0,0.0,0.0,0.0,0.0,0.0,0.9995499999999999,0.00013675718012518258,0.00031203913384805255,0,2,56,40,48,0.9999238461538461,2.8055361028987554e-05,199910,0.0,0,33,0,0,48.69261405989528
4,x,4,0.001,m2,val,200000,0.9995598929615834,199866,0.0,0.0,20,0.0,7.843179487010467e-05,0.0001789579846192585,0.0,0.0,0.0,0.0,0.0,0.0,0.9993299999999999,0.00011734182186203058,0.0002677390717216034,0,2,56,40,48,0.9998938461538461,3.3527982614341076e-05,199866,0.0,0,46,0,0,59.31880721217021
4,x,4,0.0025,m2,val,200000,0.9987192785203522,199638,0.0,0.0,20,0.0,0.00018697591801129839,0.00042662332941703114,0.0,0.0,0.0,0.0,0.0,0.0,0.9981899999999999,0.0002539256252486148,0.0005793826115153466,0,2,56,40,48,0.9997553846153846,5.129886709453283e-05,199638,0.0,0,106,0,0,53.812185638118535
4,x,4,0.005,m2,val,200000,0.9977524413593475,199324,0.0,0.0,20,0.0,0.0002947149997145482,0.0006724518095413887,0.0,0.0,0.0,0.0,0.0,0.0,0.9966200000000001,0.0003366710842162911,0.0007681830922103913,0,2,56,40,48,0.9994761538461538,7.1070584921681e-05,199324,0.0,0,227,0,0,56.83443227550015
4,x,4,0.0075,m2,val,200000,0.9967133465839113,198946,0.0,0.0,20,0.0,0.0002999284624574815,0.0006843473780019616,0.0,0.0,0.0,0.0,0.0,0.0,0.99473,0.0007887694399973147,0.0017997368228657522,0,2,56,40,48,0.9990815384615385,0.0003233055126542231,198946,0.0,0,398,0,0,50.87911630794406
4,x,4,0.01,m2,val,200000,0.9954854424041883,198671,0.0,0.0,20,0.0,0.0003376256723698833,0.0007703611779266648,0.0,0.0,0.0,0.0,0.0,0.0,0.993355,0.00037174110685571604,0.0008482024336330553,0,2,56,40,48,0.9990123076923076,0.0001192908651474483,198671,0.0,0,428,0,0,46.9250751924701
4,x,4,0.1,m2,val,100000,0.9543886851361221,93040,3.213301759521354e-05,0.0,10,6.426603519042708e-05,0.001691840449144915,0.002729627171887858,2.790398403153561e-05,4.5020482312561356e-05,0.0,0.0,5.580796806307122e-05,9.004096462512271e-05,0.9303699999999999,0.0038661438175238384,0.006237663380180475,0,2,56,40,48,0.9883969230769232,0.0014205118157545253,93040,0.0,6,2514,0,0,28.846270373556763
4,x,4,0.15,m2,val,100000,0.9322967823975681,90041,0.00013300797641921413,0.0,10,0.00026601595283842826,0.00444916785622522,0.007178318427591966,5.143704662169003e-05,8.298888950857643e-05,0.0,0.0,0.00010287409324338006,0.00016597777901715286,0.90029,0.005358464596007596,0.008645384124876532,0,2,56,40,48,0.9842107692307692,0.0011156474835070818,90041,0.0,24,3421,0,0,31.713280806783587
4,x,4,0.3,m2,val,100000,0.8649693036909344,80397,0.0003880257071839278,1.2664640324214793e-05,10,0.000750722133719426,0.007975702050872916,0.012868053275323752,0.0001483632965040008,0.00023937037659364243,2.4822695035460992e-05,4.004910917133206e-05,0.00028267823422920924,0.00045607503322391474,0.80366,0.010086140025026656,0.016273048611465273,0,2,56,40,48,0.9674430769230769,0.0031248231595502386,80397,1.0,60,7054,0,0,23.92340198531747
4,x,4,0.5,m2,val,100000,0.7912597588101968,70622,0.0008986894333043073,2.8843380444188056e-05,10,0.0017396921057202385,0.008515777453083592,0.013739414693291745,0.00021478471378089814,0.000346535154150507,5.653302567060859e-05,9.12107776223934e-05,0.00040631440081725283,0.0006555504860760712,0.7055849999999999,0.010884492646982786,0.017561116295826865,0,2,56,40,48,0.9503753846153845,0.0036580182462882093,70622,2.0,123,10752,0,0,25.854228002484888
4,x,4,0.7,m2,val,100000,0.711810776910627,55810,0.0014304386413055749,0.00011608876788973525,10,0.002628699746831679,0.013217163785542102,0.02132466416826853,0.0003011796108619916,0.000485925283228103,0.00013795043898407396,0.00022257019969885623,0.00047012994417517165,0.0007585109284904861,0.55729,0.0782724265165085,0.12628527845934998,0,2,56,40,48,0.9003907692307692,0.050274685431271,55810,7.0,148,21582,0,0,23.78783586109057
4,x,4,0.9,m2,val,100000,0.6573838629067306,53249,0.0024013939346942408,9.323960741213444e-05,10,0.004616308654564212,0.012660522767543293,0.02042657567033434,0.0004013825415274976,0.0006475933899255166,9.784337824400646e-05,0.0001578611883757278,0.0006712315870318714,0.001082969720648089,0.53121,0.014184946987877284,0.022886092331855654,0,2,56,40,48,0.9122430769230769,0.005024488614539132,53249,5.0,246,19014,0,0,21.796711129602045
