n,lstate,i,p_error,sim_type,decoder_type,shots,prep_rate,count_accept,LER,LER_error,N_samples,LER_undecided,prep_rate_SEM,prep_rate_SD,LER_SEM,LER_SD,LER_error_SEM,LER_error_SD,LER_undecided_SEM,LER_undecided_SD,eff,eff_SEM,eff_SD,skip,s_l,CNOT,hadamard,meas,cost,cost_SEM,count_accept,count_logerror,count_undecided,count_detect_discard,total_meta_shots,detect_normal,decoding_normal
6,x,8,0.0001,m2,val,2000000,0.9362589333941164,1844897,0.0,0.0,200,0.0,0.000291386460812522,0.002102462677413087,0.0,0.0,0.0,0.0,0.0,0.0,0.9224485,0.00032562551722699275,0.0023495103199855463,0,4,352,224,320,0.9915711428571429,0.0001035332317780718,1844897,0.0,0,29501,0,0,7325.1557313384255
6,x,8,0.00025,m2,val,2000000,0.8481366192438542,1634688,0.0,0.0,200,0.0,0.00046545037996173537,0.003358399183436717,0.0,0.0,0.0,0.0,0.0,0.0,0.817344,0.0004937121840866164,0.0035623187073680358,0,4,352,224,320,0.979254,0.000166687639969476,1634688,0.0,0,72611,0,0,6991.2560322317295
6,x,8,0.0005,m2,val,2000000,0.7198105252990858,1337247,0.0,0.0,200,0.0,0.0006208086757025391,0.004479367596007201,0.0,0.0,0.0,0.0,0.0,0.0,0.6686235,0.000612552064842422,0.004419793049794882,0,4,352,224,320,0.9593657142857143,0.00021903297014388114,1337247,0.0,0,142220,0,0,6382.093083662214
6,x,8,0.00075,m2,val,2000000,0.6106459337792333,1093698,0.0,0.0,200,0.0,0.000724052289942746,0.0052243090219608575,0.0,0.0,0.0,0.0,0.0,0.0,0.546849,0.0006668169995933912,0.004811334920642391,0,4,352,224,320,0.9403022857142856,0.00024689783057311337,1093698,0.0,0,208942,0,0,5902.384914178285
6,x,8,0.001,m2,val,2000000,0.5180239431972358,894507,0.0,0.0,200,0.0,0.000769993054564338,0.00555578888111211,0.0,0.0,0.0,0.0,0.0,0.0,0.44725349999999997,0.0006751716526221495,0.004871616877898469,0,4,352,224,320,0.9219365714285714,0.00027089045253454714,894507,0.0,0,273222,0,0,5571.41324375791
6,x,8,0.0025,m2,val,2000000,0.19319767721487902,268467,0.0,0.0,200,0.0,0.000726983509852306,0.005245458873748601,0.0,0.0,0.0,0.0,0.0,0.0,0.1342335,0.0005107924046274823,0.003685558909088526,0,4,352,224,320,0.8256037142857143,0.00034994519112563853,268467,0.0,0,610387,0,0,3663.430595384096
6,x,8,0.005,m2,val,2000000,0.03764618696654337,36626,0.0,0.0,200,0.0,0.0003952168075741274,0.0028516375987200446,0.0,0.0,0.0,0.0,0.0,0.0,0.018313,0.0001931991017384989,0.0013940040301881865,0,4,352,224,320,0.7065468571428571,0.00039139934685124137,36626,0.0,0,1027086,0,0,2254.0153882518644
6,x,8,0.0075,m2,val,2000000,0.007346362614829321,5040,0.0,0.0,200,0.0,0.00019613354854622358,0.0014151771652573023,0.0,0.0,0.0,0.0,0.0,0.0,0.00252,6.716745443050053e-05,0.000484638392886177,0,4,352,224,320,0.6246168571428572,0.0003869384153562312,5040,0.0,0,1313841,0,0,1453.383897892898
6,x,8,0.01,m2,val,2000000,0.0014976979545428435,728,0.0,0.0,200,0.0,0.00010582703279979804,0.0007635817604651876,0.0,0.0,0.0,0.0,0.0,0.0,0.000364,2.5620909174630654e-05,0.00018486447568924456,0,4,352,224,320,0.5675597142857143,0.00034663290792463173,728,0.0,0,1513541,0,0,988.2539413246559
6,x,11,0.0001,m2,val,2000000,0.9530562807085781,1865977,0.0,0.0,200,0.0,0.0002702744659697327,0.0019501317109058248,0.0,0.0,0.0,0.0,0.0,0.0,0.9329885,0.00033749491467153505,0.00243515247734916,1,3,288,224,256,0.9888524411764706,0.00010383918507957564,1865977,0.0,0,42113,0,0,7389.486838716315
