n,lstate,i,meas_type,p_error,sim_type,total_meta_shots,comp_type,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal
4,z,8,"['z', 'z', 'z', 'x']",1,m1,0,init,1000000,1000000,930,1631,0,1.0,0.0009299999999999864,0,11.715498550998745
4,z,8,"['z', 'z', 'z', 'x']",0.8,m1,0,init,1000000,1000000,416,761,0,1.0,0.00041599999999997195,0,12.10984314000234
4,z,14,"['z', 'x', 'z', 'z']",1,m1,0,init,1000000,531870,48,94,0,0.53187,9.024761689890859e-05,0,76.06382818100974
4,z,12,"['z', 'z', 'x', 'z']",1,m1,0,init,1000000,647763,352,619,0,0.647763,0.0005434086232155577,0,75.53255068400176
4,z,8,"['z', 'z', 'z', 'x']",0.5,m1,0,init,1000000,1000000,76,145,0,1.0,7.599999999996498e-05,0,8.780427812002017
4,z,12,"['z', 'z', 'x', 'z']",0.8,m1,0,init,1000000,779106,475,848,0,0.779106,0.0006096731381866061,0,65.57424460900074
4,z,14,"['z', 'x', 'z', 'z']",0.8,m1,0,init,1000000,652493,25,48,0,0.652493,3.831458728298376e-05,0,77.08836186000553
4,z,15,"['x', 'z', 'z', 'z']",0.8,m1,0,init,1000000,396746,11,22,0,0.396746,2.7725547327550615e-05,0,48.50174310000148
4,z,12,"['z', 'z', 'x', 'z']",0.5,m1,0,init,1000000,837069,24,41,0,0.837069,2.8671471527408343e-05,0,29.709058064996498
4,z,14,"['z', 'x', 'z', 'z']",0.5,m1,0,init,1000000,798820,9,18,0,0.79882,1.12666182618959e-05,0,23.479335020994768
4,z,8,"['z', 'z', 'z', 'x']",0.3,m1,0,init,1000000,1000000,6,13,0,1.0,5.999999999950489e-06,0,5.638321424994501
4,z,15,"['x', 'z', 'z', 'z']",0.5,m1,0,init,1000000,596921,2,5,0,0.596921,3.3505271216371924e-06,0,40.95135072499397
4,z,8,"['z', 'z', 'z', 'x']",0.1,m1,0,init,1000000,1000000,0,0,0,1.0,0.0,0,1.1689446009986568
4,z,15,"['x', 'z', 'z', 'z']",1,m1,0,init,1000000,291561,4,9,0,0.291561,1.3719256004796065e-05,0,164.66210235201288
4,z,12,"['z', 'z', 'x', 'z']",0.3,m1,0,init,1000000,917755,5,10,0,0.917755,5.448077101233295e-06,0,19.312537603007513
4,z,14,"['z', 'x', 'z', 'z']",0.3,m1,0,init,1000000,857696,2,1,0,0.857696,2.3318285266027416e-06,0,26.440281389004667
4,z,12,"['z', 'z', 'x', 'z']",0.1,m1,0,init,1000000,948589,0,0,0,0.948589,0.0,0,3.519411166998907
4,z,15,"['x', 'z', 'z', 'z']",0.1,m1,0,init,1000000,895209,0,0,0,0.895209,0.0,0,5.83211494400166
4,z,14,"['z', 'x', 'z', 'z']",0.1,m1,0,init,1000000,949108,0,0,0,0.949108,0.0,0,3.584995944998809
4,z,15,"['x', 'z', 'z', 'z']",0.3,m1,0,init,1000000,723967,0,0,0,0.723967,0.0,0,31.72543678501097
