n,lstate,i,meas_type,p_error,sim_type,total_meta_shots,comp_type,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal
4,z,8,"['z', 'z', 'z', 'x']",1,m1,0,init,1000000,1000000,1374,2413,0,1.0,0.0013739999999999863,0,5.754760124997119
4,z,8,"['z', 'z', 'z', 'x']",0.8,m1,0,init,1000000,1000000,616,1119,0,1.0,0.0006159999999999499,0,12.88691681799537
4,z,14,"['z', 'x', 'z', 'z']",0.8,m1,0,init,1000000,656208,30,58,0,0.656208,4.571721161583664e-05,0,30.09470247900026
4,z,12,"['z', 'z', 'x', 'z']",0.8,m1,0,init,1000000,706501,983,1774,0,0.706501,0.001391363918805455,0,44.19555122900056
4,z,12,"['z', 'z', 'x', 'z']",1,m1,0,init,1000000,803783,179,346,0,0.803783,0.0002226969219304431,0,58.82312132300285
4,z,8,"['z', 'z', 'z', 'x']",0.5,m1,0,init,1000000,1000000,94,178,0,1.0,9.40000000000385e-05,0,3.2008347129958565
4,z,12,"['z', 'z', 'x', 'z']",0.5,m1,0,init,1000000,810915,46,87,0,0.810915,5.6726044036725654e-05,0,13.717713149999327
4,z,14,"['z', 'x', 'z', 'z']",1,m1,0,init,1000000,528431,14,25,0,0.528431,2.6493525171700227e-05,0,100.24931876000483
4,z,15,"['x', 'z', 'z', 'z']",1,m1,0,init,1000000,413536,28,52,0,0.413536,6.770873636152697e-05,0,126.90386822700384
4,z,15,"['x', 'z', 'z', 'z']",0.8,m1,0,init,1000000,460654,4,7,0,0.460654,8.683306776835487e-06,0,61.409163329000876
4,z,8,"['z', 'z', 'z', 'x']",0.3,m1,0,init,1000000,1000000,10,21,0,1.0,9.99999999995449e-06,0,2.701542757000425
4,z,14,"['z', 'x', 'z', 'z']",0.5,m1,0,init,1000000,793758,9,16,0,0.793758,1.1338468399735291e-05,0,51.62648491300206
4,z,15,"['x', 'z', 'z', 'z']",0.5,m1,0,init,1000000,542707,0,1,0,0.542707,0.0,0,43.657031893999374
4,z,12,"['z', 'z', 'x', 'z']",0.3,m1,0,init,1000000,837318,13,24,0,0.837318,1.5525762016355138e-05,0,14.22115103899705
4,z,8,"['z', 'z', 'z', 'x']",0.1,m1,0,init,1000000,1000000,0,0,0,1.0,0.0,0,1.096653784996306
4,z,12,"['z', 'z', 'x', 'z']",0.1,m1,0,init,1000000,957810,0,1,0,0.95781,0.0,0,2.9356344049956533
4,z,14,"['z', 'x', 'z', 'z']",0.3,m1,0,init,1000000,835813,0,1,0,0.835813,0.0,0,24.712707430997398
4,z,15,"['x', 'z', 'z', 'z']",0.3,m1,0,init,1000000,752957,0,1,0,0.752957,0.0,0,21.252106842999638
4,z,15,"['x', 'z', 'z', 'z']",0.1,m1,0,init,1000000,921291,0,0,0,0.921291,0.0,0,4.937714161998883
4,z,14,"['z', 'x', 'z', 'z']",0.1,m1,0,init,1000000,941752,0,0,0,0.941752,0.0,0,6.549814776000858
