n,lstate,i,meas_type,p_error,sim_type,decoder_type,total_meta_shots,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal
4,x,7,"['z', 'x', 'z', 'x']",0.001,m1,anqi,0,1000000,920210,0,0,0,0.92021,0.0,0,69.38503846398089
4,x,7,"['z', 'x', 'z', 'x']",0.001,m1,val,0,1000000,920210,166,332,0,0.92021,0.00018039360580734964,0,71.57769104395993
4,x,7,"['z', 'x', 'z', 'x']",0.0025,m1,anqi,0,1000000,814117,17,0,0,0.814117,2.0881519486759537e-05,0,132.77314187400043
4,x,7,"['z', 'x', 'z', 'x']",0.0025,m1,val,0,1000000,814117,1082,2129,0,0.814117,0.0013290472990983293,0,139.378985513933
4,x,6,"['x', 'x', 'z', 'x']",0.001,m1,anqi,0,1000000,885668,0,0,0,0.885668,0.0,0,316.3623771839775
4,x,6,"['x', 'x', 'z', 'x']",0.001,m1,val,0,1000000,885668,87,174,0,0.885668,9.823093981042863e-05,0,321.49562074802816
4,x,6,"['x', 'x', 'z', 'x']",0.0025,m1,anqi,0,1000000,737994,5,0,0,0.737994,6.775122832980429e-06,0,324.7606682499172
4,x,6,"['x', 'x', 'z', 'x']",0.0025,m1,val,0,1000000,737994,485,960,0,0.737994,0.0006571869147987686,0,346.1858506411081
4,x,11,"['z', 'x', 'x', 'z']",0.0025,m1,anqi,0,1000000,813744,28,0,0,0.813744,3.4408855856371545e-05,0,358.7138228659751
4,x,11,"['z', 'x', 'x', 'z']",0.0025,m1,val,0,1000000,813744,1176,2295,0,0.813744,0.001445171945968271,0,362.32030459097587
4,x,10,"['x', 'x', 'x', 'z']",0.0025,m1,anqi,0,1000000,740259,15,0,0,0.740259,2.02631781579532e-05,0,381.1378319390351
4,x,10,"['x', 'x', 'x', 'z']",0.001,m1,val,0,1000000,885384,132,261,0,0.885384,0.0001490878534059492,0,387.00761107506696
4,x,6,"['x', 'x', 'z', 'x']",0.0025,normal,val,0,1000000,684345,454,899,0,0.684345,0.000663408076335803,0,396.9979125079699
4,x,10,"['x', 'x', 'x', 'z']",0.0025,m1,val,0,1000000,740259,658,1287,0,0.740259,0.0008888780818605557,0,397.8143573179841
4,x,6,"['x', 'x', 'z', 'x']",0.0025,normal,anqi,0,1000000,684345,460,0,0,0.684345,0.0006721755839524945,0,399.4713984159753
