n,lstate,i,meas_type,p_error,sim_type,decoder_type,total_meta_shots,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal
4,x,7,"['z', 'x', 'z', 'x']",0.001,m1,val,0,1000000,920224,202,399,0,0.920224,0.0002195117710470651,0,75.08611098898109
4,x,7,"['z', 'x', 'z', 'x']",0.001,m1,anqi,0,1000000,920224,2,0,0,0.920224,2.1733838717619136e-06,0,77.09808929509018
4,x,7,"['z', 'x', 'z', 'x']",0.0025,m1,anqi,0,1000000,814408,20,0,0,0.814408,2.4557715543105374e-05,0,125.5047888350673
4,x,7,"['z', 'x', 'z', 'x']",0.0025,m1,val,0,1000000,814408,1084,2127,0,0.814408,0.0013310281824343573,0,133.01444594794884
4,x,6,"['x', 'x', 'z', 'x']",0.001,m1,anqi,0,1000000,884945,0,0,0,0.884945,0.0,0,319.6869803640293
4,x,6,"['x', 'x', 'z', 'x']",0.0025,m1,anqi,0,1000000,737922,5,0,0,0.737922,6.7757838904114465e-06,0,327.9858807049459
4,x,6,"['x', 'x', 'z', 'x']",0.001,m1,val,0,1000000,884945,104,209,0,0.884945,0.00011752142788534758,0,332.8458153430838
4,x,6,"['x', 'x', 'z', 'x']",0.0025,m1,val,0,1000000,737922,494,977,0,0.737922,0.000669447448375271,0,346.20681576710194
4,x,11,"['z', 'x', 'x', 'z']",0.0025,m1,anqi,0,1000000,814004,27,0,0,0.814004,3.3169370175056834e-05,0,354.895010282984
4,x,11,"['z', 'x', 'x', 'z']",0.0025,m1,val,0,1000000,814004,1196,2338,0,0.814004,0.0014692802492370927,0,356.2703640280524
4,x,10,"['x', 'x', 'x', 'z']",0.0025,m1,anqi,0,1000000,740439,14,0,0,0.740439,1.8907702052484154e-05,0,379.7626715420047
4,x,10,"['x', 'x', 'x', 'z']",0.0025,m1,val,0,1000000,740439,658,1289,0,0.740439,0.0008886619964643128,0,389.49777831695974
4,x,6,"['x', 'x', 'z', 'x']",0.0025,normal,anqi,0,1000000,685365,472,0,0,0.685365,0.0006886841318129999,0,390.95766353292856
4,x,10,"['x', 'x', 'x', 'z']",0.0025,normal,anqi,0,1000000,687745,622,0,0,0.687745,0.0009044049756813388,0,390.0861489690142
4,x,10,"['x', 'x', 'x', 'z']",0.001,m1,val,0,1000000,885507,135,266,0,0.885507,0.00015245503423466644,0,408.55794586706907
4,x,10,"['x', 'x', 'x', 'z']",0.001,m1,anqi,0,1000000,885507,2,0,0,0.885507,2.2585930997687242e-06,0,413.52893719798885
4,x,10,"['x', 'x', 'x', 'z']",0.0025,normal,val,0,1000000,687745,630,1222,0,0.687745,0.0009160371940181156,0,415.540215349989
4,x,6,"['x', 'x', 'z', 'x']",0.0025,normal,val,0,1000000,685365,463,910,0,0.685365,0.0006755524428588844,0,413.07910434307996
4,x,11,"['z', 'x', 'x', 'z']",0.001,m1,anqi,0,1000000,920087,1,0,0,0.920087,1.086853743226257e-06,0,341.45482444693334
4,x,11,"['z', 'x', 'x', 'z']",0.001,m1,val,0,1000000,920087,216,429,0,0.920087,0.00023476040852654645,0,341.6655023919884
4,x,10,"['x', 'x', 'x', 'z']",0.001,normal,anqi,0,1000000,859230,118,0,0,0.85923,0.00013733226260725928,0,426.17289491707925
4,x,7,"['z', 'x', 'z', 'x']",0.0025,normal,val,0,1000000,757852,1324,2562,0,0.757852,0.0017470429582556735,0,428.1699735840084
4,x,7,"['z', 'x', 'z', 'x']",0.0025,normal,anqi,0,1000000,757852,1321,0,0,0.757852,0.0017430844017037872,0,435.70697298506275
4,x,11,"['z', 'x', 'x', 'z']",0.0025,normal,val,0,1000000,756540,1254,2430,0,0.75654,0.001657546197160742,0,438.82915319199674
4,x,6,"['x', 'x', 'z', 'x']",0.001,normal,val,0,1000000,858921,89,176,0,0.858921,0.00010361837701022836,0,437.24284711899236
4,x,10,"['x', 'x', 'x', 'z']",0.001,normal,val,0,1000000,859230,116,230,0,0.85923,0.0001350045971393321,0,442.8960363219958
4,x,6,"['x', 'x', 'z', 'x']",0.001,normal,anqi,0,1000000,858921,98,0,0,0.858921,0.00011409663985395557,0,445.7226198629942
4,x,11,"['z', 'x', 'x', 'z']",0.0025,normal,anqi,0,1000000,756540,1232,0,0,0.75654,0.001628466439315801,0,452.28583392698783
4,x,7,"['z', 'x', 'z', 'x']",0.001,normal,val,0,1000000,893065,234,461,0,0.893065,0.00026201900197631023,0,461.72277931007557
4,x,7,"['z', 'x', 'z', 'x']",0.001,normal,anqi,0,1000000,893065,248,0,0,0.893065,0.0002776953525219783,0,469.02228262706194
4,x,11,"['z', 'x', 'x', 'z']",0.001,normal,anqi,0,1000000,892848,194,0,0,0.892848,0.0002172822249699724,0,482.95390227797907
4,x,11,"['z', 'x', 'x', 'z']",0.001,normal,val,0,1000000,892848,218,427,0,0.892848,0.00024416250022396557,0,489.7895863900194
4,z,10,"['z', 'x', 'x', 'z']",0.0025,m1,anqi,0,1000000,814004,6,0,0,0.814004,7.370971150000294e-06,0,105.91893875296228
4,z,10,"['z', 'x', 'x', 'z']",0.001,m1,val,0,1000000,920087,81,158,0,0.920087,8.803515319744104e-05,0,69.03041749901604
4,z,10,"['z', 'x', 'x', 'z']",0.0025,m1,val,0,1000000,814004,406,800,0,0.814004,0.0004987690478179818,0,116.84852537000552
4,z,10,"['z', 'x', 'x', 'z']",0.001,m1,anqi,0,1000000,920087,2,0,0,0.920087,2.173707486341492e-06,0,68.56339189899154
4,z,6,"['z', 'x', 'z', 'x']",0.0025,normal,anqi,0,1000000,757852,13,0,0,0.757852,1.7153745058395842e-05,0,453.0601801229641
4,z,6,"['z', 'x', 'z', 'x']",0.0025,normal,val,0,1000000,757852,474,921,0,0.757852,0.0006254519352063559,0,479.2676427680999
4,z,7,"['x', 'z', 'z', 'x']",0.0025,normal,val,0,1000000,706158,248,493,0,0.706158,0.000351196191220704,0,377.3763909100089
4,z,7,"['x', 'z', 'z', 'x']",0.0025,normal,anqi,0,1000000,706158,2,0,0,0.706158,2.832227348537053e-06,0,395.6407163419062
4,z,11,"['x', 'z', 'x', 'z']",0.0025,normal,val,0,1000000,700298,166,327,0,0.700298,0.00023704194500051567,0,375.9442911579972
4,z,11,"['x', 'z', 'x', 'z']",0.0025,normal,anqi,0,1000000,700298,2,0,0,0.700298,2.8559270481842702e-06,0,377.73146413301583
4,z,11,"['x', 'z', 'x', 'z']",0.0025,m1,anqi,0,1000000,753440,2,0,0,0.75344,2.6544913994674957e-06,0,291.51941441895906
4,z,11,"['x', 'z', 'x', 'z']",0.0025,m1,val,0,1000000,753440,182,359,0,0.75344,0.00024155871734976575,0,297.1143296540249
4,z,6,"['z', 'x', 'z', 'x']",0.0025,m1,val,0,1000000,814408,453,896,0,0.814408,0.0005562322570504818,0,324.5696914239088
4,z,6,"['z', 'x', 'z', 'x']",0.001,m1,val,0,1000000,920224,72,142,0,0.920224,7.824181938309582e-05,0,305.4814409359824
4,z,6,"['z', 'x', 'z', 'x']",0.001,m1,anqi,0,1000000,920224,1,0,0,0.920224,1.0866919358809568e-06,0,298.58997396496125
