n,lstate,i,meas_type,p_error,sim_type,decoder_type,total_meta_shots,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal
4,x,7,"['z', 'x', 'z', 'x']",0.001,m1,anqi,0,1000000,920283,2,0,0,0.920283,2.1732445345534757e-06,0,78.59610600105952
4,x,7,"['z', 'x', 'z', 'x']",0.001,m1,val,0,1000000,920283,176,349,0,0.920283,0.000191245519041372,0,79.1495607359102
4,x,7,"['z', 'x', 'z', 'x']",0.0025,m1,val,0,1000000,814385,1054,2065,0,0.814385,0.0012942281598997685,0,125.72793169599026
4,x,7,"['z', 'x', 'z', 'x']",0.0025,m1,anqi,0,1000000,814385,22,0,0,0.814385,2.7014250016832442e-05,0,127.16334402002394
4,x,6,"['x', 'x', 'z', 'x']",0.001,m1,val,0,1000000,884943,98,193,0,0.884943,0.00011074159578638998,0,314.1198427591007
4,x,6,"['x', 'x', 'z', 'x']",0.001,m1,anqi,0,1000000,884943,1,0,0,0.884943,1.1300162835459204e-06,0,319.9762087740237
4,x,6,"['x', 'x', 'z', 'x']",0.0025,m1,anqi,0,1000000,737490,5,0,0,0.73749,6.7797529458291095e-06,0,326.0929444700014
4,x,6,"['x', 'x', 'z', 'x']",0.0025,m1,val,0,1000000,737490,497,984,0,0.73749,0.0006739074428128156,0,324.39950961398426
4,x,11,"['z', 'x', 'x', 'z']",0.0025,m1,anqi,0,1000000,813676,22,0,0,0.813676,2.70377889970419e-05,0,351.8401526409434
4,x,11,"['z', 'x', 'x', 'z']",0.0025,m1,val,0,1000000,813676,1198,2353,0,0.813676,0.0014723305099326733,0,368.3929552990012
4,x,10,"['x', 'x', 'x', 'z']",0.0025,m1,anqi,0,1000000,739798,12,0,0,0.739798,1.6220644013631436e-05,0,384.76270534598734
4,x,10,"['x', 'x', 'x', 'z']",0.001,m1,anqi,0,1000000,885330,1,0,0,0.88533,1.1295223250051833e-06,0,395.3028724839678
4,x,10,"['x', 'x', 'x', 'z']",0.001,m1,val,0,1000000,885330,114,227,0,0.88533,0.000128765545051035,0,399.93224274297245
4,x,10,"['x', 'x', 'x', 'z']",0.0025,normal,val,0,1000000,688044,654,1275,0,0.688044,0.000950520606240346,0,401.737913546036
4,x,10,"['x', 'x', 'x', 'z']",0.0025,m1,val,0,1000000,739798,672,1320,0,0.739798,0.0009083560647635824,0,407.8053040120285
4,x,6,"['x', 'x', 'z', 'x']",0.0025,normal,val,0,1000000,685119,494,977,0,0.685119,0.0007210426217927335,0,410.41136689297855
4,x,10,"['x', 'x', 'x', 'z']",0.0025,normal,anqi,0,1000000,688044,664,0,0,0.688044,0.0009650545604641403,0,414.4548149108887
4,x,6,"['x', 'x', 'z', 'x']",0.001,normal,val,0,1000000,858616,97,194,0,0.858616,0.00011297250458874863,0,418.49334605399054
4,x,11,"['z', 'x', 'x', 'z']",0.001,m1,anqi,0,1000000,919949,2,0,0,0.919949,2.1740335605091587e-06,0,336.21944411401637
4,x,11,"['z', 'x', 'x', 'z']",0.001,m1,val,0,1000000,919949,200,395,0,0.919949,0.0002174033560555788,0,344.4915766250342
4,x,6,"['x', 'x', 'z', 'x']",0.0025,normal,anqi,0,1000000,685119,498,0,0,0.685119,0.0007268810235886436,0,426.2601777489763
4,x,10,"['x', 'x', 'x', 'z']",0.001,normal,anqi,0,1000000,859115,118,0,0,0.859115,0.00013735064572262257,0,440.4607494570082
4,x,11,"['z', 'x', 'x', 'z']",0.0025,normal,anqi,0,1000000,756262,1166,0,0,0.756262,0.0015417937169922569,0,443.7807177880313
4,x,7,"['z', 'x', 'z', 'x']",0.0025,normal,anqi,0,1000000,757802,1354,0,0,0.757802,0.0017867464060532523,0,447.0319496500306
4,x,6,"['x', 'x', 'z', 'x']",0.001,normal,anqi,0,1000000,858616,105,0,0,0.858616,0.00012228982455486648,0,445.43668123707175
4,x,11,"['z', 'x', 'x', 'z']",0.0025,normal,val,0,1000000,756262,1210,2361,0,0.756262,0.0015999746119731428,0,451.2781012560008
4,x,10,"['x', 'x', 'x', 'z']",0.001,normal,val,0,1000000,859115,132,263,0,0.859115,0.00015364648504567757,0,451.1855009519495
4,x,7,"['z', 'x', 'z', 'x']",0.001,normal,anqi,0,1000000,893631,247,0,0,0.893631,0.00027640043821219873,0,464.40476009901613
4,x,7,"['z', 'x', 'z', 'x']",0.001,normal,val,0,1000000,893631,235,464,0,0.893631,0.0002629720768415611,0,471.89551673596725
4,x,7,"['z', 'x', 'z', 'x']",0.0025,normal,val,0,1000000,757802,1324,2540,0,0.757802,0.0017471582286665566,0,473.6008311699843
4,x,11,"['z', 'x', 'x', 'z']",0.001,normal,val,0,1000000,892860,244,481,0,0.89286,0.0002732791255067868,0,479.48885344795417
4,x,11,"['z', 'x', 'x', 'z']",0.001,normal,anqi,0,1000000,892860,249,0,0,0.89286,0.000278879107586838,0,483.83376140205655
4,z,10,"['z', 'x', 'x', 'z']",0.001,m1,val,0,1000000,919949,68,137,0,0.919949,7.391714105886571e-05,0,59.9607066049939
4,z,10,"['z', 'x', 'x', 'z']",0.0025,m1,val,0,1000000,813676,431,848,0,0.813676,0.0005296948662613099,0,111.32877093995921
4,z,10,"['z', 'x', 'x', 'z']",0.001,m1,anqi,0,1000000,919949,0,0,0,0.919949,0.0,0,66.66355003695935
4,z,10,"['z', 'x', 'x', 'z']",0.0025,m1,anqi,0,1000000,813676,7,0,0,0.813676,8.602932862755708e-06,0,114.08487729495391
4,z,6,"['z', 'x', 'z', 'x']",0.0025,normal,anqi,0,1000000,757802,12,0,0,0.757802,1.5835270954722702e-05,0,440.9044737520162
4,z,6,"['z', 'x', 'z', 'x']",0.0025,normal,val,0,1000000,757802,469,914,0,0.757802,0.0006188951731455061,0,449.19960898405407
4,z,7,"['x', 'z', 'z', 'x']",0.0025,normal,val,0,1000000,706444,241,472,0,0.706444,0.0003411452287795935,0,389.08518078608904
4,z,7,"['x', 'z', 'z', 'x']",0.0025,normal,anqi,0,1000000,706444,5,0,0,0.706444,7.0777018419398985e-06,0,393.2687693290645
4,z,10,"['z', 'x', 'x', 'z']",0.0025,normal,anqi,0,1000000,756262,8,0,0,0.756262,1.057834454198936e-05,0,406.3636029509362
4,z,11,"['x', 'z', 'x', 'z']",0.0025,m1,anqi,0,1000000,753230,1,0,0,0.75323,1.3276157349029205e-06,0,286.00301886105444
4,z,10,"['z', 'x', 'x', 'z']",0.0025,normal,val,0,1000000,756262,526,1035,0,0.756262,0.0006955261536345514,0,416.5759245179361
4,z,6,"['z', 'x', 'z', 'x']",0.0025,m1,val,0,1000000,814385,448,878,0,0.814385,0.0005501083639801729,0,317.89492548501585
4,z,11,"['x', 'z', 'x', 'z']",0.0025,normal,val,0,1000000,700850,170,339,0,0.70085,0.00024256260255406392,0,390.819788957946
4,z,11,"['x', 'z', 'x', 'z']",0.0025,normal,anqi,0,1000000,700850,1,0,0,0.70085,1.426838838525235e-06,0,377.82258482906036
4,z,11,"['x', 'z', 'x', 'z']",0.0025,m1,val,0,1000000,753230,162,323,0,0.75323,0.00021507374905405108,0,296.41518455802
4,z,6,"['z', 'x', 'z', 'x']",0.0025,m1,anqi,0,1000000,814385,9,0,0,0.814385,1.1051284097840508e-05,0,326.123697825009
4,z,6,"['z', 'x', 'z', 'x']",0.001,m1,anqi,0,1000000,920283,0,0,0,0.920283,0.0,0,290.94608241005335
4,z,6,"['z', 'x', 'z', 'x']",0.001,m1,val,0,1000000,920283,76,152,0,0.920283,8.258329231336514e-05,0,306.49905656604096
4,z,7,"['x', 'z', 'z', 'x']",0.001,normal,val,0,1000000,867446,50,99,0,0.867446,5.7640475603082386e-05,0,366.06821944506373
4,z,7,"['x', 'z', 'z', 'x']",0.001,normal,anqi,0,1000000,867446,0,0,0,0.867446,0.0,0,360.99374765495304
4,z,10,"['z', 'x', 'x', 'z']",0.001,normal,anqi,0,1000000,892860,1,0,0,0.89286,1.1199964160546472e-06,0,357.6321250909241
4,z,11,"['x', 'z', 'x', 'z']",0.001,normal,val,0,1000000,866214,34,68,0,0.866214,3.92512704712189e-05,0,358.5802079910645
4,z,7,"['x', 'z', 'z', 'x']",0.0025,m1,val,0,1000000,755859,247,484,0,0.755859,0.0003267805238807986,0,346.8865877179196
4,z,11,"['x', 'z', 'x', 'z']",0.001,m1,val,0,1000000,892233,32,65,0,0.892233,3.586507111930093e-05,0,231.99811119306833
4,z,10,"['z', 'x', 'x', 'z']",0.001,normal,val,0,1000000,892860,94,187,0,0.89286,0.00010527966310502901,0,369.68098794005346
4,z,7,"['x', 'z', 'z', 'x']",0.0025,m1,anqi,0,1000000,755859,5,0,0,0.755859,6.614990361919482e-06,0,339.243854249944
4,z,11,"['x', 'z', 'x', 'z']",0.001,m1,anqi,0,1000000,892233,0,0,0,0.892233,0.0,0,217.12585648999084
4,z,7,"['x', 'z', 'z', 'x']",0.001,m1,anqi,0,1000000,892696,0,0,0,0.892696,0.0,0,307.37788258795626
4,z,11,"['x', 'z', 'x', 'z']",0.001,normal,anqi,0,1000000,866214,0,0,0,0.866214,0.0,0,361.031235667062
4,z,6,"['z', 'x', 'z', 'x']",0.001,normal,val,0,1000000,893631,79,154,0,0.893631,8.840337902338291e-05,0,404.9437071240973
4,z,6,"['z', 'x', 'z', 'x']",0.001,normal,anqi,0,1000000,893631,2,0,0,0.893631,2.2380602284766127e-06,0,395.1869039480807
4,z,7,"['x', 'z', 'z', 'x']",0.001,m1,val,0,1000000,892696,44,87,0,0.892696,4.928889565991579e-05,0,322.19524332601577
