,list_key,list_value
0,010110101000101011010111110100000111111100000000,1
1,111010101101011100101000100001100111100100000000,1
2,100100111000111100100111000011011111100000000000,1
3,101011111101010101100110111000110100110000000000,1
4,011100100101111000000101100101110011100000000000,1
5,100011001101011100100111011010001001100000000000,1
6,001101010011000010011001011000110011001100000000,1
7,000100101111011000000000100000100111001000000000,1
8,101110000110001111000110110010101100010100000000,1
9,011101000110101011110101101101001110101100000000,1
10,100010010011011010011100101111110100000000000000,1
11,111010101101010010101010111100101010011100000000,1
12,000100101000011011101110010010010001110000000000,1
13,101100001111101011000110010010100100000000000000,1
14,010110001101010111100100101011111010001000000000,1
15,010000011111001111010010001110101001111100000000,1
16,100110110111001110011100101111010100001000000000,1
17,000001111010001110111110100001100010001100000000,1
18,111001010001010101010000011010111100111000000000,1
19,111110101101110010000111100111011001001000000000,1
20,101101010111001000001010100100101001011100000000,1
21,101111010110111011011101100101110011100000000000,1
22,100110111001001000010100101000111010100100000000,1
23,011111001000010100110110110010101100111100000000,1
24,011101000001010100001111001001011000010100000000,1
25,111100100111000010101000000110111110010000000000,1
26,100011111001000010010110110100110010011000000000,1
27,111110100011011001111000100110011001011000000000,1
28,111010011010111110100000011001001001111000000000,1
29,000011110000101110001101011100111000100100000000,1
30,111000000011010000011110100100001001000000000000,1
31,011000001011001010111011111100001010000000000000,1
32,110000111000111010101010110101001000111000000000,1
33,100100110110011000101000110001100110011000000000,1
34,111100110001111011100100000100101110100000000000,1
35,110010100001110101101100101000000000101000000000,1
36,100001000010001001100110111100110000001100000000,1
37,110011100001101001001011111001110100110100000000,1
38,100010111000000100110110000010100000010000000000,1
39,010110111010110111010111000110001011100000000000,1
40,111001000110000101011111001111100011101100000000,1
41,101011011101111000011011011000101001101000000000,1
42,100110100000011000111100010100000101101000000000,1
43,000110000010111101111101101010101110000000000000,1
44,110001010110111011000011100010010010001100000000,1
45,001100010100010010101111100010101000000000000000,1
46,110011000101010110000010100010000010110100000000,1
47,111110010100100000000000011101011000111100000000,1
48,000111100010011000101101010011110001111100000000,1
49,001101000010000101100110110110010010011000000000,1
50,111011011100100110010110111010001011001000000000,1
51,011111000101001011010111000111010100110100000000,1
52,101100110101100000100010000001011111101000000000,1
53,100010101010111001011010111110010101110000000000,1
54,110100110001011100110011011011101100000100000000,1
55,011111111101101110011100001011001000100100000000,1
56,010110100000110001111000100010110111010000000000,1
57,101001100110100010010110001000001000010100000000,1
58,000010010011100001000001111111010101100000000000,1
59,101010111000101101011010101110010100110000000000,1
60,100001110101110111010111111010011011001100000000,1
61,010111110001110111100100111110010010011000000000,1
62,001111001001000001001110101011001010100100000000,1
63,011110001001000101110110001000010010000100000000,1
64,111000000010100010000111111010101110000000000000,1
65,111101001110101011110000110000111001110000000000,1
66,111011110001110101111101010110001010100000000000,1
67,010001111100101010001000100111000011100100000000,1
68,010110101101010010010011110110110111111000000000,1
69,011100010001100100000101001011000111100100000000,1
70,011110010000101011101011000101010011000000000000,1
71,000101101110100000111100010101000101010000000000,1
72,111010100010011001010000111111110101101000000000,1
73,000011000110001110000111010001110001111100000000,1
74,101110100011100010111011100100110110110000000000,1
75,110100001110011011001100010000010100101100000000,1
76,100000011011101100000101111101101010011000000000,1
77,110001011000111101101001011010001001110100000000,1
78,011001011111110100101000111111100101101100000000,1
79,011111101011110111001100001011011000011100000000,1
80,110000000010011101001110101100001011110100000000,1
81,100011101000110011101011001100011100111000000000,1
82,110110001011110110000111011101001101000100000000,1
83,111001101011001101100011101110110001000100000000,1
84,101011101110100011001100011001000110000100000000,1
85,110100010110001110000111111101101010111000000000,1
86,111010110001100100100111001111100110010000000000,1
87,100010100010100001100111001110111001101100000000,1
88,010010111010010111110101010001000100000100000000,1
89,000100011011100010110001001000010010000100000000,1
90,111001101110111100010001110001010110010100000000,1
