,list_key,list_value
0,110100110101100010001011000000000000000000000000,10
1,111011101111010000011010000000000000000000000000,23
2,000011001001101111010111000000000000000000000000,1
3,101000001011110000011100000000000000000000000000,22
4,110100011110111100111110000000000000000000000000,18
5,110110111111011000101101000000000000000000000000,16
6,111001001111001000010110000000000000000000000000,15
7,101000001011110100011111000000000000000000000000,1
8,000011111111010011111011000000000000000000000000,11
9,101001011011001000010111000000000000000000000000,20
10,000010110110010101101110000000000000000000000000,7
11,000111001001101010000110000000000000000000000000,14
12,011001010110101000001111000000000000000000000000,11
13,101011110110111011000001000000000000000000000000,13
14,001100011001000010100001000000000000000000000000,15
15,011100100100110000111110000000000000000000000000,15
16,010110001010000111111001000000000000000000000000,16
17,110010010010100111100000000000000000000000000000,14
18,000001100111111101111001000000000000000000000000,12
19,000100100001100100001011000000000000000000000000,16
20,011011010010110101000000000000000000000000000000,16
21,010101001011011111100011000000000000000000000000,14
22,101110011110000001011001000000000000000000000000,12
23,000100010101011001000111000000000000000000000000,15
24,100101101110100001111110000000000000000000000001,1
25,010110001100110110010101000000000000000000000000,23
26,111010000011001111011011000000000000000000000000,9
27,010111000011011001101010000000000000000000000000,22
28,101010000101111101110111000000000000000000000000,1
29,100100001101011101000111000000000000000000000000,13
30,110101010101010110000000000000000000000000000000,27
31,000001001101110011011000000000000000000000000000,19
32,001100100001110100101111000000000000000000000000,12
33,101001011111010101010000000000000000000000000000,15
34,011110001001101111100011000000000000000000000000,12
35,010001001011101011111110000000000000000000000000,16
36,111101100110001010010100000000000000000000000000,21
37,001011000101111101110011000000000000000000000000,16
38,110010011001001000011011000000000000000000000000,1
39,111111111111110000000011000000000000000000000000,16
40,111110010011100011000001000000000000000000000000,12
41,110110011001001001001011000000000000000000000000,11
42,001110101100101011110000000000000000000000000000,10
43,011100111101111110101100000000000000000000000000,10
44,000001100010000100100111000000000000000000000000,20
45,111100011111100000001001000000000001000000000000,1
46,010010001011011111111111000000000000000000000000,8
47,101001000010000010000100000000000000000000000000,14
48,111101000100101110111111000000000000000000000000,19
49,111011011011010101011000000000000000000000000000,12
50,000110011101101111000010000000000000000000000000,11
51,001000000100000001100000000000000000000000000000,21
52,111111111001001101101100000000000000000000000000,13
53,001110000111111101000111000000000000000000000000,13
54,000011010111101101110110000000000000000000000000,9
55,100100000110000011110000000000000000000000000000,13
56,110011000101111010010010000000000000000000000000,10
57,010110101110000010111010000000000000000000000000,20
58,110100001001000001000000000000000000000000000000,9
59,100011110010000110101110000000000000000000000000,15
60,000100100100000101010011000000000000000000000000,15
61,000100100100101101011001000000000000000000000000,15
62,111110100111110010000110000000000000001000000000,1
63,110110001001011101001111000000000000000000000000,20
64,001000100000010000100110000000000000000000000000,16
65,001110001000111010110110000000000000000000000000,12
66,010000111110000010100011000000000000000000000000,11
67,110101101101000000000110000000000000000000000000,13
68,001100100100111101111100000000000000000000000000,1
69,111111000011010111001001000000000000000000010000,1
70,111011110111011110011000000000000000000000000000,16
71,011000001000000111100001000000000000000000000000,12
72,000100010111011101100110000000000000000000000000,15
73,111100001001101001101010000000000000000000000000,15
74,101111010100001011111111000000010000000100000000,1
75,000110000111101101100011000000000000000000000000,22
76,011101101111000010000110000000000000000000000000,17
77,001110001011110010000100000000000000000000000000,15
78,001111101001011010101000000000000000000000000000,18
79,001010111010010110001110100000001000000010000000,1
80,010000010111110000111101000000000000000000000000,17
81,010111001000111011010010000000000000000000000000,17
82,010110110010110001110111000000000000000000000000,16
83,011110000111001000001010000000000000000000000000,28
84,000100101011100010101010000000000000000000000000,8
85,101101100001111110101001000000000000000000000000,12
86,110111100110011110111001010000000100000010000000,1
87,101011100001111110110001000000000000000000000000,13
88,111011100110111010000000000000000000000000000000,12
89,101110100111101011000000000000000000000000000000,18
90,100000010110010011100101000000000000000000000000,12
91,110100111100010100010110000000000000000000000000,13
92,110111100110110110110011000000000000000000000000,9
93,010100100011000101100011000000000000000000000000,16
94,010000100011000001110010000000000000000000000000,12
95,001000101100100111101011000000000000000000000000,12
