,circuit_name,type,error_scale,count_accepted,prep_rate,success_rate,ler,total_discard,shots
0,polar_all_meas_n4_x_m,normal,0.1,22212,0.9255,0.998694399423735,0.0013056005762650535,0.0,24000
1,polar_all_meas_n4_x_m,dynamic,0.1,22030,0.9471195184866724,0.9986836132546527,0.0013163867453472866,0.030833333333333334,23260
2,polar_all_meas_n4_x_m,normal,0.2,18820,0.8554545454545455,0.9976620616365569,0.002337938363443093,0.0,22000
3,polar_all_meas_n4_x_m,dynamic,0.2,18485,0.8948973663826492,0.9969705166351095,0.003029483364890506,0.06109090909090909,20656
4,polar_all_meas_n4_x_m,normal,0.3,17460,0.7936363636363636,0.9959908361970218,0.004009163802978222,0.0,22000
5,polar_all_meas_n4_x_m,dynamic,0.3,17012,0.8517498623141241,0.9938866682341876,0.006113331765812413,0.09213636363636364,19973
6,polar_all_meas_n4_x_m,normal,0.4,16247,0.7385,0.993167969471287,0.006832030528712951,0.0,22000
7,polar_all_meas_n4_x_m,dynamic,0.4,15728,0.8108052376533663,0.989763479145473,0.010236520854526976,0.11827272727272728,19398
8,polar_all_meas_n4_x_m,normal,0.5,15131,0.6877727272727273,0.9903509351662151,0.009649064833784915,0.0,22000
9,polar_all_meas_n4_x_m,dynamic,0.5,14507,0.7720596061734966,0.9850417040049632,0.014958295995036841,0.1459090909090909,18790
10,polar_all_meas_n4_x_m,normal,0.6,14020,0.6372727272727273,0.9868758915834522,0.013124108416547764,0.0,22000
11,polar_all_meas_n4_x_m,dynamic,0.6,13396,0.7358822236871018,0.9796954314720813,0.02030456852791873,0.17254545454545456,18204
12,polar_all_meas_n4_x_m,normal,0.7,13073,0.5942272727272727,0.9830949284785435,0.016905071521456483,0.0,22000
13,polar_all_meas_n4_x_m,dynamic,0.7,12521,0.7078410311493019,0.9722066927561697,0.027793307243830334,0.19595454545454546,17689
14,polar_all_meas_n4_x_m,normal,0.8,12195,0.5543181818181818,0.9781877818778187,0.02181221812218126,0.0,22000
15,polar_all_meas_n4_x_m,dynamic,0.8,11630,0.6761627906976744,0.9662080825451419,0.0337919174548581,0.21818181818181817,17200
16,polar_all_meas_n4_x_m,normal,0.9,11392,0.5178181818181818,0.9740168539325843,0.025983146067415697,0.0,22000
17,polar_all_meas_n4_x_m,dynamic,0.9,10789,0.646667465835531,0.9582908517934934,0.04170914820650662,0.24163636363636365,16684
18,polar_all_meas_n4_x_m,normal,1.0,10570,0.48045454545454547,0.9682119205298013,0.03178807947019868,0.0,22000
19,polar_all_meas_n4_x_m,dynamic,1.0,9961,0.615484429065744,0.948599538198976,0.05140046180102398,0.26436363636363636,16184
20,polar_all_meas_n4_z,normal,0.1,39160,0.89,0.9991828396322778,0.0008171603677221695,0.0,44000
21,polar_all_meas_n4_z,dynamic,0.1,36159,0.8964670881368538,0.998534251500318,0.0014657484996819514,0.016219512195121952,40335
22,polar_all_meas_n4_z,normal,0.2,31781,0.794525,0.9982379409080897,0.0017620590919102952,0.0,40000
23,polar_all_meas_n4_z,dynamic,0.2,31127,0.8037544865339428,0.9958878144376265,0.0041121855623734715,0.031825,38727
24,polar_all_meas_n4_z,normal,0.3,28413,0.710325,0.9970436067997044,0.002956393200295615,0.0,40000
25,polar_all_meas_n4_z,dynamic,0.3,27533,0.7228406405880808,0.9926633494352232,0.0073366505647768365,0.04775,38090
26,polar_all_meas_n4_z,normal,0.4,25461,0.636525,0.9954440124111386,0.004555987588861443,0.0,40000
27,polar_all_meas_n4_z,dynamic,0.4,24597,0.655378220670912,0.9882099443021507,0.0117900556978493,0.061725,37531
28,polar_all_meas_n4_z,normal,0.5,22981,0.574525,0.9921674426700318,0.007832557329968237,0.0,40000
29,polar_all_meas_n4_z,dynamic,0.5,21934,0.5944978994443691,0.9836327163308106,0.01636728366918938,0.077625,36895
30,polar_all_meas_n4_z,normal,0.6,20723,0.518075,0.9896733098489601,0.01032669015103993,0.0,40000
31,polar_all_meas_n4_z,dynamic,0.6,19715,0.5426644646297826,0.9768196804463607,0.023180319553639306,0.09175,36330
32,polar_all_meas_n4_z,normal,0.7,18801,0.470025,0.9872347215573639,0.012765278442636085,0.0,40000
33,polar_all_meas_n4_z,dynamic,0.7,17741,0.49580794813034484,0.9704638971873062,0.02953610281269381,0.10545,35782
34,polar_all_meas_n4_z,normal,0.8,17139,0.428475,0.9837796837621798,0.016220316237820165,0.0,40000
35,polar_all_meas_n4_z,dynamic,0.8,16054,0.45492929808155513,0.9636227731406503,0.03637722685934974,0.117775,35289
36,polar_all_meas_n4_z,normal,0.9,11717,0.3905666666666667,0.9808824784501152,0.019117521549884775,0.0,30000
37,polar_all_meas_n4_z,dynamic,0.9,10663,0.40882601027528565,0.954609396980212,0.045390603019788034,0.1306,26082
38,polar_all_meas_n4_z,normal,1.0,10732,0.35773333333333335,0.9754006708907939,0.024599329109206147,0.0,30000
39,polar_all_meas_n4_z,dynamic,1.0,9836,0.3817878352676319,0.9479463196421309,0.05205368035786906,0.14123333333333332,25763
