,list_key,list_value
0,101000100100001011100000100001100000000000000000,13
1,111110001000111001110110011101100000000000000000,16
2,000000101011100000111010001000110000000000000000,1
3,100010111110111001100101001100000000000000000000,17
4,100011010101110011010001010100010000000000000000,1
5,111010111110011100001100010110010000000000000000,17
6,010101101100100010011110001101000000000000000000,15
7,111100111000110101111100110001010000000000000000,1
8,010101011101111110001010000000100000000000000000,12
9,110001011000111101001010100101110000000000000000,14
10,011011111101011110111000100110100000000000000000,12
11,000000101000010110000111001011010000000000000000,17
12,010010100000111101000101111011110000000000000000,12
13,011011110100111100100000100110110000000000000000,10
14,110011001000010001001000000011000000000000000000,17
15,110110100001110111000111011111000000000000000000,17
16,001101111101010011100011010010010000000000000000,14
17,101111001101111001100010011100110000000000000000,14
18,101001100100001111100101110001110000000000000000,16
19,000000111100101011001001001101100000000000000000,14
20,011100100010111001010100010111000000000000000000,1
21,001001101011000110000111010010100000000000000000,1
22,010110010101011000001111110000110000000000000000,16
23,001110011111001011001011101011010000000000000000,21
24,111010111001101001110001010100110000000000000001,1
25,101111011100010001111001011010000000000000000000,17
26,111010011000001101101010011110110000000000000000,12
27,011101001001110111101001001101000000000000000000,10
28,100111100001000010001110011100010000000000000000,22
29,011110001101100110100001111101000000000000000000,14
30,100100011001100100001000100000000000000000000000,14
31,111111000111001110001111001101000000000000000000,11
32,101101111011010000000011110011110000000000000000,18
33,110111011111100000100101000001110000000000000000,11
34,110000111110001100100000111111010000000000000000,14
35,110111000101001010001110000101110000000000000000,13
36,110010000010100011100000010010100000000000000000,10
37,110110111110110100110110011000110000000000000000,24
38,100101010000011110010010110001110000000000000000,11
39,011111111010110111010010000001110000000000000000,1
40,000100001110111011111110000100000000000000000000,18
41,110111010010110011110001000011100000000000000000,17
42,111111011000011101111010001011110000000000000000,13
43,000010001100101011000010100001100000000000000000,8
44,110000101000101001001000111000100000000000000000,10
45,110110010011100111100000010010100000000000000000,12
46,110110001100000000011000010111000001000000000000,1
47,000011110100000001001111111101000000000000000000,16
48,011011110010011001001001100101000000000000000000,11
49,100010111010100000100011001100100000000000000000,6
50,000011100101110101010011111010000000000000000000,19
51,101101010010001010010111111000000000000000000000,17
52,001111001011011110001011111111000000000000000000,20
53,000001000111111001111010010010010000000000000000,9
54,011111001001001111101111101110100000000000000000,14
55,111001010110101110001110101111010000000000000000,9
56,001110101110111111010101100100010000000000000000,12
57,011101101110111010011000000100000000000000000000,14
58,111010011100100100100000011101010000000000000000,12
59,101000100001010110110111100001000000000000000000,16
60,101111100011010010001010010101110000000000000000,13
61,100000001111101001111010100001010000000000000000,12
62,010011101111100110110111101001100000000000000000,11
63,000110001000000110011001100110010000001000000000,1
64,101000010001100110111000101110000000000000000000,12
65,101100011100100101111000101001010000000000000000,8
66,110111111100110100010010001000010000000000000000,20
67,100000100110000111100011101001110000000000000000,15
68,000001111110011111100000011110010000000000000000,14
69,101100111011100000001111100000110000000000000000,1
70,111101011101011000100011101010110000000000010000,1
71,001101001101110011101000011100010000000000000000,13
72,011100100011101101001001010110000000000000000000,12
73,001000110101110101111110000110000000000000000000,10
74,111111010001010011101001001001010000000000000000,13
75,001000111011000110010010000110100000000100000000,2
76,011111110000110001110011100011000000000000000000,16
77,010011000010000101101101100000110000000000000000,13
78,101001001001011100110011111011100000000000000000,19
