,circuit_name,type,error_scale,count_accepted,prep_rate,success_rate,ler,total_discard,shots
0,polar_all_meas_n3_z_m,normal,0.1,500000,1.0,0.999924,7.599999999996498e-05,0.0,500000
1,polar_all_meas_n3_z_m,dynamic,0.1,500000,1.0,0.999956,4.4000000000044004e-05,0.0,500000
2,polar_all_meas_n3_z_m,normal,0.2,500000,1.0,0.999712,0.00028799999999995496,0.0,500000
3,polar_all_meas_n3_z_m,dynamic,0.2,500000,1.0,0.999756,0.00024400000000002198,0.0,500000
4,polar_all_meas_n3_z_m,normal,0.3,500000,1.0,0.999324,0.0006760000000000099,0.0,500000
5,polar_all_meas_n3_z_m,dynamic,0.3,500000,1.0,0.999504,0.000496000000000052,0.0,500000
6,polar_all_meas_n3_z_m,normal,0.4,500000,1.0,0.998804,0.0011959999999999749,0.0,500000
7,polar_all_meas_n3_z_m,dynamic,0.4,500000,1.0,0.999056,0.0009439999999999449,0.0,500000
8,polar_all_meas_n3_z_m,normal,0.5,500000,1.0,0.998168,0.0018319999999999448,0.0,500000
9,polar_all_meas_n3_z_m,dynamic,0.5,500000,1.0,0.998508,0.0014920000000000488,0.0,500000
10,polar_all_meas_n3_z_m,normal,0.6,500000,1.0,0.997432,0.0025680000000000147,0.0,500000
11,polar_all_meas_n3_z_m,dynamic,0.6,500000,1.0,0.997854,0.0021459999999999813,0.0,500000
12,polar_all_meas_n3_z_m,normal,0.7,500000,1.0,0.996522,0.003477999999999981,0.0,500000
13,polar_all_meas_n3_z_m,dynamic,0.7,500000,1.0,0.997096,0.0029040000000000177,0.0,500000
14,polar_all_meas_n3_z_m,normal,0.8,500000,1.0,0.995546,0.004453999999999958,0.0,500000
15,polar_all_meas_n3_z_m,dynamic,0.8,500000,1.0,0.996256,0.0037439999999999696,0.0,500000
16,polar_all_meas_n3_z_m,normal,0.9,500000,1.0,0.994476,0.005523999999999973,0.0,500000
17,polar_all_meas_n3_z_m,dynamic,0.9,500000,1.0,0.995372,0.0046279999999999655,0.0,500000
18,polar_all_meas_n3_z_m,normal,1.0,500000,1.0,0.993274,0.00672600000000001,0.0,500000
19,polar_all_meas_n3_z_m,dynamic,1.0,500000,1.0,0.994242,0.005758000000000041,0.0,500000
