,circuit_name,type,error_scale,count_accepted,prep_rate,success_rate,ler,total_discard,shots
0,polar_all_meas_n5_z_m,normal,0.1,0,0.0,0.0,0.0,0.0,0
1,polar_all_meas_n5_z_m,dynamic,0.1,762033,0.95254125,1.0,0.0,0.0,800000
2,polar_all_meas_n5_z_m,normal,0.2,0,0.0,0.0,0.0,0.0,0
3,polar_all_meas_n5_z_m,dynamic,0.2,725729,0.90716125,0.9999944883007293,5.5116992706549794e-06,0.0,800000
4,polar_all_meas_n5_z_m,normal,0.3,0,0.0,0.0,0.0,0.0,0
5,polar_all_meas_n5_z_m,dynamic,0.3,691202,0.8640025,0.9999797454289774,2.025457102261541e-05,0.0,800000
6,polar_all_meas_n5_z_m,normal,0.4,0,0.0,0.0,0.0,0.0,0
7,polar_all_meas_n5_z_m,dynamic,0.4,658742,0.8234275,0.999937760154962,6.2239845037948e-05,0.0,800000
8,polar_all_meas_n5_z_m,normal,0.5,0,0.0,0.0,0.0,0.0,0
9,polar_all_meas_n5_z_m,dynamic,0.5,627656,0.78457,0.9998566093528939,0.00014339064710611193,0.0,800000
10,polar_all_meas_n5_z_m,normal,0.6,0,0.0,0.0,0.0,0.0,0
11,polar_all_meas_n5_z_m,dynamic,0.6,597562,0.7469525,0.9997540004217136,0.0002459995782864155,0.0,800000
12,polar_all_meas_n5_z_m,normal,0.7,0,0.0,0.0,0.0,0.0,0
13,polar_all_meas_n5_z_m,dynamic,0.7,569218,0.7115225,0.9995853961048315,0.00041460389516845275,0.0,800000
14,polar_all_meas_n5_z_m,normal,0.8,0,0.0,0.0,0.0,0.0,0
15,polar_all_meas_n5_z_m,dynamic,0.8,544016,0.68002,0.9992518602394047,0.00074813976059529,0.0,800000
16,polar_all_meas_n5_z_m,normal,0.9,0,0.0,0.0,0.0,0.0,0
17,polar_all_meas_n5_z_m,dynamic,0.9,519034,0.6487925,0.9987862066839552,0.0012137933160447645,0.0,800000
18,polar_all_meas_n5_z_m,normal,1.0,0,0.0,0.0,0.0,0.0,0
19,polar_all_meas_n5_z_m,dynamic,1.0,495609,0.61951125,0.9982970446460819,0.0017029553539180675,0.0,800000
