n,lstate,i,meas_type,p_error,sim_type,decoder_type,total_meta_shots,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal
3,z,4,"['z', 'z', 'x']",0.1,normal,val,0,1000000,1000000,263908,299374,0,1.0,0.26390800000000003,0,0.6719827249762602
3,z,4,"['z', 'z', 'x']",0.1,normal,anqi,0,1000000,1000000,114221,0,0,1.0,0.11422100000000002,0,1.8127408849541098
3,z,4,"['z', 'z', 'x']",0.05,normal,val,0,1000000,1000000,109850,160270,0,1.0,0.10985,0,0.6370445019565523
3,z,4,"['z', 'z', 'x']",0.05,normal,anqi,0,1000000,1000000,29715,0,0,1.0,0.029715000000000047,0,1.775851781014353
3,z,6,"['z', 'x', 'z']",0.05,normal,val,0,1000000,408338,34778,52765,0,0.408338,0.08516963887759654,0,6.9761991879786365
3,z,6,"['z', 'x', 'z']",0.1,normal,val,0,1000000,285581,76950,97491,0,0.285581,0.2694506987509673,0,21.476746698026545
3,z,6,"['z', 'x', 'z']",0.05,normal,anqi,0,1000000,408338,8396,0,0,0.408338,0.020561397665659342,0,11.218234147003386
3,z,6,"['z', 'x', 'z']",0.1,normal,anqi,0,1000000,285581,28205,0,0,0.285581,0.09876357320690099,0,22.54072826501215
3,z,3,"['x', 'z', 'x']",0.01,normal,val,0,1000000,600573,37652,70862,0,0.600573,0.06269346107800389,0,22.689255195029546
3,z,4,"['z', 'z', 'x']",0.01,normal,val,0,1000000,1000000,6856,12825,0,1.0,0.006855999999999973,0,0.5025786860496737
3,z,4,"['z', 'z', 'x']",0.01,normal,anqi,0,1000000,1000000,443,0,0,1.0,0.0004429999999999712,0,0.5039521279977635
3,z,6,"['z', 'x', 'z']",0.01,normal,val,0,1000000,792955,2456,4644,0,0.792955,0.0030972753813267584,0,2.492711539962329
3,z,7,"['x', 'z', 'z']",0.05,normal,val,0,1000000,164528,6110,9833,0,0.164528,0.037136536030341394,0,48.31291974004125
3,z,6,"['z', 'x', 'z']",0.01,normal,anqi,0,1000000,792955,134,0,0,0.792955,0.0001689881519127967,0,2.6353379829670303
3,z,7,"['x', 'z', 'z']",0.05,normal,anqi,0,1000000,164528,1193,0,0,0.164528,0.0072510454147621806,0,42.7350696050562
3,z,3,"['x', 'z', 'x']",0.05,normal,anqi,0,1000000,209328,14292,0,0,0.209328,0.06827562485668426,0,73.09072938899044
3,z,7,"['x', 'z', 'z']",0.01,normal,val,0,1000000,680228,715,1394,0,0.680228,0.0010511181545010961,0,4.759018349985126
3,z,4,"['z', 'z', 'x']",0.005,normal,val,0,1000000,1000000,1809,3504,0,1.0,0.0018089999999999495,0,0.41845797502901405
3,z,7,"['x', 'z', 'z']",0.01,normal,anqi,0,1000000,680228,18,0,0,0.680228,2.6461715777692518e-05,0,8.803665639949031
3,z,4,"['z', 'z', 'x']",0.005,normal,anqi,0,1000000,1000000,57,0,0,1.0,5.699999999997374e-05,0,0.4094618819653988
3,z,6,"['z', 'x', 'z']",0.005,normal,anqi,0,1000000,886775,24,0,0,0.886775,2.7064362436934886e-05,0,1.429182278981898
3,z,6,"['z', 'x', 'z']",0.005,normal,val,0,1000000,886775,658,1269,0,0.886775,0.000742014603478891,0,3.9039503399981186
3,z,7,"['x', 'z', 'z']",0.005,normal,val,0,1000000,822982,198,393,0,0.822982,0.00024058849403751914,0,2.0053689570049755
3,z,3,"['x', 'z', 'x']",0.01,normal,anqi,0,1000000,600573,2221,0,0,0.600573,0.003698134947791476,0,63.00352406100137
3,z,3,"['x', 'z', 'x']",0.0001,normal,val,0,1000000,994345,563,1126,0,0.994345,0.000566201871583849,0,2.7722352629643865
3,z,7,"['x', 'z', 'z']",0.005,normal,anqi,0,1000000,822982,2,0,0,0.822982,2.4301868084553035e-06,0,5.700451884011272
3,z,4,"['z', 'z', 'x']",0.0001,normal,val,0,1000000,1000000,0,1,0,1.0,0.0,0,0.16919649101328105
3,z,4,"['z', 'z', 'x']",0.0001,normal,anqi,0,1000000,1000000,0,0,0,1.0,0.0,0,0.19417864695424214
3,z,3,"['x', 'z', 'x']",0.1,normal,val,0,1000000,142712,67104,100103,0,0.142712,0.470205729020685,0,94.04920906201005
3,z,6,"['z', 'x', 'z']",0.0001,normal,val,0,1000000,997540,0,0,0,0.99754,0.0,0,0.3151839069905691
3,z,6,"['z', 'x', 'z']",0.0001,normal,anqi,0,1000000,997540,0,0,0,0.99754,0.0,0,0.31448995403479785
3,z,7,"['x', 'z', 'z']",0.0001,normal,anqi,0,1000000,996144,0,0,0,0.996144,0.0,0,0.33202611800516024
