n,lstate,i,meas_type,p_error,sim_type,decoder_type,total_meta_shots,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal
3,z,4,"['z', 'z', 'x']",0.1,normal,anqi,0,1000000,1000000,113932,0,0,1.0,0.11393200000000003,0,0.6718128150096163
3,z,4,"['z', 'z', 'x']",0.1,normal,val,0,1000000,1000000,263616,299367,0,1.0,0.26361599999999996,0,1.8705255009699613
3,z,4,"['z', 'z', 'x']",0.05,normal,val,0,1000000,1000000,109756,160506,0,1.0,0.10975599999999996,0,0.6888417649897747
3,z,6,"['z', 'x', 'z']",0.1,normal,anqi,0,1000000,285361,28239,0,0,0.285361,0.0989588626336465,0,8.558692680031527
3,z,4,"['z', 'z', 'x']",0.05,normal,anqi,0,1000000,1000000,29503,0,0,1.0,0.029502999999999946,0,1.7553411360131577
3,z,6,"['z', 'x', 'z']",0.05,normal,val,0,1000000,407658,34702,52435,0,0.407658,0.08512527657987823,0,8.108192579995375
3,z,6,"['z', 'x', 'z']",0.05,normal,anqi,0,1000000,407658,8484,0,0,0.407658,0.020811562633383907,0,7.243213150009979
3,z,6,"['z', 'x', 'z']",0.1,normal,val,0,1000000,285361,77356,98234,0,0.285361,0.27108119189377666,0,22.62215864105383
3,z,3,"['x', 'z', 'x']",0.01,normal,val,0,1000000,599902,37422,70457,0,0.599902,0.062380188764164846,0,25.781918207998388
3,z,4,"['z', 'z', 'x']",0.01,normal,val,0,1000000,1000000,6852,12835,0,1.0,0.006851999999999969,0,0.5641894490108825
3,z,4,"['z', 'z', 'x']",0.01,normal,anqi,0,1000000,1000000,434,0,0,1.0,0.00043400000000004546,0,0.5775719999801368
3,z,6,"['z', 'x', 'z']",0.01,normal,val,0,1000000,792806,2454,4608,0,0.792806,0.0030953347981725887,0,2.8832871930208057
3,z,6,"['z', 'x', 'z']",0.01,normal,anqi,0,1000000,792806,150,0,0,0.792806,0.00018920139353129084,0,2.9189495249884203
3,z,7,"['x', 'z', 'z']",0.05,normal,anqi,0,1000000,164362,1173,0,0,0.164362,0.007136686095326139,0,49.291708675038535
3,z,3,"['x', 'z', 'x']",0.01,normal,anqi,0,1000000,599902,2194,0,0,0.599902,0.003657264019789941,0,41.62569017900387
