n,lstate,i,meas_type,p_error,sim_type,decoder_type,total_meta_shots,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal
3,z,4,"['z', 'z', 'x']",0.1,normal,val,0,1000000,1000000,262508,298125,0,1.0,0.26250799999999996,0,1.7946507739834487
3,z,4,"['z', 'z', 'x']",0.1,normal,anqi,0,1000000,1000000,113446,0,0,1.0,0.11344600000000005,0,1.8539867299841717
3,z,4,"['z', 'z', 'x']",0.05,normal,val,0,1000000,1000000,109914,160802,0,1.0,0.10991399999999996,0,1.599778604984749
3,z,4,"['z', 'z', 'x']",0.05,normal,anqi,0,1000000,1000000,29513,0,0,1.0,0.02951300000000001,0,1.6759521330241114
3,z,6,"['z', 'x', 'z']",0.1,normal,val,0,1000000,285140,76894,97278,0,0.28514,0.26967103878796383,0,20.849387584021315
3,z,6,"['z', 'x', 'z']",0.1,normal,anqi,0,1000000,285140,28255,0,0,0.28514,0.09909167426527321,0,21.28371628903551
3,z,6,"['z', 'x', 'z']",0.05,normal,anqi,0,1000000,408028,8544,0,0,0.408028,0.020939739429646997,0,11.700560481986031
3,z,6,"['z', 'x', 'z']",0.05,normal,val,0,1000000,408028,34922,52756,0,0.408028,0.08558726361916336,0,17.95453465299215
3,z,7,"['x', 'z', 'z']",0.1,normal,anqi,0,1000000,50411,4041,0,0,0.050411,0.08016107595564459,0,37.14341472298838
3,z,4,"['z', 'z', 'x']",0.01,normal,val,0,1000000,1000000,6886,12878,0,1.0,0.006885999999999948,0,0.5024119029985741
3,z,4,"['z', 'z', 'x']",0.01,normal,anqi,0,1000000,1000000,447,0,0,1.0,0.0004469999999999752,0,0.5028219109517522
3,z,6,"['z', 'x', 'z']",0.01,normal,val,0,1000000,792754,2482,4697,0,0.792754,0.0031308577440164465,0,2.634507438982837
3,z,3,"['x', 'z', 'x']",0.01,normal,val,0,1000000,599932,37756,71066,0,0.599932,0.06293379916390529,0,24.165903006040026
3,z,7,"['x', 'z', 'z']",0.1,normal,val,0,1000000,50411,10948,13815,0,0.050411,0.21717482295530732,0,55.44866607099539
3,z,7,"['x', 'z', 'z']",0.01,normal,val,0,1000000,679937,704,1386,0,0.679937,0.0010353900434892926,0,4.026067033002619
3,z,6,"['z', 'x', 'z']",0.01,normal,anqi,0,1000000,792754,134,0,0,0.792754,0.000169030998266817,0,6.826600421976764
3,z,7,"['x', 'z', 'z']",0.01,normal,anqi,0,1000000,679937,11,0,0,0.679937,1.617796942954275e-05,0,4.016864269040525
3,z,4,"['z', 'z', 'x']",0.005,normal,val,0,1000000,1000000,1798,3489,0,1.0,0.0017979999999999663,0,0.3968431939720176
3,z,4,"['z', 'z', 'x']",0.005,normal,anqi,0,1000000,1000000,53,0,0,1.0,5.299999999996974e-05,0,0.39884957601316273
3,z,6,"['z', 'x', 'z']",0.005,normal,val,0,1000000,887679,670,1284,0,0.887679,0.0007547773463154606,0,1.3619789920048788
3,z,6,"['z', 'x', 'z']",0.005,normal,anqi,0,1000000,887679,28,0,0,0.887679,3.1542933875861046e-05,0,1.3684364610235207
3,z,3,"['x', 'z', 'x']",0.005,normal,val,0,1000000,763617,22676,43984,0,0.763617,0.029695514898175346,0,15.521657550008968
3,z,7,"['x', 'z', 'z']",0.005,normal,val,0,1000000,824190,215,426,0,0.82419,0.000260862179837118,0,2.0324706960236654
3,z,7,"['x', 'z', 'z']",0.005,normal,anqi,0,1000000,824190,2,0,0,0.82419,2.4266249286641894e-06,0,1.981863132037688
3,z,3,"['x', 'z', 'x']",0.0001,normal,val,0,1000000,994372,576,1149,0,0.994372,0.0005792600757060784,0,2.82256168598542
3,z,7,"['x', 'z', 'z']",0.05,normal,val,0,1000000,164321,6199,10116,0,0.164321,0.03772494081705924,0,57.409777880995534
3,z,3,"['x', 'z', 'x']",0.0001,normal,anqi,0,1000000,994372,1,0,0,0.994372,1.00565985361456e-06,0,2.796119678998366
3,z,7,"['x', 'z', 'z']",0.05,normal,anqi,0,1000000,164321,1141,0,0,0.164321,0.006943725999720041,0,58.37233948003268
3,z,4,"['z', 'z', 'x']",0.0001,normal,val,0,1000000,1000000,0,0,0,1.0,0.0,0,0.17851114104269072
3,z,6,"['z', 'x', 'z']",0.0001,normal,val,0,1000000,997573,1,2,0,0.997573,1.0024329046842695e-06,0,0.3329862449900247
3,z,4,"['z', 'z', 'x']",0.0001,normal,anqi,0,1000000,1000000,0,0,0,1.0,0.0,0,0.49574461998417974
3,z,7,"['x', 'z', 'z']",0.0001,normal,val,0,1000000,996185,0,0,0,0.996185,0.0,0,0.3384220799780451
3,z,6,"['z', 'x', 'z']",0.0001,normal,anqi,0,1000000,997573,0,0,0,0.997573,0.0,0,0.9248132900102064
3,z,7,"['x', 'z', 'z']",0.0001,normal,anqi,0,1000000,996185,0,0,0,0.996185,0.0,0,0.3503184560104273
3,z,4,"['z', 'z', 'x']",0.1,m1,anqi,0,1000000,1000000,63418,0,0,1.0,0.06341799999999997,0,0.041942975018173456
3,z,4,"['z', 'z', 'x']",0.1,m1,val,0,1000000,1000000,181076,235316,0,1.0,0.18107600000000001,0,0.11474886897485703
3,z,6,"['z', 'x', 'z']",0.1,m1,val,0,1000000,321313,65248,94135,0,0.321313,0.20306679157083596,0,0.5229687739629298
3,z,3,"['x', 'z', 'x']",0.01,normal,anqi,0,1000000,599932,2223,0,0,0.599932,0.003705419947594102,0,63.99676056095632
3,z,3,"['x', 'z', 'x']",0.005,normal,anqi,0,1000000,763617,684,0,0,0.763617,0.0008957369990453268,0,35.21627218503272
3,z,6,"['z', 'x', 'z']",0.1,m1,anqi,0,1000000,321313,18181,0,0,0.321313,0.05658345600707093,0,1.4466198779991828
3,z,3,"['x', 'z', 'x']",0.05,m1,val,0,1000000,256738,76000,127312,0,0.256738,0.2960216251587221,0,4.999391591001768
3,z,3,"['x', 'z', 'x']",0.1,m1,anqi,0,1000000,161389,16620,0,0,0.161389,0.10298099622650858,0,14.226807625032961
3,z,3,"['x', 'z', 'x']",0.1,m1,val,0,1000000,161389,72638,112036,0,0.161389,0.4500802409086121,0,14.277983579027932
3,z,4,"['z', 'z', 'x']",0.05,m1,val,0,1000000,1000000,64542,102894,0,1.0,0.06454199999999999,0,0.03899858897784725
3,z,4,"['z', 'z', 'x']",0.05,m1,anqi,0,1000000,1000000,13095,0,0,1.0,0.013094999999999968,0,0.10821063903858885
3,z,6,"['z', 'x', 'z']",0.05,m1,anqi,0,1000000,478447,4440,0,0,0.478447,0.009280024746732618,0,0.49554374295985326
3,z,3,"['x', 'z', 'x']",0.1,normal,val,0,1000000,142723,67184,100268,0,0.142723,0.47073001548453997,0,111.58153920201585
3,z,6,"['z', 'x', 'z']",0.05,m1,val,0,1000000,478447,27334,45787,0,0.478447,0.057130674870988885,0,1.3009845140040852
