n,lstate,i,meas_type,p_error,sim_type,decoder_type,total_meta_shots,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal
3,x,5,"['z', 'z', 'x']",0.1,normal,anqi,0,1000000,1000000,375962,0,0,1.0,0.375962,0,2.156430891947821
3,x,5,"['z', 'z', 'x']",0.1,normal,val,0,1000000,1000000,375669,354108,0,1.0,0.37566900000000003,0,2.1477268600137904
3,x,3,"['z', 'x', 'x']",0.1,normal,anqi,0,1000000,264159,101657,0,0,0.264159,0.3848326197479548,0,26.171717418998014
3,x,3,"['z', 'x', 'x']",0.1,normal,val,0,1000000,264159,101908,124691,0,0.264159,0.3857828050530173,0,26.581767280003987
3,x,3,"['z', 'x', 'x']",0.05,normal,anqi,0,1000000,349620,58864,0,0,0.34962,0.16836565413877924,0,24.99324252200313
3,x,3,"['z', 'x', 'x']",0.05,normal,val,0,1000000,349620,58944,84032,0,0.34962,0.16859447400034322,0,25.259170205972623
3,x,5,"['z', 'z', 'x']",0.05,normal,val,0,1000000,1000000,198498,249514,0,1.0,0.19849799999999995,0,0.6809925090055913
3,x,5,"['z', 'z', 'x']",0.05,normal,anqi,0,1000000,1000000,198607,0,0,1.0,0.19860699999999998,0,1.8022727339994162
3,x,2,"['x', 'x', 'x']",0.05,normal,anqi,0,1000000,106151,10226,0,0,0.106151,0.09633446693860637,0,41.95639041002141
3,x,2,"['x', 'x', 'x']",0.01,normal,val,0,1000000,605896,1898,3659,0,0.605896,0.003132550800797551,0,6.124567681981716
3,x,3,"['z', 'x', 'x']",0.01,normal,anqi,0,1000000,739983,5643,0,0,0.739983,0.00762585086414147,0,3.4819933060207404
3,x,3,"['z', 'x', 'x']",0.01,normal,val,0,1000000,739983,5584,10301,0,0.739983,0.007546119302740739,0,9.506245805008803
3,x,4,"['x', 'z', 'x']",0.1,normal,val,0,1000000,143151,71071,126526,0,0.143151,0.49647574938351813,0,55.982730929972604
3,x,5,"['z', 'z', 'x']",0.01,normal,val,0,1000000,1000000,16037,28966,0,1.0,0.016036999999999968,0,0.5422565850312822
3,x,2,"['x', 'x', 'x']",0.01,normal,anqi,0,1000000,605896,1901,0,0,0.605896,0.0031375021455827268,0,16.737018701969646
3,x,5,"['z', 'z', 'x']",0.01,normal,anqi,0,1000000,1000000,16059,0,0,1.0,0.016059000000000045,0,0.550375922000967
3,x,2,"['x', 'x', 'x']",0.005,normal,anqi,0,1000000,776752,601,0,0,0.776752,0.0007737347312912757,0,2.9777649689931422
3,x,2,"['x', 'x', 'x']",0.005,normal,val,0,1000000,776752,591,1162,0,0.776752,0.0007608606093064685,0,3.1168598529766314
3,x,3,"['z', 'x', 'x']",0.005,normal,val,0,1000000,854969,1594,3073,0,0.854969,0.0018643950833304723,0,2.0566736879991367
3,x,3,"['z', 'x', 'x']",0.005,normal,anqi,0,1000000,854969,1619,0,0,0.854969,0.0018936359096061173,0,2.1733873010380194
3,x,4,"['x', 'z', 'x']",0.01,normal,val,0,1000000,600926,62734,114260,0,0.600926,0.10439554953521735,0,25.890254675992765
3,x,5,"['z', 'z', 'x']",0.005,normal,val,0,1000000,1000000,4352,8257,0,1.0,0.0043520000000000225,0,1.0965292369946837
3,x,4,"['x', 'z', 'x']",0.005,normal,val,0,1000000,763678,37581,71392,0,0.763678,0.04921053114008789,0,9.923155952012166
3,x,4,"['x', 'z', 'x']",0.005,normal,anqi,0,1000000,763678,37535,0,0,0.763678,0.04915029632908108,0,9.685683272022288
3,x,2,"['x', 'x', 'x']",0.0001,normal,val,0,1000000,994849,0,0,0,0.994849,0.0,0,0.38032976601971313
3,x,2,"['x', 'x', 'x']",0.0001,normal,anqi,0,1000000,994849,0,0,0,0.994849,0.0,0,0.3745978829683736
3,x,5,"['z', 'z', 'x']",0.005,normal,anqi,0,1000000,1000000,4407,0,0,1.0,0.00440700000000005,0,1.1413460120093077
3,x,3,"['z', 'x', 'x']",0.0001,normal,val,0,1000000,996677,2,4,0,0.996677,2.0066681583053025e-06,0,0.3723772860248573
3,x,2,"['x', 'x', 'x']",0.05,normal,val,0,1000000,106151,10148,15495,0,0.106151,0.0955996646286893,0,88.08073551702546
3,x,3,"['z', 'x', 'x']",0.0001,normal,anqi,0,1000000,996677,3,0,0,0.996677,3.010002237457954e-06,0,0.40314745501382276
3,x,5,"['z', 'z', 'x']",0.0001,normal,anqi,0,1000000,1000000,4,0,0,1.0,4.000000000004e-06,0,0.17866363597568125
3,x,4,"['x', 'z', 'x']",0.0001,normal,anqi,0,1000000,994265,883,0,0,0.994265,0.0008880932145856058,0,1.125568256014958
3,x,5,"['z', 'z', 'x']",0.0001,normal,val,0,1000000,1000000,2,5,0,1.0,1.999999999946489e-06,0,0.4459456430049613
3,x,4,"['x', 'z', 'x']",0.0001,normal,val,0,1000000,994265,880,1756,0,0.994265,0.0008850759103458117,0,3.105524371028878
3,x,4,"['x', 'z', 'x']",0.01,normal,anqi,0,1000000,600926,62390,0,0,0.600926,0.10382309968282288,0,36.66002099303296
3,x,3,"['z', 'x', 'x']",0.1,m1,val,0,1000000,294159,92610,127434,0,0.294159,0.3148297349392676,0,1.3084261899930425
3,x,2,"['x', 'x', 'x']",0.1,m1,anqi,0,1000000,48317,4552,0,0,0.048317,0.0942111472152658,0,4.549253300996497
3,x,3,"['z', 'x', 'x']",0.1,m1,anqi,0,1000000,294159,28893,0,0,0.294159,0.09822238993197552,0,1.27882554003736
3,x,5,"['z', 'z', 'x']",0.1,m1,val,0,1000000,1000000,286316,313119,0,1.0,0.286316,0,0.03665119601646438
3,x,4,"['x', 'z', 'x']",0.1,m1,val,0,1000000,161302,78886,142407,0,0.161302,0.48905779221584356,0,4.827847042004578
3,x,5,"['z', 'z', 'x']",0.1,m1,anqi,0,1000000,1000000,129756,0,0,1.0,0.12975599999999998,0,0.0995327279670164
3,x,2,"['x', 'x', 'x']",0.05,m1,val,0,1000000,154344,11926,19806,0,0.154344,0.07726895765303476,0,4.240611422981601
3,x,2,"['x', 'x', 'x']",0.1,m1,val,0,1000000,48317,14316,19529,0,0.048317,0.2962932301260426,0,12.900834747008048
3,x,3,"['z', 'x', 'x']",0.05,m1,val,0,1000000,429287,50907,81854,0,0.429287,0.11858500257403559,0,1.3019528769655153
3,x,2,"['x', 'x', 'x']",0.05,m1,anqi,0,1000000,154344,2023,0,0,0.154344,0.013107085471414481,0,4.304984106973279
3,x,3,"['z', 'x', 'x']",0.05,m1,anqi,0,1000000,429287,9980,0,0,0.429287,0.02324785050560585,0,0.47323694900842384
3,x,5,"['z', 'z', 'x']",0.05,m1,val,0,1000000,1000000,124022,176522,0,1.0,0.12402199999999997,0,0.0375543279806152
3,x,5,"['z', 'z', 'x']",0.05,m1,anqi,0,1000000,1000000,35761,0,0,1.0,0.03576100000000004,0,0.11044512898661196
3,x,2,"['x', 'x', 'x']",0.01,m1,val,0,1000000,668669,2022,3918,0,0.668669,0.0030239176632982367,0,1.081080356030725
3,x,4,"['x', 'z', 'x']",0.1,m1,anqi,0,1000000,161302,7683,0,0,0.161302,0.04763115150463104,0,13.768174174008891
3,x,4,"['x', 'z', 'x']",0.05,m1,val,0,1000000,256527,101188,179980,0,0.256527,0.3944536052735189,0,4.9625168010243215
3,x,3,"['z', 'x', 'x']",0.01,m1,val,0,1000000,808314,4558,8621,0,0.808314,0.005638897755080308,0,0.3828272910322994
3,x,3,"['z', 'x', 'x']",0.01,m1,anqi,0,1000000,808314,248,0,0,0.808314,0.0003068114618823836,0,1.0556225780164823
3,x,4,"['x', 'z', 'x']",0.01,m1,val,0,1000000,679470,64070,123053,0,0.67947,0.09429408215226576,0,2.5649320850498043
3,x,2,"['x', 'x', 'x']",0.01,m1,anqi,0,1000000,668669,63,0,0,0.668669,9.421701918288505e-05,0,3.118124499975238
3,x,4,"['x', 'z', 'x']",0.01,m1,anqi,0,1000000,679470,2544,0,0,0.67947,0.003744094662015973,0,2.5616654340410605
3,x,5,"['z', 'z', 'x']",0.01,m1,anqi,0,1000000,1000000,587,0,0,1.0,0.0005870000000000042,0,0.03960358799668029
3,x,5,"['z', 'z', 'x']",0.01,m1,val,0,1000000,1000000,8046,14918,0,1.0,0.008045999999999998,0,0.10848986799828708
3,x,2,"['x', 'x', 'x']",0.005,m1,val,0,1000000,816832,624,1228,0,0.816832,0.0007639269764162515,0,0.5698838970274664
3,x,3,"['z', 'x', 'x']",0.005,m1,val,0,1000000,896478,1286,2515,0,0.896478,0.0014345025756348218,0,0.2501847569947131
3,x,2,"['x', 'x', 'x']",0.1,normal,anqi,0,1000000,37844,13801,0,0,0.037844,0.3646813233273438,0,126.31587764399592
3,x,4,"['x', 'z', 'x']",0.05,m1,anqi,0,1000000,256527,11198,0,0,0.256527,0.043652325096383615,0,14.127345571003389
3,x,2,"['x', 'x', 'x']",0.005,m1,anqi,0,1000000,816832,10,0,0,0.816832,1.2242419493824208e-05,0,1.6951788369915448
3,x,2,"['x', 'x', 'x']",0.1,normal,val,0,1000000,37844,13738,16854,0,0.037844,0.36301659444033396,0,127.75438061798923
3,x,3,"['z', 'x', 'x']",0.005,m1,anqi,0,1000000,896478,29,0,0,0.896478,3.2348813914007124e-05,0,0.7158271130174398
3,x,5,"['z', 'z', 'x']",0.005,m1,val,0,1000000,1000000,2115,4046,0,1.0,0.002114999999999978,0,0.10311505704885349
3,x,4,"['x', 'z', 'x']",0.005,m1,val,0,1000000,817622,37999,74220,0,0.817622,0.04647502146468663,0,1.8846714029787108
3,x,4,"['x', 'z', 'x']",0.005,m1,anqi,0,1000000,817622,889,0,0,0.817622,0.0010872995100424943,0,1.8446880470146425
3,x,5,"['z', 'z', 'x']",0.005,m1,anqi,0,1000000,1000000,92,0,0,1.0,9.199999999998099e-05,0,0.10455594200175256
3,x,2,"['x', 'x', 'x']",0.0001,m1,val,0,1000000,995798,0,1,0,0.995798,0.0,0,0.1513164389762096
3,x,2,"['x', 'x', 'x']",0.0001,m1,anqi,0,1000000,995798,0,0,0,0.995798,0.0,0,0.1541004849714227
3,x,4,"['x', 'z', 'x']",0.0001,m1,val,0,1000000,995757,906,1809,0,0.995757,0.000909860538263807,0,0.38625972997397184
3,x,4,"['x', 'z', 'x']",0.0001,m1,anqi,0,1000000,995757,1,0,0,0.995757,1.0042610797400542e-06,0,1.07621458300855
3,x,5,"['z', 'z', 'x']",0.0001,m1,val,0,1000000,1000000,2,3,0,1.0,1.999999999946489e-06,0,0.03470594197278842
3,x,3,"['z', 'x', 'x']",0.0001,m1,val,0,1000000,997735,2,3,0,0.997735,2.0045402837620685e-06,0,0.10735887801274657
3,x,3,"['z', 'x', 'x']",0.0001,m1,anqi,0,1000000,997735,0,0,0,0.997735,0.0,0,0.10005264298524708
3,x,5,"['z', 'z', 'x']",0.0001,m1,anqi,0,1000000,1000000,0,0,0,1.0,0.0,0,0.03234418702777475
3,x,4,"['x', 'z', 'x']",0.05,normal,anqi,0,1000000,209456,90883,0,0,0.209456,0.43390019860973184,0,105.49024798499886
3,x,4,"['x', 'z', 'x']",0.05,normal,val,0,1000000,209456,90966,152187,0,0.209456,0.4342964632190054,0,106.08455213002162
3,x,4,"['x', 'z', 'x']",0.1,normal,anqi,0,1000000,143151,70852,0,0,0.143151,0.4949458962913288,0,138.02956261701183
