n,lstate,i,meas_type,p_error,sim_type,decoder_type,total_meta_shots,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal
3,x,5,"['z', 'z', 'x']",0.1,normal,val,0,1000000,1000000,375663,353968,0,1.0,0.37566299999999997,0,0.7104122079908848
3,x,5,"['z', 'z', 'x']",0.1,normal,anqi,0,1000000,1000000,375690,0,0,1.0,0.37568999999999997,0,1.8551354499650188
3,x,3,"['z', 'x', 'x']",0.05,normal,val,0,1000000,348976,58520,83657,0,0.348976,0.16769061482738068,0,7.778941428987309
3,x,3,"['z', 'x', 'x']",0.1,normal,anqi,0,1000000,263672,101776,0,0,0.263672,0.38599472071361385,0,13.403401720046531
3,x,3,"['z', 'x', 'x']",0.1,normal,val,0,1000000,263672,101646,124241,0,0.263672,0.3855016839103128,0,21.285618090012576
3,x,3,"['z', 'x', 'x']",0.05,normal,anqi,0,1000000,348976,58361,0,0,0.348976,0.16723499610288384,0,19.795267586014234
3,x,5,"['z', 'z', 'x']",0.05,normal,val,0,1000000,1000000,198427,249788,0,1.0,0.19842700000000002,0,1.6420446389820427
3,x,2,"['x', 'x', 'x']",0.05,normal,anqi,0,1000000,105856,10286,0,0,0.105856,0.09716974002418377,0,28.508351672033314
3,x,5,"['z', 'z', 'x']",0.05,normal,anqi,0,1000000,1000000,198061,0,0,1.0,0.19806100000000004,0,1.6071745679946616
3,x,2,"['x', 'x', 'x']",0.01,normal,anqi,0,1000000,605822,1983,0,0,0.605822,0.003273238674065926,0,5.65520503098378
3,x,3,"['z', 'x', 'x']",0.01,normal,anqi,0,1000000,740231,5665,0,0,0.740231,0.007653016423251668,0,3.312005218991544
3,x,3,"['z', 'x', 'x']",0.01,normal,val,0,1000000,740231,5605,10352,0,0.740231,0.007571960644717657,0,8.957370910036843
3,x,2,"['x', 'x', 'x']",0.01,normal,val,0,1000000,605822,1942,3750,0,0.605822,0.0032055620297710696,0,16.61535149696283
3,x,5,"['z', 'z', 'x']",0.01,normal,val,0,1000000,1000000,16148,29045,0,1.0,0.01614800000000005,0,1.598082708020229
3,x,4,"['x', 'z', 'x']",0.05,normal,anqi,0,1000000,209005,90666,0,0,0.209005,0.43379823449199784,0,40.250322272011545
3,x,5,"['z', 'z', 'x']",0.01,normal,anqi,0,1000000,1000000,16106,0,0,1.0,0.016105999999999954,0,1.6385198169737123
3,x,2,"['x', 'x', 'x']",0.005,normal,val,0,1000000,776603,600,1179,0,0.776603,0.0007725955217787739,0,3.9406762690050527
3,x,4,"['x', 'z', 'x']",0.01,normal,val,0,1000000,600640,63033,114946,0,0.60064,0.10494306073521575,0,23.226808843028266
3,x,3,"['z', 'x', 'x']",0.005,normal,anqi,0,1000000,855154,1558,0,0,0.855154,0.0018218940682028784,0,2.0274540039827116
3,x,2,"['x', 'x', 'x']",0.005,normal,anqi,0,1000000,776603,620,0,0,0.776603,0.00079834870583817,0,8.614455082977656
3,x,3,"['z', 'x', 'x']",0.005,normal,val,0,1000000,855154,1585,3048,0,0.855154,0.001853467328691627,0,5.77907506498741
3,x,5,"['z', 'z', 'x']",0.005,normal,val,0,1000000,1000000,4444,8391,0,1.0,0.0044440000000000035,0,0.4501013399567455
3,x,5,"['z', 'z', 'x']",0.005,normal,anqi,0,1000000,1000000,4406,0,0,1.0,0.004406000000000021,0,1.101771796005778
3,x,4,"['x', 'z', 'x']",0.05,normal,val,0,1000000,209005,90712,151491,0,0.209005,0.43401832492045644,0,66.89683408098063
3,x,2,"['x', 'x', 'x']",0.05,normal,val,0,1000000,105856,10218,15669,0,0.105856,0.09652735792019351,0,82.61136243597139
3,x,2,"['x', 'x', 'x']",0.0001,normal,anqi,0,1000000,994842,0,0,0,0.994842,0.0,0,0.4105930490186438
3,x,2,"['x', 'x', 'x']",0.0001,normal,val,0,1000000,994842,0,0,0,0.994842,0.0,0,1.1731102170306258
3,x,3,"['z', 'x', 'x']",0.0001,normal,anqi,0,1000000,996695,1,0,0,0.996695,1.0033159592026664e-06,0,0.4289366489974782
3,x,4,"['x', 'z', 'x']",0.005,normal,val,0,1000000,762948,37712,71521,0,0.762948,0.04942931890508917,0,13.26709886197932
3,x,3,"['z', 'x', 'x']",0.0001,normal,val,0,1000000,996695,2,4,0,0.996695,2.006631918516355e-06,0,1.134128839999903
3,x,5,"['z', 'z', 'x']",0.0001,normal,val,0,1000000,1000000,2,3,0,1.0,1.999999999946489e-06,0,0.18299435800872743
3,x,4,"['x', 'z', 'x']",0.0001,normal,anqi,0,1000000,994203,921,0,0,0.994203,0.000926370167863122,0,1.1817845629993826
3,x,4,"['x', 'z', 'x']",0.0001,normal,val,0,1000000,994203,940,1878,0,0.994203,0.0009454809530849984,0,1.3453543900395744
3,x,5,"['z', 'z', 'x']",0.0001,normal,anqi,0,1000000,1000000,2,0,0,1.0,1.999999999946489e-06,0,0.54190186195774
3,x,4,"['x', 'z', 'x']",0.01,normal,anqi,0,1000000,600640,62991,0,0,0.60064,0.1048731353223229,0,44.88931512000272
3,x,3,"['z', 'x', 'x']",0.1,m1,val,0,1000000,294523,92682,127357,0,0.294523,0.3146851009938103,0,0.49285094504011795
3,x,2,"['x', 'x', 'x']",0.1,m1,val,0,1000000,47890,14153,19414,0,0.04789,0.2955314261850073,0,4.842877782008145
3,x,3,"['z', 'x', 'x']",0.1,m1,anqi,0,1000000,294523,29004,0,0,0.294523,0.09847787778883144,0,1.4123962160083465
3,x,5,"['z', 'z', 'x']",0.1,m1,val,0,1000000,1000000,286622,313413,0,1.0,0.28662200000000004,0,0.037802495004143566
3,x,5,"['z', 'z', 'x']",0.1,m1,anqi,0,1000000,1000000,129915,0,0,1.0,0.129915,0,0.10976003797259182
3,x,2,"['x', 'x', 'x']",0.1,m1,anqi,0,1000000,47890,4446,0,0,0.04789,0.09283775318438092,0,7.347968998947181
3,x,3,"['z', 'x', 'x']",0.05,m1,val,0,1000000,429080,50843,81674,0,0.42908,0.11849305490817563,0,0.5067817780072801
3,x,4,"['x', 'z', 'x']",0.005,normal,anqi,0,1000000,762948,37494,0,0,0.762948,0.04914358514603878,0,29.162896647991147
