n,lstate,i,p_error,sim_type,N_samples,total_meta_shots,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,prep_rate_SEM,prep_rate_SD,LER,LER_SEM,LER_SD,detect_normal,decoding_normal
3,x,6.0,0.0005,m1,2051,0.0,205100000.0,200863603.0,2696.0,1920694.0,0.0,0.9793447245246221,1.902057663797481e-05,0.00043949145742491936,0.004794510295070086,6.859174568370964e-06,0.0001584888137285341,0.0,1418.4914023519682
3,x,6.0,0.0005,normal,2051,0.0,205100000.0,199352877.0,3981.0,1911776.0,0.0,0.9719789224768405,2.1914424485097602e-05,0.0005063570121399512,0.004814925351685918,6.786050038183882e-06,0.00015679919059264713,0.0,9546.984996196235
3,x,6.0,0.001,m1,2051,0.0,205100000.0,196740450.0,10205.0,3745481.0,0.0,0.959241589468552,2.724011469870533e-05,0.0006294129740238335,0.009570710041673314,9.57845054592315e-06,0.00022132069234408316,0.0,2419.9207354121063
3,x,6.0,0.001,normal,2051,0.0,205100000.0,193813204.0,14995.0,3708444.0,0.0,0.9449693027791322,3.117445928586374e-05,0.0007203203565671105,0.00964441935434152,9.667139103700488e-06,0.00022336993954916827,0.0,12151.955708629135
3,x,6.0,0.005,m1,2051,0.0,205100000.0,167417342.0,211362.0,15482905.0,0.0,0.8162717796196978,5.32450786447003e-05,0.0012302864239953635,0.047502916747093504,2.1939810800807022e-05,0.0005069435910382747,0.0,5431.696004411968
3,x,6.0,0.005,normal,2051,0.0,205100000.0,155988735.0,295556.0,14682622.0,0.0,0.7605496587030717,5.950090880553457e-05,0.0013748342979698382,0.04895778881108028,2.3605261271233535e-05,0.0005454256659221358,0.0,15607.437010597025
3,x,6.0,0.01,m1,2051,0.0,205100000.0,138468206.0,668171.0,24613267.0,0.0,0.6751253339834228,6.349230774909035e-05,0.001467059984512136,0.09370246015771974,3.368092977665457e-05,0.0007782351290767362,0.0,7170.338260996906
3,x,6.0,0.01,normal,2051,0.0,205100000.0,121564685.0,893018.0,22325285.0,0.0,0.592709336908825,6.745361515715149e-05,0.0015585903728496308,0.09917069543456969,3.652125250297597e-05,0.0008438639266840533,0.0,30494.780785784056
3,x,7.0,0.0001,m1,2051,0.0,205100000.0,204722899.0,234.0,473192.0,0.0,0.9981613798147245,5.845468300239385e-06,0.0001350660093802975,0.0011568317696348603,3.3456687140600206e-06,7.73053754988446e-05,0.0,314.9711835521179
3,x,7.0,0.0001,normal,2051,0.0,205100000.0,204597205.0,531.0,658367.0,0.0,0.9975485372988786,6.63595854468909e-06,0.00015333116065440586,0.0016115300221287404,3.8924039900258875e-06,8.993829866585952e-05,0.0,2657.4193255310056
3,x,7.0,0.0005,m1,2051,0.0,205100000.0,203224307.0,6677.0,2331755.0,0.0,0.9908547391516334,1.3177364957705447e-05,0.00030447758974454795,0.00576975413131034,7.236499021526086e-06,0.00016720731248887776,0.0,638.3307339609959
3,x,7.0,0.0005,normal,2051,0.0,205100000.0,202605279.0,13035.0,3219930.0,0.0,0.9878365626523646,1.444474916353939e-05,0.000333761903377144,0.008010650132875602,8.73764548863708e-06,0.00020189296167796167,0.0,3544.7485053500855
3,x,7.0,0.001,m1,2051,0.0,205100000.0,201375757.0,26777.0,4575399.0,0.0,0.9818418186250609,1.851899289366219e-05,0.0004279018103282857,0.011493325925791265,1.0184717839276715e-05,0.00023532916860726072,0.0,812.6436920710694
3,x,7.0,0.001,normal,2051,0.0,205100000.0,200153779.0,50693.0,6264317.0,0.0,0.9758838566552901,2.1157463027317603e-05,0.0004888665805601836,0.01590203004011076,1.246653060358341e-05,0.0002880529759051823,0.0,5626.445897220019
3,x,7.0,0.005,m1,2051,0.0,205100000.0,187393723.0,573206.0,19571358.0,0.0,0.9136700292540224,3.891777667691979e-05,0.0008992382679570613,0.05527869862713793,2.3416369580791227e-05,0.0005410611145256128,0.0,1381.2039923789448
3,x,7.0,0.005,normal,2051,0.0,205100000.0,182020724.0,1032392.0,25349011.0,0.0,0.8874730570453437,4.370398479265432e-05,0.0010098288993748011,0.07530405286502004,2.654450676542772e-05,0.0006133401834764558,0.0,11861.446677972077
3,x,7.0,0.01,m1,2051,0.0,205100000.0,171838102.0,1907815.0,32401314.0,0.0,0.8378259483178937,5.0164298547184264e-05,0.00115910159291302,0.10538099520682867,3.240771945083133e-05,0.0007488161964988809,0.0,1780.9521551540874
3,x,7.0,0.01,normal,2051,0.0,205100000.0,162615586.0,3214602.0,39296676.0,0.0,0.79286,5.4075062519747625e-05,0.0012494641192790838,0.1405949520508014,3.770672638226321e-05,0.0008712556116399618,0.0,16968.560320854867
3,z,2.0,0.0001,m1,2051,0.0,205100000.0,204640826.0,120.0,310891.0,0.0,0.9977612189176012,6.6180863311219785e-06,0.00015291820339566865,0.000760188070108647,2.6190663974522877e-06,6.051642544899712e-05,0.0,267.604334031881
3,z,2.0,0.0001,normal,2051,0.0,205100000.0,204433637.0,191.0,413207.0,0.0,0.9967510336421258,7.813536129415895e-06,0.00018054039299225387,0.001011547939535557,2.9725898409028013e-06,6.868497555939405e-05,0.0,2282.0034450669787
3,z,2.0,0.0005,m1,2051,0.0,205100000.0,202822012.0,2938.0,1532570.0,0.0,0.9888932813261824,1.4461897999581775e-05,0.00033415814619821394,0.003792599665706924,5.896826047557927e-06,0.00013625268692686688,0.0,567.3299695720538
3,z,2.0,0.0005,normal,2051,0.0,205100000.0,201805218.0,5142.0,2032627.0,0.0,0.9839357289127254,1.7181821995188496e-05,0.0003970049979875341,0.005061588507784108,6.967132666477411e-06,0.00016098330497244816,0.0,3427.4135902608236
3,z,2.0,0.001,m1,2051,0.0,205100000.0,200579238.0,11457.0,3010381.0,0.0,0.9779582545099952,1.988437358603517e-05,0.0004594504411533256,0.007561339549887799,8.64790261992274e-06,0.0001998193534527508,0.0,800.1361824830387
3,z,2.0,0.001,normal,2051,0.0,205100000.0,198580524.0,20078.0,3958270.0,0.0,0.9682131838127742,2.3884558812041298e-05,0.0005518791444680875,0.010067520187316135,9.82697874900936e-06,0.0002270632113152212,0.0,4298.652269054151
3,z,2.0,0.005,m1,2051,0.0,205100000.0,183860445.0,252452.0,13138569.0,0.0,0.8964429302779132,4.23376751385219e-05,0.0009782588038610024,0.037102783267293056,1.898529984299791e-05,0.0004386763480655782,0.0,1295.5019737859493
3,z,2.0,0.005,normal,2051,0.0,205100000.0,175345385.0,421717.0,16366016.0,0.0,0.8549263042418334,4.848868491846886e-05,0.0011203846870178052,0.04907304146531905,2.2079876063870576e-05,0.0005101799538347373,0.0,11917.88982820821
3,z,2.0,0.01,m1,2051,0.0,205100000.0,165714655.0,871289.0,22264602.0,0.0,0.8079700390053632,5.31165988800074e-05,0.0012273177569507609,0.07243531436766447,2.803528347820981e-05,0.0006477862280242141,0.0,1550.7565084568823
3,z,2.0,0.01,normal,2051,0.0,205100000.0,151725183.0,1367768.0,26065436.0,0.0,0.7397619843978547,6.164603529470067e-05,0.0014243998177239643,0.09491160424416725,3.195414750881243e-05,0.000738335915188852,0.0,12887.738627324828
3,z,3.0,0.0001,m1,2051,0.0,205100000.0,204243552.0,42.0,228418.0,0.0,0.995824241833252,8.786432492320645e-06,0.00020302023934994754,0.0005593859422516678,2.26502660132761e-06,5.23359444390469e-05,0.0,485.9099547178038
3,z,3.0,0.0001,normal,2051,0.0,205100000.0,203933695.0,83.0,228350.0,0.0,0.9943134812286689,1.0280887372760092e-05,0.00023755127202898876,0.0005602702618438062,2.3141934531129346e-06,5.347199892148492e-05,0.0,7324.266336262151
3,z,3.0,0.0005,m1,2051,0.0,205100000.0,200866599.0,1175.0,1127932.0,0.0,0.9793593320331545,1.8943376227951897e-05,0.0004377076565780495,0.002813513031421946,5.229438017448839e-06,0.00012083194844962274,0.0,1043.5582380257729
3,z,3.0,0.0005,normal,2051,0.0,205100000.0,199359287.0,1734.0,1120824.0,0.0,0.9720101755241345,2.205193039319974e-05,0.0005095342382097272,0.0028197648953231084,5.103141079814612e-06,0.00011791371803812452,0.0,9181.209077465142
