n,lstate,i,meas_type,p_error,sim_type,decoder_type,total_meta_shots,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal
3,z,4,"['z', 'z', 'x']",0.1,normal,anqi,0,1000000,1000000,114281,0,0,1.0,0.11428099999999997,0,0.6734797349781729
3,z,4,"['z', 'z', 'x']",0.1,normal,val,0,1000000,1000000,263834,299106,0,1.0,0.263834,0,1.880604941979982
3,z,4,"['z', 'z', 'x']",0.05,normal,val,0,1000000,1000000,109500,160503,0,1.0,0.10950000000000004,0,0.703139224962797
3,z,4,"['z', 'z', 'x']",0.05,normal,anqi,0,1000000,1000000,29248,0,0,1.0,0.02924800000000005,0,1.8211486189975403
3,z,6,"['z', 'x', 'z']",0.05,normal,val,0,1000000,408218,34693,52602,0,0.408218,0.08498645331661026,0,7.30239030404482
3,z,6,"['z', 'x', 'z']",0.1,normal,val,0,1000000,285009,77030,97333,0,0.285009,0.270272166843854,0,22.524485194007866
3,z,6,"['z', 'x', 'z']",0.1,normal,anqi,0,1000000,285009,28364,0,0,0.285009,0.0995196642913031,0,23.163902764965314
3,z,6,"['z', 'x', 'z']",0.05,normal,anqi,0,1000000,408218,8392,0,0,0.408218,0.020557643220044164,0,18.939765509974677
3,z,7,"['x', 'z', 'z']",0.05,normal,val,0,1000000,164279,6174,10005,0,0.164279,0.03758240554179171,0,23.466042902029585
3,z,4,"['z', 'z', 'x']",0.01,normal,val,0,1000000,1000000,6619,12494,0,1.0,0.0066190000000000415,0,0.47057285299524665
3,z,4,"['z', 'z', 'x']",0.01,normal,anqi,0,1000000,1000000,372,0,0,1.0,0.00037200000000003897,0,0.45508976600831375
3,z,6,"['z', 'x', 'z']",0.01,normal,val,0,1000000,792907,2444,4636,0,0.792907,0.0030823286968080232,0,2.4949195210356265
3,z,6,"['z', 'x', 'z']",0.01,normal,anqi,0,1000000,792907,126,0,0,0.792907,0.00015890892626746478,0,2.5177301010116935
3,z,3,"['x', 'z', 'x']",0.01,normal,val,0,1000000,600598,37618,70950,0,0.600598,0.06263424120626437,0,26.82524807896698
3,z,7,"['x', 'z', 'z']",0.01,normal,val,0,1000000,679984,708,1371,0,0.679984,0.001041200969434608,0,4.314155556960031
3,z,7,"['x', 'z', 'z']",0.01,normal,anqi,0,1000000,679984,22,0,0,0.679984,3.235370244003555e-05,0,4.369133988046087
