n,lstate,i,meas_type,p_error,sim_type,decoder_type,total_meta_shots,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal
3,x,5,"['z', 'z', 'x']",0.1,normal,val,0,1000000,1000000,375766,354081,0,1.0,0.37576600000000004,0,1.7714015240198933
3,x,5,"['z', 'z', 'x']",0.1,normal,anqi,0,1000000,1000000,376025,0,0,1.0,0.37602500000000005,0,1.8319752819952555
3,x,3,"['z', 'x', 'x']",0.1,normal,val,0,1000000,265060,102546,124837,0,0.26506,0.38687844261676596,0,15.835489205026533
3,x,3,"['z', 'x', 'x']",0.1,normal,anqi,0,1000000,265060,102378,0,0,0.26506,0.3862446238587489,0,22.863217197998893
3,x,3,"['z', 'x', 'x']",0.05,normal,val,0,1000000,349162,58789,83786,0,0.349162,0.16837170138789448,0,22.52473883301718
3,x,3,"['z', 'x', 'x']",0.05,normal,anqi,0,1000000,349162,58555,0,0,0.349162,0.16770152536644878,0,22.854968038969673
3,x,2,"['x', 'x', 'x']",0.05,normal,val,0,1000000,106164,10134,15637,0,0.106164,0.09545608680908779,0,31.209321667032782
3,x,5,"['z', 'z', 'x']",0.05,normal,val,0,1000000,1000000,198620,249925,0,1.0,0.19862000000000002,0,1.6883016190258786
3,x,5,"['z', 'z', 'x']",0.05,normal,anqi,0,1000000,1000000,198529,0,0,1.0,0.19852899999999996,0,1.7862697699456476
3,x,2,"['x', 'x', 'x']",0.01,normal,val,0,1000000,605423,1904,3683,0,0.605423,0.003144908601093732,0,5.856691700988449
3,x,3,"['z', 'x', 'x']",0.01,normal,val,0,1000000,739913,5608,10365,0,0.739913,0.007579269454652149,0,9.293723182985559
3,x,3,"['z', 'x', 'x']",0.01,normal,anqi,0,1000000,739913,5596,0,0,0.739913,0.007563051331710646,0,5.461368689022493
3,x,2,"['x', 'x', 'x']",0.01,normal,anqi,0,1000000,605423,1885,0,0,0.605423,0.0031135255845912146,0,16.272296982991975
3,x,5,"['z', 'z', 'x']",0.01,normal,val,0,1000000,1000000,16052,28992,0,1.0,0.016051999999999955,0,1.4851134829805233
3,x,2,"['x', 'x', 'x']",0.05,normal,anqi,0,1000000,106164,10140,0,0,0.106164,0.09551260314230814,0,61.313643337984104
3,x,5,"['z', 'z', 'x']",0.01,normal,anqi,0,1000000,1000000,16080,0,0,1.0,0.016079999999999983,0,1.5429024629993364
3,x,4,"['x', 'z', 'x']",0.01,normal,anqi,0,1000000,599640,62726,0,0,0.59964,0.10460609699152823,0,15.750174948014319
3,x,4,"['x', 'z', 'x']",0.05,normal,val,0,1000000,210118,91164,152194,0,0.210118,0.4338704918188827,0,49.242788175004534
3,x,3,"['z', 'x', 'x']",0.005,normal,val,0,1000000,855032,1569,3002,0,0.855032,0.001835019040223096,0,2.178805373958312
3,x,2,"['x', 'x', 'x']",0.005,normal,val,0,1000000,776897,594,1150,0,0.776897,0.000764580118085112,0,8.681826988002285
3,x,3,"['z', 'x', 'x']",0.005,normal,anqi,0,1000000,855032,1572,0,0,0.855032,0.0018385276808353668,0,5.8273586459690705
3,x,2,"['x', 'x', 'x']",0.005,normal,anqi,0,1000000,776897,590,0,0,0.776897,0.0007594314304212313,0,8.782527831033804
3,x,4,"['x', 'z', 'x']",0.01,normal,val,0,1000000,599640,62636,113957,0,0.59964,0.1044560069374958,0,28.960832230979577
3,x,5,"['z', 'z', 'x']",0.005,normal,val,0,1000000,1000000,4459,8416,0,1.0,0.004458999999999991,0,1.4202112109633163
3,x,5,"['z', 'z', 'x']",0.005,normal,anqi,0,1000000,1000000,4448,0,0,1.0,0.0044480000000000075,0,1.4219141359790228
3,x,2,"['x', 'x', 'x']",0.0001,normal,val,0,1000000,994965,2,3,0,0.994965,2.010120959017314e-06,0,0.44086912303464487
3,x,4,"['x', 'z', 'x']",0.005,normal,val,0,1000000,763248,37645,71364,0,0.763248,0.04932210762425848,0,11.609172428958118
3,x,3,"['z', 'x', 'x']",0.0001,normal,anqi,0,1000000,996799,0,0,0,0.996799,0.0,0,0.42784000001847744
3,x,2,"['x', 'x', 'x']",0.0001,normal,anqi,0,1000000,994965,3,0,0,0.994965,3.015181438525971e-06,0,1.286211991973687
3,x,3,"['z', 'x', 'x']",0.0001,normal,val,0,1000000,996799,0,1,0,0.996799,0.0,0,1.2461596860084683
3,x,2,"['x', 'x', 'x']",0.1,normal,anqi,0,1000000,38104,13875,0,0,0.038104,0.3641349989502415,0,89.97245577495778
3,x,4,"['x', 'z', 'x']",0.0001,normal,anqi,0,1000000,994252,880,0,0,0.994252,0.0008850874828514321,0,1.3198138839798048
3,x,4,"['x', 'z', 'x']",0.0001,normal,val,0,1000000,994252,886,1773,0,0.994252,0.0008911221702344596,0,3.9172466350137256
3,x,5,"['z', 'z', 'x']",0.0001,normal,val,0,1000000,1000000,0,1,0,1.0,0.0,0,0.5961251130211167
3,x,5,"['z', 'z', 'x']",0.0001,normal,anqi,0,1000000,1000000,0,0,0,1.0,0.0,0,0.5913524219649844
3,x,2,"['x', 'x', 'x']",0.1,m1,val,0,1000000,48615,14264,19706,0,0.048615,0.2934073845520929,0,5.466270754986908
3,x,3,"['z', 'x', 'x']",0.1,m1,val,0,1000000,295182,92682,127943,0,0.295182,0.3139825599121898,0,1.62813546002144
3,x,3,"['z', 'x', 'x']",0.1,m1,anqi,0,1000000,295182,28710,0,0,0.295182,0.09726202817244956,0,1.6104385129874572
3,x,2,"['x', 'x', 'x']",0.1,m1,anqi,0,1000000,48615,4411,0,0,0.048615,0.09073331276355034,0,5.588873775966931
3,x,5,"['z', 'z', 'x']",0.1,m1,val,0,1000000,1000000,286752,313131,0,1.0,0.286752,0,0.1281967629911378
3,x,5,"['z', 'z', 'x']",0.1,m1,anqi,0,1000000,1000000,130187,0,0,1.0,0.13018700000000005,0,0.11751750501571223
3,x,2,"['x', 'x', 'x']",0.05,m1,val,0,1000000,154274,12086,19863,0,0.154274,0.07834113330826975,0,5.233550789998844
3,x,3,"['z', 'x', 'x']",0.05,m1,val,0,1000000,429019,50804,81519,0,0.429019,0.11841899776000597,0,1.6329361060052179
3,x,4,"['x', 'z', 'x']",0.005,normal,anqi,0,1000000,763248,37514,0,0,0.763248,0.04915047271660067,0,33.63302133703837
3,x,3,"['z', 'x', 'x']",0.05,m1,anqi,0,1000000,429019,10044,0,0,0.429019,0.023411550537388748,0,0.5911611740011722
3,x,2,"['x', 'x', 'x']",0.05,m1,anqi,0,1000000,154274,2155,0,0,0.154274,0.013968653175518875,0,5.26180605503032
3,x,5,"['z', 'z', 'x']",0.05,m1,val,0,1000000,1000000,124261,177502,0,1.0,0.12426099999999995,0,0.050191147020086646
3,x,5,"['z', 'z', 'x']",0.05,m1,anqi,0,1000000,1000000,35510,0,0,1.0,0.03551000000000004,0,0.0463174149626866
3,x,4,"['x', 'z', 'x']",0.1,m1,val,0,1000000,161625,79070,142543,0,0.161625,0.48921887084300075,0,16.186608190997504
3,x,4,"['x', 'z', 'x']",0.1,m1,anqi,0,1000000,161625,7798,0,0,0.161625,0.048247486465583966,0,13.428078645956703
3,x,2,"['x', 'x', 'x']",0.01,m1,val,0,1000000,668077,1966,3791,0,0.668077,0.0029427745604174715,0,1.275445434032008
