n,lstate,i,p_error,sim_type,total_meta_shots,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal,meas_type
4,x,9,0.01,m1,0,1000000,1000000,250,459,0,1.0,0.0002499999999999,0,2.59753981907852,"['z', 'z', 'z', 'x']"
4,x,5,0.01,m1,0,1000000,607844,36,69,0,0.607844,5.922572238925561e-05,0,28.45802901405841,"['z', 'z', 'x', 'x']"
4,x,3,0.01,m2,0,1000000,402420,8,15,391797,0.6616540858890864,1.987972764772028e-05,0,18.800793937174603,"['z', 'x', 'x', 'x']"
4,x,9,0.01,normal,0,1000000,1000000,836,1486,0,1.0,0.0008359999999999,0,91.37006091699004,"['z', 'z', 'z', 'x']"
4,x,5,0.01,m2,0,1000000,607844,36,69,392156,1.0,5.922572238925561e-05,0,3.666073946049437,"['z', 'z', 'x', 'x']"
4,x,3,0.01,m1,0,1000000,402420,8,15,0,0.40242,1.987972764772028e-05,0,29.706915280083194,"['z', 'x', 'x', 'x']"
4,x,5,0.01,normal,0,1000000,523702,92,171,0,0.523702,0.0001756724243939,0,87.25410217512399,"['z', 'z', 'x', 'x']"
4,x,9,0.01,m2,0,1000000,1000000,250,459,0,1.0,0.0002499999999999,0,2.148540796013549,"['z', 'z', 'z', 'x']"
4,x,3,0.01,normal,0,1000000,339776,9,18,0,0.339776,2.648803917870701e-05,0,93.11834586411716,"['z', 'x', 'x', 'x']"
4,x,2,0.01,m2,0,1000000,271809,2,5,392080,0.4471131069877615,7.358108083277415e-06,0,14.462690989021212,"['x', 'x', 'x', 'x']"
4,x,2,0.01,m1,0,1000000,271809,2,5,0,0.271809,7.358108083277415e-06,0,28.071967703988776,"['x', 'x', 'x', 'x']"
4,x,2,0.01,normal,0,1000000,229016,4,7,0,0.229016,1.7466028574442127e-05,0,78.08686477085575,"['x', 'x', 'x', 'x']"
