n,lstate,i,p_error,sim_type,shots,prep_rate,prep_rate_SEM,prep_rate_SD,LER,N_samples,LER_SEM,LER_SD,eff,eff_SEM,eff_SD,skip,s_l,CNOT,hadamard,meas,cost,cost_SEM,count_accept,count_logerror,count_undecided,count_detect_discard,total_meta_shots,detect_normal,decoding_normal,meas_type
4,x,7,0.001,m1,12900000,0.920246915,0.0001992784388863,0.0009093880322447,0.0002030770854877,80,7.51007603762231e-06,3.427151129860358e-05,0.92006003125,0.0001987521719608,0.000906986463633,1,1,40,24,32,1.0,0.0,11871363,19.0,3694,0,0,63.21975257014856,2735.5022639958624,"['z', 'x', 'z', 'x']"
4,x,7,0.001,normal,13000000,0.8930699333333334,0.0002238086244307,0.0010276926632023,0.0002755229703718,81,9.074331473640789e-06,4.16678486034526e-05,0.8928238851851851,0.0002263928924416,0.001039559199987,1,1,48,32,48,1.0,0.0,11610814,33.0,5144,0,0,800.6461556171998,5106.200425870047,"['z', 'x', 'z', 'x']"
4,x,7,0.005,m1,12900000,0.6680841075,0.0003692774591788,0.0016851622475148,0.0052058109061662,80,8.448836817909218e-05,0.0003855545603193,0.6646062162499999,0.0003741116214522,0.0017072224831426,1,1,40,24,32,1.0,0.0,8619973,1238.0,67785,0,0,188.0606329110451,3260.4921508587868,"['z', 'x', 'z', 'x']"
4,x,7,0.005,normal,13000000,0.5823102938271605,0.0003495112389157,0.0016048985460415,0.0071000737226492,81,9.536516365555308e-05,0.0004379012616836,0.5781758320987654,0.000350199672042,0.0016080597185604,1,1,48,32,48,1.0,0.0,7570786,2964.0,83947,0,0,1380.9030737690628,4442.2364405181,"['z', 'x', 'z', 'x']"
4,x,7,0.01,m1,12900000,0.4604047525,0.0003475009371053,0.0015857871788009,0.0207247777431077,80,0.0002943541026495,0.00134325669996,0.45086306,0.0003718749576834,0.0016970156826737,1,1,40,24,32,1.0,0.0,5941208,6589.0,182858,0,0,295.5866680890322,3127.766104138005,"['z', 'x', 'z', 'x']"
4,x,7,0.01,normal,13100000,0.3601941829268292,0.0003898518760359,0.0018011524920055,0.0291479001124307,82,0.0003239988297862,0.0014969051979696,0.3496952390243902,0.00039434182785,0.0018218964934996,1,1,48,32,48,1.0,0.0,4719028,14488.0,205519,0,0,588.3423881330527,4342.5502474768,"['z', 'x', 'z', 'x']"
4,x,8,0.0,m2,200,1.0,0.0,0.0,0.0,2,0.0,0.0,1.0,0.0,0.0,0,2,56,24,48,1.0,0.0,200,0.0,0,0,0,0.0,0.0541114619991276,"['x', 'z', 'z', 'x']"
4,x,8,0.0001,m1,12900000,0.9886263425,8.391518158051003e-05,0.0003829388782821,0.0018039051402302,80,2.715184405508349e-05,0.000123904834738,0.9868429575,8.965592903084262e-05,0.000409136228365,0,2,56,24,48,1.0,0.0,12753383,24.0,38294,0,0,294.9415054009296,4511.510172663155,"['x', 'z', 'z', 'x']"
4,x,8,0.0001,normal,12900000,0.98560838,8.566531740398851e-05,0.000390925455162,0.0017912041133929,80,2.80029193170215e-05,0.000127788635023,0.983842955,9.027146339903237e-05,0.0004119451603849,0,2,64,32,64,1.0,0.0,12714995,43.0,38098,0,0,587.4139465838671,4900.855803634986,"['x', 'z', 'z', 'x']"
4,x,8,0.0005,m1,12900000,0.9445750425,0.0001588930486937,0.0007250931796559,0.0090712733809437,80,0.000106949724719,0.0004880548054012,0.9360065375,0.000185459626805,0.000846327209424,0,2,56,24,48,1.0,0.0,12185206,412.0,184443,0,0,158.35299576586112,3942.151670456471,"['x', 'z', 'z', 'x']"
4,x,8,0.0005,normal,12900000,0.9305064925,0.0001835972999479,0.0008378286595288,0.009187236104251,80,0.0001080662726757,0.0004931500648528,0.92195772875,0.0002119247310377,0.0009670981728854,0,2,64,32,64,1.0,0.0,12003646,1227.0,182700,0,0,1331.12947901804,4978.12613154664,"['x', 'z', 'z', 'x']"
4,x,8,0.001,m1,12900000,0.892779015,0.0002346888260388,0.0010709799358826,0.0183130714839727,80,0.000205674271794,0.0009385748019473,0.8764295175000001,0.0002986925187218,0.0013630546453727,0,2,56,24,48,1.0,0.0,11517105,1521.0,350717,0,0,194.8895211839117,4300.971317872929,"['x', 'z', 'z', 'x']"
4,x,8,0.001,normal,13000000,0.8667655555555556,0.0002216168450833,0.0010176283702806,0.0187347288871165,81,0.0002005446220619,0.0009208681625292,0.8505270283950618,0.0002913967845156,0.0013380464595105,0,2,64,32,64,1.0,0.0,11269052,4543.0,348310,0,0,571.4189947107807,4728.054375606283,"['x', 'z', 'z', 'x']"
4,x,8,0.005,m1,12900000,0.5805944525,0.0003508433407399,0.0016010399170361,0.094676936366436,80,0.0008474594967322,0.0038673000874922,0.5256254775,0.0005826064516609,0.0026586686327423,0,2,56,24,48,1.0,0.0,7490951,22978.0,1182800,0,0,780.2364793499,3906.498305713496,"['x', 'z', 'z', 'x']"
4,x,8,0.005,normal,13000000,0.5116653703703704,0.000383980335216,0.0017631750086452,0.1050566923505083,81,0.0008246901916103,0.0037868427165781,0.4579119358024691,0.00056155771011,0.002578581321934,0,2,64,32,64,1.0,0.0,6652971,58234.0,1118782,0,0,695.6399038909003,4201.3644254062965,"['x', 'z', 'z', 'x']"
4,x,8,0.01,m1,12900000,0.35695546,0.0003400366094952,0.0015517244360608,0.1898097431266496,80,0.0013580110855824,0.0061971532684911,0.2892021975,0.0005668551627865,0.0025867891375253,0,2,56,24,48,1.0,0.0,4606349,46931.0,1467705,0,0,408.2955202623271,2974.878823062667,"['x', 'z', 'z', 'x']"
4,x,8,0.01,normal,13100000,0.2901702170731707,0.0003179797526492,0.0014690964930451,0.2186915303086213,82,0.0012294553350028,0.005680199779892,0.2267122707317073,0.0004303510419105,0.0019882624638258,0,2,64,32,64,1.0,0.0,3801659,102990.0,1318474,0,0,485.5853312248364,3941.0495053438935,"['x', 'z', 'z', 'x']"
4,x,9,0.0,m2,100,1.0,0.0,,0.0,1,0.0,,1.0,0.0,,3,-1,8,8,0,1.0,0.0,100,0.0,0,0,0,0.0,0.0253136379997158,"['z', 'z', 'z', 'x']"
4,x,9,0.0001,m1,112900000,1.0,0.0,0.0,0.0,90,0.0,0.0,1.0,0.0,0.0,3,-1,8,8,0,1.0,0.0,112900000,0.0,0,0,0,0.7444181870669127,33.52235226672201,"['z', 'z', 'z', 'x']"
4,x,9,0.0001,normal,112900000,1.0,0.0,0.0,0.0,90,0.0,0.0,1.0,0.0,0.0,3,-1,16,16,16,1.0,0.0,112900000,0.0,0,0,0,26.699848641175777,2725.5365577669,"['z', 'z', 'z', 'x']"
4,x,9,0.0005,m1,112900000,1.0,0.0,0.0,0.0,90,0.0,0.0,1.0,0.0,0.0,3,-1,8,8,0,1.0,0.0,112900000,0.0,0,0,0,0.3504417622461915,70.32015241272165,"['z', 'z', 'z', 'x']"
4,x,9,0.0005,normal,112900000,1.0,0.0,0.0,1.111111111111111e-09,90,1.5312457518320875e-09,7.411567703948487e-09,0.9999999988888888,1.531245753521836e-09,7.4115677121272445e-09,3,-1,16,16,16,1.0,0.0,112900000,0.0,2,0,0,50.994012497831136,3270.211246622697,"['z', 'z', 'z', 'x']"
4,x,9,0.001,m1,6432900000,1.0,0.0,0.0,2.6800554016620497e-08,722,2.708277819645683e-09,3.712835777608471e-08,0.999999973199446,2.708277818317452e-09,3.7128357757875726e-08,3,-1,8,8,0,1.0,0.0,6432900000,1.0,385,0,0,0.462824213784188,2647.380617864438,"['z', 'z', 'z', 'x']"
4,x,9,0.001,normal,6383000000,1.0,0.0,0.0,1.338440111420613e-07,718,1.4840137932638724e-08,2.028822666653334e-07,0.9999998661559888,1.4840137932405431e-08,2.0288226666214401e-07,3,-1,16,16,16,1.0,0.0,6383000000,15.0,1792,0,0,76.02592352312058,144176.2579101301,"['z', 'z', 'z', 'x']"
4,x,9,0.005,m1,42900000,1.0,0.0,0.0,1.7018072289156627e-05,83,2.131822971803513e-06,9.909097748525468e-06,0.9999829819277108,2.1318229718042697e-06,9.909097748528984e-06,3,-1,8,8,0,1.0,0.0,42900000,10.0,480,0,0,3.166123070754111,217.60824579920157,"['z', 'z', 'z', 'x']"
4,x,9,0.005,normal,43000000,1.0,0.0,0.0,7.35470238095238e-05,84,4.481970137889632e-06,2.0958130019807043e-05,0.9999264529761904,4.481970137895045e-06,2.095813001983236e-05,3,-1,16,16,16,1.0,0.0,43000000,82.0,2861,0,0,180.647294015158,4491.636613222785,"['z', 'z', 'z', 'x']"
4,x,9,0.01,m1,490900000,1.0,0.0,0.0,0.0002399096296296,540,1.8957797146016331e-06,2.2476499783867272e-05,0.9997600903703704,1.8957797146003268e-06,2.247649978385178e-05,3,-1,8,8,0,1.0,0.0,490900000,9407.0,207496,0,0,4.986749824136496,2229.534822878966,"['z', 'z', 'z', 'x']"
4,x,9,0.01,m2,458000000,1.0,0.0,0.0,0.0002403351528384,458,1.0257516014234198e-06,1.1200021885655915e-05,0.9997596648471616,1.0257516014230342e-06,1.1200021885651704e-05,3,-1,8,8,0,1.0,0.0,458000000,9187.0,201773,0,0,0.0,1168.7800557711162,"['z', 'z', 'z', 'x']"
4,x,9,0.01,normal,491100000,1.0,0.0,0.0,0.0008173760147601,542,5.836846362360096e-06,6.933010115683901e-05,0.9991826239852398,5.836846362359974e-06,6.933010115683757e-05,3,-1,16,16,16,1.0,0.0,491100000,43985.0,675690,0,0,266.66611262317747,50630.0375276257,"['z', 'z', 'z', 'x']"
4,x,10,0.0,m2,100,1.0,0.0,,0.0,1,0.0,,1.0,0.0,,0,2,56,40,48,1.0,0.0,100,0.0,0,0,0,0.0,0.026652725000531,"['x', 'x', 'x', 'z']"
4,x,10,0.0001,m1,12900000,0.9877627025,8.827414477172769e-05,0.0004028305885004,1.2678816876349663e-06,80,4.830001936722248e-07,2.204125033054405e-06,0.98776145,8.820250785464325e-05,0.0004025036803039,0,2,56,40,48,1.0,0.0,12742303,0.0,22,0,0,735.0761388642713,3676.637272500971,"['x', 'x', 'x', 'z']"
4,x,10,0.0001,normal,12900000,0.984805175,8.75183039857647e-05,0.0003993813816074,2.036019488427189e-06,80,8.95279492602978e-07,4.085522049636284e-06,0.98480317,8.756773940422578e-05,0.0003996069753955,0,2,64,48,64,1.0,0.0,12704569,0.0,36,0,0,1060.7926572342403,4376.859629932806,"['x', 'x', 'x', 'z']"
4,x,10,0.0005,m1,12900000,0.94070907,0.0001792826397247,0.0008181391216533,3.5922140329531184e-05,80,3.1424226733389662e-06,1.4340144309433764e-05,0.9406752775,0.0001792449552149,0.000817967152009,0,2,56,40,48,1.0,0.0,12136061,1.0,670,0,0,449.45237453700975,3479.0215409210214,"['x', 'x', 'x', 'z']"
4,x,10,0.0005,normal,12900000,0.9265811325,0.0001828964658681,0.0008346304704607,3.360986759440927e-05,80,2.83776139337965e-06,1.2949851794941672e-05,0.9265499875,0.0001822355947813,0.0008316146486759,0,2,64,48,64,1.0,0.0,11953041,1.0,610,0,0,573.5718363141641,4293.311946221889,"['x', 'x', 'x', 'z']"
4,x,10,0.001,m1,12900000,0.885239905,0.0002364732839162,0.0010791231381619,0.0001404164339086,80,7.586669854636706e-06,3.46210398322778e-05,0.8851156012500001,0.0002362577809525,0.0010781397110674,0,2,56,40,48,1.0,0.0,11420146,1.0,2421,0,0,405.0245976317674,3553.5183626944345,"['x', 'x', 'x', 'z']"
4,x,10,0.001,normal,13000000,0.8591893555555556,0.0002539557678931,0.0011661234239993,0.0001394910311145,81,6.893514208905761e-06,3.165389177558768e-05,0.8590695061728395,0.0002539612806217,0.0011661487375486,0,2,64,48,64,1.0,0.0,11170973,7.0,2347,0,0,546.6078412663192,3943.1368284828495,"['x', 'x', 'x', 'z']"
4,x,10,0.005,m1,12900000,0.55338249,0.0004099120380546,0.0018705942487463,0.0035620899201156,80,6.750477981039319e-05,0.0003080515846167,0.5514112662499999,0.0004084755263219,0.0018640388653078,0,2,56,40,48,1.0,0.0,7138618,610.0,37894,0,0,1016.1506890449672,3604.845381031235,"['x', 'x', 'x', 'z']"
4,x,10,0.005,normal,13000000,0.4815308024691358,0.0003643723662421,0.001673138416418,0.0036012505237634,81,6.717463450982107e-05,0.0003084549543818,0.4797966629629629,0.0003628029605543,0.0016659319617292,0,2,64,48,64,1.0,0.0,6258941,600.0,33707,0,0,1157.5054591512308,4078.216620666499,"['x', 'x', 'x', 'z']"
4,x,10,0.01,m1,12900000,0.3197505925,0.0003724059630951,0.0016994388749123,0.0142623220184396,80,0.0002359070634349,0.0010765392453322,0.3151901375,0.0003718908562289,0.0016970882341603,0,2,56,40,48,1.0,0.0,4125306,2944.0,85762,0,0,831.6050140019506,3423.075674745094,"['x', 'x', 'x', 'z']"
4,x,10,0.01,normal,13100000,0.2475969414634146,0.0002347712607522,0.001084665400754,0.0146482284370631,82,0.0002387875822554,0.0011032211854732,0.243970093902439,0.0002391922159273,0.0011050906312586,0,2,64,48,64,1.0,0.0,3245099,2499.0,69442,0,0,1033.1188637139276,2947.832104844012,"['x', 'x', 'x', 'z']"
4,x,11,0.0,m2,100,1.0,0.0,,0.0,1,0.0,,1.0,0.0,,1,1,40,24,32,1.0,0.0,100,0.0,0,0,0,0.0,0.0291925410001567,"['z', 'x', 'x', 'z']"
4,x,11,0.0001,m1,12900000,0.9916522925,6.77646210451778e-05,0.0003092373451561,2.7946676057505e-06,80,8.389087253067491e-07,3.828279462660386e-06,0.99164952125,6.783250530283616e-05,0.0003095471284515,1,1,40,24,32,1.0,0.0,12792320,0.0,61,0,0,138.92366645205766,4230.067544641308,"['z', 'x', 'x', 'z']"
4,x,11,0.0001,normal,12900000,0.988622105,8.658517113265317e-05,0.0003951231193797,2.3493077966442634e-06,80,7.028442146953906e-07,3.207362125819082e-06,0.9886197825,8.6630913060906e-05,0.0003953318582797,1,1,48,32,48,1.0,0.0,12753648,0.0,45,0,0,627.7495556557551,5311.651353271125,"['z', 'x', 'x', 'z']"
4,x,11,0.0005,m1,12900000,0.95911377,0.0001399280287163,0.0006385481309535,6.0204850311940266e-05,80,4.073316377001926e-06,1.8588188393549932e-05,0.959056025,0.0001394065723165,0.0006361685147144,1,1,40,24,32,1.0,0.0,12372998,3.0,1110,0,0,276.35617590975016,4420.846017426229,"['z', 'x', 'x', 'z']"
4,x,11,0.0005,normal,12900000,0.9446905375,0.0001508925007203,0.0006885834467462,6.32004201177157e-05,80,4.553075440418917e-06,2.077752283971733e-05,0.94463083125,0.0001505146134286,0.000686858994354,1,1,48,32,48,1.0,0.0,12186716,6.0,1203,0,0,661.1102833249606,4720.505393004845,"['z', 'x', 'x', 'z']"
4,x,11,0.001,m1,12900000,0.9200680675,0.0002170390374917,0.0009904368195972,0.000227045263278,80,8.626138671395613e-06,3.936455602567411e-05,0.91985917,0.0002170475729064,0.000990475770143,1,1,40,24,32,1.0,0.0,11869600,6.0,4083,0,0,460.9403368006461,4437.914317635717,"['z', 'x', 'x', 'z']"
4,x,11,0.001,normal,13000000,0.8929551802469137,0.0002138386638859,0.0009819122321291,0.0002631179976652,81,9.138030284883062e-06,4.1960343144871206e-05,0.8927202271604939,0.0002138348072816,0.000981894523232,1,1,48,32,48,1.0,0.0,11608978,29.0,4740,0,0,637.7289385288022,4059.1849630780334,"['z', 'x', 'x', 'z']"
4,x,11,0.005,m1,12900000,0.66621327,0.0003415755665491,0.0015587473188916,0.0056510859947128,80,9.67920758044615e-05,0.0004417013493512,0.662448465,0.0003478828293455,0.0015875299073909,1,1,40,24,32,1.0,0.0,8596005,1435.0,71865,0,0,349.75326924258843,4376.416144392468,"['z', 'x', 'x', 'z']"
4,x,11,0.005,normal,13000000,0.5787551358024691,0.000369785960865,0.0016979967590744,0.006459199942047,81,0.0001038559345408,0.0004768894953406,0.5750168098765432,0.0003699831020489,0.0016989019992045,1,1,48,32,48,1.0,0.0,7523919,2095.0,73221,0,0,614.7932765320875,2993.2927957305656,"['z', 'x', 'x', 'z']"
4,x,11,0.01,m1,12900000,0.4558434,0.0003699107487904,0.0016880522038841,0.0213793641985025,80,0.0003242467318906,0.0014796688448769,0.44609760875,0.0003826402162783,0.0017461419071911,1,1,40,24,32,1.0,0.0,5880765,7446.0,181596,0,0,1089.3915140838362,3951.569465602006,"['z', 'x', 'x', 'z']"
4,x,11,0.01,normal,13100000,0.3513552975609756,0.000364433172612,0.0016837156811812,0.0254575555826161,82,0.0003331593932693,0.001539227866552,0.3424106,0.0003717096070305,0.0017173334955141,1,1,48,32,48,1.0,0.0,4603730,10081.0,170584,0,0,1214.8438976872712,2941.443511942649,"['z', 'x', 'x', 'z']"
4,x,12,0.0,m2,100,1.0,0.0,,0.0,1,0.0,,1.0,0.0,,0,2,56,24,48,1.0,0.0,100,0.0,0,0,0,0.0,0.0265701079988502,"['x', 'z', 'x', 'z']"
4,x,12,0.0001,m1,12900000,0.988547455,8.240126768411236e-05,0.0003760302774976,0.001912259511828,80,2.88272498990764e-05,0.0001315503885279,0.98665709625,8.733111047457007e-05,0.000398527141983,0,2,56,24,48,1.0,0.0,12752796,13.0,41085,0,0,631.9795110598207,4724.684168439184,"['x', 'z', 'x', 'z']"
4,x,12,0.0001,normal,12900000,0.985618055,7.963956399870111e-05,0.0003634275077541,0.0019028752528284,80,3.0052946768937794e-05,0.0001371437385704,0.983742545,8.38087280944503e-05,0.0003824530880142,0,2,64,32,64,1.0,0.0,12715043,25.0,40942,0,0,632.2692192872055,4654.868208630869,"['x', 'z', 'x', 'z']"
4,x,12,0.0005,m1,12900000,0.944406335,0.0001561208476744,0.0007124425063368,0.0095287084207552,80,0.0001062519058473,0.0004848703759461,0.9354073525,0.0001818607176749,0.0008299039329755,0,2,56,24,48,1.0,0.0,12182893,307.0,195884,0,0,837.3164439941756,4023.21013231184,"['x', 'z', 'x', 'z']"
4,x,12,0.0005,normal,12900000,0.93025254,0.0001781423118453,0.0008129353448063,0.0095226754670726,80,0.0001088242164813,0.0004966088686743,0.92139408375,0.0002113641584965,0.0009645400538885,0,2,64,32,64,1.0,0.0,11999918,567.0,191968,0,0,608.5646672379225,4217.370231693523,"['x', 'z', 'x', 'z']"
4,x,12,0.001,m1,12900000,0.8922159325000001,0.0002486959702059,0.0011349001941034,0.0189760103030371,80,0.0002050251661648,0.0009356126706996,0.87528525875,0.000308391357513,0.0014073143654541,0,2,56,24,48,1.0,0.0,11509138,1076.0,366777,0,0,1037.3437872165814,3785.024865265892,"['x', 'z', 'x', 'z']"
4,x,12,0.001,normal,13000000,0.8655681753086419,0.0002480414404886,0.0011389657981619,0.0191190195429976,81,0.000198083163843,0.000909565548259,0.8490194222222223,0.0003060072027132,0.0014051351144996,0,2,64,32,64,1.0,0.0,11253533,2309.0,361462,0,0,607.5525918500498,4320.069511599926,"['x', 'z', 'x', 'z']"
4,x,12,0.005,m1,12900000,0.570464825,0.0003794769412562,0.0017317066051891,0.091565976116303,80,0.0008497178020626,0.0038776056471505,0.5182299575,0.0006077233325354,0.0027732871082898,0,2,56,24,48,1.0,0.0,7361550,15817.0,1128449,0,0,521.8880401537754,3981.797254961173,"['x', 'z', 'x', 'z']"
4,x,12,0.005,normal,13000000,0.4957459061728395,0.0003680105786407,0.0016898444937586,0.0963927763345533,81,0.0008528759547501,0.003916267139159,0.4479599987654321,0.0005541541090481,0.002544585194609,0,2,64,32,64,1.0,0.0,6445003,29609.0,1019924,0,0,620.3556373212487,2783.5402359219443,"['x', 'z', 'x', 'z']"
4,x,12,0.01,m1,12900000,0.3338573025,0.000342526575638,0.0015630871576057,0.1742107859272088,80,0.001418022466303,0.0064710094454602,0.27569534375,0.0005412713301984,0.0024700397726436,0,2,56,24,48,1.0,0.0,4307283,32877.0,1251611,0,0,568.850165608339,3006.5879568838864,"['x', 'z', 'x', 'z']"
4,x,12,0.01,normal,13100000,0.2577350731707317,0.0003464674704099,0.001600712439999,0.1889370836422356,82,0.0013459170001421,0.0062182636735988,0.2090395963414634,0.0004517574897241,0.0020871622747399,0,2,64,32,64,1.0,0.0,3377265,52645.0,1034690,0,0,505.6629730039276,2080.1296426269546,"['x', 'z', 'x', 'z']"
4,x,13,0.0,m2,100,1.0,0.0,,0.0,1,0.0,,1.0,0.0,,2,0,24,8,16,1.0,0.0,100,0.0,0,0,0,0.0,0.0292569440007355,"['z', 'z', 'x', 'z']"
4,x,13,0.0001,m1,12900000,0.9963179,4.094761491701829e-05,0.0001868605111651,3.8503864102829455e-06,80,1.078964319035989e-06,4.923750127880085e-06,0.99631406375,4.0912928486765815e-05,0.0001867022229693,2,0,24,8,16,1.0,0.0,12852619,0.0,80,0,0,12.016652720980346,2455.549875992976,"['z', 'z', 'x', 'z']"
4,x,13,0.0001,normal,12900000,0.995068595,4.5919475383578414e-05,0.0002095491192832,8.037087057623136e-06,80,1.440722030805967e-06,6.574596729721813e-06,0.9950605975,4.589181733708702e-05,0.0002094229044423,2,0,32,16,32,1.0,0.0,12836576,2.0,171,0,0,562.4780085347593,4721.809756415241,"['z', 'z', 'x', 'z']"
4,x,13,0.0005,m1,12900000,0.9818082275,0.0001009859361541,0.0004608396285963,9.38242247090552e-05,80,4.926773367285753e-06,2.248285746731935e-05,0.98171611,0.000101042966331,0.0004610998803356,2,0,24,8,16,1.0,0.0,12665424,7.0,1895,0,0,25.497798681724817,2619.9044393701624,"['z', 'z', 'x', 'z']"
4,x,13,0.0005,normal,12900000,0.975804705,0.000110872660201,0.0005059567450116,0.0001878780655578,80,7.324916095086583e-06,3.34265516695835e-05,0.9756213725,0.0001109972964594,0.0005065255106162,2,0,32,16,32,1.0,0.0,12587742,16.0,3946,0,0,568.5008397656493,4545.412662848132,"['z', 'z', 'x', 'z']"
4,x,13,0.001,m1,12900000,0.96405787,0.0001480816315931,0.0006757563152273,0.0003851897166422,80,1.1199900279150735e-05,5.110967013346922e-05,0.96368653,0.0001500430208633,0.0006847069269384,2,0,24,8,16,1.0,0.0,12436698,55.0,7421,0,0,39.040661089122295,2922.4075264312705,"['z', 'z', 'x', 'z']"
4,x,13,0.001,normal,13000000,0.9522602172839508,0.0001390422725309,0.0006384594146831,0.0007444040812753,81,1.505354821812564e-05,6.912343569547488e-05,0.9515513481481482,0.000138774643529,0.0006372305060005,2,0,32,16,32,1.0,0.0,12380154,159.0,15168,0,0,567.2783849919215,5092.881385628934,"['z', 'z', 'x', 'z']"
4,x,13,0.005,m1,12900000,0.8348273199999999,0.0002652031459938,0.0012102291067125,0.0087251891747146,80,0.0001258617855234,0.0005743581799998,0.8275433162500001,0.0002862893490856,0.0013064539709994,2,0,24,8,16,1.0,0.0,10769509,4976.0,139425,0,0,101.63749171374366,3200.5909781851806,"['z', 'z', 'x', 'z']"
4,x,13,0.005,normal,13000000,0.787652688888889,0.0003347088893371,0.0015369285734867,0.0161403907144627,81,0.0001721506636859,0.0007904877414148,0.7749398358024692,0.0003733817725015,0.0017145081390378,2,0,32,16,32,1.0,0.0,10239755,13138.0,254261,0,0,609.2359794732183,3528.8543357097224,"['z', 'z', 'x', 'z']"
4,x,13,0.01,m1,12900000,0.7019280375,0.0002951758617068,0.0013470067185585,0.0307831658644576,80,0.0004094796117517,0.0018686209128106,0.680320455,0.0004043297464648,0.0018451199967769,2,0,24,8,16,1.0,0.0,9056072,29052.0,389602,0,0,159.78277599904686,3762.248163783559,"['z', 'z', 'x', 'z']"
4,x,13,0.01,normal,13100000,0.6284798170731707,0.0003265669891383,0.0015087703367602,0.0534766088616434,82,0.0004994561069218,0.0023075343917206,0.5948709597560976,0.0004477211023379,0.0020685137837455,2,0,32,16,32,1.0,0.0,8235071,66207.0,627426,0,0,792.9845435046591,3780.298370535136,"['z', 'z', 'x', 'z']"
4,x,14,0.0,m2,100,1.0,0.0,,0.0,1,0.0,,1.0,0.0,,0,2,56,24,48,1.0,0.0,100,0.0,0,0,0,0.0,0.0273784630007867,"['x', 'x', 'z', 'z']"
4,x,14,0.0001,m1,12900000,0.98878272,8.09881979229507e-05,0.0003695818692467,0.0020128325425784,80,2.9119012407882e-05,0.0001328818187381,0.98679246125,8.312264130726071e-05,0.0003793221968007,0,2,56,24,48,1.0,0.0,12755419,25.0,43561,0,0,559.5199871938676,4822.485434631468,"['x', 'x', 'z', 'z']"
4,x,14,0.0001,normal,12900000,0.9857756075,8.59776653948178e-05,0.0003923508252439,0.0020016239132203,80,2.852213687343161e-05,0.0001301580345154,0.9838024575,9.136433696617115e-05,0.0004169323840317,0,2,64,32,64,1.0,0.0,12717157,34.0,43478,0,0,607.576071228832,4854.175525295592,"['x', 'x', 'z', 'z']"
4,x,14,0.0005,m1,12900000,0.9453183625,0.0001460687098217,0.0006665705398919,0.0099836715085501,80,0.0001050658706635,0.0004794580182016,0.9358806275,0.0001787674780119,0.0008157882306143,0,2,56,24,48,1.0,0.0,12195345,515.0,207047,0,0,569.0107513866387,4288.223688146725,"['x', 'x', 'z', 'z']"
4,x,14,0.0005,normal,12900000,0.93114378,0.0001805323095104,0.0008238418697968,0.0100335928130905,80,0.0001096133906714,0.0005002101893584,0.9218010725,0.0002079905530342,0.0009491449291069,0,2,64,32,64,1.0,0.0,12011601,643.0,204367,0,0,1334.0992822702974,4817.067323504598,"['x', 'x', 'z', 'z']"
4,x,14,0.001,m1,12900000,0.8938016899999999,0.0002465352961811,0.0011250401655389,0.0199125859700695,80,0.0002050926050889,0.0009359204217581,0.8760038099999999,0.0003064895768292,0.0013986357718066,0,2,56,24,48,1.0,0.0,11530255,1846.0,387751,0,0,561.376352970954,4761.463010490057,"['x', 'x', 'z', 'z']"
4,x,14,0.001,normal,13000000,0.8671992716049381,0.0002511745667303,0.0011533526023331,0.019916166873558,81,0.0001979363256173,0.0009088912911002,0.8499280703703703,0.0003113162841443,0.0014295135496423,0,2,64,32,64,1.0,0.0,11273648,2307.0,380258,0,0,996.5432969038376,5559.7564831265045,"['x', 'x', 'z', 'z']"
4,x,14,0.005,m1,12900000,0.57275407,0.0003728111071623,0.0017012877109837,0.0935202923894952,80,0.0008536057078526,0.0038953477321232,0.51919044375,0.000615665891437,0.0028095322136352,0,2,56,24,48,1.0,0.0,7391818,26644.0,1141978,0,0,536.770462017972,3560.959460074024,"['x', 'x', 'z', 'z']"
4,x,14,0.005,normal,13000000,0.4954077506172839,0.0004092078193214,0.0018790154968841,0.0959165872068458,81,0.0008454195812357,0.003882028689348,0.4478901456790123,0.0005671424699924,0.0026042256275162,0,2,64,32,64,1.0,0.0,6441477,30757.0,1012571,0,0,477.2574382061139,3116.970647272989,"['x', 'x', 'z', 'z']"
4,x,14,0.01,m1,12900000,0.3322332775,0.0003228350135843,0.0014732266038606,0.173625055636093,80,0.0014357754079974,0.0065520232912341,0.2745496225,0.0005555869960228,0.0025353679398409,0,2,56,24,48,1.0,0.0,4287127,53620.0,1197873,0,0,495.2340441700071,2959.199809128462,"['x', 'x', 'z', 'z']"
4,x,14,0.01,normal,13100000,0.2516796804878048,0.0003182098002946,0.001470159334897,0.1812209959873005,82,0.0013700650304392,0.0063298298545518,0.2060696609756097,0.000423602259432,0.0019570824512969,0,2,64,32,64,1.0,0.0,3297759,55157.0,949591,0,0,451.45061927381903,2121.253904348836,"['x', 'x', 'z', 'z']"
4,x,15,0.0,m2,100,1.0,0.0,,0.0,1,0.0,,1.0,0.0,,1,1,40,8,32,1.0,0.0,100,0.0,0,0,0,0.0,0.0293318050007656,"['z', 'x', 'z', 'z']"
4,x,15,0.0001,m1,12900000,0.99346729,5.938880812500535e-05,0.0002710151266738,0.0024208295443737,80,3.290571634238424e-05,0.0001501620787548,0.9910622725,6.583752318368428e-05,0.0003004432189978,1,1,40,8,32,1.0,0.0,12815806,70.0,54083,0,0,143.23746583098546,4443.229816525214,"['z', 'x', 'z', 'z']"
