n,lstate,i,p_error,sim_type,total_meta_shots,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal,meas_type
4,x,9,0.01,m1,0,1000000,1000000,230,419,0,1.0,0.0002299999999999,0,4.817199493991211,"['z', 'z', 'z', 'x']"
4,x,3,0.01,m2,0,1000000,402381,10,15,391019,0.6607447522993328,2.4852068064795677e-05,0,11.847239728784189,"['z', 'x', 'x', 'x']"
4,x,5,0.01,m1,0,1000000,608825,48,89,0,0.608825,7.884038927441495e-05,0,36.4578194168862,"['z', 'z', 'x', 'x']"
4,x,5,0.01,m2,0,1000000,608825,48,89,391175,1.0,7.884038927441495e-05,0,3.73870973312296,"['z', 'z', 'x', 'x']"
4,x,2,0.01,m2,0,1000000,272373,2,4,391594,0.447682961706492,7.342871723658995e-06,0,15.999916898086669,"['x', 'x', 'x', 'x']"
4,x,9,0.01,normal,0,1000000,1000000,832,1479,0,1.0,0.000832,0,100.91181474388576,"['z', 'z', 'z', 'x']"
4,x,9,0.01,m2,0,1000000,1000000,230,419,0,1.0,0.0002299999999999,0,2.187614400172606,"['z', 'z', 'z', 'x']"
4,x,2,0.01,m1,0,1000000,272373,2,4,0,0.272373,7.342871723658995e-06,0,29.997980220010504,"['x', 'x', 'x', 'x']"
4,x,3,0.01,m1,0,1000000,402381,10,15,0,0.402381,2.4852068064795677e-05,0,24.86533811595291,"['z', 'x', 'x', 'x']"
4,x,5,0.01,normal,0,1000000,524016,90,167,0,0.524016,0.0001717504809013,0,79.80711443489417,"['z', 'z', 'x', 'x']"
4,x,3,0.01,normal,0,1000000,339760,9,18,0,0.33976,2.648928655524241e-05,0,74.96467533195391,"['z', 'x', 'x', 'x']"
4,x,2,0.01,normal,0,1000000,229604,2,4,0,0.229604,8.710649640253365e-06,0,54.22597577888519,"['x', 'x', 'x', 'x']"
