n,lstate,i,p_error,sim_type,total_meta_shots,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal,meas_type
4,x,9,0.01,m1,0,1000000,1000000,262,485,0,1.0,0.0002619999999999,0,4.802071332000196,"['z', 'z', 'z', 'x']"
4,x,5,0.01,m1,0,1000000,608260,48,95,0,0.60826,7.891362246403855e-05,0,16.512830480001867,"['z', 'z', 'x', 'x']"
4,x,3,0.01,m2,0,1000000,402270,4,8,392225,0.6618732261116367,9.943570238868382e-06,0,27.200445865048096,"['z', 'x', 'x', 'x']"
4,x,2,0.01,m2,0,1000000,271579,2,5,391825,0.4465474575574464,7.364339658089136e-06,0,17.63753776717931,"['x', 'x', 'x', 'x']"
4,x,5,0.01,m2,0,1000000,608260,48,95,391740,1.0,7.891362246403855e-05,0,3.827312543988228,"['z', 'z', 'x', 'x']"
4,x,9,0.01,m2,0,1000000,1000000,262,485,0,1.0,0.0002619999999999,0,2.256429564906284,"['z', 'z', 'z', 'x']"
4,x,9,0.01,normal,0,1000000,1000000,788,1431,0,1.0,0.000788,0,76.87024645600468,"['z', 'z', 'z', 'x']"
4,x,2,0.01,m1,0,1000000,271579,2,5,0,0.271579,7.364339658089136e-06,0,31.88233639416285,"['x', 'x', 'x', 'x']"
4,x,3,0.01,m1,0,1000000,402270,4,8,0,0.40227,9.943570238868382e-06,0,25.1012593570631,"['z', 'x', 'x', 'x']"
4,x,5,0.01,normal,0,1000000,523562,92,169,0,0.523562,0.0001757193990397,0,75.30823737895116,"['z', 'z', 'x', 'x']"
4,x,3,0.01,normal,0,1000000,339423,14,27,0,0.339423,4.124646827119438e-05,0,88.08290378004313,"['z', 'x', 'x', 'x']"
4,x,2,0.01,normal,0,1000000,228858,2,4,0,0.228858,8.739043424355053e-06,0,93.44970880518667,"['x', 'x', 'x', 'x']"
