n,lstate,i,p_error,sim_type,total_meta_shots,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal,meas_type
4,x,2,0.001,m1,0,1000000,888452,0,0,0,0.888452,0.0,0,14.694384417998664,"['x', 'x', 'x', 'x']"
4,x,5,0.0001,normal,0,1000000,993472,0,0,0,0.993472,0.0,0,21.08268908100581,"['z', 'z', 'x', 'x']"
4,x,5,0.001,m1,0,1000000,956389,0,0,0,0.956389,0.0,0,2.700901034993876,"['z', 'z', 'x', 'x']"
4,x,2,0.0005,m1,0,1000000,942625,0,0,0,0.942625,0.0,0,3.6487165069993353,"['x', 'x', 'x', 'x']"
4,x,3,0.001,m1,0,1000000,921778,0,0,0,0.921778,0.0,0,12.344116125001165,"['z', 'x', 'x', 'x']"
4,x,3,0.0005,m1,0,1000000,960004,0,0,0,0.960004,0.0,0,3.2488161779983784,"['z', 'x', 'x', 'x']"
4,x,2,0.0001,m1,0,1000000,987983,0,0,0,0.987983,0.0,0,1.8524792219977824,"['x', 'x', 'x', 'x']"
4,x,3,0.001,normal,0,1000000,903238,0,0,0,0.903238,0.0,0,46.23209198800032,"['z', 'x', 'x', 'x']"
4,x,5,0.0005,m1,0,1000000,977862,0,0,0,0.977862,0.0,0,6.425681654000073,"['z', 'z', 'x', 'x']"
4,x,5,0.0001,m1,0,1000000,995455,0,0,0,0.995455,0.0,0,1.278618667995033,"['z', 'z', 'x', 'x']"
4,x,3,0.0001,m1,0,1000000,991744,0,0,0,0.991744,0.0,0,1.620808052000939,"['z', 'x', 'x', 'x']"
4,x,3,0.0001,normal,0,1000000,989772,0,0,0,0.989772,0.0,0,51.82416833499883,"['z', 'x', 'x', 'x']"
4,x,2,0.0001,normal,0,1000000,986066,0,0,0,0.986066,0.0,0,56.184128112996405,"['x', 'x', 'x', 'x']"
4,x,5,0.0005,normal,0,1000000,968217,0,0,0,0.968217,0.0,0,61.65107523500046,"['z', 'z', 'x', 'x']"
4,x,2,0.0005,normal,0,1000000,933047,0,0,0,0.933047,0.0,0,63.17435238500184,"['x', 'x', 'x', 'x']"
4,x,5,0.001,normal,0,1000000,937130,0,0,0,0.93713,0.0,0,72.39206200299668,"['z', 'z', 'x', 'x']"
4,x,3,0.0005,normal,0,1000000,950282,0,0,0,0.950282,0.0,0,70.79351205100102,"['z', 'x', 'x', 'x']"
4,x,2,0.001,normal,0,1000000,870666,0,0,0,0.870666,0.0,0,80.52787668100063,"['x', 'x', 'x', 'x']"
