n,lstate,i,p_error,sim_type,total_meta_shots,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal,meas_type
4,x,2,0.001,m1,0,1000000,888540,0,0,0,0.88854,0.0,0,5.548547865000728,"['x', 'x', 'x', 'x']"
4,x,3,0.001,m1,0,1000000,921888,0,0,0,0.921888,0.0,0,4.334287026998936,"['z', 'x', 'x', 'x']"
4,x,5,0.001,m1,0,1000000,956187,0,0,0,0.956187,0.0,0,2.7302616050001234,"['z', 'z', 'x', 'x']"
4,x,2,0.0005,m1,0,1000000,942008,0,0,0,0.942008,0.0,0,3.668970640996122,"['x', 'x', 'x', 'x']"
4,x,3,0.0005,normal,0,1000000,950028,0,0,0,0.950028,0.0,0,33.10121467299905,"['z', 'x', 'x', 'x']"
4,x,3,0.0005,m1,0,1000000,959776,0,0,0,0.959776,0.0,0,3.2395929129997967,"['z', 'x', 'x', 'x']"
4,x,5,0.0005,m1,0,1000000,977931,0,0,0,0.977931,0.0,0,2.205407945002662,"['z', 'z', 'x', 'x']"
4,x,2,0.0001,m1,0,1000000,988136,0,0,0,0.988136,0.0,0,1.859075913002016,"['x', 'x', 'x', 'x']"
4,x,5,0.0001,m1,0,1000000,995553,0,0,0,0.995553,0.0,0,1.2936365749992549,"['z', 'z', 'x', 'x']"
4,x,3,0.0001,m1,0,1000000,991855,0,0,0,0.991855,0.0,0,1.7273483679964556,"['z', 'x', 'x', 'x']"
4,x,5,0.0001,normal,0,1000000,993583,0,0,0,0.993583,0.0,0,48.542494706998696,"['z', 'z', 'x', 'x']"
4,x,2,0.0001,normal,0,1000000,986227,0,0,0,0.986227,0.0,0,56.18166217399994,"['x', 'x', 'x', 'x']"
4,x,3,0.0001,normal,0,1000000,989806,0,0,0,0.989806,0.0,0,58.85698729099386,"['z', 'x', 'x', 'x']"
4,x,5,0.001,normal,0,1000000,937571,0,0,0,0.937571,0.0,0,66.29095833199972,"['z', 'z', 'x', 'x']"
4,x,3,0.001,normal,0,1000000,903466,0,0,0,0.903466,0.0,0,68.40135817500413,"['z', 'x', 'x', 'x']"
4,x,5,0.0005,normal,0,1000000,967979,0,0,0,0.967979,0.0,0,72.50160337000125,"['z', 'z', 'x', 'x']"
4,x,2,0.0005,normal,0,1000000,932563,0,0,0,0.932563,0.0,0,74.07593066299887,"['x', 'x', 'x', 'x']"
4,x,2,0.001,normal,0,1000000,870750,0,0,0,0.87075,0.0,0,78.39139866900223,"['x', 'x', 'x', 'x']"
