n,lstate,i,p_error,sim_type,total_meta_shots,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal,meas_type
4,x,9,0.01,m1,0,1000000,1000000,235,454,0,1.0,0.0002349999999999,0,3.357268007006496,"['z', 'z', 'z', 'x']"
4,x,3,0.01,m2,0,1000000,402912,4,8,391679,0.6623345240424052,9.92772615360238e-06,0,20.24466636008583,"['z', 'x', 'x', 'x']"
4,x,5,0.01,m1,0,1000000,608589,40,77,0,0.608589,6.572580181374299e-05,0,18.619661367964,"['z', 'z', 'x', 'x']"
4,x,2,0.01,m2,0,1000000,272480,2,3,391340,0.4476719350704827,7.339988255972152e-06,0,19.738986127078533,"['x', 'x', 'x', 'x']"
4,x,5,0.01,m2,0,1000000,608589,40,77,391411,1.0,6.572580181374299e-05,0,7.4701300140004605,"['z', 'z', 'x', 'x']"
4,x,9,0.01,normal,0,1000000,1000000,778,1394,0,1.0,0.0007779999999999,0,170.17653601593338,"['z', 'z', 'z', 'x']"
4,x,9,0.01,m2,0,1000000,1000000,235,454,0,1.0,0.0002349999999999,0,2.5595127269625664,"['z', 'z', 'z', 'x']"
4,x,3,0.01,m1,0,1000000,402912,4,8,0,0.402912,9.92772615360238e-06,0,33.9275792920962,"['z', 'x', 'x', 'x']"
4,x,2,0.01,m1,0,1000000,272480,2,3,0,0.27248,7.339988255972152e-06,0,41.19072622107342,"['x', 'x', 'x', 'x']"
4,x,3,0.01,normal,0,1000000,339468,8,17,0,0.339468,2.356628607114164e-05,0,92.68238781485708,"['z', 'x', 'x', 'x']"
4,x,5,0.01,normal,0,1000000,523541,82,153,0,0.523541,0.0001566257465986,0,82.14117859210819,"['z', 'z', 'x', 'x']"
4,x,2,0.01,normal,0,1000000,229146,2,4,0,0.229146,8.728059839535618e-06,0,60.78102838201448,"['x', 'x', 'x', 'x']"
